id,date,home_team,away_team,home_goals,away_goals,Ball Possession_home,Ball Possession_away,Goal Attempts_home,Goal Attempts_away,Shots on Goal_home,Shots on Goal_away,Shots off Goal_home,Shots off Goal_away,Free Kicks_home,Free Kicks_away,Corner Kicks_home,Corner Kicks_away,Offsides_home,Offsides_away,Throw-ins_home,Throw-ins_away,Goalkeeper Saves_home,Goalkeeper Saves_away,Fouls_home,Fouls_away,Total Passes_home,Total Passes_away,Tackles_home,Tackles_away,Attacks_home,Attacks_away,Dangerous Attacks_home,Dangerous Attacks_away,Yellow Cards_home,Yellow Cards_away,Red Cards_home,Red Cards_away,Blocked Shots_home,Blocked Shots_away,Completed Passes_home,Completed Passes_away,result,Clearances Completed_home,Clearances Completed_away,Crosses Completed_home,Crosses Completed_away,Interceptions_home,Interceptions_away,Pass Success %_home,Pass Success %_away
4C5AzC1Q,21.02.2020 18:30,Al Ahli SC,Al Fateh,0,1,66%,34%,21.0,9.0,5.0,5.0,7.0,3.0,,,12.0,6.0,0.0,4.0,,,4.0,5.0,15.0,12.0,480.0,254.0,13.0,21.0,117.0,81.0,112.0,60.0,3.0,1.0,0,0,9.0,1.0,,,A,,,,,,,,
MmG5yhnK,21.02.2020 16:30,Al-Faisaly,Al Ettifaq,1,2,54%,46%,10.0,12.0,2.0,4.0,6.0,6.0,,,6.0,3.0,1.0,0.0,,,2.0,1.0,15.0,14.0,449.0,396.0,14.0,17.0,103.0,110.0,61.0,56.0,4.0,1.0,0,0,2.0,2.0,,,A,,,,,,,,
O2c2xYWD,21.02.2020 14:10,Abha,Al Adalah,2,2,51%,49%,15.0,14.0,6.0,3.0,4.0,8.0,,,2.0,6.0,6.0,1.0,,,1.0,4.0,16.0,17.0,377.0,349.0,13.0,19.0,84.0,94.0,52.0,65.0,1.0,1.0,0,0,5.0,3.0,,,D,,,,,,,,
Aa9KDlfD,20.02.2020 18:30,Al Wehda,Al Feiha,0,2,69%,31%,12.0,13.0,7.0,7.0,4.0,4.0,,,8.0,1.0,5.0,3.0,,,5.0,7.0,13.0,13.0,657.0,295.0,14.0,11.0,101.0,78.0,95.0,54.0,2.0,2.0,0,0,1.0,2.0,,,A,,,,,,,,
W8AGEUv7,20.02.2020 13:50,Al Shabab,Damac,3,2,47%,53%,19.0,13.0,8.0,6.0,7.0,6.0,,,8.0,4.0,2.0,1.0,,,4.0,5.0,15.0,17.0,326.0,393.0,17.0,13.0,81.0,85.0,61.0,68.0,2.0,2.0,1,0,4.0,1.0,,,H,,,,,,,,
EXFBFAP0,15.02.2020 16:10,Al Fateh,Al-Faisaly,2,2,35%,65%,12.0,14.0,6.0,8.0,4.0,4.0,,,4.0,8.0,2.0,0.0,,,6.0,4.0,17.0,13.0,285.0,541.0,15.0,15.0,103.0,102.0,40.0,56.0,6.0,4.0,0,1,2.0,2.0,,,D,,,,,,,,
zsH7GjAf,15.02.2020 13:55,Al Raed,Abha,2,1,63%,37%,9.0,9.0,2.0,1.0,6.0,5.0,,,6.0,1.0,2.0,4.0,,,0.0,0.0,11.0,18.0,537.0,315.0,26.0,13.0,111.0,89.0,93.0,62.0,0.0,5.0,0,0,1.0,3.0,,,H,,,,,,,,
tKH3HWfl,14.02.2020 18:25,Al Wehda,Al Ahli SC,2,0,46%,54%,14.0,15.0,6.0,2.0,5.0,10.0,,,1.0,6.0,3.0,1.0,,,2.0,4.0,14.0,17.0,375.0,419.0,19.0,18.0,116.0,111.0,51.0,81.0,1.0,0.0,0,0,3.0,3.0,,,H,,,,,,,,
SGDaICur,14.02.2020 16:25,Al Shabab,Al Nassr,2,4,39%,61%,12.0,25.0,5.0,11.0,4.0,9.0,,,6.0,7.0,3.0,3.0,,,7.0,3.0,15.0,15.0,243.0,385.0,12.0,12.0,75.0,78.0,65.0,92.0,7.0,3.0,1,0,3.0,5.0,,,A,,,,,,,,
MZzXMhXQ,14.02.2020 13:30,Al Adalah,Al Taawon,0,0,46%,54%,15.0,9.0,3.0,3.0,9.0,5.0,,,6.0,3.0,6.0,1.0,,,3.0,3.0,7.0,18.0,402.0,496.0,15.0,10.0,113.0,114.0,84.0,59.0,1.0,1.0,0,0,3.0,1.0,,,D,,,,,,,,
rqxTNYHK,13.02.2020 16:30,Al Feiha,Al Hilal,0,1,35%,65%,11.0,11.0,3.0,4.0,6.0,5.0,,,0.0,13.0,5.0,3.0,,,3.0,3.0,11.0,14.0,316.0,586.0,11.0,11.0,92.0,127.0,65.0,102.0,2.0,2.0,0,0,2.0,2.0,,,A,,,,,,,,
zJxPOE2E,13.02.2020 13:30,Al Ettifaq,Al Hazem,2,3,70%,30%,17.0,14.0,7.0,6.0,6.0,5.0,,,8.0,7.0,0.0,2.0,,,3.0,5.0,12.0,19.0,471.0,193.0,19.0,21.0,93.0,71.0,96.0,64.0,1.0,1.0,0,0,4.0,3.0,,,A,,,,,,,,
dSwLPfm8,10.02.2020 18:20,Al Ittihad,Damac,1,2,71%,29%,14.0,9.0,6.0,5.0,6.0,1.0,,,7.0,5.0,0.0,3.0,,,3.0,5.0,17.0,15.0,560.0,230.0,15.0,20.0,154.0,90.0,116.0,64.0,1.0,4.0,0,0,2.0,3.0,,,A,,,,,,,,
fNax1BA7,07.02.2020 18:20,Al-Faisaly,Al Shabab,2,1,63%,37%,10.0,14.0,7.0,2.0,2.0,9.0,,,6.0,4.0,5.0,0.0,,,1.0,5.0,13.0,17.0,470.0,282.0,9.0,16.0,103.0,91.0,82.0,57.0,4.0,2.0,0,0,1.0,3.0,,,H,,,,,,,,
tKeY1ie1,07.02.2020 16:30,Al Hazem,Al Feiha,4,2,33%,67%,13.0,17.0,7.0,4.0,4.0,11.0,,,6.0,7.0,3.0,0.0,,,2.0,3.0,16.0,12.0,232.0,449.0,8.0,13.0,76.0,105.0,51.0,98.0,2.0,3.0,0,0,2.0,2.0,,,H,,,,,,,,
ncdU2Xue,07.02.2020 14:00,Abha,Al Wehda,1,4,48%,52%,13.0,15.0,2.0,5.0,9.0,10.0,,,4.0,6.0,5.0,2.0,,,1.0,1.0,14.0,19.0,320.0,355.0,19.0,16.0,61.0,78.0,54.0,51.0,2.0,0.0,0,0,2.0,0.0,,,A,,,,,,,,
86cQ3DQl,06.02.2020 18:20,Al Ahli SC,Al Ettifaq,3,2,50%,50%,15.0,12.0,6.0,6.0,7.0,6.0,,,8.0,2.0,4.0,1.0,,,4.0,3.0,16.0,19.0,402.0,413.0,15.0,27.0,104.0,87.0,103.0,58.0,3.0,6.0,0,0,2.0,0.0,,,H,,,,,,,,
jV2L4gBr,06.02.2020 16:20,Al Nassr,Al Fateh,1,1,67%,33%,27.0,6.0,6.0,2.0,10.0,3.0,,,7.0,6.0,2.0,2.0,,,1.0,5.0,10.0,18.0,563.0,272.0,13.0,14.0,132.0,89.0,124.0,72.0,0.0,2.0,0,0,11.0,1.0,,,D,,,,,,,,
lMGg9Z2R,05.02.2020 18:20,Al Hilal,Al Raed,3,1,56%,44%,14.0,7.0,9.0,2.0,1.0,2.0,,,9.0,2.0,1.0,2.0,,,1.0,6.0,15.0,19.0,481.0,385.0,16.0,20.0,90.0,68.0,73.0,55.0,0.0,2.0,0,0,4.0,3.0,,,H,,,,,,,,
faHkAFmL,05.02.2020 16:25,Al Taawon,Al Ittihad,1,2,60%,40%,8.0,10.0,2.0,7.0,5.0,2.0,,,2.0,5.0,0.0,2.0,,,5.0,1.0,11.0,13.0,476.0,310.0,12.0,14.0,105.0,93.0,61.0,60.0,3.0,5.0,0,0,1.0,1.0,,,A,,,,,,,,
rPDoBeYE,05.02.2020 14:00,Damac,Al Adalah,1,1,48%,52%,10.0,12.0,5.0,1.0,0.0,7.0,,,6.0,4.0,2.0,2.0,,,0.0,4.0,16.0,14.0,381.0,405.0,9.0,15.0,98.0,89.0,73.0,65.0,2.0,5.0,0,1,5.0,4.0,,,D,,,,,,,,
00OtCyJ8,01.02.2020 18:15,Al Feiha,Al-Faisaly,2,1,45%,55%,12.0,17.0,6.0,5.0,5.0,8.0,,,1.0,5.0,0.0,1.0,,,4.0,4.0,17.0,8.0,378.0,447.0,18.0,10.0,122.0,120.0,54.0,71.0,2.0,2.0,0,0,1.0,4.0,,,H,,,,,,,,
M9PxDH32,01.02.2020 16:15,Al Shabab,Al Fateh,2,1,45%,55%,17.0,17.0,4.0,4.0,9.0,8.0,,,3.0,4.0,0.0,2.0,,,3.0,2.0,11.0,12.0,326.0,386.0,11.0,7.0,102.0,98.0,55.0,83.0,1.0,3.0,0,0,4.0,5.0,,,H,,,,,,,,
YgWflYQ1,01.02.2020 13:25,Al Adalah,Al Ahli SC,1,1,45%,55%,13.0,11.0,5.0,5.0,5.0,6.0,,,8.0,4.0,0.0,2.0,,,4.0,4.0,16.0,16.0,321.0,395.0,20.0,14.0,86.0,88.0,79.0,83.0,3.0,1.0,0,1,3.0,0.0,,,D,,,,,,,,
f3XjkEBe,31.01.2020 18:15,Al Raed,Al Ittihad,1,1,48%,52%,10.0,5.0,1.0,5.0,5.0,0.0,,,2.0,3.0,0.0,2.0,,,4.0,0.0,24.0,20.0,385.0,401.0,24.0,19.0,100.0,109.0,49.0,73.0,1.0,2.0,0,0,4.0,0.0,,,D,,,,,,,,
Cvrnjfdk,31.01.2020 16:25,Al Hazem,Al Taawon,0,0,45%,55%,15.0,10.0,4.0,1.0,8.0,7.0,,,3.0,3.0,1.0,1.0,,,1.0,4.0,22.0,13.0,351.0,437.0,17.0,16.0,76.0,96.0,65.0,68.0,1.0,2.0,0,0,3.0,2.0,,,D,,,,,,,,
byvrizsq,31.01.2020 14:00,Abha,Al Hilal,1,2,32%,68%,11.0,19.0,5.0,9.0,2.0,8.0,,,5.0,7.0,1.0,1.0,,,7.0,4.0,10.0,8.0,309.0,650.0,10.0,18.0,63.0,111.0,43.0,83.0,3.0,1.0,0,0,4.0,2.0,,,A,,,,,,,,
tdiGeGYR,30.01.2020 16:00,Al Ettifaq,Al Wehda,3,1,49%,51%,10.0,12.0,6.0,2.0,2.0,6.0,,,3.0,8.0,0.0,2.0,,,1.0,3.0,10.0,12.0,428.0,441.0,20.0,12.0,88.0,91.0,33.0,58.0,2.0,2.0,0,0,2.0,4.0,,,H,,,,,,,,
25hCddJL,30.01.2020 14:00,Damac,Al Nassr,1,1,29%,71%,3.0,16.0,2.0,7.0,1.0,8.0,,,2.0,6.0,2.0,1.0,,,6.0,1.0,9.0,8.0,250.0,616.0,23.0,13.0,62.0,114.0,38.0,113.0,2.0,1.0,0,0,0.0,1.0,,,D,,,,,,,,
bkcZ6Oy5,25.01.2020 18:10,Al Ittihad,Al Adalah,0,0,69%,31%,11.0,13.0,2.0,2.0,6.0,9.0,,,8.0,5.0,3.0,0.0,,,2.0,2.0,16.0,12.0,636.0,286.0,20.0,22.0,118.0,71.0,97.0,49.0,4.0,4.0,0,0,3.0,2.0,,,D,,,,,,,,
Odfo4MLN,25.01.2020 16:10,Al Shabab,Al Hilal,0,0,31%,69%,16.0,10.0,6.0,4.0,8.0,4.0,,,3.0,10.0,6.0,5.0,,,4.0,6.0,13.0,11.0,237.0,533.0,23.0,17.0,66.0,93.0,56.0,68.0,3.0,3.0,0,1,2.0,2.0,,,D,,,,,,,,
p6es526H,25.01.2020 13:55,Abha,Al-Faisaly,0,1,41%,59%,9.0,15.0,4.0,7.0,4.0,7.0,,,4.0,9.0,4.0,1.0,,,6.0,4.0,8.0,14.0,342.0,485.0,16.0,14.0,76.0,80.0,51.0,62.0,2.0,1.0,1,0,1.0,1.0,,,A,,,,,,,,
dpPaNqMo,24.01.2020 18:10,Al Wehda,Al Hazem,5,1,56%,44%,19.0,19.0,11.0,9.0,3.0,8.0,,,3.0,9.0,1.0,1.0,,,8.0,6.0,10.0,13.0,452.0,338.0,11.0,21.0,103.0,90.0,56.0,80.0,2.0,2.0,0,0,5.0,2.0,,,H,,,,,,,,
6Lqj3tyU,24.01.2020 15:55,Al Ettifaq,Al Nassr,0,1,52%,48%,5.0,19.0,1.0,4.0,4.0,12.0,,,3.0,5.0,3.0,1.0,,,3.0,1.0,9.0,15.0,467.0,428.0,25.0,19.0,114.0,116.0,71.0,105.0,3.0,2.0,0,0,0.0,3.0,,,A,,,,,,,,
GQ7U74Mb,24.01.2020 13:35,Al Feiha,Al Taawon,2,2,45%,55%,18.0,7.0,11.0,3.0,6.0,3.0,,,4.0,1.0,4.0,0.0,,,1.0,9.0,10.0,13.0,371.0,462.0,14.0,11.0,97.0,110.0,72.0,44.0,1.0,1.0,0,1,1.0,1.0,,,D,,,,,,,,
xtdw6riB,23.01.2020 18:10,Al Raed,Al Ahli SC,1,2,56%,44%,11.0,11.0,3.0,7.0,6.0,4.0,,,6.0,7.0,0.0,1.0,,,5.0,2.0,13.0,19.0,417.0,318.0,15.0,19.0,110.0,93.0,75.0,78.0,2.0,3.0,0,0,2.0,0.0,,,A,,,,,,,,
rsyIb0qo,23.01.2020 15:55,Al Fateh,Damac,0,0,55%,45%,15.0,13.0,4.0,2.0,7.0,8.0,,,6.0,0.0,0.0,0.0,,,2.0,4.0,22.0,10.0,422.0,342.0,19.0,23.0,110.0,100.0,90.0,56.0,2.0,0.0,0,1,4.0,3.0,,,D,,,,,,,,
W0Qq0GOK,20.01.2020 16:10,Al-Faisaly,Al Hilal,2,2,35%,65%,17.0,14.0,7.0,4.0,7.0,4.0,,,9.0,7.0,3.0,0.0,,,2.0,5.0,12.0,14.0,285.0,524.0,15.0,5.0,84.0,122.0,78.0,87.0,2.0,1.0,0,0,3.0,6.0,,,D,,,,,,,,
pnXahPMB,13.01.2020 18:05,Al Ahli SC,Abha,3,1,49%,51%,13.0,8.0,7.0,4.0,6.0,4.0,18.0,15.0,5.0,6.0,1.0,4.0,20.0,19.0,3.0,4.0,14.0,14.0,,,,,108.0,90.0,98.0,65.0,1.0,2.0,0,0,,,,,H,,,,,,,,
2N3Q8p7h,11.01.2020 18:05,Al Hilal,Al Wehda,3,1,60%,40%,13.0,8.0,6.0,3.0,7.0,5.0,15.0,13.0,8.0,1.0,2.0,2.0,26.0,13.0,2.0,3.0,11.0,13.0,,,,,109.0,81.0,81.0,27.0,1.0,2.0,0,0,,,,,H,,,,,,,,
804M9Qin,11.01.2020 16:05,Al-Faisaly,Al Raed,0,1,59%,41%,11.0,5.0,3.0,3.0,8.0,2.0,14.0,16.0,4.0,2.0,3.0,1.0,17.0,22.0,2.0,3.0,13.0,13.0,,,,,111.0,100.0,90.0,45.0,1.0,1.0,0,0,,,,,A,,,,,,,,
U95IA6xt,11.01.2020 13:50,Damac,Al Ettifaq,2,2,55%,45%,9.0,8.0,6.0,6.0,3.0,2.0,12.0,12.0,4.0,7.0,1.0,1.0,15.0,27.0,4.0,4.0,11.0,11.0,,,,,,,,,4.0,1.0,0,0,,,,,D,,,,,,,,
UZYBkN6U,10.01.2020 18:05,Al Nassr,Al Ittihad,1,1,48%,52%,5.0,5.0,2.0,5.0,3.0,0.0,23.0,10.0,5.0,4.0,0.0,5.0,24.0,21.0,4.0,1.0,10.0,18.0,,,,,,,,,1.0,2.0,0,0,,,,,D,,,,,,,,
jqz8j3iO,10.01.2020 16:05,Al Taawon,Al Fateh,2,1,53%,47%,12.0,7.0,7.0,7.0,5.0,0.0,10.0,4.0,5.0,6.0,0.0,3.0,24.0,17.0,6.0,5.0,4.0,7.0,,,,,107.0,77.0,92.0,73.0,,,0,0,,,,,H,,,,,,,,
dMz4iqxI,10.01.2020 13:35,Al Hazem,Al Shabab,0,1,55%,45%,4.0,12.0,3.0,3.0,1.0,9.0,13.0,15.0,4.0,6.0,3.0,0.0,25.0,26.0,2.0,3.0,12.0,13.0,,,,,113.0,93.0,62.0,78.0,1.0,2.0,0,0,,,,,A,,,,,,,,
2Nseg575,09.01.2020 15:45,Al Adalah,Al Feiha,1,1,47%,53%,11.0,12.0,5.0,4.0,6.0,8.0,14.0,17.0,4.0,4.0,2.0,0.0,15.0,20.0,3.0,4.0,16.0,14.0,,,,,82.0,88.0,27.0,45.0,3.0,2.0,0,0,,,,,D,,,,,,,,
K6nxsyIr,07.01.2020 18:00,Al Hilal,Al Ahli SC,3,1,65%,35%,14.0,11.0,10.0,5.0,4.0,6.0,18.0,25.0,11.0,4.0,4.0,5.0,13.0,24.0,4.0,7.0,21.0,13.0,,,,,99.0,79.0,72.0,54.0,3.0,3.0,0,0,,,,,H,,,,,,,,
0dW2Sy3k,30.12.2019 15:55,Al Hilal,Al Adalah,7,0,60%,40%,12.0,4.0,8.0,1.0,4.0,3.0,5.0,17.0,4.0,0.0,3.0,1.0,13.0,10.0,1.0,1.0,14.0,4.0,,,,,107.0,60.0,81.0,38.0,0.0,1.0,0,0,,,,,H,,,,,,,,
Ysjvcm8t,28.12.2019 17:50,Al Ittihad,Al Fateh,1,1,57%,43%,10.0,5.0,5.0,2.0,5.0,3.0,15.0,14.0,3.0,4.0,5.0,0.0,34.0,19.0,1.0,4.0,9.0,15.0,,,,,111.0,92.0,76.0,52.0,4.0,3.0,0,0,,,,,D,,,,,,,,
M5NAEFwE,28.12.2019 15:50,Al Shabab,Al Ahli SC,1,0,40%,60%,6.0,11.0,3.0,5.0,3.0,6.0,13.0,15.0,0.0,10.0,4.0,1.0,17.0,33.0,5.0,2.0,11.0,12.0,,,,,75.0,96.0,33.0,103.0,2.0,3.0,0,0,,,,,H,,,,,,,,
fcvmeRxg,28.12.2019 15:35,Al Ettifaq,Al Taawon,1,0,52%,48%,11.0,11.0,3.0,4.0,8.0,7.0,17.0,15.0,3.0,9.0,0.0,2.0,22.0,19.0,4.0,2.0,15.0,15.0,,,,,120.0,133.0,74.0,76.0,3.0,4.0,0,0,,,,,H,,,,,,,,
82ZSkW0D,28.12.2019 13:40,Abha,Damac,3,2,52%,48%,8.0,9.0,6.0,8.0,2.0,1.0,14.0,19.0,5.0,4.0,3.0,1.0,19.0,24.0,6.0,3.0,16.0,13.0,,,,,98.0,114.0,63.0,77.0,1.0,2.0,0,0,,,,,H,,,,,,,,
OWrifoha,28.12.2019 13:20,Al Feiha,Al Nassr,1,4,40%,60%,7.0,15.0,1.0,6.0,6.0,9.0,10.0,12.0,0.0,11.0,0.0,1.0,16.0,15.0,2.0,0.0,12.0,9.0,,,,,80.0,121.0,46.0,111.0,1.0,2.0,2,1,,,,,A,,,,,,,,
UBzPjCo7,27.12.2019 17:50,Al Wehda,Al-Faisaly,1,0,,,5.0,6.0,1.0,2.0,4.0,4.0,20.0,22.0,3.0,5.0,2.0,0.0,17.0,22.0,2.0,0.0,20.0,20.0,,,,,146.0,147.0,79.0,92.0,5.0,2.0,0,0,,,,,H,,,,,,,,
G6uqd7Nn,26.12.2019 17:50,Al Hazem,Al Hilal,1,1,47%,53%,8.0,14.0,3.0,4.0,5.0,10.0,14.0,17.0,6.0,6.0,1.0,0.0,17.0,19.0,3.0,2.0,16.0,14.0,,,,,89.0,150.0,65.0,124.0,1.0,0.0,0,0,,,,,D,,,,,,,,
2k4SihW0,26.12.2019 15:55,Al Raed,Al Adalah,1,0,56%,44%,4.0,9.0,1.0,2.0,3.0,7.0,17.0,15.0,6.0,3.0,1.0,0.0,22.0,20.0,2.0,0.0,14.0,17.0,,,,,102.0,97.0,55.0,66.0,3.0,3.0,0,0,,,,,H,,,,,,,,
Ob5OhYGf,21.12.2019 13:20,Al Raed,Al Ettifaq,3,2,52%,48%,3.0,9.0,3.0,3.0,0.0,6.0,15.0,13.0,4.0,1.0,0.0,2.0,26.0,18.0,1.0,0.0,13.0,13.0,,,,,79.0,69.0,63.0,59.0,2.0,5.0,0,1,,,,,H,,,,,,,,
Uy6KgE1l,20.12.2019 15:35,Al Fateh,Al Hazem,2,1,52%,48%,10.0,8.0,7.0,4.0,3.0,4.0,18.0,19.0,8.0,3.0,1.0,2.0,15.0,18.0,3.0,5.0,18.0,16.0,,,,,104.0,111.0,91.0,83.0,2.0,2.0,0,0,,,,,H,,,,,,,,
AiPmazvR,19.12.2019 17:50,Al Ahli SC,Damac,5,1,58%,42%,17.0,12.0,10.0,8.0,7.0,4.0,12.0,17.0,8.0,3.0,1.0,2.0,19.0,23.0,7.0,5.0,16.0,10.0,,,,,101.0,83.0,66.0,50.0,2.0,1.0,0,0,,,,,H,,,,,,,,
2RLu1d9E,19.12.2019 15:55,Al Taawon,Al Wehda,2,1,61%,39%,13.0,7.0,6.0,5.0,7.0,2.0,21.0,13.0,7.0,2.0,1.0,6.0,24.0,21.0,4.0,4.0,12.0,15.0,,,,,74.0,58.0,47.0,36.0,0.0,1.0,0,0,,,,,H,,,,,,,,
OzNy2xf8,19.12.2019 15:35,Al Adalah,Al Nassr,0,3,38%,62%,7.0,14.0,5.0,8.0,2.0,6.0,12.0,17.0,0.0,10.0,3.0,1.0,9.0,21.0,5.0,5.0,14.0,11.0,,,,,66.0,104.0,32.0,52.0,3.0,1.0,0,0,,,,,A,,,,,,,,
MVrgwgH7,19.12.2019 13:40,Abha,Al Shabab,2,0,45%,55%,7.0,10.0,2.0,4.0,5.0,6.0,15.0,23.0,5.0,4.0,6.0,0.0,12.0,23.0,4.0,0.0,17.0,15.0,,,,,76.0,91.0,39.0,38.0,4.0,4.0,0,2,,,,,H,,,,,,,,
GY1Gffnr,19.12.2019 13:15,Al Feiha,Al Ittihad,4,1,62%,38%,12.0,8.0,9.0,6.0,3.0,2.0,18.0,14.0,8.0,6.0,1.0,3.0,18.0,20.0,5.0,5.0,13.0,15.0,,,,,75.0,91.0,32.0,52.0,1.0,3.0,0,0,,,,,H,,,,,,,,
AeukvZ11,14.12.2019 17:45,Al Ittihad,Al-Faisaly,1,2,44%,56%,9.0,5.0,6.0,3.0,3.0,2.0,9.0,19.0,4.0,4.0,3.0,0.0,30.0,20.0,1.0,5.0,16.0,9.0,,,,,134.0,139.0,73.0,70.0,3.0,3.0,1,0,,,,,A,,,,,,,,
xrssteXl,14.12.2019 13:35,Damac,Al Feiha,2,1,45%,55%,15.0,13.0,9.0,5.0,6.0,8.0,11.0,13.0,6.0,4.0,1.0,1.0,29.0,26.0,4.0,7.0,12.0,10.0,,,,,86.0,108.0,66.0,75.0,3.0,3.0,0,0,,,,,H,,,,,,,,
AXd2mwuF,13.12.2019 17:45,Al Nassr,Al Taawon,2,1,55%,45%,13.0,9.0,7.0,4.0,6.0,5.0,16.0,16.0,7.0,9.0,3.0,2.0,25.0,16.0,3.0,5.0,13.0,14.0,,,,,95.0,90.0,91.0,75.0,0.0,5.0,0,1,,,,,H,,,,,,,,
Oz16ncfL,13.12.2019 15:30,Al Ettifaq,Al Fateh,1,0,57%,43%,10.0,8.0,2.0,6.0,8.0,2.0,22.0,12.0,9.0,3.0,3.0,2.0,15.0,16.0,6.0,1.0,9.0,20.0,,,,,120.0,94.0,87.0,44.0,2.0,2.0,0,0,,,,,H,,,,,,,,
Ic0AoH9R,12.12.2019 17:45,Al Wehda,Al Adalah,2,0,65%,35%,10.0,9.0,5.0,5.0,5.0,4.0,13.0,10.0,6.0,2.0,1.0,1.0,25.0,20.0,5.0,3.0,9.0,12.0,,,,,138.0,86.0,95.0,80.0,2.0,3.0,0,0,,,,,H,,,,,,,,
GYuouFne,12.12.2019 15:45,Al Shabab,Al Raed,3,4,46%,54%,8.0,8.0,5.0,6.0,3.0,2.0,20.0,20.0,7.0,5.0,1.0,3.0,16.0,19.0,2.0,2.0,19.0,17.0,,,,,76.0,104.0,66.0,72.0,1.0,0.0,0,0,,,,,A,,,,,,,,
S87clJP8,12.12.2019 13:20,Al Hazem,Abha,2,3,55%,45%,14.0,7.0,6.0,3.0,8.0,4.0,13.0,7.0,6.0,3.0,0.0,2.0,29.0,17.0,1.0,4.0,7.0,11.0,,,,,118.0,97.0,110.0,55.0,1.0,1.0,0,0,,,,,A,,,,,,,,
lI8gkaA2,24.11.2019 16:20,Al Wehda,Al Nassr,1,0,44%,56%,4.0,8.0,2.0,3.0,2.0,5.0,8.0,21.0,3.0,13.0,2.0,1.0,18.0,16.0,3.0,1.0,19.0,7.0,,,,,78.0,81.0,48.0,61.0,2.0,4.0,0,0,,,,,H,,,,,,,,
MBKBQFX1,24.11.2019 15:30,Al Ettifaq,Al Ittihad,1,2,45%,55%,4.0,4.0,3.0,3.0,1.0,1.0,18.0,16.0,5.0,4.0,1.0,1.0,22.0,18.0,2.0,2.0,15.0,17.0,,,,,45.0,52.0,15.0,23.0,3.0,3.0,1,0,,,,,A,,,,,,,,
rLL7ReIe,23.11.2019 17:40,Al Ahli SC,Al-Faisaly,3,1,44%,56%,13.0,7.0,7.0,3.0,6.0,4.0,16.0,20.0,3.0,9.0,0.0,2.0,19.0,33.0,2.0,4.0,20.0,14.0,,,,,109.0,123.0,63.0,83.0,1.0,0.0,0,0,,,,,H,,,,,,,,
ngSbTHmq,23.11.2019 13:30,Damac,Al Taawon,1,2,45%,55%,7.0,10.0,3.0,3.0,4.0,7.0,12.0,19.0,4.0,5.0,3.0,3.0,23.0,24.0,1.0,2.0,16.0,9.0,,,,,81.0,88.0,77.0,75.0,3.0,4.0,0,0,,,,,A,,,,,,,,
UDuXXcuS,22.11.2019 17:40,Al Shabab,Al Feiha,0,1,59%,41%,9.0,7.0,4.0,2.0,5.0,5.0,14.0,13.0,8.0,7.0,3.0,2.0,34.0,14.0,1.0,4.0,10.0,12.0,,,,,123.0,94.0,98.0,62.0,1.0,0.0,0,0,,,,,A,,,,,,,,
jNtTYwQL,22.11.2019 15:55,Al Hazem,Al Raed,2,3,48%,52%,8.0,4.0,3.0,3.0,5.0,1.0,21.0,16.0,7.0,1.0,0.0,0.0,18.0,20.0,0.0,1.0,16.0,21.0,,,,,97.0,86.0,89.0,44.0,3.0,3.0,0,0,,,,,A,,,,,,,,
YonOZJAF,22.11.2019 13:30,Abha,Al Fateh,3,1,50%,50%,13.0,3.0,5.0,2.0,8.0,1.0,19.0,18.0,5.0,3.0,3.0,2.0,28.0,17.0,1.0,2.0,15.0,17.0,,,,,111.0,116.0,68.0,62.0,2.0,3.0,0,1,,,,,H,,,,,,,,
viykLavP,06.11.2019 17:55,Al Nassr,Al-Faisaly,2,0,51%,49%,14.0,3.0,10.0,1.0,4.0,2.0,15.0,15.0,9.0,6.0,2.0,2.0,20.0,26.0,1.0,8.0,13.0,13.0,,,,,68.0,88.0,73.0,64.0,2.0,2.0,0,0,,,,,H,,,,,,,,
rNpIc5t1,06.11.2019 16:00,Al Raed,Al Taawon,0,3,60%,40%,9.0,8.0,4.0,4.0,5.0,4.0,22.0,13.0,7.0,3.0,5.0,1.0,24.0,13.0,1.0,4.0,8.0,21.0,,,,,109.0,81.0,88.0,44.0,3.0,5.0,0,2,,,,,A,,,,,,,,
femKz0e9,02.11.2019 17:50,Al Nassr,Abha,4,0,68%,32%,14.0,2.0,8.0,1.0,6.0,1.0,13.0,13.0,4.0,3.0,1.0,5.0,14.0,19.0,1.0,4.0,12.0,8.0,,,,,83.0,83.0,63.0,42.0,0.0,4.0,0,0,,,,,H,,,,,,,,
0YmGytt3,02.11.2019 16:00,Al Taawon,Al Shabab,3,1,51%,49%,6.0,15.0,4.0,7.0,2.0,8.0,9.0,12.0,7.0,5.0,1.0,1.0,20.0,13.0,6.0,1.0,11.0,8.0,,,,,89.0,119.0,49.0,63.0,0.0,2.0,0,0,,,,,H,,,,,,,,
2mVCxMQd,02.11.2019 15:40,Al Adalah,Al Hazem,2,2,54%,46%,8.0,10.0,3.0,3.0,5.0,7.0,21.0,13.0,4.0,5.0,1.0,2.0,13.0,12.0,1.0,1.0,12.0,19.0,,,,,82.0,85.0,57.0,58.0,3.0,4.0,0,0,,,,,D,,,,,,,,
