id,date,home_team,away_team,home_goals,away_goals,Ball Possession_home,Ball Possession_away,Goal Attempts_home,Goal Attempts_away,Shots on Goal_home,Shots on Goal_away,Shots off Goal_home,Shots off Goal_away,Free Kicks_home,Free Kicks_away,Corner Kicks_home,Corner Kicks_away,Offsides_home,Offsides_away,Throw-ins_home,Throw-ins_away,Goalkeeper Saves_home,Goalkeeper Saves_away,Fouls_home,Fouls_away,Total Passes_home,Total Passes_away,Tackles_home,Tackles_away,Attacks_home,Attacks_away,Dangerous Attacks_home,Dangerous Attacks_away,Yellow Cards_home,Yellow Cards_away,Red Cards_home,Red Cards_away,Blocked Shots_home,Blocked Shots_away,Completed Passes_home,Completed Passes_away,result,Clearances Completed_home,Clearances Completed_away,Crosses Completed_home,Crosses Completed_away,Interceptions_home,Interceptions_away,Pass Success %_home,Pass Success %_away
xrkhHFLo,14.08.2023 17:00,Abha,Al Hilal,1,3,28%,72%,12.0,26.0,4.0,8.0,7.0,11.0,7.0,9.0,3.0,8.0,2.0,1.0,15.0,14.0,5.0,3.0,8.0,7.0,233.0,613.0,15.0,7.0,55.0,138.0,31.0,61.0,0.0,1.0,0,0,1.0,7.0,159.0,550.0,A,,,,,,,,
jogdGZzh,14.08.2023 17:00,Al Raed,Al Ittihad,0,3,33%,67%,5.0,18.0,1.0,9.0,4.0,4.0,8.0,6.0,1.0,10.0,1.0,2.0,14.0,15.0,6.0,1.0,6.0,7.0,336.0,662.0,15.0,15.0,48.0,157.0,16.0,69.0,,,0,0,0.0,5.0,274.0,608.0,A,,,,,,,,
MVErcCzU,13.08.2023 20:00,Al Fateh,Al Taawon,1,1,48%,52%,10.0,20.0,4.0,7.0,3.0,12.0,6.0,9.0,5.0,11.0,1.0,0.0,5.0,10.0,6.0,3.0,10.0,11.0,405.0,436.0,7.0,18.0,70.0,96.0,61.0,47.0,2.0,2.0,0,0,3.0,1.0,343.0,379.0,D,,,,,,,,
Ov1AhWro,13.08.2023 20:00,Al Riyadh,Al Wehda,1,0,38%,62%,6.0,19.0,3.0,8.0,3.0,8.0,8.0,15.0,3.0,8.0,1.0,2.0,26.0,32.0,8.0,2.0,15.0,7.0,319.0,490.0,24.0,19.0,80.0,125.0,36.0,70.0,2.0,1.0,0,0,0.0,3.0,228.0,410.0,H,,,,,,,,
4fKwbhLN,12.08.2023 20:00,Al Feiha,Al Khaleej,3,1,34%,66%,7.0,16.0,3.0,4.0,3.0,3.0,12.0,16.0,3.0,9.0,3.0,3.0,13.0,14.0,3.0,0.0,17.0,8.0,294.0,585.0,12.0,13.0,67.0,136.0,27.0,84.0,3.0,1.0,0,0,1.0,9.0,221.0,501.0,H,,,,,,,,
Q3LZbY5H,12.08.2023 17:00,Al Taee,Damac,1,0,51%,49%,6.0,8.0,2.0,3.0,2.0,2.0,26.0,12.0,2.0,3.0,1.0,3.0,9.0,19.0,3.0,1.0,16.0,22.0,432.0,407.0,18.0,20.0,83.0,95.0,30.0,57.0,0.0,5.0,0,0,2.0,3.0,365.0,326.0,H,,,,,,,,
WtMVaEjB,11.08.2023 20:00,Al Ahli SC,Al Hazem,3,1,59%,41%,15.0,11.0,7.0,2.0,5.0,6.0,18.0,16.0,3.0,8.0,8.0,2.0,6.0,22.0,1.0,4.0,11.0,15.0,507.0,332.0,21.0,17.0,95.0,98.0,41.0,50.0,1.0,2.0,0,0,3.0,3.0,454.0,263.0,H,,,,,,,,
U78WBtGM,30.05.2021 20:00,Al Ahli SC,Al Ettifaq,1,2,49%,51%,11.0,10.0,2.0,4.0,5.0,3.0,,,5.0,7.0,1.0,0.0,,,2.0,1.0,8.0,13.0,472.0,496.0,12.0,16.0,66.0,62.0,26.0,23.0,1.0,1.0,0,0,4.0,3.0,,,A,,,,,,,,
ri6KErW3,30.05.2021 20:00,Al Ain,Al Batin,3,4,72%,28%,18.0,9.0,5.0,5.0,10.0,3.0,,,9.0,1.0,0.0,0.0,,,1.0,2.0,14.0,16.0,493.0,194.0,11.0,10.0,0.0,0.0,0.0,0.0,2.0,2.0,0,0,3.0,1.0,,,A,,,,,,,,
CWcyB0VS,30.05.2021 20:00,Al Hilal,Al-Faisaly,3,2,65%,35%,11.0,5.0,8.0,3.0,0.0,1.0,,,4.0,1.0,3.0,5.0,,,1.0,5.0,15.0,13.0,607.0,332.0,17.0,18.0,,,,,3.0,1.0,0,0,3.0,1.0,,,H,,,,,,,,
nPl36Kwp,30.05.2021 20:00,Al Nassr,Al Ittihad,1,2,57%,43%,15.0,12.0,4.0,4.0,6.0,7.0,,,5.0,3.0,1.0,1.0,,,2.0,3.0,17.0,19.0,369.0,283.0,9.0,11.0,74.0,64.0,42.0,28.0,4.0,5.0,0,1,5.0,1.0,,,A,,,,,,,,
nPCBG41i,30.05.2021 20:00,Al Qadisiya,Abha,1,1,61%,39%,15.0,8.0,5.0,1.0,8.0,6.0,,,7.0,0.0,0.0,1.0,,,0.0,4.0,23.0,24.0,353.0,229.0,11.0,19.0,103.0,83.0,81.0,46.0,2.0,6.0,0,0,2.0,1.0,,,D,,,,,,,,
Ms5OD2oA,30.05.2021 20:00,Al Raed,Al Fateh,2,2,39%,61%,9.0,11.0,6.0,3.0,1.0,5.0,,,1.0,6.0,0.0,2.0,,,1.0,4.0,11.0,8.0,261.0,416.0,12.0,21.0,107.0,110.0,57.0,107.0,2.0,5.0,0,0,2.0,3.0,,,D,,,,,,,,
jH9SCM0G,30.05.2021 20:00,Al Shabab,Al Wehda,3,0,63%,37%,9.0,12.0,4.0,5.0,5.0,5.0,,,1.0,8.0,1.0,0.0,,,5.0,1.0,12.0,18.0,600.0,334.0,12.0,10.0,92.0,79.0,43.0,54.0,1.0,3.0,0,0,0.0,2.0,,,H,,,,,,,,
0SGFFOGc,30.05.2021 20:00,Damac,Al Taawon,2,0,37%,63%,14.0,6.0,4.0,1.0,6.0,4.0,,,6.0,6.0,1.0,0.0,,,1.0,2.0,12.0,15.0,237.0,392.0,12.0,9.0,118.0,156.0,114.0,121.0,5.0,2.0,0,0,4.0,1.0,,,H,,,,,,,,
Wx8ca3WG,26.05.2021 20:00,Al Batin,Damac,0,2,45%,55%,13.0,22.0,4.0,6.0,7.0,10.0,,,1.0,5.0,0.0,2.0,,,4.0,4.0,16.0,15.0,362.0,441.0,13.0,16.0,109.0,112.0,65.0,82.0,1.0,2.0,1,0,2.0,6.0,,,A,,,,,,,,
zBEl1P14,25.05.2021 20:00,Abha,Al Ahli SC,1,1,44%,56%,15.0,5.0,3.0,1.0,11.0,3.0,,,8.0,1.0,0.0,2.0,,,0.0,2.0,17.0,23.0,410.0,510.0,18.0,10.0,110.0,86.0,87.0,33.0,1.0,2.0,0,0,1.0,1.0,,,D,,,,,,,,
Qa71bNoN,25.05.2021 20:00,Al Ettifaq,Al Raed,3,1,49%,51%,7.0,19.0,5.0,7.0,0.0,8.0,,,5.0,10.0,0.0,0.0,,,6.0,2.0,18.0,7.0,378.0,373.0,8.0,15.0,47.0,63.0,34.0,60.0,1.0,2.0,1,0,2.0,4.0,,,H,,,,,,,,
4j65cs1T,25.05.2021 20:00,Al Fateh,Al Qadisiya,3,0,46%,54%,12.0,10.0,4.0,1.0,8.0,8.0,,,4.0,2.0,5.0,1.0,,,1.0,1.0,23.0,9.0,340.0,400.0,18.0,17.0,85.0,93.0,56.0,65.0,0.0,2.0,0,0,0.0,1.0,,,H,,,,,,,,
IZ3g0qHA,25.05.2021 20:00,Al Ittihad,Al Ain,1,0,48%,52%,10.0,16.0,2.0,4.0,8.0,7.0,,,7.0,10.0,2.0,3.0,,,4.0,1.0,14.0,12.0,401.0,428.0,7.0,12.0,83.0,78.0,47.0,64.0,1.0,1.0,0,0,0.0,5.0,,,H,,,,,,,,
fVPPh19p,25.05.2021 20:00,Al Wehda,Al Nassr,1,1,37%,63%,7.0,13.0,3.0,5.0,3.0,6.0,,,2.0,6.0,2.0,1.0,,,4.0,2.0,25.0,10.0,210.0,364.0,14.0,22.0,57.0,66.0,28.0,44.0,6.0,3.0,1,0,1.0,2.0,,,D,,,,,,,,
YLOTiLOj,23.05.2021 20:00,Al Taawon,Al Hilal,0,1,47%,53%,10.0,13.0,2.0,4.0,6.0,3.0,,,3.0,4.0,5.0,1.0,,,3.0,2.0,19.0,20.0,327.0,384.0,25.0,19.0,88.0,99.0,51.0,59.0,7.0,4.0,0,0,2.0,6.0,,,A,,,,,,,,
dKFp25nb,23.05.2021 20:00,Al-Faisaly,Al Shabab,1,5,41%,59%,19.0,10.0,5.0,6.0,9.0,4.0,,,5.0,3.0,1.0,3.0,,,1.0,4.0,14.0,9.0,362.0,522.0,10.0,14.0,77.0,65.0,58.0,58.0,2.0,1.0,0,0,5.0,0.0,,,A,,,,,,,,
SpBt3oXi,20.05.2021 20:00,Al Nassr,Al Raed,3,1,60%,40%,10.0,4.0,4.0,3.0,4.0,0.0,,,2.0,2.0,1.0,3.0,,,2.0,1.0,12.0,13.0,482.0,321.0,19.0,21.0,107.0,116.0,51.0,46.0,2.0,3.0,0,0,2.0,1.0,,,H,,,,,,,,
lfCx4RHo,20.05.2021 18:30,Al Wehda,Damac,1,1,59%,41%,17.0,12.0,2.0,3.0,9.0,8.0,,,4.0,5.0,0.0,1.0,,,2.0,1.0,12.0,8.0,464.0,315.0,10.0,15.0,76.0,82.0,62.0,49.0,3.0,3.0,0,0,6.0,1.0,,,D,,,,,,,,
CdsSqOWT,20.05.2021 18:15,Abha,Al Ittihad,1,2,41%,59%,15.0,9.0,3.0,5.0,9.0,2.0,,,6.0,3.0,3.0,1.0,,,3.0,2.0,16.0,13.0,318.0,479.0,13.0,11.0,90.0,99.0,66.0,39.0,1.0,2.0,0,0,3.0,2.0,,,A,,,,,,,,
IZsOp4HN,19.05.2021 20:00,Al Hilal,Al Ahli SC,5,1,65%,35%,23.0,6.0,9.0,1.0,11.0,3.0,,,9.0,1.0,3.0,2.0,,,0.0,4.0,12.0,6.0,643.0,348.0,16.0,15.0,137.0,89.0,132.0,54.0,2.0,2.0,0,1,3.0,2.0,,,H,,,,,,,,
vqqKop2H,19.05.2021 18:20,Al Batin,Al Ettifaq,3,2,38%,62%,7.0,19.0,3.0,10.0,3.0,6.0,,,0.0,8.0,2.0,0.0,,,8.0,0.0,9.0,17.0,317.0,504.0,10.0,17.0,96.0,99.0,60.0,80.0,2.0,1.0,0,0,1.0,3.0,,,H,,,,,,,,
M7lFnQnB,19.05.2021 18:10,Al Shabab,Al Ain,5,1,48%,52%,17.0,11.0,9.0,6.0,5.0,3.0,,,7.0,4.0,0.0,1.0,,,5.0,4.0,7.0,8.0,364.0,394.0,13.0,5.0,80.0,86.0,68.0,76.0,1.0,1.0,0,0,3.0,2.0,,,H,,,,,,,,
lfj7lnIb,15.05.2021 20:00,Damac,Al Ittihad,1,1,39%,61%,9.0,16.0,4.0,4.0,4.0,7.0,,,3.0,11.0,1.0,0.0,,,3.0,3.0,13.0,15.0,324.0,495.0,24.0,14.0,82.0,109.0,55.0,95.0,1.0,3.0,0,0,1.0,5.0,,,D,,,,,,,,
zin3kS2h,15.05.2021 18:20,Al Raed,Al Taawon,1,2,51%,49%,11.0,8.0,3.0,2.0,6.0,4.0,,,1.0,4.0,3.0,1.0,,,0.0,2.0,10.0,28.0,406.0,392.0,13.0,13.0,106.0,110.0,53.0,70.0,2.0,2.0,0,0,2.0,2.0,,,A,,,,,,,,
hSdbj8mn,15.05.2021 17:55,Al Fateh,Al Wehda,2,3,48%,52%,6.0,15.0,3.0,7.0,2.0,2.0,,,1.0,11.0,1.0,1.0,,,4.0,1.0,18.0,16.0,337.0,347.0,9.0,19.0,72.0,87.0,34.0,63.0,3.0,3.0,0,0,1.0,6.0,,,A,,,,,,,,
EybfilYu,14.05.2021 20:00,Al Ahli SC,Al Qadisiya,1,0,53%,47%,12.0,10.0,1.0,2.0,9.0,5.0,,,5.0,5.0,0.0,2.0,,,2.0,0.0,21.0,8.0,432.0,385.0,15.0,8.0,111.0,110.0,74.0,70.0,6.0,2.0,1,0,2.0,3.0,,,H,,,,,,,,
OCMlW42U,14.05.2021 20:00,Al Hilal,Al Batin,1,1,76%,24%,25.0,6.0,9.0,1.0,10.0,5.0,,,11.0,2.0,0.0,2.0,,,0.0,8.0,11.0,9.0,571.0,179.0,14.0,13.0,73.0,57.0,77.0,28.0,1.0,1.0,0,0,6.0,0.0,,,D,,,,,,,,
pMNpXpmO,14.05.2021 18:20,Al Ain,Al Nassr,0,2,44%,56%,15.0,12.0,1.0,5.0,12.0,5.0,,,4.0,6.0,0.0,0.0,,,3.0,1.0,7.0,12.0,359.0,478.0,16.0,8.0,76.0,83.0,49.0,62.0,2.0,2.0,0,2,2.0,2.0,,,A,,,,,,,,
2cYuYQXH,14.05.2021 18:15,Al-Faisaly,Abha,2,1,59%,41%,19.0,11.0,9.0,3.0,4.0,6.0,,,7.0,4.0,0.0,1.0,,,2.0,7.0,10.0,21.0,435.0,289.0,15.0,19.0,67.0,51.0,71.0,44.0,2.0,5.0,0,0,6.0,2.0,,,H,,,,,,,,
lfUyZ6IB,14.05.2021 17:50,Al Ettifaq,Al Shabab,4,3,46%,54%,22.0,14.0,13.0,4.0,3.0,6.0,,,4.0,2.0,0.0,3.0,,,1.0,9.0,20.0,9.0,390.0,470.0,8.0,15.0,121.0,150.0,90.0,109.0,3.0,1.0,0,0,6.0,4.0,,,H,,,,,,,,
SSH5WDdD,07.05.2021 20:50,Al Taawon,Al Ahli SC,4,2,48%,52%,14.0,10.0,8.0,5.0,4.0,4.0,,,5.0,2.0,1.0,1.0,,,3.0,4.0,20.0,14.0,390.0,427.0,21.0,3.0,119.0,102.0,74.0,63.0,3.0,2.0,1,0,2.0,1.0,,,H,,,,,,,,
GtWTzTma,07.05.2021 20:40,Al Shabab,Al Hilal,1,5,42%,58%,11.0,16.0,6.0,8.0,3.0,5.0,,,6.0,9.0,5.0,1.0,,,3.0,5.0,9.0,14.0,390.0,528.0,13.0,14.0,68.0,79.0,43.0,61.0,6.0,2.0,1,0,2.0,3.0,,,A,,,,,,,,
QiwHwV3t,05.05.2021 20:40,Al Nassr,Al-Faisaly,4,3,48%,52%,12.0,7.0,5.0,4.0,4.0,1.0,,,6.0,2.0,2.0,0.0,,,1.0,1.0,20.0,13.0,380.0,409.0,15.0,17.0,105.0,105.0,55.0,55.0,6.0,3.0,1,0,3.0,2.0,,,H,,,,,,,,
rHkBm6X4,29.04.2021 20:35,Al Qadisiya,Al-Faisaly,1,2,50%,50%,7.0,16.0,2.0,4.0,2.0,8.0,,,1.0,6.0,3.0,0.0,,,2.0,1.0,15.0,14.0,338.0,338.0,10.0,13.0,87.0,69.0,67.0,69.0,2.0,2.0,0,1,3.0,4.0,,,A,,,,,,,,
nkYguruo,25.04.2021 21:00,Al Taawon,Al Fateh,3,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,A,,,,,,,,
fXUXZn35,17.04.2021 21:10,Al Wehda,Al Ettifaq,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,A,,,,,,,,
b5yPy9Yh,17.04.2021 20:35,Al Fateh,Damac,1,1,54%,46%,17.0,12.0,6.0,5.0,7.0,2.0,,,8.0,2.0,1.0,0.0,,,4.0,5.0,13.0,11.0,384.0,323.0,17.0,12.0,71.0,74.0,58.0,46.0,2.0,3.0,0,0,4.0,5.0,,,D,,,,,,,,
KExLxkJn,16.04.2021 21:10,Al Ittihad,Al Batin,0,0,66%,34%,19.0,4.0,6.0,1.0,7.0,2.0,,,10.0,2.0,0.0,0.0,,,1.0,6.0,11.0,7.0,571.0,295.0,11.0,16.0,83.0,51.0,83.0,31.0,2.0,2.0,0,0,6.0,1.0,,,D,,,,,,,,
UXelecZD,16.04.2021 20:35,Al Qadisiya,Al Raed,0,1,41%,59%,11.0,14.0,4.0,4.0,4.0,8.0,,,3.0,2.0,2.0,0.0,,,3.0,4.0,16.0,16.0,342.0,482.0,16.0,10.0,76.0,94.0,50.0,68.0,3.0,2.0,1,0,3.0,2.0,,,A,,,,,,,,
lxJ1Xgs7,15.04.2021 20:50,Abha,Al Ain,1,0,35%,65%,13.0,14.0,3.0,2.0,9.0,9.0,,,9.0,4.0,0.0,0.0,,,2.0,2.0,16.0,11.0,259.0,473.0,14.0,17.0,86.0,98.0,58.0,73.0,2.0,2.0,0,0,1.0,3.0,,,H,,,,,,,,
K2EcYZR0,10.04.2021 19:15,Al Ettifaq,Al Qadisiya,1,3,67%,33%,17.0,16.0,7.0,6.0,5.0,7.0,,,4.0,6.0,2.0,2.0,,,3.0,6.0,18.0,16.0,533.0,249.0,13.0,13.0,110.0,76.0,68.0,39.0,3.0,1.0,0,0,5.0,3.0,,,A,,,,,,,,
bmQlzdcl,10.04.2021 17:55,Al Batin,Al Shabab,1,4,45%,55%,13.0,23.0,6.0,14.0,1.0,7.0,,,2.0,4.0,0.0,1.0,,,10.0,5.0,7.0,14.0,405.0,522.0,14.0,13.0,84.0,74.0,57.0,70.0,1.0,2.0,0,1,6.0,2.0,,,A,,,,,,,,
tCFgZFCf,10.04.2021 17:55,Al-Faisaly,Al Fateh,2,3,63%,37%,17.0,15.0,6.0,7.0,6.0,4.0,,,5.0,10.0,0.0,2.0,,,4.0,4.0,14.0,23.0,421.0,249.0,4.0,12.0,134.0,100.0,105.0,76.0,1.0,2.0,0,0,5.0,4.0,,,A,,,,,,,,
ppMpyxrr,09.04.2021 19:50,Al Ittihad,Al Hilal,2,0,38%,62%,8.0,22.0,6.0,6.0,1.0,8.0,,,6.0,18.0,1.0,1.0,,,6.0,4.0,12.0,18.0,331.0,509.0,10.0,22.0,88.0,94.0,48.0,87.0,1.0,1.0,0,0,1.0,8.0,,,H,,,,,,,,
S4ZIuIZQ,09.04.2021 18:05,Damac,Al Nassr,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,H,,,,,,,,
lEzFtbKK,09.04.2021 18:00,Al Taawon,Al Ain,3,0,56%,44%,18.0,8.0,6.0,3.0,9.0,4.0,,,4.0,2.0,4.0,2.0,,,3.0,3.0,19.0,22.0,412.0,333.0,11.0,9.0,96.0,95.0,65.0,44.0,3.0,4.0,0,0,3.0,1.0,,,H,,,,,,,,
82JHsv5E,08.04.2021 19:50,Al Ahli SC,Al Raed,2,3,63%,37%,13.0,11.0,4.0,6.0,9.0,2.0,,,3.0,3.0,5.0,2.0,,,3.0,2.0,14.0,18.0,503.0,295.0,8.0,12.0,98.0,60.0,62.0,36.0,2.0,5.0,0,0,0.0,3.0,,,A,,,,,,,,
tjvJMxTl,21.03.2021 14:10,Al Ain,Al Wehda,4,0,54%,46%,14.0,10.0,8.0,1.0,4.0,5.0,,,7.0,5.0,2.0,2.0,,,1.0,4.0,19.0,6.0,338.0,280.0,13.0,13.0,123.0,112.0,61.0,54.0,2.0,2.0,0,0,2.0,4.0,,,H,,,,,,,,
CGZENIDr,21.03.2021 14:05,Abha,Damac,3,4,47%,53%,13.0,16.0,10.0,8.0,2.0,5.0,,,5.0,9.0,1.0,0.0,,,4.0,7.0,13.0,11.0,373.0,415.0,10.0,10.0,88.0,82.0,75.0,63.0,4.0,3.0,1,0,1.0,3.0,,,A,,,,,,,,
A7mmSb5R,20.03.2021 18:45,Al Hilal,Al Qadisiya,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,H,,,,,,,,
G8WVJzD7,20.03.2021 18:45,Al Nassr,Al Batin,7,0,59%,41%,16.0,11.0,10.0,4.0,5.0,5.0,,,3.0,6.0,3.0,1.0,,,4.0,3.0,12.0,12.0,520.0,353.0,9.0,13.0,84.0,79.0,53.0,34.0,2.0,3.0,0,0,1.0,2.0,,,H,,,,,,,,
SrbrTvjL,20.03.2021 16:40,Al Shabab,Al Taawon,1,3,59%,41%,18.0,15.0,10.0,5.0,6.0,5.0,,,5.0,7.0,3.0,3.0,,,2.0,9.0,12.0,15.0,543.0,365.0,6.0,13.0,77.0,68.0,64.0,42.0,0.0,4.0,0,0,2.0,5.0,,,A,,,,,,,,
G8fvUKzF,20.03.2021 16:30,Al Ettifaq,Al-Faisaly,1,0,50%,50%,6.0,13.0,2.0,2.0,2.0,10.0,,,6.0,6.0,1.0,0.0,,,2.0,1.0,14.0,9.0,416.0,400.0,14.0,16.0,87.0,86.0,41.0,61.0,2.0,4.0,0,0,2.0,1.0,,,H,,,,,,,,
KtwNLdre,20.03.2021 16:30,Al Fateh,Al Ahli SC,4,1,48%,52%,15.0,15.0,8.0,5.0,5.0,9.0,,,7.0,4.0,4.0,0.0,,,4.0,4.0,22.0,16.0,372.0,393.0,11.0,22.0,72.0,82.0,52.0,45.0,2.0,2.0,1,0,2.0,1.0,,,H,,,,,,,,
25SRKGc1,20.03.2021 14:15,Al Raed,Al Ittihad,1,1,57%,43%,16.0,6.0,5.0,2.0,4.0,4.0,,,8.0,2.0,1.0,1.0,,,1.0,4.0,13.0,6.0,446.0,344.0,8.0,14.0,94.0,73.0,70.0,32.0,4.0,2.0,1,1,7.0,0.0,,,D,,,,,,,,
UBKDrKk8,15.03.2021 17:10,Al Wehda,Abha,1,4,63%,37%,22.0,8.0,9.0,5.0,10.0,3.0,,,11.0,2.0,3.0,3.0,,,1.0,8.0,8.0,16.0,451.0,272.0,19.0,16.0,87.0,77.0,79.0,37.0,1.0,2.0,0,0,3.0,0.0,,,A,,,,,,,,
MoezV0L8,11.03.2021 18:45,Al Ahli SC,Al Nassr,1,2,48%,52%,10.0,10.0,3.0,6.0,2.0,3.0,,,6.0,3.0,0.0,3.0,,,4.0,2.0,12.0,14.0,422.0,456.0,11.0,12.0,140.0,156.0,60.0,77.0,1.0,3.0,0,0,5.0,1.0,,,A,,,,,,,,
redWVt62,11.03.2021 17:05,Al Wehda,Al Hilal,2,4,28%,72%,11.0,19.0,7.0,9.0,3.0,5.0,,,2.0,7.0,4.0,3.0,,,5.0,5.0,15.0,13.0,232.0,600.0,15.0,17.0,78.0,98.0,40.0,76.0,1.0,1.0,0,0,1.0,5.0,,,A,,,,,,,,
6wDm7cT1,11.03.2021 14:10,Damac,Al Ettifaq,1,1,47%,53%,15.0,13.0,6.0,4.0,4.0,6.0,,,14.0,3.0,0.0,0.0,,,3.0,5.0,10.0,13.0,365.0,425.0,23.0,13.0,91.0,104.0,60.0,66.0,2.0,2.0,0,0,5.0,3.0,,,D,,,,,,,,
SnEq8wEe,10.03.2021 18:45,Al Ittihad,Al Shabab,2,1,43%,57%,10.0,25.0,4.0,6.0,5.0,11.0,,,1.0,4.0,0.0,0.0,,,5.0,2.0,9.0,12.0,380.0,503.0,9.0,11.0,57.0,70.0,31.0,46.0,3.0,6.0,0,0,1.0,8.0,,,H,,,,,,,,
YPEu9Jbk,10.03.2021 18:15,Al-Faisaly,Al Raed,0,1,59%,41%,3.0,15.0,1.0,3.0,2.0,9.0,,,1.0,9.0,0.0,3.0,,,2.0,1.0,16.0,20.0,461.0,323.0,13.0,20.0,86.0,64.0,29.0,22.0,2.0,2.0,0,0,0.0,3.0,,,A,,,,,,,,
KMAyAaqq,10.03.2021 16:50,Al Taawon,Abha,1,0,60%,40%,14.0,6.0,3.0,0.0,9.0,5.0,,,5.0,2.0,1.0,2.0,,,0.0,2.0,16.0,12.0,513.0,345.0,14.0,18.0,90.0,77.0,52.0,35.0,2.0,3.0,0,0,2.0,1.0,,,H,,,,,,,,
EuY8EuyS,10.03.2021 16:25,Al Qadisiya,Al Ain,3,3,53%,47%,13.0,13.0,6.0,6.0,3.0,5.0,,,3.0,5.0,0.0,5.0,,,3.0,3.0,23.0,11.0,350.0,307.0,10.0,18.0,70.0,61.0,48.0,35.0,5.0,3.0,0,0,4.0,2.0,,,D,,,,,,,,
zkZ4FLLL,10.03.2021 13:50,Al Batin,Al Fateh,0,2,61%,39%,7.0,14.0,1.0,9.0,2.0,3.0,,,6.0,2.0,2.0,5.0,,,7.0,1.0,10.0,19.0,520.0,338.0,10.0,16.0,87.0,73.0,42.0,37.0,4.0,3.0,0,0,4.0,2.0,,,A,,,,,,,,
tEK1G16F,06.03.2021 18:35,Al Ahli SC,Damac,1,3,50%,50%,10.0,20.0,4.0,8.0,6.0,5.0,,,2.0,9.0,0.0,1.0,,,5.0,3.0,16.0,12.0,465.0,458.0,16.0,11.0,107.0,110.0,61.0,79.0,1.0,4.0,0,0,0.0,7.0,,,A,,,,,,,,
KbWhINy3,05.03.2021 18:35,Al Hilal,Al Raed,2,1,62%,38%,15.0,2.0,5.0,1.0,7.0,0.0,,,6.0,3.0,1.0,2.0,,,0.0,3.0,10.0,18.0,567.0,342.0,10.0,14.0,112.0,63.0,45.0,20.0,2.0,1.0,1,0,3.0,1.0,,,H,,,,,,,,
2NLcHsi9,05.03.2021 18:35,Al Ittihad,Al Wehda,4,2,60%,40%,11.0,18.0,5.0,9.0,6.0,5.0,,,1.0,4.0,4.0,0.0,,,7.0,1.0,12.0,15.0,439.0,269.0,16.0,18.0,85.0,91.0,44.0,44.0,1.0,3.0,0,0,0.0,4.0,,,H,,,,,,,,
6eSlJ3Md,05.03.2021 16:35,Al Shabab,Al Qadisiya,1,1,65%,35%,33.0,6.0,11.0,2.0,10.0,3.0,,,14.0,1.0,4.0,0.0,,,1.0,10.0,13.0,17.0,512.0,293.0,8.0,12.0,92.0,49.0,57.0,25.0,1.0,5.0,0,0,12.0,1.0,,,D,,,,,,,,
hhv7fKqd,05.03.2021 16:20,Al Ettifaq,Al Nassr,1,1,32%,68%,11.0,17.0,5.0,2.0,5.0,9.0,,,5.0,13.0,1.0,1.0,,,1.0,4.0,18.0,17.0,250.0,534.0,23.0,15.0,71.0,79.0,23.0,43.0,3.0,3.0,1,0,1.0,6.0,,,D,,,,,,,,
E1u3e0Uk,05.03.2021 14:15,Al Ain,Al-Faisaly,1,1,51%,49%,10.0,13.0,2.0,4.0,3.0,3.0,,,3.0,4.0,1.0,0.0,,,3.0,1.0,19.0,17.0,357.0,343.0,16.0,18.0,76.0,78.0,32.0,33.0,3.0,2.0,0,0,5.0,6.0,,,D,,,,,,,,
dQpbdtFq,05.03.2021 14:10,Abha,Al Fateh,2,1,41%,59%,12.0,8.0,3.0,4.0,5.0,3.0,,,8.0,6.0,0.0,1.0,,,3.0,1.0,14.0,18.0,308.0,442.0,16.0,21.0,73.0,93.0,26.0,40.0,4.0,1.0,0,0,4.0,1.0,,,H,,,,,,,,
fHbW0M6S,04.03.2021 16:45,Al Taawon,Al Batin,2,2,42%,58%,14.0,8.0,7.0,4.0,5.0,3.0,,,8.0,5.0,3.0,0.0,,,2.0,5.0,15.0,10.0,307.0,421.0,19.0,15.0,74.0,81.0,48.0,35.0,2.0,3.0,0,0,2.0,1.0,,,D,,,,,,,,
S47F4473,01.03.2021 14:05,Damac,Al Shabab,1,2,38%,62%,22.0,10.0,7.0,4.0,11.0,5.0,,,9.0,2.0,1.0,1.0,,,2.0,6.0,14.0,10.0,322.0,561.0,13.0,9.0,87.0,99.0,62.0,52.0,0.0,3.0,0,1,4.0,1.0,,,A,,,,,,,,
0faS12iM,28.02.2021 18:30,Al Nassr,Abha,2,2,77%,23%,20.0,5.0,7.0,4.0,8.0,1.0,,,11.0,1.0,0.0,3.0,,,2.0,5.0,12.0,18.0,718.0,219.0,9.0,22.0,84.0,64.0,52.0,24.0,2.0,1.0,0,0,5.0,0.0,,,D,,,,,,,,
lKeO2rxG,28.02.2021 16:20,Al Fateh,Al Hilal,2,5,44%,56%,21.0,10.0,5.0,8.0,7.0,2.0,,,9.0,5.0,4.0,1.0,,,3.0,3.0,7.0,16.0,314.0,420.0,16.0,15.0,62.0,61.0,41.0,37.0,3.0,1.0,0,0,9.0,0.0,,,A,,,,,,,,
