id,date,home_team,away_team,home_goals,away_goals,status,Expected Goals (xG)_home,Expected Goals (xG)_away,Ball Possession_home,Ball Possession_away,Goal Attempts_home,Goal Attempts_away,Shots on Goal_home,Shots on Goal_away,Shots off Goal_home,Shots off Goal_away,Free Kicks_home,Free Kicks_away,Corner Kicks_home,Corner Kicks_away,Offsides_home,Offsides_away,Throw-ins_home,Throw-ins_away,Goalkeeper Saves_home,Goalkeeper Saves_away,Fouls_home,Fouls_away,Total Passes_home,Total Passes_away,Tackles_home,Tackles_away,Attacks_home,Attacks_away,Dangerous Attacks_home,Dangerous Attacks_away,Yellow Cards_home,Yellow Cards_away,Red Cards_home,Red Cards_away,Blocked Shots_home,Blocked Shots_away,Completed Passes_home,Completed Passes_away,result
p0O4p8Eo,03.03.2023 18:30,Al Nassr,Al Batin,3,1,,,,70%,30%,25,7,7,2,12,5,25,12,5,2,3,4,27,12,1,4,13,18,566,243,17,16,173,79,71,11,2,4,0,0,6,0,493,161,H
CCgjRpEN,03.03.2023 14:00,Al Khaleej,Al Ittihad,0,3,,,,46%,54%,8,10,1,7,6,3,14,11,2,4,2,4,17,16,4,1,9,10,394,477,6,21,89,106,34,31,1,0,0,0,1,0,330,413,A
OjN8qSTi,03.03.2023 14:00,Al Raed,Al Ettifaq,1,2,,,,46%,54%,10,10,3,2,6,4,12,10,2,5,1,2,29,20,0,2,11,9,405,469,14,23,86,108,40,45,1,2,0,0,1,4,339,386,A
EuGLtQDA,02.03.2023 18:30,Al Wehda,Al Hilal,3,3,,,,36%,64%,13,15,8,7,3,5,13,10,4,7,1,4,22,14,4,5,10,7,326,586,15,13,70,105,40,84,3,1,0,0,2,3,256,516,D
fyqeQ4TT,02.03.2023 14:00,Al Fateh,Al Taee,2,3,,,,54%,46%,11,9,4,5,4,4,15,9,7,1,4,2,21,24,2,2,10,14,499,440,19,19,111,83,79,36,1,1,0,0,3,0,416,355,A
dpVMLOyo,02.03.2023 14:00,Al Feiha,Abha,2,0,,,,38%,62%,12,8,6,5,4,2,17,24,3,9,2,6,15,19,5,4,20,12,329,548,18,17,88,133,63,97,1,1,0,0,2,1,250,467,H
6FjrT6qB,25.02.2023 16:30,Damac,Al Nassr,0,3,,,,38%,62%,6,17,2,5,3,6,10,11,2,7,4,2,15,21,2,2,6,10,349,559,13,5,79,98,26,46,1,3,0,0,1,6,296,503,A
SOivUnU4,25.02.2023 14:00,Al Batin,Al Ettifaq,1,0,,,,52%,48%,13,7,6,2,5,4,19,16,5,4,5,1,21,26,2,5,13,19,399,363,15,20,86,90,44,32,2,1,0,0,2,1,321,263,H
WdbVV8ah,24.02.2023 16:00,Al Adalah,Al Khaleej,2,0,,,,44%,56%,9,15,6,3,2,6,22,18,2,8,4,2,21,24,3,4,15,20,291,356,26,15,75,95,35,58,3,3,0,0,1,6,217,286,H
xzaRWlpn,24.02.2023 14:00,Abha,Al Wehda,1,2,,,,64%,36%,13,14,4,8,7,4,15,5,7,1,0,2,23,8,6,3,6,19,614,352,15,24,136,102,102,67,1,3,0,0,2,2,525,280,A
OWfNXUUu,23.02.2023 18:30,Al Ittihad,Al Raed,0,0,,,,69%,31%,17,1,5,1,12,0,14,24,4,3,6,1,28,11,1,5,16,12,629,286,17,28,93,88,86,47,2,3,0,0,0,0,559,207,D
OhhFPXxJ,23.02.2023 14:00,Al Taawon,Al Feiha,1,1,,,,66%,34%,16,8,7,4,6,3,11,10,6,5,3,4,23,17,3,6,10,13,619,328,23,22,123,77,73,31,0,4,0,0,3,1,526,232,D
jRv8Rg86,18.02.2023 16:00,Al Khaleej,Damac,2,0,,,,40%,60%,10,12,3,2,1,4,8,10,6,5,0,4,8,22,2,1,21,4,358,532,18,18,61,96,22,51,1,3,0,0,6,6,262,431,H
UBjaTFwf,18.02.2023 14:00,Al Fateh,Al Batin,2,0,,,,64%,36%,11,5,2,2,4,2,21,24,4,3,3,3,20,19,2,0,20,19,540,298,15,24,93,85,75,42,1,1,0,0,5,1,450,206,H
G8neUeOm,17.02.2023 18:30,Al Wehda,Al Raed,2,2,,,,56%,44%,15,9,5,5,5,3,10,22,7,4,5,0,14,23,3,3,17,10,495,377,11,16,96,105,37,49,1,1,0,0,5,1,437,301,D
MomiVy9s,17.02.2023 16:00,Al Nassr,Al Taawon,2,1,,,,46%,54%,20,7,11,2,5,3,9,18,3,4,1,3,18,16,1,9,18,8,462,513,22,13,102,130,54,42,2,0,0,0,4,2,379,451,H
Kx1PZH0Q,16.02.2023 18:30,Al Ettifaq,Al Ittihad,0,3,,,,48%,52%,14,17,4,6,5,6,8,14,9,4,1,0,8,20,3,4,14,9,429,477,24,12,85,103,75,57,2,2,0,0,5,5,328,389,A
216KzboK,16.02.2023 16:00,Al Adalah,Al Taee,2,2,,,,37%,63%,9,15,4,5,4,3,17,14,7,4,1,1,25,18,3,2,13,16,305,538,18,16,77,88,54,54,2,1,0,0,1,7,227,449,D
p2gBQDNC,14.02.2023 16:00,Al Shabab,Abha,2,0,,,,45%,55%,15,16,6,6,6,5,13,13,6,7,2,5,9,18,6,4,11,10,440,548,13,22,75,90,47,46,0,1,0,0,3,5,378,491,H
G8QPEGO0,10.02.2023 18:30,Al Ittihad,Al Adalah,5,0,,,,70%,30%,27,3,7,1,9,2,7,10,6,0,1,0,9,13,1,2,14,7,673,286,14,17,92,65,75,30,1,3,0,1,11,0,613,205,H
bXFUDzv7,10.02.2023 14:00,Al Raed,Abha,3,1,,,,33%,67%,11,10,6,4,4,2,10,12,1,5,1,1,17,9,3,3,11,11,309,636,10,17,113,163,60,92,4,1,0,0,1,4,222,549,H
