id,date,home_team,away_team,home_goals,away_goals,status,Expected Goals (xG)_home,Expected Goals (xG)_away,Ball Possession_home,Ball Possession_away,Goal Attempts_home,Goal Attempts_away,Shots on Goal_home,Shots on Goal_away,Shots off Goal_home,Shots off Goal_away,Free Kicks_home,Free Kicks_away,Corner Kicks_home,Corner Kicks_away,Offsides_home,Offsides_away,Throw-ins_home,Throw-ins_away,Goalkeeper Saves_home,Goalkeeper Saves_away,Fouls_home,Fouls_away,Total Passes_home,Total Passes_away,Tackles_home,Tackles_away,Attacks_home,Attacks_away,Dangerous Attacks_home,Dangerous Attacks_away,Yellow Cards_home,Yellow Cards_away,Red Cards_home,Red Cards_away,Blocked Shots_home,Blocked Shots_away,Completed Passes_home,Completed Passes_away,result
8rNHGxfl,10.02.2023 14:00,Al Taee,Al Ettifaq,2,0,,,,53%,47%,11,9,6,1,3,5,8,8,6,8,0,3,11,15,1,4,13,7,447,398,13,21,84,96,57,58,1,0,0,0,2,3,341,279,H
xIRLFd9f,10.02.2023 14:00,Damac,Al Feiha,1,1,,,,61%,39%,7,5,3,1,4,3,15,17,4,2,2,0,32,22,0,2,13,15,519,340,12,13,109,80,98,40,1,3,0,0,0,1,421,236,D
UiODHIvr,09.02.2023 18:30,Al Wehda,Al Nassr,0,4,,,,47%,53%,12,14,2,7,7,3,11,14,3,6,2,1,27,18,3,2,13,9,397,438,10,18,97,86,36,53,1,0,0,0,3,4,328,366,A
OAooMbWQ,09.02.2023 16:00,Al Taawon,Al Fateh,1,2,,,,51%,49%,14,7,5,4,4,1,10,8,9,8,3,1,10,10,2,4,10,11,477,464,19,23,122,98,60,43,1,1,0,0,5,2,382,365,A
A7JYCfgD,09.02.2023 14:00,Al Batin,Al Shabab,2,4,,,,31%,69%,11,20,5,4,2,7,16,8,3,14,2,1,13,22,0,3,13,16,266,590,12,18,69,91,32,79,1,2,0,0,4,9,200,525,A
8S8MyOQS,04.02.2023 16:00,Al Feiha,Al Wehda,2,0,,,,54%,46%,11,5,5,1,5,3,9,11,3,1,0,3,27,10,1,3,15,10,440,376,22,25,108,104,61,51,1,2,0,0,1,1,368,296,H
Q3JHx4BM,04.02.2023 14:00,Al Taee,Al Ittihad,0,1,,,,51%,49%,9,12,3,3,5,5,18,15,4,6,1,5,14,37,2,3,13,12,424,398,30,11,66,105,33,66,3,2,0,0,1,4,345,312,A
vmH5u6R3,03.02.2023 18:30,Al Ettifaq,Al Adalah,3,2,,,,56%,44%,13,10,6,4,6,3,11,8,3,5,2,1,10,16,2,3,9,13,451,346,20,15,77,84,47,43,1,3,0,1,1,3,363,265,H
nDKDwpdG,03.02.2023 16:00,Al Fateh,Al Nassr,2,2,,,,42%,58%,6,18,4,6,1,7,19,18,2,4,2,2,16,17,4,2,17,20,364,482,16,16,74,82,33,58,2,2,0,1,1,5,263,393,D
dOR0tnCc,02.02.2023 16:00,Al Batin,Al Taawon,0,1,,,,36%,64%,16,17,5,10,7,3,18,15,5,7,2,4,12,15,9,5,16,15,300,532,11,14,63,70,43,60,4,1,0,1,4,4,234,468,A
vBahW1lj,02.02.2023 16:00,Al Shabab,Damac,2,1,,,,53%,47%,12,10,7,2,3,4,16,20,3,5,5,3,13,18,1,5,19,14,521,455,26,10,85,111,39,63,0,1,0,0,2,4,431,393,H
IwG9vQtA,02.02.2023 14:00,Abha,Al Khaleej,2,0,,,,65%,35%,8,9,4,1,1,7,11,13,4,4,1,2,26,17,1,2,14,10,534,266,17,20,99,83,37,36,2,2,0,0,3,1,446,177,H
hGQQhM0R,27.01.2023 18:30,Al Wehda,Al Fateh,0,2,,,,47%,53%,12,9,3,3,6,4,,,1,1,2,1,,,1,3,15,15,328,384,24,17,45,63,22,28,3,6,1,0,3,2,263,316,A
0xjnSQbH,27.01.2023 16:00,Al Taee,Al Shabab,1,2,,,,49%,51%,8,8,2,3,3,3,10,17,5,5,4,3,8,7,1,1,16,7,489,507,8,15,92,86,40,50,3,1,0,0,3,2,427,445,A
plOdsSdi,22.01.2023 18:30,Al Nassr,Al Ettifaq,1,0,,,,67%,33%,13,8,5,2,2,6,9,12,9,0,1,1,10,16,2,4,15,7,546,269,20,23,59,45,19,13,0,2,0,0,6,0,471,196,H
WpzFIrKj,22.01.2023 16:00,Al Hilal,Abha,2,1,,,,57%,43%,25,8,12,3,10,2,,,9,2,2,1,,,2,10,19,10,515,389,15,21,52,53,49,23,4,3,0,0,3,3,433,310,H
QqiWQ6CA,21.01.2023 16:00,Al Wehda,Al Taee,1,0,,,,56%,44%,19,11,6,2,9,6,12,6,5,4,3,3,12,14,2,5,10,16,455,359,10,16,97,92,83,74,1,3,0,0,4,3,375,265,H
rL1RRnc4,20.01.2023 18:30,Al Taawon,Al Shabab,1,1,,,,44%,56%,14,10,4,2,6,2,16,16,5,5,3,2,14,13,1,3,12,12,422,524,16,12,86,99,56,60,2,2,0,0,4,6,358,459,D
C0grO4dT,20.01.2023 16:00,Damac,Al Fateh,3,1,,,,50%,50%,23,7,9,2,6,3,13,13,11,2,2,3,25,12,1,6,11,11,393,418,17,17,110,91,67,33,3,3,0,0,8,2,336,332,H
Y9fvPpsN,20.01.2023 13:30,Al Khaleej,Al Raed,3,0,,,,40%,60%,13,7,6,1,5,6,8,23,2,6,1,1,18,29,1,3,27,10,332,492,22,15,90,98,40,45,2,1,0,0,2,0,272,407,H
hfyBJO4p,19.01.2023 16:00,Al Ittihad,Al Feiha,3,0,,,,56%,44%,9,4,4,0,4,2,8,14,2,4,2,1,11,15,0,1,13,11,620,474,18,23,76,66,60,46,1,2,0,0,1,2,556,402,H
vmezQQRG,19.01.2023 13:30,Al Adalah,Al Batin,1,1,,,,44%,56%,9,9,4,2,3,3,14,10,4,3,1,1,5,5,1,3,15,16,389,504,26,24,93,127,42,53,1,2,0,0,2,4,303,432,D
4U2NSSsb,15.01.2023 16:00,Al Hilal,Al Adalah,2,0,,,,76%,24%,25,1,9,0,8,1,5,8,8,0,1,1,10,7,0,7,11,6,753,237,11,27,105,73,114,31,2,5,0,1,8,0,692,159,H
d43JT8Si,14.01.2023 18:30,Al Shabab,Al Nassr,0,0,,,,52%,48%,10,9,5,2,1,6,18,25,5,5,5,1,18,13,2,5,14,12,499,446,15,20,71,81,39,34,2,2,0,0,4,1,420,386,D
G8QW55zo,14.01.2023 16:00,Al Raed,Al Feiha,2,4,,,,53%,47%,6,12,5,7,0,3,15,9,5,2,1,1,15,11,3,3,10,20,472,423,11,22,142,111,87,64,3,1,0,0,1,2,399,350,A
6ZzcC7cH,14.01.2023 13:30,Al Batin,Al Ittihad,1,2,,,,23%,77%,4,22,1,4,3,12,9,17,2,9,1,0,17,19,2,0,18,11,235,771,16,10,76,98,40,72,4,1,1,0,0,6,157,699,A
lbthDmrB,13.01.2023 16:00,Al Khaleej,Al Wehda,3,2,,,,32%,68%,7,8,4,3,1,4,18,12,2,2,0,3,8,24,1,1,15,18,241,519,14,12,60,98,23,43,1,2,0,0,2,1,156,440,H
pQZ0BRCN,13.01.2023 13:30,Abha,Damac,2,1,,,,49%,51%,15,12,8,2,5,6,21,12,5,6,3,1,24,21,1,6,12,16,318,314,18,13,77,76,36,40,1,1,0,0,2,4,246,233,H
vmZ4AoST,12.01.2023 13:30,Al Fateh,Al Ettifaq,2,0,,,,57%,43%,14,8,5,2,7,2,9,8,3,6,2,1,13,11,2,3,12,10,503,361,16,12,96,72,65,52,1,1,0,1,2,4,426,280,H
ID4FUlDo,12.01.2023 13:30,Al Taee,Al Taawon,1,3,,,,45%,55%,13,20,4,12,6,6,14,11,6,7,5,5,24,16,9,3,7,8,382,484,21,23,136,155,107,93,1,1,0,0,3,2,311,411,A
pl0lXsZq,10.01.2023 18:30,Al Raed,Al Hilal,1,1,,,,26%,74%,9,17,3,6,4,7,13,5,3,12,0,2,7,11,5,2,6,13,243,690,11,23,71,131,32,88,3,1,0,0,2,4,163,611,D
OIJ8pb87,09.01.2023 19:15,Al Shabab,Al Ittihad,1,1,,,,55%,45%,19,9,5,3,9,5,10,13,12,4,6,2,13,8,2,4,7,11,511,426,14,13,87,77,62,37,1,2,0,0,5,1,461,367,D
dpyYHBTu,07.01.2023 16:00,Al Ettifaq,Abha,2,1,,,,47%,53%,14,14,7,4,5,5,12,9,2,10,2,6,10,17,3,5,9,13,374,417,22,20,94,60,43,48,1,2,0,0,2,5,283,336,H
GprpF9Db,07.01.2023 13:30,Al Feiha,Al Batin,2,2,,,,55%,45%,12,9,6,5,5,3,20,13,5,2,5,1,25,23,3,4,11,21,450,371,16,16,81,70,27,24,2,3,0,0,1,1,377,292,D
pCfSdScU,06.01.2023 16:00,Al Adalah,Al Fateh,2,1,,,,35%,65%,9,11,3,3,3,7,18,16,5,5,1,5,19,31,2,1,15,13,248,453,23,22,82,102,40,53,1,3,0,0,3,1,157,358,H
A7slETS4,06.01.2023 16:00,Al Nassr,Al Taee,2,0,,,,56%,44%,15,8,6,1,4,4,29,15,5,5,6,9,10,32,1,4,13,20,388,306,20,23,72,58,35,24,0,3,0,0,5,3,306,220,H
Od6JblTH,06.01.2023 16:00,Al Taawon,Al Khaleej,0,1,,,,66%,34%,15,5,1,4,10,0,8,10,5,4,3,1,28,14,3,1,10,10,581,301,25,22,119,69,71,24,1,1,0,0,4,1,505,216,A
IaPtGkbh,05.01.2023 18:30,Al Ittihad,Al Hilal,0,1,,,,54%,46%,15,6,4,4,6,2,10,9,11,3,3,1,25,7,3,4,9,8,477,437,18,25,93,81,111,73,1,4,0,0,5,0,402,353,A
6LeOc8rO,05.01.2023 18:30,Al Wehda,Al Shabab,2,1,,,,44%,56%,15,13,4,5,7,6,15,14,6,7,2,2,23,24,4,2,12,16,352,448,16,11,86,94,55,69,4,1,1,0,4,2,263,362,H
zyzxHVrn,05.01.2023 13:30,Damac,Al Raed,1,2,,,,72%,28%,14,10,7,4,4,5,9,14,7,6,4,1,17,18,2,6,12,12,558,212,14,17,106,71,70,43,3,3,0,0,3,1,485,133,A
Ag2FaUDB,31.12.2022 18:30,Al Hilal,Damac,2,2,,,,59%,41%,13,13,7,7,3,5,17,19,5,4,5,1,21,23,5,5,17,16,598,417,22,14,95,105,71,69,3,2,0,0,3,1,511,339,D
CvMYLKUD,31.12.2022 18:30,Al Khaleej,Al Nassr,0,1,,,,33%,67%,9,8,1,2,8,6,,,4,3,3,0,,,1,1,10,13,307,663,8,10,97,125,56,70,3,2,0,0,0,0,212,576,A
dUnA2WTh,31.12.2022 16:00,Al Raed,Al Taawon,2,3,,,,44%,56%,10,15,5,9,2,4,13,10,7,7,0,2,15,8,6,3,11,23,345,439,23,17,93,112,44,58,0,4,0,0,3,2,262,379,A
OGl24hat,31.12.2022 13:30,Abha,Al Ittihad,1,2,,,,56%,44%,11,17,6,5,2,9,12,12,10,6,2,4,27,19,3,5,10,9,444,353,20,25,102,91,74,53,0,2,0,0,3,3,362,294,A
xt471jqa,31.12.2022 13:30,Al Taee,Al Batin,4,0,,,,63%,37%,12,4,7,4,4,0,13,14,2,5,6,0,18,17,4,3,14,11,537,312,22,22,94,77,46,25,,,0,0,1,0,456,239,H
GW2B0Ab5,30.12.2022 18:30,Al Shabab,Al Ettifaq,3,0,,,,60%,40%,23,2,6,0,12,2,8,16,7,3,1,2,21,23,0,3,15,6,521,349,17,17,88,65,47,21,1,1,0,0,5,0,442,266,H
AZsjcyhD,30.12.2022 16:00,Al Wehda,Al Adalah,0,0,,,,76%,24%,12,12,3,7,6,3,15,13,6,5,2,2,6,9,7,3,16,13,595,178,6,16,85,77,82,38,3,0,0,0,3,2,514,108,D
Iwl63CEn,30.12.2022 13:30,Al Fateh,Al Feiha,0,2,,,,63%,37%,10,13,4,3,3,8,16,13,5,5,3,0,8,9,1,4,11,21,488,296,25,27,115,82,65,29,1,3,0,0,3,2,413,223,A
WrqnbHx7,26.12.2022 18:30,Al Nassr,Al Hilal,2,2,,,,49%,51%,22,7,9,2,10,3,10,17,5,2,4,0,20,18,0,7,13,12,434,457,24,16,79,88,53,26,2,2,0,0,3,2,371,370,D
29vracN0,26.12.2022 16:00,Al Feiha,Al Taee,2,1,,,,38%,62%,7,21,5,6,2,10,19,18,3,7,4,3,17,23,5,3,17,17,332,529,20,17,91,139,30,74,2,1,0,0,0,5,231,438,H
OIuv0w8f,26.12.2022 16:00,Al Ittihad,Al Taawon,3,0,,,,55%,45%,14,7,5,1,6,2,12,13,4,5,2,0,14,12,1,2,10,13,541,446,18,18,81,80,48,33,0,3,0,0,3,4,468,374,H
Ym1a7LFK,26.12.2022 13:30,Al Batin,Al Raed,1,2,,,,41%,59%,10,11,3,4,5,4,5,11,7,4,2,2,21,15,2,2,12,9,291,413,11,11,80,107,44,44,3,1,0,0,2,3,196,317,A
UJnV1awr,26.12.2022 13:30,Al Fateh,Al Shabab,4,1,,,,42%,58%,15,7,6,4,7,2,22,19,5,7,4,1,18,25,3,2,14,22,339,471,26,11,80,96,45,40,1,4,0,0,2,1,265,379,H
Cv036uVQ,25.12.2022 18:30,Al Ettifaq,Al Khaleej,1,0,,,,55%,45%,13,14,4,2,7,10,7,9,1,8,1,2,27,32,2,3,9,8,420,316,31,29,85,79,52,64,3,1,0,0,2,2,,,H
GC6f810E,25.12.2022 16:00,Al Adalah,Abha,0,2,,,,46%,54%,16,12,5,6,7,4,14,23,9,7,5,1,24,18,4,5,16,16,310,402,19,19,101,86,68,37,4,3,0,0,4,2,227,309,A
tfjZ0Jhl,25.12.2022 13:30,Damac,Al Wehda,0,0,,,,41%,59%,6,12,2,3,1,8,13,21,6,6,8,2,24,32,3,2,17,10,313,461,15,14,68,90,39,43,1,2,0,0,3,1,220,366,D
xM7j9so8,16.12.2022 18:30,Al Hilal,Al Batin,3,1,,,,80%,20%,27,5,12,3,8,2,6,10,16,0,2,1,21,8,2,9,11,11,739,197,11,19,109,68,141,28,2,3,0,0,7,0,665,124,H
SjQanKwe,16.12.2022 16:00,Al Raed,Al Nassr,1,4,,,,29%,71%,3,21,1,8,2,4,4,2,0,6,1,5,7,4,4,0,8,10,283,666,14,15,75,80,31,82,3,0,0,0,0,9,203,606,A
l0Rem0Ol,16.12.2022 13:30,Abha,Al Taee,2,1,,,,54%,46%,11,14,6,6,4,5,22,10,5,8,2,0,25,25,5,4,8,20,407,336,18,13,93,74,40,40,3,4,0,1,1,3,330,252,H
AiyMg2oL,15.12.2022 16:00,Al Taawon,Al Adalah,4,1,,,,59%,41%,13,8,5,1,6,5,27,26,3,4,3,2,19,24,0,1,23,24,457,304,16,16,91,79,66,51,1,3,0,0,2,2,394,234,H
fPChlt9r,15.12.2022 13:30,Al Khaleej,Al Feiha,1,2,,,,62%,38%,6,7,1,3,2,3,,,8,2,5,4,,,1,1,10,14,465,303,16,21,,,,,1,2,0,0,3,1,369,211,A
AFF4ovg1,15.12.2022 13:30,Damac,Al Ettifaq,0,0,,,,60%,40%,18,7,1,2,14,3,6,8,8,5,1,4,14,14,2,1,8,7,518,344,8,27,95,79,60,42,2,0,0,1,3,2,450,253,D
2RXDeOG8,16.10.2022 19:30,Al Adalah,Damac,0,2,,,,46%,54%,6,11,3,4,2,5,10,15,8,3,1,2,16,13,2,3,15,11,355,428,20,18,84,80,42,28,2,1,0,0,1,2,283,357,A
OzZ9d412,16.10.2022 19:30,Al Ettifaq,Al Taawon,0,1,,,,52%,48%,4,11,1,5,0,4,9,8,3,5,0,2,3,5,4,1,17,20,439,425,21,26,105,86,71,59,0,3,0,0,3,2,373,361,A
dlXHfrWE,16.10.2022 19:30,Al Ittihad,Al Wehda,1,0,,,,52%,48%,7,10,5,1,1,5,13,13,7,8,4,1,18,18,1,4,12,13,375,342,23,10,88,93,51,58,3,2,1,1,1,4,313,281,H
6a4Plhrd,16.10.2022 16:45,Al Batin,Abha,1,3,,,,31%,69%,7,18,1,6,2,6,0,2,1,2,4,0,1,0,3,0,12,13,249,537,13,15,10,13,2,2,3,2,1,0,4,6,190,471,A
pj3TmCc2,16.10.2022 16:45,Al Nassr,Al Feiha,4,0,,,,61%,39%,16,2,5,1,9,0,0,2,2,0,3,3,5,1,1,1,8,12,518,325,22,13,14,15,5,2,0,3,0,0,2,1,452,255,H
021HjEDq,15.10.2022 19:45,Al Fateh,Al Raed,1,0,,,,50%,50%,7,9,2,2,2,5,10,12,2,5,3,0,12,20,2,1,10,13,375,378,13,9,74,74,35,32,1,2,1,0,3,2,305,303,H
Cx5LkYSk,15.10.2022 19:45,Al Shabab,Al Khaleej,4,0,,,,58%,42%,12,10,5,3,6,2,15,11,3,6,0,4,26,20,3,1,12,12,462,325,6,11,85,75,43,38,,,0,0,1,5,402,273,H
fLOlef5S,15.10.2022 17:30,Al Taee,Al Hilal,2,3,,,,25%,75%,6,14,3,9,3,2,8,14,0,9,1,1,14,23,6,1,14,7,212,636,14,15,59,82,16,71,3,1,0,0,0,3,156,570,A
84MxbdL9,11.10.2022 19:30,Al Feiha,Al Ettifaq,0,3,,,,62%,38%,17,11,6,5,5,4,10,18,8,2,3,0,21,21,2,6,14,10,455,286,13,19,82,69,47,34,2,2,0,0,6,2,392,214,A
neLtcGzG,11.10.2022 19:30,Al Khaleej,Al Fateh,1,2,,,,45%,55%,7,12,3,6,2,3,15,32,2,4,0,4,13,19,4,2,22,11,326,411,14,15,80,102,36,45,3,1,0,0,2,3,251,329,A
GUPpdzjM,11.10.2022 19:30,Al Nassr,Al Adalah,4,1,,,,68%,32%,18,5,6,1,9,3,9,14,4,3,3,1,27,17,0,2,11,9,516,239,11,15,62,54,49,26,2,1,0,0,3,1,464,179,H
CxTTaIjc,11.10.2022 17:15,Al Taawon,Abha,1,3,,,,53%,47%,20,12,7,4,9,5,11,13,4,2,2,0,17,16,1,6,13,12,414,365,15,13,77,72,46,29,1,1,0,0,4,3,332,286,A
QuXXbx63,11.10.2022 17:15,Damac,Al Ittihad,1,1,,,,44%,56%,9,9,5,2,2,4,8,14,6,4,2,1,26,16,1,4,10,10,340,452,23,20,83,87,42,41,2,1,0,0,2,3,259,389,D
bZvnyZDd,10.10.2022 19:30,Al Hilal,Al Shabab,1,1,,,,53%,47%,15,8,3,3,4,4,16,10,13,3,0,5,11,16,2,2,11,9,430,392,14,17,74,60,61,47,3,1,0,0,8,1,362,325,D
KrtrxFbj,10.10.2022 19:30,Al Wehda,Al Batin,2,0,,,,69%,31%,14,6,6,4,6,0,8,13,6,5,1,1,,,4,4,12,7,478,201,9,15,95,81,90,70,1,2,0,0,2,2,410,132,H
vXOpweqp,10.10.2022 17:15,Al Raed,Al Taee,0,2,,,,64%,36%,17,11,2,5,7,4,8,10,11,4,4,0,12,9,3,2,9,8,555,311,16,22,71,55,58,28,2,1,0,1,8,2,478,235,A
r1wFrHLM,07.10.2022 20:00,Al Adalah,Al Feiha,2,1,,,,33%,67%,9,15,5,3,2,8,3,2,5,5,0,1,5,4,2,3,16,11,230,479,14,21,68,87,41,66,2,1,0,0,2,4,153,412,H
xOxJsyyT,07.10.2022 20:00,Al Ittihad,Al Fateh,3,1,,,,31%,69%,9,16,4,3,4,8,10,10,0,7,1,0,13,17,2,1,9,10,233,517,12,9,52,81,18,36,3,2,0,0,1,5,182,449,H
UcZAqc6G,07.10.2022 17:30,Abha,Al Nassr,0,3,,,,36%,64%,5,11,0,7,5,3,6,7,0,7,2,1,15,10,4,0,9,8,324,579,9,14,52,65,9,28,2,1,0,0,0,1,250,518,A
v9tbnaMc,06.10.2022 20:00,Al Batin,Damac,2,2,,,,31%,69%,3,14,2,5,1,5,23,16,1,6,2,3,9,13,3,0,16,21,225,492,9,19,59,95,18,48,2,2,0,0,0,4,159,428,D
8ro2oJy4,06.10.2022 20:00,Al Ettifaq,Al Hilal,0,0,,,,28%,72%,5,26,0,4,4,15,8,7,2,16,2,1,13,26,4,0,5,7,216,545,12,11,55,86,26,80,0,2,0,0,1,7,145,477,D
nZq6pwiA,06.10.2022 20:00,Al Shabab,Al Raed,1,0,,,,57%,43%,13,9,1,2,7,5,11,19,9,3,5,1,16,13,2,0,16,9,523,391,16,11,98,72,50,34,2,1,0,0,5,2,470,333,H
0Sp8PyFp,06.10.2022 17:30,Al Taawon,Al Wehda,2,0,,,,53%,47%,9,5,2,1,4,3,14,12,5,4,1,0,22,26,1,0,11,14,461,390,23,17,85,77,44,46,0,3,0,0,3,1,400,326,H
bD3BOeUj,06.10.2022 17:30,Al Taee,Al Khaleej,3,0,,,,42%,58%,10,13,7,5,2,4,15,9,2,5,2,2,26,23,5,4,7,14,314,421,31,22,89,97,35,47,2,0,0,0,1,4,226,346,H
UuOzrpVB,02.10.2022 20:00,Al Fateh,Abha,3,0,,,,51%,49%,9,13,5,6,1,4,5,18,3,7,5,0,14,20,6,2,15,5,448,406,14,15,92,80,46,31,1,0,0,0,3,3,377,332,H
8WMvs4pI,02.10.2022 20:00,Al Nassr,Al Ittihad,0,0,,,,69%,31%,18,1,4,0,10,1,14,8,6,3,0,2,19,14,0,4,9,12,455,216,16,9,84,52,43,16,2,4,1,1,4,0,400,148,D
YDURq60a,02.10.2022 17:20,Al Feiha,Al Shabab,1,2,,,,35%,65%,10,26,5,4,3,16,8,15,1,11,1,1,14,11,2,4,14,6,269,485,23,12,74,83,38,52,2,2,0,0,2,6,205,418,A
C4TVrQF5,02.10.2022 17:20,Al Hilal,Al Taawon,1,2,,,,60%,40%,19,13,3,4,9,4,14,15,11,5,1,5,19,14,2,2,14,12,474,322,15,27,89,60,45,32,2,6,0,1,7,5,413,242,A
QmRJoSVn,01.10.2022 20:00,Al Khaleej,Al Batin,1,0,,,,72%,28%,19,3,6,0,9,1,10,14,13,3,1,0,25,13,0,5,10,13,390,165,24,18,73,50,52,12,3,5,0,0,4,2,322,98,H
viVNpnog,01.10.2022 20:00,Al Wehda,Al Ettifaq,1,1,,,,49%,51%,15,8,3,3,8,4,13,16,5,3,0,4,31,15,2,2,16,10,336,365,18,12,60,66,28,27,2,1,0,0,4,1,274,311,D
tGkmil8P,01.10.2022 17:30,Al Raed,Al Adalah,2,1,,,,57%,43%,15,6,6,2,7,2,18,10,11,2,3,1,16,29,1,4,11,23,361,274,15,13,81,71,50,44,0,2,0,0,2,2,283,200,H
rPyFn8Gt,01.10.2022 17:30,Damac,Al Taee,2,0,,,,52%,48%,12,8,6,1,4,4,20,8,6,5,1,4,24,21,1,4,8,16,408,368,14,13,92,74,42,35,0,2,0,0,2,3,341,305,H
E915S4VO,16.09.2022 20:00,Al Hilal,Al Wehda,3,0,,,,67%,33%,12,9,5,0,6,7,9,8,7,2,2,4,12,19,0,2,8,7,609,287,26,19,121,95,93,68,0,2,0,0,1,2,538,232,H
zJ21TpGI,16.09.2022 17:50,Abha,Al Feiha,1,1,,,,54%,46%,9,12,3,4,5,5,14,14,6,5,3,3,19,24,3,2,10,11,342,293,22,8,81,93,25,30,2,1,0,0,1,3,272,227,D
hfDdUQ0C,16.09.2022 17:50,Al Taawon,Damac,1,1,,,,57%,43%,10,10,2,3,4,4,11,11,4,4,3,0,23,23,2,1,13,10,450,332,15,15,69,75,47,47,2,3,0,0,4,3,377,267,D
pU9lWnWa,15.09.2022 20:00,Al Ettifaq,Al Raed,1,2,,,,58%,42%,11,19,2,4,6,8,5,7,5,10,2,1,14,9,2,1,7,5,437,312,11,14,76,73,70,67,2,1,0,0,3,7,371,240,A
vi9hV6o6,15.09.2022 20:00,Al Ittihad,Al Khaleej,2,0,,,,41%,59%,11,5,7,1,4,3,11,16,4,2,6,0,15,32,1,5,19,14,303,430,14,15,67,91,36,51,2,2,0,1,0,1,242,353,H
6wBpXSGg,15.09.2022 17:40,Al Batin,Al Nassr,0,4,,,,23%,77%,2,18,0,11,2,6,6,5,0,5,0,2,12,3,7,0,10,13,200,662,16,14,35,47,1,16,3,3,0,0,0,1,117,596,A
l2GuY81m,14.09.2022 20:00,Al Adalah,Al Shabab,0,1,,,,36%,64%,9,19,3,8,4,6,16,15,5,10,3,5,13,14,7,3,15,14,251,451,26,10,72,127,34,73,1,1,0,0,2,5,197,394,A
ABHyZlns,14.09.2022 17:55,Al Taee,Al Fateh,1,0,,,,41%,59%,13,8,4,3,4,3,10,13,7,1,0,1,14,28,3,3,20,11,326,477,15,21,84,120,57,85,2,1,0,0,5,2,257,399,H
hWU9wVwQ,10.09.2022 20:00,Al Nassr,Damac,2,1,,,,50%,50%,12,9,4,3,7,5,13,11,1,1,2,6,11,25,2,2,9,9,429,435,21,7,111,110,72,77,1,1,0,0,1,1,339,338,H
tdR5vBOJ,10.09.2022 17:45,Al Feiha,Al Taawon,1,1,,,,40%,60%,7,14,2,3,3,8,11,7,6,8,1,1,13,19,2,1,9,11,273,415,13,17,84,85,48,59,2,0,0,0,2,3,207,342,D
vimNFRoJ,09.09.2022 20:00,Al Raed,Al Ittihad,0,1,,,,45%,55%,4,9,0,3,4,5,9,10,3,8,0,2,15,15,2,0,11,8,329,417,14,21,69,76,41,54,2,3,0,0,0,1,256,345,A
00lJG7WC,09.09.2022 17:30,Al Ettifaq,Al Batin,3,0,,,,72%,28%,16,3,7,1,4,2,3,5,10,1,4,1,10,12,1,4,8,4,426,177,11,11,73,58,78,22,1,3,0,0,5,0,365,103,H
WQqFHmH6,08.09.2022 20:00,Al Shabab,Al Taee,4,0,,,,50%,50%,6,6,5,1,1,3,13,7,1,7,0,3,15,20,1,1,7,12,389,378,13,13,88,81,56,73,2,2,0,0,0,2,328,321,H
hzoBIT10,08.09.2022 20:00,Al Wehda,Abha,1,0,,,,36%,64%,13,15,3,4,8,4,11,11,11,7,0,2,18,21,4,2,12,9,262,486,16,15,81,106,76,86,3,1,0,0,2,7,195,403,H
ABe6J9nf,08.09.2022 17:30,Al Khaleej,Al Adalah,0,0,,,,57%,43%,5,9,0,1,4,5,10,11,4,4,6,0,26,10,1,0,8,12,342,263,20,10,76,67,63,51,2,2,0,0,1,3,281,199,D
d8i2KkXm,04.09.2022 17:35,Al Fateh,Al Hilal,0,1,,,,39%,61%,7,9,1,1,4,7,21,13,3,4,5,2,21,14,0,1,9,19,318,520,11,20,85,86,52,57,0,3,0,0,2,1,264,461,A
2ohbLVHs,03.09.2022 20:00,Al Ittihad,Al Ettifaq,0,0,,,,62%,38%,14,3,5,0,6,2,9,16,8,2,2,0,31,15,0,5,10,6,440,267,9,26,90,63,66,26,1,3,0,1,3,1,373,204,D
0x6WPB9Q,03.09.2022 18:00,Al Taawon,Al Nassr,1,0,,,,42%,58%,9,8,5,0,2,4,12,10,3,6,0,1,18,14,0,4,11,13,323,435,13,10,50,59,30,53,2,4,0,0,2,4,259,378,H
YFZZQifK,02.09.2022 20:00,Damac,Al Khaleej,2,1,,,,56%,44%,9,4,3,1,6,3,23,12,3,1,1,1,29,17,1,1,7,17,431,340,12,15,77,69,32,28,1,3,0,0,0,0,338,254,H
fPzWRXvE,02.09.2022 18:00,Al Taee,Al Adalah,1,0,,,,41%,59%,13,11,8,6,5,3,11,21,11,7,2,1,16,20,6,7,19,10,250,371,13,11,74,96,49,58,2,4,0,0,0,2,170,286,H
tMnl3l2D,01.09.2022 20:00,Abha,Al Shabab,0,4,,,,47%,53%,8,24,2,10,4,8,14,11,5,9,3,0,31,21,6,2,9,13,356,409,15,25,76,91,44,55,2,0,0,0,2,6,297,348,A
SIrp4Un7,01.09.2022 18:00,Al Raed,Al Wehda,1,0,,,,39%,61%,8,8,4,1,3,5,18,13,6,7,1,4,13,18,1,3,16,15,272,415,17,14,61,74,36,64,1,2,1,0,1,2,209,343,H
pfgu5AX0,31.08.2022 20:00,Al Hilal,Al Feiha,2,0,,,,67%,33%,16,6,6,3,5,2,13,11,11,5,0,1,16,18,3,4,11,12,551,276,6,17,89,74,96,62,2,2,0,0,5,1,479,209,H
