id,date,home_team,away_team,home_goals,away_goals,status,Expected Goals (xG)_home,Expected Goals (xG)_away,Ball Possession_home,Ball Possession_away,Goal Attempts_home,Goal Attempts_away,Shots on Goal_home,Shots on Goal_away,Shots off Goal_home,Shots off Goal_away,Free Kicks_home,Free Kicks_away,Corner Kicks_home,Corner Kicks_away,Offsides_home,Offsides_away,Throw-ins_home,Throw-ins_away,Goalkeeper Saves_home,Goalkeeper Saves_away,Fouls_home,Fouls_away,Total Passes_home,Total Passes_away,Tackles_home,Tackles_away,Attacks_home,Attacks_away,Dangerous Attacks_home,Dangerous Attacks_away,Yellow Cards_home,Yellow Cards_away,Red Cards_home,Red Cards_away,Blocked Shots_home,Blocked Shots_away,Completed Passes_home,Completed Passes_away,result
vZJ9ksrL,12.03.2022 18:45,Al Ahli SC,Al Taee,3,1,,,,50%,50%,24,7,8,2,12,5,,,4,0,0,2,,,1,5,16,16,455,453,13,19,89,92,46,42,0,2,0,0,4,0,,,H
McP4jNSE,12.03.2022 16:50,Al Hazem,Damac,0,1,,,,69%,31%,19,4,7,3,5,1,,,10,1,1,2,,,2,7,16,25,530,244,15,13,86,76,70,32,2,2,0,0,7,0,,,A
r7Q0i3D8,11.03.2022 18:45,Al Ettifaq,Al Nassr,2,2,,,,33%,67%,5,25,2,7,3,9,,,2,8,2,1,,,5,0,14,10,235,461,14,13,74,81,25,71,6,4,3,0,0,9,,,D
U3xJSJz8,11.03.2022 16:45,Al Feiha,Al Batin,1,0,,,,60%,40%,17,3,4,1,10,2,,,11,3,1,0,,,1,3,18,12,396,276,15,20,71,56,68,24,1,0,0,1,3,0,,,H
G0YETaL1,10.03.2022 16:50,Al Taawon,Al-Faisaly,2,2,,,,50%,50%,14,13,5,6,5,3,,,3,6,2,0,,,4,3,16,10,415,393,11,15,104,114,40,70,3,0,0,0,4,4,,,D
YyqAUu6e,10.03.2022 16:25,Al Fateh,Abha,3,0,,,,70%,30%,21,9,8,1,7,6,,,5,2,5,0,,,1,5,3,14,576,247,11,22,82,59,52,27,1,4,0,2,6,2,,,H
nNykdw8a,08.03.2022 18:45,Al Hilal,Al Ittihad,2,1,,,,65%,35%,12,9,6,1,2,6,,,7,2,2,2,,,0,4,17,10,556,290,19,9,91,56,65,36,2,1,0,0,4,2,,,H
fop6VLjk,05.03.2022 18:45,Al Shabab,Al Batin,4,0,,,,64%,36%,11,7,5,4,6,2,,,2,2,1,2,,,4,1,12,10,640,353,24,13,91,66,55,34,3,2,0,0,0,1,,,H
0AV2W1yq,05.03.2022 16:45,Al Raed,Al Feiha,1,0,,,,52%,48%,8,14,1,3,5,10,,,4,4,2,6,,,3,0,12,14,387,348,14,12,75,85,32,56,4,2,0,0,2,1,,,H
b1qyyrTR,05.03.2022 16:40,Al-Faisaly,Al Hazem,1,0,,,,38%,62%,5,5,2,1,2,2,,,2,4,3,1,,,1,1,24,23,321,511,11,7,84,118,35,62,1,1,0,0,1,2,,,H
GxfWyODL,04.03.2022 18:45,Al Ettifaq,Al Ahli SC,1,0,,,,33%,67%,7,16,3,4,3,9,,,2,6,0,1,,,4,2,14,8,243,479,19,13,81,129,38,99,0,3,1,0,1,3,,,H
2ZkSx4bF,04.03.2022 16:45,Al Taawon,Al Fateh,1,1,,,,38%,62%,6,10,1,2,3,5,,,3,4,1,1,,,1,0,16,19,274,447,12,13,66,70,49,74,6,4,2,1,2,3,,,D
8CjOwpq9,04.03.2022 14:15,Abha,Al Taee,1,0,,,,43%,57%,12,14,4,5,6,7,,,4,5,1,0,,,5,3,19,12,337,449,8,14,100,102,56,60,1,3,0,0,2,2,,,H
ULiKvQT2,03.03.2022 19:00,Al Nassr,Al Hilal,0,4,,,,41%,59%,14,9,3,4,8,2,,,2,5,2,2,,,0,3,10,17,354,517,14,17,69,71,42,39,2,4,1,0,3,3,,,A
h48yGti2,03.03.2022 17:00,Al Ittihad,Damac,2,1,,,,64%,36%,21,13,7,5,9,6,,,9,5,0,0,,,4,5,11,19,509,287,7,13,57,44,108,40,0,5,1,1,5,2,,,H
ED9XGMyd,27.02.2022 18:40,Al Feiha,Al Shabab,1,2,,,,38%,62%,13,15,4,5,5,4,,,2,5,1,0,,,3,3,11,14,350,547,24,14,79,79,53,62,0,2,0,0,4,6,,,A
KjATH2Mk,27.02.2022 16:15,Al Fateh,Al Ettifaq,4,0,,,,54%,46%,9,8,7,2,1,4,,,5,4,1,1,,,2,3,11,20,385,321,17,17,90,79,52,35,2,0,0,0,1,2,,,H
8G6PIr7q,27.02.2022 14:10,Al Taee,Al Taawon,1,1,,,,46%,54%,23,20,8,4,13,8,,,7,10,3,2,,,3,7,12,14,339,405,19,15,83,108,63,76,2,2,0,1,2,8,,,D
2ZTdNObS,27.02.2022 13:50,Al Batin,Al-Faisaly,1,0,,,,39%,61%,11,13,6,4,2,7,,,5,5,0,2,,,4,5,20,14,335,524,31,14,103,124,59,63,1,3,0,1,3,2,,,H
OrVhO4qM,26.02.2022 19:00,Al Ahli SC,Al Ittihad,3,4,,,,56%,44%,16,11,6,7,6,1,,,4,5,0,0,,,3,3,15,10,424,337,12,15,85,80,61,48,7,5,1,0,4,3,,,A
f9QlPpUF,26.02.2022 16:25,Al Hilal,Al Hazem,2,0,,,,62%,38%,14,10,5,6,7,3,,,8,4,5,4,,,6,3,17,14,485,301,15,17,124,90,93,49,2,3,1,0,2,1,,,H
GIRpQQE9,26.02.2022 16:25,Al Nassr,Abha,2,1,,,,53%,47%,14,12,2,4,8,4,,,3,5,0,0,,,3,1,12,15,472,401,16,20,98,93,73,72,1,6,0,0,4,4,,,H
YgxtR6a3,26.02.2022 14:15,Damac,Al Raed,3,2,,,,32%,68%,5,19,4,7,0,8,,,4,6,2,0,,,5,1,14,13,212,474,14,10,61,75,45,70,2,1,1,1,1,4,,,H
69NTX2Ps,22.02.2022 16:15,Al Fateh,Al-Faisaly,4,1,,,,42%,58%,17,11,5,2,5,7,,,1,4,5,1,,,1,1,13,10,301,408,17,9,57,73,37,46,0,2,0,0,7,2,,,H
KjYySnpc,19.02.2022 16:10,Al Ettifaq,Al Taee,0,1,,,,65%,35%,23,8,6,5,12,2,,,6,3,0,3,,,4,6,7,19,550,312,16,18,120,74,97,38,1,2,0,0,5,1,,,A
6mpf337d,19.02.2022 14:10,Damac,Abha,3,2,,,,58%,42%,11,13,6,5,5,5,,,6,6,4,3,,,3,3,8,16,383,281,12,11,110,79,49,36,1,1,0,0,0,3,,,H
Sdoj4qhj,18.02.2022 16:30,Al-Faisaly,Al Raed,0,0,,,,50%,50%,6,9,2,2,3,5,,,3,5,0,1,,,2,2,15,14,366,365,13,18,57,62,33,57,0,1,0,0,1,2,,,D
noUh5Pxp,18.02.2022 14:00,Al Hazem,Al Fateh,0,1,,,,60%,40%,22,5,5,2,8,2,,,11,4,1,3,,,1,5,16,20,429,297,15,16,70,63,48,25,0,4,1,1,9,1,,,A
AL6PMi8H,17.02.2022 18:40,Al Hilal,Al Shabab,5,0,,,,62%,38%,14,9,8,3,4,4,,,5,3,4,3,,,3,3,14,16,573,356,14,13,80,66,61,38,3,3,0,1,2,2,,,H
Gb7LNXhB,17.02.2022 16:55,Al Ahli SC,Al Feiha,1,1,,,,67%,33%,15,10,2,4,11,5,,,8,2,1,1,,,3,1,12,13,560,278,12,11,86,67,84,51,2,3,0,0,2,1,500,204,D
2e3HODw5,17.02.2022 16:35,Al Taawon,Al Ittihad,1,1,,,,51%,49%,9,15,2,6,6,3,,,5,8,3,3,,,5,1,16,19,387,354,18,19,94,78,49,48,3,2,1,0,1,6,,,D
KWDCPgOb,17.02.2022 13:45,Al Batin,Al Nassr,3,4,,,,45%,55%,14,9,7,4,3,5,,,3,2,0,0,,,0,4,13,11,346,435,19,9,103,66,65,37,3,2,0,0,4,0,,,A
C6A4RFgn,12.02.2022 16:30,Al Raed,Al Taawon,0,3,,,,50%,50%,17,10,3,5,9,5,,,5,3,2,2,,,2,3,11,12,363,363,20,17,52,67,38,33,2,1,0,0,5,0,,,A
YFB0Sevt,12.02.2022 14:00,Al Taee,Al Batin,3,1,,,,61%,39%,7,15,4,5,2,5,,,2,5,2,0,,,4,1,25,19,464,291,14,16,156,153,67,77,1,3,0,0,1,5,,,H
8hpf7C8U,11.02.2022 18:20,Al Ittihad,Al Nassr,3,0,,,,47%,53%,10,9,5,1,4,3,,,1,4,4,0,,,1,2,15,13,428,463,15,21,61,71,30,35,4,0,0,1,1,5,,,H
A7Rj8hgO,11.02.2022 16:10,Al Fateh,Al Ahli SC,0,1,,,,46%,54%,8,10,3,2,2,4,,,1,3,3,1,,,1,3,12,19,338,399,10,12,63,62,22,26,3,2,2,0,3,4,,,A
GpSn9YwI,11.02.2022 14:05,Abha,Al Hazem,2,1,,,,47%,53%,15,14,5,4,7,5,,,7,1,3,0,,,3,3,6,10,372,428,14,22,88,90,69,48,0,1,0,0,3,5,,,H
xfTrAEOB,10.02.2022 18:20,Al Feiha,Al-Faisaly,0,0,,,,39%,61%,14,3,6,1,5,2,,,1,4,1,0,,,1,6,21,16,300,468,11,11,109,138,89,96,1,2,0,0,3,0,,,D
KIYwBf95,10.02.2022 16:20,Al Shabab,Damac,2,1,,,,58%,42%,13,13,9,2,3,6,,,5,4,2,3,,,1,7,17,14,515,355,13,12,87,83,69,68,3,3,0,0,1,5,,,H
n5zWCGvg,06.02.2022 16:20,Al Nassr,Al Taee,4,1,,,,45%,55%,16,9,4,5,9,3,,,1,4,3,0,,,4,0,8,10,453,542,19,24,83,69,42,51,1,2,0,0,3,1,,,H
Y1WRDdPn,06.02.2022 16:05,Al Fateh,Al Batin,2,3,,,,74%,26%,10,7,6,5,1,0,,,5,2,3,0,,,2,4,21,18,567,198,13,20,116,71,73,30,2,4,0,1,3,2,,,A
jwsNExAt,06.02.2022 14:05,Abha,Al Ittihad,0,4,,,,37%,63%,4,19,2,7,1,9,,,4,5,0,0,,,3,2,13,10,274,477,13,13,68,122,38,75,1,1,0,0,1,3,,,A
lUfeJI1P,05.02.2022 18:20,Al Ahli SC,Al Taawon,1,1,,,,55%,45%,18,13,5,7,7,3,,,9,7,1,1,,,6,4,18,14,410,326,25,13,83,55,65,59,3,2,0,0,6,3,,,D
MN6DfZOO,05.02.2022 16:20,Al-Faisaly,Damac,3,0,,,,51%,49%,21,8,9,2,8,4,,,9,2,2,4,,,2,6,16,14,436,413,12,12,83,88,60,49,4,0,0,0,4,2,,,H
rX79eF9I,05.02.2022 13:50,Al Hazem,Al Shabab,1,2,,,,41%,59%,11,10,4,7,4,3,,,4,5,1,7,,,5,3,7,15,317,464,14,24,57,58,54,59,2,5,0,0,3,0,,,A
08I4defC,05.02.2022 13:50,Al Raed,Al Ettifaq,1,1,,,,59%,41%,11,11,4,3,4,6,,,3,4,2,4,,,2,3,19,12,431,307,19,20,130,106,72,61,2,2,0,1,3,2,,,D
KbG6PhnJ,22.01.2022 16:20,Al Hazem,Al Raed,2,0,,,,35%,65%,10,13,5,3,5,5,,,3,3,2,1,,,3,3,16,13,314,562,15,18,85,113,50,77,2,1,0,0,0,5,,,H
t8H2QYWC,22.01.2022 13:35,Al Feiha,Al Taee,2,0,,,,41%,59%,14,20,5,7,6,6,,,4,11,2,0,,,7,3,12,13,334,472,18,20,107,133,77,105,3,2,0,0,3,7,,,H
noIbREH6,21.01.2022 18:10,Al Ittihad,Al-Faisaly,1,0,,,,54%,46%,6,6,2,1,3,3,,,3,1,3,1,,,1,1,16,17,414,351,14,20,64,54,32,30,0,3,0,0,1,2,,,H
jJOkTzmf,21.01.2022 13:55,Damac,Al Ahli SC,1,1,,,,36%,64%,8,18,4,4,4,8,,,3,7,1,1,,,3,3,14,14,281,515,8,9,74,73,49,56,0,1,1,0,0,6,,,D
YsEfSf20,21.01.2022 13:40,Al Taawon,Al Nassr,0,1,,,,52%,48%,11,20,3,3,5,9,,,1,4,2,1,,,2,3,18,21,439,397,21,26,122,123,63,74,2,2,0,0,3,8,,,A
CSPoUGXm,21.01.2022 13:30,Al Batin,Al Hilal,1,1,,,,32%,68%,10,15,1,6,8,5,,,2,4,1,2,,,5,0,21,18,232,516,17,13,85,82,36,66,3,0,0,0,1,4,,,D
rgLsVdIs,20.01.2022 16:10,Al Shabab,Al Fateh,1,1,,,,55%,45%,16,11,3,5,6,3,,,6,5,3,6,,,4,2,14,19,352,291,12,13,127,115,59,60,3,4,0,0,7,3,,,D
6TcEnPmF,20.01.2022 15:50,Al Ettifaq,Abha,1,2,,,,66%,34%,14,11,3,3,5,5,,,6,3,3,3,,,1,2,15,15,466,248,7,12,139,95,102,52,2,2,1,0,6,3,,,A
hneP2eA4,15.01.2022 18:00,Al Ahli SC,Al Hazem,1,0,,,,46%,54%,11,10,6,2,3,4,,,4,2,2,1,,,2,5,13,18,374,433,25,20,105,125,67,69,3,2,0,0,2,4,,,H
zBpU1FPA,15.01.2022 18:00,Al Hilal,Al Taawon,3,2,,,,50%,50%,19,11,6,4,7,6,,,6,2,0,0,,,2,3,12,10,425,440,22,10,89,97,59,62,1,2,0,0,6,1,,,H
f1xM3yeb,15.01.2022 16:05,Al Nassr,Al-Faisaly,4,0,,,,40%,60%,8,7,4,2,2,1,,,8,5,3,0,,,2,0,18,18,346,537,20,16,70,84,27,27,0,4,0,0,2,4,,,H
0vwI4Huh,15.01.2022 13:40,Al Taee,Damac,1,2,,,,51%,49%,11,8,4,2,4,5,,,6,6,1,1,,,0,3,21,17,414,386,14,17,79,95,69,63,2,2,0,0,3,1,,,A
MmvE5cQo,14.01.2022 15:50,Al Ettifaq,Al Shabab,2,2,,,,43%,57%,10,14,6,6,3,6,,,2,4,3,2,,,4,4,14,7,341,448,19,8,89,107,64,84,0,2,0,0,1,2,,,D
pWfVtEmo,14.01.2022 13:50,Abha,Al Batin,1,0,,,,51%,49%,6,7,2,2,3,4,,,5,4,0,0,,,2,1,9,14,379,371,10,14,94,106,52,49,4,2,0,0,1,1,,,H
rN83ofuU,14.01.2022 13:35,Al Raed,Al Ittihad,1,2,,,,57%,43%,10,11,5,2,2,8,,,7,3,2,1,,,0,4,14,18,389,306,18,16,96,88,74,60,1,3,0,0,3,1,,,A
l09anzQN,13.01.2022 13:30,Al Feiha,Al Fateh,0,0,,,,44%,56%,14,8,1,2,6,4,,,3,5,1,0,,,2,1,13,18,320,409,25,26,102,90,56,49,0,3,0,0,7,2,,,D
zc5emGAH,11.01.2022 16:05,Al-Faisaly,Al Ahli SC,2,2,,,,53%,47%,11,12,3,4,8,6,,,5,5,0,1,,,2,1,21,14,407,369,8,11,61,65,41,34,3,4,0,1,0,2,,,D
hYFjldeB,11.01.2022 13:40,Al Taee,Al Hilal,0,4,,,,33%,67%,12,17,2,7,8,6,,,3,6,5,2,,,3,2,13,11,334,654,17,15,94,122,56,84,1,0,0,0,2,4,,,A
EsHnkxt5,08.01.2022 16:00,Al Shabab,Abha,1,1,,,,70%,30%,19,4,7,4,8,0,,,7,1,4,3,,,3,6,18,20,610,250,10,13,110,84,89,34,2,1,0,0,4,0,,,D
6HHrjIQb,08.01.2022 15:45,Al Fateh,Al Raed,2,3,,,,49%,51%,9,18,4,5,2,4,,,2,2,3,0,,,2,2,11,19,388,410,19,13,101,86,47,46,5,2,1,0,3,9,,,A
SQIvibBh,08.01.2022 13:50,Damac,Al Nassr,0,2,,,,48%,52%,11,11,5,5,4,4,,,5,4,1,2,,,3,5,8,22,371,414,14,10,149,122,52,52,2,4,0,0,2,2,,,A
p2TZivdn,07.01.2022 17:55,Al Ittihad,Al Feiha,2,0,,,,65%,35%,17,2,3,1,11,1,,,6,0,2,0,,,1,1,10,14,592,323,13,23,115,80,61,27,1,1,0,0,3,0,,,H
WbPVhKtt,07.01.2022 16:05,Al Taawon,Al Hazem,2,1,,,,53%,47%,16,12,6,4,8,5,,,3,1,3,1,,,3,4,15,23,431,378,16,17,96,110,69,65,1,4,0,1,2,3,,,H
