id,date,home_team,away_team,home_goals,away_goals,Ball Possession_home,Ball Possession_away,Goal Attempts_home,Goal Attempts_away,Shots on Goal_home,Shots on Goal_away,Shots off Goal_home,Shots off Goal_away,Free Kicks_home,Free Kicks_away,Corner Kicks_home,Corner Kicks_away,Offsides_home,Offsides_away,Goalkeeper Saves_home,Goalkeeper Saves_away,Fouls_home,Fouls_away,Red Cards_home,Red Cards_away,Yellow Cards_home,Yellow Cards_away,Throw-ins_home,Throw-ins_away,Pass Success %_home,Pass Success %_away,result
4GcQBGd3,04.12.2015 19:00,Entella,Brescia,0,0,60%,40%,7,9,3,4,4,5,21,11,12,5,1,2,4,3,,,0,0,,,31,27,,,D
0n7zkgkj,29.11.2015 17:30,Ascoli,Trapani,0,0,51%,49%,9,4,5,1,4,3,14,23,3,3,1,3,1,5,,,0,0,2,1,24,26,,,D
YqgIliqK,28.11.2015 15:00,Avellino,Perugia,1,2,,,,,,,,,,,,,,,,,,,0,0,,,,,,,A
2JcMmBbQ,28.11.2015 15:00,Brescia,Cagliari,4,0,43%,57%,13,12,10,4,3,8,19,14,3,9,2,2,4,6,,,0,0,5,4,19,31,,,H
niZhrkMm,28.11.2015 15:00,Como,Bari,1,1,46%,54%,8,5,3,3,5,2,13,23,5,5,1,2,2,2,,,0,0,4,4,14,27,,,D
hAi6wRzJ,28.11.2015 15:00,Lanciano,Latina,2,1,57%,43%,12,8,6,4,6,4,26,14,7,3,2,2,3,4,,,1,1,3,4,23,24,,,H
0fwcs9yf,28.11.2015 15:00,Livorno,Novara,0,1,52%,48%,13,6,4,5,9,1,15,27,11,1,0,0,4,4,,,0,0,1,2,26,19,,,A
vw6vlD4d,28.11.2015 15:00,Modena,Entella,0,1,48%,52%,8,15,6,6,2,9,17,25,3,1,0,0,5,6,,,0,0,3,1,26,23,,,A
EJh2v7LC,28.11.2015 15:00,Ternana,L.R. Vicenza,2,0,50%,50%,15,7,7,2,8,5,15,21,10,2,3,1,2,5,,,0,0,3,1,17,31,,,H
4SqlqV6s,27.11.2015 21:00,Cesena,Pescara,1,0,52%,48%,34,22,17,8,17,14,22,22,5,4,1,1,8,16,,,0,1,2,5,27,40,,,H
fHx1tTj0,27.11.2015 21:00,Salernitana,Pro Vercelli,1,2,56%,44%,14,8,8,4,6,4,15,20,13,4,0,1,2,7,,,0,0,3,3,31,14,,,A
Y7y5um66,27.11.2015 19:00,Spezia,Crotone,0,1,56%,44%,14,5,4,2,10,3,25,18,11,5,0,0,1,4,,,0,0,3,1,29,20,,,A
t2Q3fFRS,23.11.2015 20:30,Cagliari,Ascoli,3,0,54%,46%,11,11,5,3,6,8,13,18,6,1,3,2,3,2,,,0,0,2,4,35,22,,,H
6ZhwlKh9,22.11.2015 17:30,Bari,Livorno,1,0,51%,49%,11,12,6,5,5,7,13,19,5,7,1,1,5,5,,,1,1,3,4,19,13,,,H
Kxcsmv8F,21.11.2015 15:00,Crotone,Ternana,3,0,55%,45%,14,11,8,3,6,8,19,16,1,6,0,1,3,5,,,0,2,1,3,19,23,2,0,H
rBCVkZZq,21.11.2015 15:00,Entella,Lanciano,1,1,58%,42%,15,11,5,7,10,4,24,18,3,3,1,2,6,4,,,0,0,1,3,13,12,,,D
fgfEkXTD,21.11.2015 15:00,L.R. Vicenza,Cesena,1,1,56%,44%,10,6,4,3,6,3,23,18,7,4,1,1,2,3,,,0,0,3,3,29,20,,,D
CYKAVBxr,21.11.2015 15:00,Latina,Salernitana,2,2,54%,46%,19,16,11,9,8,7,17,21,6,4,0,0,7,9,,,0,0,4,4,27,33,,,D
jPJEUVil,21.11.2015 15:00,Novara,Spezia,1,0,59%,41%,11,8,3,2,8,6,19,9,5,1,0,2,2,2,,,0,0,3,3,26,23,,,H
80EJTk7f,21.11.2015 15:00,Perugia,Brescia,4,0,62%,38%,11,4,6,4,5,0,11,21,10,5,1,0,4,3,,,0,1,2,4,26,19,,,H
tECRRTy7,21.11.2015 15:00,Pro Vercelli,Como,2,0,52%,48%,9,17,6,7,3,10,26,12,6,7,1,0,7,4,,,0,0,3,5,19,28,,,H
hlGVQmiD,21.11.2015 15:00,Trapani,Modena,2,1,48%,52%,6,9,5,3,1,6,15,16,2,2,0,0,2,3,,,0,0,3,3,19,21,,,H
niDNS9M0,20.11.2015 20:30,Pescara,Avellino,3,2,57%,43%,12,7,5,4,7,3,17,15,8,5,0,1,2,2,,,0,0,5,2,27,25,,,H
v5M8YvgM,15.11.2015 20:30,Cesena,Bari,0,2,53%,47%,33,20,17,11,16,9,12,18,7,4,0,1,9,17,,,0,0,4,1,20,21,,,A
YyNedycG,15.11.2015 15:00,Ascoli,Perugia,1,0,45%,55%,7,8,3,2,4,6,15,17,3,4,1,1,2,2,,,1,1,6,5,20,28,,,H
rwTaz1O9,15.11.2015 15:00,Avellino,Latina,3,1,45%,55%,19,13,10,4,9,9,14,9,3,8,0,1,3,7,,,0,0,0,4,24,22,,,H
0EN4ZKwG,15.11.2015 15:00,Brescia,Trapani,3,0,55%,45%,4,5,4,0,0,5,18,21,7,2,4,2,0,1,,,0,2,1,4,23,18,,,H
YRLCXb8S,15.11.2015 15:00,Como,Pescara,0,2,52%,48%,24,7,12,5,12,2,15,18,9,4,2,1,3,12,,,0,0,4,2,20,22,,,A
OA3Yl0w3,15.11.2015 15:00,Lanciano,Crotone,1,1,57%,43%,8,13,2,7,6,6,27,12,7,4,0,0,6,1,,,0,0,3,3,36,17,,,D
W21mRdod,15.11.2015 15:00,Salernitana,Novara,1,0,54%,46%,10,13,4,6,6,7,18,20,4,3,2,1,6,3,,,0,0,3,4,30,22,,,H
nuRaeeCM,15.11.2015 15:00,Ternana,Entella,1,2,55%,45%,12,9,7,5,5,4,14,20,15,3,3,0,3,6,,,0,0,3,4,31,29,,,A
pK4UktOd,15.11.2015 12:30,Spezia,Cagliari,0,3,53%,47%,8,8,4,5,4,3,16,15,8,3,1,1,2,4,,,1,0,4,4,37,30,,,A
hC2qSxWk,14.11.2015 20:30,Modena,Pro Vercelli,1,0,45%,55%,9,3,3,2,6,1,12,22,6,5,0,0,2,2,,,0,0,1,1,26,29,,,H
AmDvTIGq,14.11.2015 15:00,Livorno,L.R. Vicenza,2,2,47%,53%,9,12,5,5,4,7,15,25,4,7,2,0,3,3,,,0,1,4,3,16,23,,,D
prBXzDcN,09.11.2015 20:30,Crotone,Avellino,3,1,48%,52%,5,15,3,6,2,9,16,18,5,8,0,3,5,0,,,0,0,1,1,29,31,,,H
fH07UAzi,08.11.2015 17:30,Perugia,Lanciano,2,0,47%,53%,8,8,3,6,5,2,19,17,3,4,1,1,6,1,,,0,0,2,4,22,23,,,H
2JLSygrH,07.11.2015 15:00,Cagliari,Modena,2,1,57%,43%,21,5,9,2,12,3,24,19,8,4,1,4,2,7,,,0,1,1,5,21,25,,,H
jDXjcHsA,07.11.2015 15:00,Entella,Como,2,2,54%,46%,8,13,5,5,3,8,27,17,8,3,1,0,3,3,,,0,0,2,3,22,27,,,D
CMYnbcS3,07.11.2015 15:00,L.R. Vicenza,Ascoli,3,0,62%,38%,15,9,9,3,6,6,21,17,6,3,2,0,3,6,,,0,0,2,3,24,15,,,H
OY9yzXCT,07.11.2015 15:00,Latina,Cesena,1,0,51%,49%,12,20,8,14,4,6,15,25,3,5,5,0,14,7,,,0,0,2,2,32,20,,,H
GQ13VjLp,07.11.2015 15:00,Novara,Brescia,4,0,54%,46%,14,8,7,2,7,6,15,25,5,5,0,0,2,3,,,0,1,1,2,21,22,,,H
bkRmw3vi,07.11.2015 15:00,Pescara,Ternana,1,2,50%,50%,6,8,4,4,2,4,30,19,4,5,0,1,2,3,,,1,1,3,4,25,28,,,A
APUixNgc,07.11.2015 15:00,Pro Vercelli,Livorno,1,0,51%,49%,9,6,4,4,5,2,17,18,7,1,0,0,4,3,,,0,0,3,0,26,21,,,H
4nUeys93,07.11.2015 15:00,Trapani,Spezia,5,1,62%,38%,14,4,8,1,6,3,22,20,9,3,0,6,0,3,,,0,0,2,3,21,13,,,H
lGHOxZSA,06.11.2015 20:30,Bari,Salernitana,2,1,51%,49%,10,15,5,6,5,9,21,18,5,5,0,2,5,3,,,0,0,1,4,32,23,,,H
OYPYTwpt,03.11.2015 18:30,Novara,Pescara,1,0,57%,43%,8,9,5,4,3,5,20,22,4,8,2,0,4,4,,,0,1,0,2,27,24,,,H
OCY0NgTN,02.11.2015 20:30,Cagliari,L.R. Vicenza,2,0,48%,52%,12,9,6,2,6,7,15,27,6,7,4,1,2,4,,,0,0,3,3,18,35,,,H
4dZrawDc,01.11.2015 17:30,Spezia,Entella,0,0,48%,52%,16,12,6,4,10,8,13,21,2,2,4,0,4,6,,,0,0,2,1,18,35,,,D
Q5zu0Jci,31.10.2015 15:00,Ascoli,Pro Vercelli,0,1,43%,57%,9,7,2,2,7,5,19,24,1,8,3,1,1,2,,,0,0,3,2,18,20,,,A
GnVhPFbB,31.10.2015 15:00,Bari,Novara,1,1,58%,42%,11,11,2,6,9,5,21,22,4,3,2,0,5,1,,,0,0,4,4,44,21,,,D
pMZdOZDH,31.10.2015 15:00,Brescia,Latina,1,0,58%,42%,14,9,8,3,6,6,18,15,8,4,0,2,3,7,,,0,0,3,3,26,23,,,H
6yO5MDrU,31.10.2015 15:00,Cesena,Lanciano,2,0,49%,51%,27,26,13,8,14,18,21,25,6,4,0,4,8,11,,,0,0,3,3,12,24,,,H
rcFXHXjo,31.10.2015 15:00,Como,Modena,1,1,49%,51%,12,11,10,5,2,6,20,28,9,4,3,0,4,9,,,0,0,4,3,37,30,,,D
d03FtHTo,31.10.2015 15:00,Livorno,Trapani,2,0,54%,46%,9,6,5,2,4,4,13,20,3,4,7,0,2,3,,,0,0,3,3,25,32,,,H
zi2Juyqh,31.10.2015 15:00,Pescara,Crotone,4,1,52%,48%,13,11,8,7,5,4,26,17,5,8,2,2,6,4,,,0,0,1,4,29,26,,,H
G2JGvebb,31.10.2015 15:00,Salernitana,Perugia,1,1,49%,51%,9,12,6,5,3,7,14,17,11,5,1,2,4,5,,,0,0,3,0,22,24,,,D
fgIKwFD4,31.10.2015 15:00,Ternana,Avellino,0,3,56%,44%,9,6,7,4,2,2,9,8,7,1,2,0,1,7,,,0,0,0,3,46,35,,,A
AchhxG5p,27.10.2015 20:30,Avellino,Ascoli,3,0,49%,51%,6,9,4,5,2,4,18,23,4,6,1,1,5,1,,,0,0,2,3,22,35,,,H
xriGBdUB,27.10.2015 20:30,Cesena,Como,3,1,,,,,,,,,,,,,,,,,,,0,0,,,,,,,H
joeKAGqI,27.10.2015 20:30,Crotone,Brescia,1,1,54%,46%,6,7,2,4,4,3,20,24,6,4,0,0,3,1,,,0,0,5,2,35,13,,,D
O0ddyzLj,27.10.2015 20:30,Entella,Livorno,0,0,51%,49%,2,12,0,5,2,7,23,16,3,4,0,1,5,0,,,0,0,3,4,30,28,,,D
xdWlQeq5,27.10.2015 20:30,Lanciano,Salernitana,2,2,53%,47%,13,13,4,6,9,7,19,13,5,6,1,0,4,2,,,0,0,2,4,23,16,,,D
p8fO9zaO,27.10.2015 20:30,Latina,Ternana,1,2,49%,51%,14,18,8,9,6,9,20,15,8,8,0,0,7,7,,,1,0,5,4,28,32,,,A
ObgS8fEU,27.10.2015 20:30,Modena,Spezia,1,1,46%,54%,7,16,3,5,4,11,16,21,4,8,3,2,4,2,,,0,0,3,1,30,31,,,D
2POxTcan,27.10.2015 20:30,Perugia,Cagliari,0,0,48%,52%,4,5,3,3,1,2,24,15,4,4,1,2,3,3,,,0,0,3,0,25,27,,,D
dnOtSHEh,27.10.2015 20:30,Pro Vercelli,Bari,0,1,50%,50%,5,5,2,1,3,4,18,14,7,2,1,1,0,2,,,0,0,2,4,33,32,,,A
fXtpRyUb,27.10.2015 20:30,Trapani,L.R. Vicenza,1,2,52%,48%,15,7,8,4,7,3,21,23,6,6,0,2,2,7,,,0,0,3,2,20,16,,,A
ER6MsxrN,24.10.2015 15:00,Ascoli,Crotone,0,1,66%,34%,5,8,2,4,3,4,9,7,2,6,0,1,3,2,,,0,0,4,3,10,8,,,A
hI5QtdcT,24.10.2015 15:00,Bari,Entella,0,0,,,,,,,,,,,,,,,,,,,0,0,,,,,,,D
Qu5zBPw1,24.10.2015 15:00,Brescia,Lanciano,2,1,55%,45%,18,11,12,4,6,7,16,16,3,2,1,6,3,10,,,0,1,1,4,12,16,,,H
rHauAqg7,24.10.2015 15:00,Cagliari,Trapani,4,1,51%,49%,9,9,7,4,2,5,7,19,1,6,2,0,3,3,,,0,0,3,1,19,23,,,H
M7bq938D,24.10.2015 15:00,Como,Latina,1,1,47%,53%,18,12,7,3,11,9,12,12,6,4,2,1,2,6,,,0,0,4,2,16,18,,,D
zBnRXnoE,24.10.2015 15:00,Livorno,Modena,2,0,52%,48%,8,4,3,0,5,4,17,16,1,4,3,0,2,1,,,0,0,2,3,8,6,,,H
UB4aFvVn,24.10.2015 15:00,Salernitana,Cesena,1,1,23%,77%,8,6,3,4,5,2,8,10,6,3,1,2,3,2,,,0,0,4,3,4,7,,,D
8233Ebpg,24.10.2015 15:00,Spezia,Avellino,1,1,70%,30%,9,2,6,2,3,0,7,6,5,3,0,0,1,5,,,0,0,1,5,9,3,,,D
GS27DIaa,24.10.2015 15:00,Ternana,Perugia,0,1,90%,10%,3,4,2,4,1,0,11,10,2,2,2,5,3,2,,,0,0,3,4,4,3,,,A
fJ1BCxF5,23.10.2015 21:00,L.R. Vicenza,Novara,0,2,60%,40%,11,10,6,5,5,5,16,17,5,2,0,0,3,6,,,0,0,2,2,43,20,,,A
nmFfGKFt,23.10.2015 19:00,Pescara,Pro Vercelli,1,0,55%,45%,10,6,6,0,4,6,15,21,12,0,0,1,0,5,,,0,0,5,3,24,25,,,H
nkp1dQO7,19.10.2015 20:30,Cesena,Spezia,5,1,57%,43%,21,15,13,5,8,10,24,15,4,3,2,0,4,8,,,0,1,2,4,30,22,,,H
SpNmKTGE,18.10.2015 17:30,Latina,Perugia,2,1,48%,53%,8,16,7,7,1,9,,,4,5,0,0,6,5,,,0,0,6,3,,,,,H
lfOqL918,17.10.2015 15:00,Crotone,Livorno,3,0,47%,53%,7,7,3,4,4,3,19,26,0,6,6,1,4,0,,,0,0,1,5,27,24,,,H
djCHrISG,17.10.2015 15:00,Entella,Salernitana,1,0,59%,41%,15,11,6,2,9,9,16,22,6,5,1,0,2,5,,,0,1,4,5,26,29,,,H
nk6WB5Of,17.10.2015 15:00,Lanciano,Como,1,0,53%,47%,12,11,1,3,11,8,22,20,1,4,4,1,3,0,,,0,0,2,3,23,23,,,H
IaDDqbDA,17.10.2015 15:00,Modena,Ascoli,2,1,54%,46%,6,7,6,4,0,3,21,17,4,4,1,0,3,4,,,0,1,2,7,17,24,,,H
dKRiJmWK,17.10.2015 15:00,Novara,Cagliari,1,0,50%,50%,12,10,3,2,9,8,23,17,5,8,1,3,2,2,,,0,0,3,2,25,38,,,H
zBQeI7oR,17.10.2015 15:00,Pro Vercelli,L.R. Vicenza,2,1,43%,57%,11,13,5,6,6,7,20,17,4,7,0,4,5,3,,,0,0,1,1,18,29,,,H
th3ODRgr,17.10.2015 15:00,Ternana,Bari,3,0,51%,49%,8,12,6,7,2,5,17,19,2,5,0,1,7,3,,,0,0,3,4,23,29,,,H
hS6SCo9l,17.10.2015 15:00,Trapani,Pescara,0,3,55%,45%,15,6,6,4,9,2,14,22,8,2,0,3,1,6,,,0,0,6,3,21,13,,,A
Yotcc691,16.10.2015 20:30,Avellino,Brescia,3,3,49%,51%,14,10,8,7,6,3,18,22,5,4,7,3,4,5,,,0,0,2,2,24,28,,,D
Qie6oKrb,11.10.2015 20:30,Ascoli,Pescara,3,1,50%,50%,15,15,10,8,5,7,17,19,4,6,4,1,7,7,,,0,0,2,3,20,22,,,H
E7vSqmu2,11.10.2015 15:00,Bari,Lanciano,1,0,53%,47%,10,7,5,2,5,5,16,14,5,5,0,0,2,4,,,0,0,4,0,7,16,,,H
tEWD7jX8,11.10.2015 15:00,Como,Brescia,1,3,48%,52%,17,11,9,4,8,7,15,30,9,3,4,0,1,8,,,1,0,5,4,19,12,,,A
OxMI6AnF,11.10.2015 15:00,Livorno,Avellino,1,1,51%,49%,15,3,10,1,5,2,16,17,4,2,2,1,0,9,,,1,1,2,6,22,25,,,D
xtQM5U1L,11.10.2015 15:00,Modena,Latina,0,2,52%,48%,7,12,5,7,2,5,21,17,11,2,1,0,5,5,,,0,0,5,3,33,25,,,A
OxE9pvb4,11.10.2015 15:00,Perugia,Entella,0,0,57%,43%,6,5,2,1,4,4,22,14,7,7,1,1,1,2,,,0,0,4,2,21,21,,,D
YBBh08Pr,11.10.2015 15:00,Salernitana,Trapani,0,1,47%,53%,20,8,10,4,10,4,18,28,6,4,4,0,3,10,,,0,0,4,3,29,23,,,A
0YskaSvk,11.10.2015 15:00,Spezia,Ternana,1,0,48%,52%,9,9,4,5,5,4,23,19,7,3,0,1,5,3,,,0,0,1,3,19,27,,,H
2NX98WH2,11.10.2015 12:30,Cagliari,Cesena,3,1,54%,46%,7,7,4,2,3,5,19,15,4,4,1,3,1,1,,,0,0,1,3,25,17,,,H
W2PQ4lHR,10.10.2015 20:30,Pro Vercelli,Novara,0,1,48%,52%,4,10,2,4,2,6,21,26,0,2,2,2,3,2,,,0,2,6,5,22,25,,,A
vPtgbnfe,10.10.2015 15:00,L.R. Vicenza,Crotone,0,0,57%,43%,15,8,4,6,11,2,19,18,6,4,2,0,6,4,,,0,1,4,5,32,23,,,D
hhjJo9Ak,05.10.2015 20:30,Trapani,Perugia,0,0,54%,46%,8,8,3,3,5,5,16,12,7,5,2,0,3,3,,,0,0,3,6,29,23,,,D
tf4SegYd,03.10.2015 15:00,Avellino,L.R. Vicenza,1,4,51%,49%,14,7,9,5,5,2,12,18,5,4,1,1,1,8,,,0,0,3,2,24,18,,,A
fc8WfDm3,03.10.2015 15:00,Brescia,Modena,2,2,46%,54%,9,14,6,10,3,4,13,13,5,12,1,1,8,4,,,0,0,2,1,19,32,,,D
lK7zfX29,03.10.2015 15:00,Cesena,Livorno,1,0,55%,45%,24,12,11,6,13,6,20,19,7,3,3,1,6,10,,,0,0,4,4,15,26,,,H
4x7cmtEo,03.10.2015 15:00,Como,Ascoli,0,4,46%,54%,12,10,4,6,8,4,21,19,6,4,4,0,2,4,,,0,0,1,2,20,12,,,A
rT51n0Ti,03.10.2015 15:00,Entella,Pro Vercelli,1,0,56%,44%,13,4,8,3,5,1,21,19,9,7,0,0,3,7,,,0,2,2,5,26,39,,,H
zHuOpTPe,03.10.2015 15:00,Lanciano,Spezia,0,0,49%,51%,10,7,4,3,6,4,13,16,6,3,3,1,3,4,,,0,0,1,4,34,19,,,D
pn1qhBXL,03.10.2015 15:00,Latina,Bari,1,2,41%,59%,9,13,4,9,5,4,13,20,2,4,1,0,7,3,,,0,0,2,5,14,27,,,A
Ox0miVnS,03.10.2015 15:00,Pescara,Cagliari,1,0,50%,50%,6,6,5,2,1,4,21,20,5,5,2,1,2,4,,,0,1,4,5,19,29,,,H
tInFnkeq,03.10.2015 15:00,Ternana,Novara,2,0,47%,53%,9,9,5,2,4,7,18,12,3,5,1,1,2,3,,,0,0,3,2,16,36,,,H
SA6vgiIF,02.10.2015 20:30,Crotone,Salernitana,4,0,60%,40%,15,7,7,4,8,3,15,12,4,5,1,0,4,3,,,0,1,3,7,17,22,,,H
80j5vh3M,28.09.2015 20:30,Novara,Como,0,2,48%,52%,21,13,9,6,12,7,20,15,5,3,2,2,4,9,,,0,0,3,4,22,27,,,A
48glrz4c,27.09.2015 17:30,Bari,Avellino,2,1,53%,47%,14,19,8,10,6,9,13,13,6,4,3,0,9,6,,,0,0,1,2,18,20,,,H
EDRmTxTT,26.09.2015 15:00,Ascoli,Brescia,0,0,52%,48%,5,7,0,3,5,4,24,12,1,5,2,3,3,0,,,0,0,4,3,32,32,,,D
MqlgsfJ3,26.09.2015 15:00,Cagliari,Latina,3,2,52%,48%,16,9,8,5,8,4,15,21,6,6,0,0,3,5,,,0,0,0,5,23,24,,,H
vkQqX9ed,26.09.2015 15:00,L.R. Vicenza,Pescara,2,2,52%,48%,16,9,10,8,6,1,18,19,5,5,0,0,6,8,,,1,1,4,4,23,23,,,D
0zmctEY9,26.09.2015 15:00,Livorno,Spezia,1,2,56%,44%,9,5,6,3,3,2,24,21,1,1,2,0,1,5,,,0,0,2,5,23,28,,,A
fcn1uYmG,26.09.2015 15:00,Modena,Lanciano,1,0,56%,44%,18,6,11,4,7,2,11,16,8,2,0,3,4,10,,,0,0,5,3,20,16,,,H
jPuAwCIS,26.09.2015 15:00,Perugia,Cesena,0,0,57%,43%,7,2,2,0,5,2,19,17,7,1,4,1,0,2,,,0,2,3,7,29,27,,,D
hYRyZVQq,26.09.2015 15:00,Pro Vercelli,Crotone,0,2,50%,50%,8,9,3,6,5,3,35,16,3,1,0,0,4,3,,,0,0,1,4,25,18,,,A
0bRuYktj,26.09.2015 15:00,Salernitana,Ternana,2,1,43%,57%,11,10,4,4,7,6,20,11,4,6,0,5,3,2,,,1,0,5,3,20,15,,,H
GMDFOdyo,26.09.2015 15:00,Trapani,Entella,4,2,52%,48%,16,12,8,5,8,7,13,15,1,6,1,1,3,4,,,0,0,3,0,20,18,,,H
jmvAs3Dn,22.09.2015 20:30,Avellino,Novara,0,0,57%,43%,14,11,9,8,5,3,23,16,12,4,1,2,8,9,,,0,0,0,2,22,22,,,D
4jrEtNSh,22.09.2015 20:30,Brescia,Pro Vercelli,2,0,50%,50%,8,10,7,5,1,5,14,17,3,5,3,3,5,5,,,0,0,1,2,16,28,,,H
nFXIusra,22.09.2015 20:30,Cesena,Modena,2,0,53%,47%,20,30,9,15,11,15,18,17,6,6,1,1,15,7,,,0,0,2,1,21,31,,,H
Q5WMv1c5,22.09.2015 20:30,Como,Trapani,0,0,46%,54%,4,8,3,2,1,6,18,28,4,4,1,2,2,3,,,0,0,2,3,12,25,,,D
fuyRwLCB,22.09.2015 20:30,Crotone,Bari,4,1,56%,44%,13,11,8,4,5,7,16,24,5,1,4,1,3,4,,,0,1,3,3,21,19,,,H
WlxqUIDN,22.09.2015 20:30,Entella,Cagliari,1,3,46%,54%,10,16,7,10,3,6,29,14,1,7,0,2,7,6,,,1,0,5,3,18,18,,,A
QHfpqGli,22.09.2015 20:30,Lanciano,L.R. Vicenza,0,0,55%,45%,15,11,2,5,13,6,17,19,9,3,4,0,5,2,,,0,0,3,1,33,18,,,D
IoYvVbbH,22.09.2015 20:30,Latina,Ascoli,1,0,53%,47%,5,18,3,7,2,11,15,20,1,4,2,1,7,2,,,0,0,1,2,23,26,,,H
YVZUxuSH,22.09.2015 20:30,Pescara,Salernitana,1,1,51%,49%,16,8,7,3,9,5,17,17,7,3,3,0,2,6,,,0,1,2,5,28,28,,,D
ETmaLCdp,22.09.2015 20:30,Spezia,Perugia,1,0,58%,42%,6,10,2,2,4,8,13,10,10,6,2,0,2,1,,,0,0,0,3,30,24,,,H
CE62KWBj,21.09.2015 20:30,Ternana,Livorno,2,3,48%,52%,8,12,3,7,5,5,11,18,7,7,1,1,4,1,,,0,0,3,2,12,16,,,A
pYZWWKT4,19.09.2015 15:00,Ascoli,Cesena,1,3,40%,60%,10,12,5,6,5,6,18,21,3,6,1,0,3,4,,,0,0,4,3,38,23,,,A
xWQFnLK2,19.09.2015 15:00,Bari,Pescara,0,0,46%,54%,13,17,6,8,7,9,15,16,3,6,2,2,8,6,,,0,0,3,1,15,15,,,D
jZUJouz9,19.09.2015 15:00,Cagliari,Avellino,2,1,53%,47%,10,10,6,4,4,6,18,13,7,8,0,0,3,4,,,0,0,2,3,29,24,,,H
I3HAyeC1,19.09.2015 15:00,L.R. Vicenza,Como,3,3,48%,52%,10,7,7,4,3,3,17,19,7,5,1,0,1,4,,,0,1,4,6,22,14,,,D
OOYzWvqB,19.09.2015 15:00,Novara,Entella,1,0,51%,49%,17,12,8,5,9,7,23,23,8,5,0,2,5,7,,,0,0,3,2,17,28,,,H
tONWrwKR,19.09.2015 15:00,Perugia,Crotone,0,0,64%,36%,6,3,2,1,4,2,27,23,8,1,0,0,1,2,,,0,1,3,5,22,19,,,D
rX9bvcSr,19.09.2015 15:00,Pro Vercelli,Latina,1,1,51%,49%,9,7,2,3,7,4,17,24,7,2,2,1,2,1,,,0,0,3,3,25,12,,,D
xf92wHsk,19.09.2015 15:00,Salernitana,Spezia,0,2,54%,46%,7,10,5,5,2,5,19,20,2,2,0,3,3,5,,,0,0,2,4,19,28,,,A
zuS5xyce,19.09.2015 15:00,Trapani,Lanciano,1,1,48%,52%,8,12,3,5,5,7,15,13,4,5,1,0,4,2,,,0,0,3,1,10,25,,,D
pdUNpakF,18.09.2015 21:00,Livorno,Brescia,3,1,55%,45%,12,7,8,2,4,5,18,20,6,5,1,0,1,5,,,0,0,0,5,24,22,,,H
OnTRqJ4L,18.09.2015 19:00,Modena,Ternana,1,0,52%,48%,8,7,4,3,4,4,27,21,3,1,2,2,3,3,,,1,1,4,5,19,21,,,H
W8KRZMqn,15.09.2015 18:00,Ascoli,Entella,1,0,53%,47%,10,10,5,3,5,7,21,20,4,3,0,0,3,4,,,0,0,3,2,23,26,,,H
GIXnqnEA,14.09.2015 20:30,Latina,Trapani,1,1,53%,47%,15,5,8,3,7,2,16,16,8,3,3,0,2,7,,,0,1,2,5,24,33,,,D
AJkLQwbq,13.09.2015 17:30,Spezia,Pro Vercelli,1,1,59%,41%,10,7,5,2,5,5,19,17,7,1,3,3,1,4,,,0,0,1,2,24,27,,,D
YZilOpxo,12.09.2015 15:00,Avellino,Modena,2,0,51%,49%,11,9,7,7,4,2,20,12,8,7,0,2,7,5,,,0,0,2,1,22,30,,,H
nwtWnUEo,12.09.2015 15:00,Brescia,Salernitana,2,2,54%,46%,13,9,7,4,6,5,24,6,4,5,1,8,2,5,,,0,1,1,3,19,17,,,D
QTvznlUi,12.09.2015 15:00,Como,Livorno,1,2,52%,48%,7,6,5,3,2,3,28,20,7,2,1,1,1,4,,,1,0,3,2,26,18,,,A
MeYrpSb4,12.09.2015 15:00,Crotone,Novara,2,1,54%,46%,7,12,4,5,3,7,22,21,6,5,2,5,4,2,,,0,0,2,3,22,23,,,H
4MIZX0Eb,12.09.2015 15:00,Entella,Cesena,2,1,50%,50%,7,5,4,3,3,2,15,20,5,5,0,0,2,2,,,0,1,3,3,20,33,,,H
dzlTOHSe,12.09.2015 15:00,L.R. Vicenza,Bari,0,0,60%,40%,13,1,7,0,6,1,16,19,8,4,0,0,0,7,,,0,1,1,6,15,15,,,D
QVJVYtah,12.09.2015 15:00,Lanciano,Ascoli,2,0,58%,42%,12,6,6,2,6,4,16,18,6,2,3,1,2,4,,,0,1,2,4,23,20,,,H
lAlPPcDk,12.09.2015 15:00,Ternana,Cagliari,1,1,51%,49%,16,10,12,5,4,5,15,16,7,4,0,1,4,11,,,0,0,3,4,23,14,,,D
ULyir6TG,11.09.2015 20:30,Pescara,Perugia,2,1,45%,55%,10,5,4,3,6,2,12,22,4,3,2,0,2,2,,,0,0,3,4,29,36,,,H
j19jF7aU,07.09.2015 20:30,Cagliari,Crotone,4,0,53%,47%,16,3,6,0,10,3,17,20,5,4,3,4,0,2,,,0,1,2,3,27,17,,,H
CAAnGmpO,06.09.2015 17:30,Bari,Spezia,4,3,42%,58%,11,10,6,5,5,5,13,14,3,7,1,1,2,2,9,11,1,0,1,3,15,22,,,H
vDGhZApn,06.09.2015 15:00,Livorno,Pescara,4,0,61%,39%,8,2,4,0,4,2,14,21,4,1,2,1,0,0,,,0,1,2,1,17,15,,,H
YZFdYUah,06.09.2015 15:00,Modena,L.R. Vicenza,0,1,46%,54%,11,8,3,2,8,6,19,22,8,3,1,2,1,3,,,1,0,3,2,21,21,,,A
