id,date,home_team,away_team,home_goals,away_goals,Ball Possession_home,Ball Possession_away,Goal Attempts_home,Goal Attempts_away,Shots on Goal_home,Shots on Goal_away,Shots off Goal_home,Shots off Goal_away,Free Kicks_home,Free Kicks_away,Corner Kicks_home,Corner Kicks_away,Offsides_home,Offsides_away,Goalkeeper Saves_home,Goalkeeper Saves_away,Fouls_home,Fouls_away,Red Cards_home,Red Cards_away,Yellow Cards_home,Yellow Cards_away,Throw-ins_home,Throw-ins_away,Pass Success %_home,Pass Success %_away,result
8ALzE0OI,05.03.2016 15:00,Entella,Bari,2,0,54%,46%,12,7,6,5,6,2,18,8,6,7,1,0,5,4,7,18,0,0,2,3,,,,,H
SMWvISRO,05.03.2016 15:00,Lanciano,Brescia,1,0,46%,54%,4,6,1,2,3,4,16,12,7,5,4,1,2,0,8,15,0,0,2,1,,,,,H
4vGNtC4P,05.03.2016 15:00,Latina,Como,1,1,,,,,,,,,,,,,,,,,,,0,0,,,,,,,D
0A1gyjSn,05.03.2016 15:00,Novara,L.R. Vicenza,4,0,54%,46%,14,9,7,3,7,6,14,23,2,5,4,4,3,3,19,10,0,1,1,4,,,,,H
Cp5czAsg,05.03.2016 15:00,Perugia,Ternana,1,0,53%,47%,3,5,1,3,2,2,13,11,5,5,0,0,3,0,11,13,0,1,2,6,,,,,H
Yag6YmC5,05.03.2016 15:00,Trapani,Cagliari,2,2,45%,55%,9,10,7,4,2,6,25,17,6,4,3,3,2,5,14,22,0,0,3,3,,,,,D
vVXNG2v0,01.03.2016 20:30,Ascoli,Modena,2,1,59%,41%,10,6,3,2,7,4,19,21,3,2,1,3,1,1,20,16,0,1,3,2,,,,,H
MeEg6VSC,01.03.2016 20:30,Bari,Ternana,4,0,65%,35%,11,9,7,6,4,3,18,14,7,3,1,2,6,3,13,16,0,0,1,3,,,,,H
0nDc5krJ,01.03.2016 20:30,Brescia,Avellino,1,0,48%,52%,17,11,12,4,5,7,22,17,3,5,4,2,4,11,13,20,0,0,1,2,,,,,H
Sh5qThzQ,01.03.2016 20:30,Como,Lanciano,1,1,52%,48%,19,10,12,2,7,8,14,19,4,6,1,1,1,11,18,13,0,1,3,4,,,,,D
t6USKUs6,01.03.2016 20:30,L.R. Vicenza,Pro Vercelli,1,1,57%,43%,8,4,2,2,6,2,16,6,6,4,0,1,1,1,6,15,0,0,1,3,,,,,D
YZsCOCrs,01.03.2016 20:30,Livorno,Crotone,0,0,43%,57%,9,7,4,3,5,4,22,15,1,5,1,2,3,4,14,20,1,0,2,2,,,,,D
CQtGNWcm,01.03.2016 20:30,Perugia,Latina,2,0,55%,45%,7,3,3,1,4,2,22,13,7,3,1,2,1,1,12,20,0,0,2,4,,,,,H
KjtKMjDg,01.03.2016 20:30,Pescara,Trapani,1,2,52%,48%,15,8,8,6,7,2,24,18,9,4,1,5,4,7,17,19,0,0,2,2,,,,,A
MgNSFMg6,01.03.2016 20:30,Salernitana,Entella,2,2,45%,55%,14,8,6,4,8,4,16,25,8,2,0,1,2,4,25,15,0,1,3,3,,,,,D
bsuOLASa,01.03.2016 20:30,Spezia,Cesena,1,1,51%,49%,10,4,5,2,5,2,14,23,8,3,3,0,1,4,20,14,0,0,4,5,,,,,D
Ek1uUYKJ,29.02.2016 20:30,Cagliari,Novara,0,1,46%,54%,10,11,2,3,8,8,13,11,5,2,2,2,2,2,9,11,1,0,3,1,,,,,A
428E5bx2,27.02.2016 15:00,Avellino,Livorno,2,1,47%,53%,15,18,5,6,10,12,17,18,6,8,0,0,5,3,18,17,0,0,1,2,,,,,H
67ncUsF2,27.02.2016 15:00,Brescia,Como,2,1,52%,48%,16,7,5,2,11,5,24,18,9,2,5,4,1,4,13,20,0,1,1,4,,,,,H
EXk5SLqF,27.02.2016 15:00,Crotone,L.R. Vicenza,2,0,51%,49%,12,6,3,2,9,4,16,18,5,4,1,0,2,1,17,16,0,0,2,3,,,,,H
QRTJHrPg,27.02.2016 15:00,Entella,Perugia,2,1,45%,55%,7,9,3,5,4,4,21,9,3,5,1,0,4,1,8,21,0,0,3,2,,,,,H
jcDYAgEs,27.02.2016 15:00,Lanciano,Bari,1,0,43%,57%,11,18,3,8,8,10,18,22,7,3,5,1,8,2,17,17,0,0,3,2,,,,,H
YL2wADTm,27.02.2016 15:00,Latina,Modena,0,1,63%,37%,19,5,10,3,9,2,18,13,9,4,0,1,2,10,13,17,0,0,2,4,,,,,A
W4UFIO9m,27.02.2016 15:00,Pescara,Ascoli,2,2,60%,40%,12,7,7,4,5,3,18,17,9,7,2,2,2,5,15,16,0,2,2,6,,,,,D
QTKp8ib0,27.02.2016 15:00,Ternana,Spezia,1,2,51%,49%,10,9,5,4,5,5,20,22,8,1,2,1,2,4,20,19,0,0,3,3,,,,,A
4KJl7BD6,27.02.2016 15:00,Trapani,Salernitana,1,1,56%,44%,10,5,2,3,8,2,27,20,4,7,0,3,2,1,20,24,0,1,3,4,,,,,D
pbo1T1U8,26.02.2016 21:00,Cesena,Cagliari,2,0,56%,44%,8,3,7,2,1,1,14,13,8,5,0,1,4,7,13,13,0,1,3,7,,,,,H
W6Lt9Xrf,26.02.2016 19:00,Novara,Pro Vercelli,1,1,59%,41%,16,3,5,1,11,2,11,16,6,3,0,1,0,4,16,10,0,1,3,2,,,,,D
EH1sDtpS,22.02.2016 20:30,Perugia,Trapani,0,2,44%,56%,5,5,1,2,4,3,16,19,6,7,1,0,0,1,18,16,0,0,2,3,,,,,A
Io6280hq,21.02.2016 12:30,Salernitana,Crotone,1,1,56%,44%,11,4,7,2,4,2,24,18,7,3,2,1,1,6,16,23,1,0,1,1,,,,,D
CKmqOpnQ,20.02.2016 15:00,Ascoli,Como,1,0,48%,52%,13,13,9,5,4,8,19,21,6,4,1,3,5,8,20,16,0,0,3,2,,,,,H
pxAQGOp3,20.02.2016 15:00,Cagliari,Pescara,2,1,46%,54%,7,7,4,3,3,4,14,20,4,15,2,0,2,2,18,14,0,0,4,1,,,,,H
ja4A6vNe,20.02.2016 15:00,L.R. Vicenza,Avellino,0,0,51%,49%,14,6,5,3,9,3,27,21,3,6,2,4,3,5,19,23,0,0,4,5,,,,,D
S0aVFr09,20.02.2016 15:00,Livorno,Cesena,1,1,52%,48%,8,10,3,5,5,5,21,16,7,6,2,0,4,2,14,21,0,1,3,3,,,,,D
t43ZE2FF,20.02.2016 15:00,Modena,Brescia,1,0,51%,49%,7,7,4,3,3,4,8,21,5,6,4,0,3,3,17,8,0,0,1,2,,,,,H
zR2wEMUL,20.02.2016 15:00,Novara,Ternana,1,2,58%,42%,11,9,7,3,4,6,20,15,9,3,0,2,1,6,15,18,1,0,2,4,,,,,A
hEVBJ4fs,20.02.2016 15:00,Pro Vercelli,Entella,2,3,54%,46%,7,11,4,5,3,6,17,21,8,5,4,0,2,2,17,17,2,0,2,2,,,,,A
dx567K7k,20.02.2016 15:00,Spezia,Lanciano,2,0,56%,44%,15,3,5,0,10,3,19,14,7,2,0,1,0,3,14,18,0,0,1,1,,,,,H
6oBMH4Vd,19.02.2016 20:30,Bari,Latina,0,0,54%,46%,10,8,4,2,6,6,14,20,7,3,4,2,2,4,16,12,0,0,3,3,,,,,D
KQ0c0sfJ,15.02.2016 20:30,Brescia,Ascoli,2,2,54%,46%,10,8,5,4,5,4,16,12,3,2,2,1,2,3,10,15,0,1,2,5,,,,,D
vuJzf1wj,14.02.2016 17:30,Spezia,Livorno,3,0,57%,43%,7,5,5,2,2,3,14,16,2,3,0,0,2,2,16,14,1,0,5,2,,,,,H
bLoq4o1c,13.02.2016 15:00,Avellino,Bari,1,1,55%,45%,13,4,3,1,10,3,13,18,7,6,1,0,0,2,17,13,0,1,3,5,,,,,D
hrom35G3,13.02.2016 15:00,Cesena,Perugia,2,1,52%,48%,12,5,5,2,7,3,18,19,6,2,1,0,1,3,18,18,0,1,3,5,,,,,H
WYqi2PV9,13.02.2016 15:00,Como,Novara,1,1,58%,42%,8,7,4,5,4,2,23,19,7,3,9,3,4,3,10,20,0,0,2,3,,,,,D
lAvd1qoG,13.02.2016 15:00,Crotone,Pro Vercelli,1,1,65%,35%,34,6,9,2,25,4,18,6,9,3,3,1,1,8,3,17,0,1,1,3,,,,,D
YTluPQWJ,13.02.2016 15:00,Entella,Trapani,4,0,58%,42%,15,6,9,3,6,3,11,20,5,5,5,0,3,5,15,11,0,2,3,2,,,,,H
S0w0030M,13.02.2016 15:00,Lanciano,Modena,2,1,46%,54%,8,11,3,6,5,5,16,14,8,5,0,1,5,1,14,15,0,0,3,2,,,,,H
MNx4aNFS,13.02.2016 15:00,Latina,Cagliari,1,3,43%,57%,13,12,6,7,7,5,19,12,7,4,3,1,4,5,9,18,0,0,2,3,,,,,A
IVHvgLhd,13.02.2016 15:00,Ternana,Salernitana,4,0,47%,53%,9,11,7,4,2,7,10,20,5,8,1,0,4,3,19,10,0,1,4,2,,,,,H
dGTVfsOq,12.02.2016 20:30,Pescara,L.R. Vicenza,1,1,56%,44%,11,10,4,6,7,4,11,16,5,5,0,1,5,3,16,10,0,1,3,2,,,,,D
rD3dtr9j,08.02.2016 20:30,Trapani,Como,2,2,57%,43%,11,5,5,2,6,3,26,12,8,5,1,1,0,3,11,25,0,0,2,2,,,,,D
CAAEl61A,07.02.2016 17:30,Modena,Cesena,0,0,52%,48%,7,8,2,2,5,6,11,18,2,5,0,0,2,2,18,11,0,0,2,1,,,,,D
QR7l23P6,06.02.2016 15:00,Ascoli,Latina,0,0,58%,42%,13,1,7,0,6,1,13,23,10,5,0,1,0,7,23,12,0,0,2,2,,,,,D
8jcg1NvD,06.02.2016 15:00,Cagliari,Entella,1,0,54%,46%,11,4,4,1,7,3,19,23,5,4,4,2,1,3,19,17,0,0,1,2,,,,,H
pIsu5Roi,06.02.2016 15:00,L.R. Vicenza,Lanciano,0,2,50%,50%,14,7,5,4,9,3,27,18,11,9,0,2,2,5,18,25,0,0,0,4,,,,,A
ImBAknn4,06.02.2016 15:00,Livorno,Ternana,1,0,51%,49%,12,10,7,3,5,7,16,21,5,8,1,0,3,6,20,16,0,0,0,2,,,,,H
QDEImQGG,06.02.2016 15:00,Novara,Avellino,4,1,57%,43%,15,6,5,3,10,3,21,25,5,2,1,1,2,1,24,20,0,1,2,5,,,,,H
8x4NnpWM,06.02.2016 15:00,Perugia,Spezia,0,0,51%,49%,16,5,6,4,10,1,18,12,7,4,3,3,4,6,9,15,0,1,2,3,,,,,D
nT2Ro4oT,06.02.2016 15:00,Pro Vercelli,Brescia,2,1,52%,48%,13,12,5,5,8,7,20,12,2,1,1,3,4,3,12,17,0,0,2,3,,,,,H
4M4hsOgp,06.02.2016 15:00,Salernitana,Pescara,2,2,41%,59%,7,11,5,4,2,7,21,15,6,4,2,2,2,3,13,19,2,1,0,6,,,,,D
vcC6jSWc,05.02.2016 20:30,Bari,Crotone,2,3,44%,56%,10,13,6,9,4,4,11,9,5,6,1,1,6,4,8,10,1,0,1,1,,,,,A
rVIchl2o,01.02.2016 20:30,Spezia,Salernitana,3,1,58%,42%,18,3,9,2,9,1,15,15,4,3,2,0,1,6,13,15,0,1,3,3,,,,,H
ny9p3qA0,31.01.2016 17:30,Entella,Novara,1,0,55%,45%,10,8,4,5,6,3,15,8,3,3,1,0,5,3,7,15,0,1,0,4,,,,,H
QgnXyTH4,30.01.2016 15:00,Brescia,Livorno,1,3,,,,,,,,,,,,,,,,,,,0,0,,,,,,,A
I14t4Pff,30.01.2016 15:00,Cesena,Ascoli,3,0,61%,39%,16,2,8,1,8,1,12,17,8,0,0,0,1,5,17,12,0,2,1,4,,,,,H
4poyymXA,30.01.2016 15:00,Como,L.R. Vicenza,1,1,48%,52%,7,13,5,8,2,5,20,21,3,8,2,2,7,4,19,18,1,1,3,6,,,,,D
YJkuz7nH,30.01.2016 15:00,Crotone,Perugia,1,2,60%,40%,6,8,3,4,3,4,19,16,2,5,2,2,2,2,14,17,0,0,0,1,,,,,A
CAlqZQ1N,30.01.2016 15:00,Lanciano,Trapani,0,3,54%,46%,6,11,1,7,5,4,13,16,4,4,4,0,4,1,12,13,0,0,1,2,,,,,A
fZwlYpHT,30.01.2016 15:00,Latina,Pro Vercelli,1,0,51%,49%,7,5,2,1,5,4,18,15,6,2,2,0,1,1,13,18,0,0,2,3,,,,,H
URUFT4Pp,30.01.2016 15:00,Pescara,Bari,3,1,44%,56%,12,11,8,8,4,3,16,20,5,4,3,1,7,5,17,15,0,0,2,6,,,,,H
MLH1i8Hi,30.01.2016 15:00,Ternana,Modena,2,1,48%,52%,13,6,5,1,8,5,21,18,4,4,1,0,0,3,17,21,0,1,2,3,,,,,H
rVdSx92b,29.01.2016 20:30,Avellino,Cagliari,1,2,35%,65%,5,14,3,7,2,7,21,13,3,7,2,2,5,2,11,19,1,0,4,4,,,,,A
A3y6j7F0,25.01.2016 20:30,Livorno,Como,1,1,56%,44%,9,10,6,3,3,7,27,18,9,2,2,1,2,5,16,26,0,1,3,4,,,,,D
dKwIm5aJ,24.01.2016 17:30,Perugia,Pescara,0,4,43%,57%,5,17,5,8,0,9,9,14,6,5,2,2,4,5,12,7,0,0,0,2,,,,,A
dnGX5oQs,23.01.2016 15:00,Ascoli,Lanciano,1,0,47%,53%,9,9,4,3,5,6,21,12,3,10,0,5,3,3,12,16,0,0,2,1,,,,,H
llmchTpl,23.01.2016 15:00,Bari,L.R. Vicenza,2,1,53%,47%,9,12,7,6,2,6,17,14,5,7,2,2,5,5,12,15,0,1,1,5,,,,,H
Svn1im0f,23.01.2016 15:00,Cagliari,Ternana,1,0,65%,35%,10,5,3,1,7,4,14,15,8,1,1,2,1,2,14,12,0,0,2,3,,,,,H
vB5x55ul,23.01.2016 15:00,Cesena,Entella,2,0,47%,53%,13,9,8,6,5,3,20,26,6,10,2,3,6,6,24,17,0,0,3,2,,,,,H
O6uAkRU6,23.01.2016 15:00,Modena,Avellino,1,1,52%,48%,5,12,1,6,4,6,12,20,4,8,1,0,5,0,19,12,0,0,1,2,,,,,D
ITvElopD,23.01.2016 15:00,Novara,Crotone,0,1,53%,47%,17,7,9,3,8,4,18,17,14,5,2,2,2,9,15,16,0,0,1,1,,,,,A
dEfGuBIu,23.01.2016 15:00,Pro Vercelli,Spezia,0,1,47%,53%,3,10,0,5,3,5,22,16,4,5,0,2,4,0,16,20,1,0,2,4,,,,,A
URhOwkmh,23.01.2016 15:00,Trapani,Latina,1,2,56%,44%,13,9,5,7,8,2,24,24,7,4,1,4,5,4,23,20,0,0,1,3,,,,,A
z5gKvVXo,22.01.2016 20:30,Salernitana,Brescia,3,0,54%,46%,7,15,5,5,2,10,17,19,6,1,2,0,5,2,17,17,0,0,4,3,,,,,H
lCTunhOE,19.01.2016 20:30,Perugia,L.R. Vicenza,0,1,47%,53%,7,8,3,6,4,2,14,14,3,7,1,1,5,3,13,13,0,0,3,2,0,0,,,A
SQ6Sxlo1,18.01.2016 20:30,Crotone,Cagliari,3,1,60%,40%,12,3,7,3,5,0,20,17,3,1,2,1,2,4,15,19,0,2,2,7,,,,,H
pAm4NDeF,18.01.2016 20:30,Entella,Ascoli,4,0,53%,47%,10,11,6,5,4,6,15,9,2,3,1,2,5,2,8,13,0,0,1,4,,,,,H
fD8KvAGl,17.01.2016 17:30,Brescia,Cesena,2,1,54%,46%,18,7,10,3,8,4,17,12,4,6,4,0,3,8,,,0,2,2,6,19,24,,,H
tA4Guj1r,16.01.2016 15:00,Avellino,Salernitana,1,0,53%,47%,12,9,5,4,7,5,21,14,3,5,1,2,4,4,,,0,0,3,3,29,23,,,H
lz8OwUVf,16.01.2016 15:00,Como,Perugia,1,0,53%,47%,10,10,7,7,3,3,19,15,5,6,1,2,7,6,,,0,1,3,4,20,19,,,H
KErgg9Vs,16.01.2016 15:00,L.R. Vicenza,Modena,2,1,59%,41%,10,7,5,4,5,3,24,11,5,6,1,1,3,3,,,0,2,3,5,32,25,,,H
p21Xy807,16.01.2016 15:00,Lanciano,Pro Vercelli,1,0,55%,45%,9,4,4,0,5,4,19,19,3,3,4,0,0,3,,,0,1,1,3,23,27,,,H
Oh0yySFD,16.01.2016 15:00,Latina,Novara,1,0,50%,50%,7,10,3,2,4,8,19,21,3,8,1,0,2,2,,,0,0,4,2,30,27,,,H
xdlJaBhE,16.01.2016 15:00,Pescara,Livorno,2,1,61%,39%,17,4,12,2,5,2,17,18,7,1,1,2,1,10,,,0,1,2,2,24,16,,,H
I5dRckNQ,16.01.2016 15:00,Ternana,Trapani,1,0,56%,44%,11,5,8,2,3,3,12,15,7,3,0,0,2,7,,,0,0,2,2,35,34,,,H
zs7MbV7K,15.01.2016 20:30,Spezia,Bari,0,0,49%,51%,13,8,2,3,11,5,11,12,6,5,1,0,3,2,,,0,0,1,3,15,25,,,D
CdkdPZQ2,27.12.2015 15:00,Ascoli,Spezia,3,0,54%,46%,21,7,10,3,11,4,26,19,5,4,0,1,3,7,,,0,0,2,2,24,21,,,H
4OgxSWWr,27.12.2015 15:00,Brescia,Ternana,0,0,46%,54%,10,17,6,12,4,5,18,17,6,5,0,1,12,6,,,1,0,0,5,32,22,,,D
MalsRjnk,27.12.2015 15:00,Cagliari,Pro Vercelli,3,0,53%,47%,11,5,7,1,4,4,18,21,3,3,0,0,1,4,,,0,0,3,2,20,24,,,H
0jmoQA1e,27.12.2015 15:00,Cesena,Avellino,1,2,47%,53%,26,16,13,11,13,5,15,20,7,5,0,0,9,12,,,0,1,2,3,27,24,,,A
fDnkPUG1,27.12.2015 15:00,Como,Salernitana,2,1,57%,43%,19,5,5,2,14,3,20,17,8,4,5,1,2,3,,,0,1,4,4,43,20,,,H
jml0Ogt9,27.12.2015 15:00,Entella,Crotone,1,2,63%,37%,12,9,7,4,5,5,27,16,11,4,1,1,2,6,,,0,0,2,1,40,17,,,A
zTRmpWhR,27.12.2015 15:00,Lanciano,Livorno,2,1,52%,48%,7,12,4,5,3,7,18,21,5,5,0,0,4,2,,,0,0,2,4,31,36,,,H
ALUymY88,27.12.2015 15:00,Modena,Novara,3,0,57%,43%,13,11,7,5,6,6,14,16,7,4,2,0,5,4,,,0,0,1,0,35,28,,,H
dxTqoCwL,27.12.2015 15:00,Trapani,Bari,1,0,46%,54%,16,11,9,5,7,6,14,18,7,10,0,1,5,8,,,0,0,0,2,15,27,,,H
8GjgOlW7,27.12.2015 12:30,Latina,Pescara,0,1,48%,52%,11,13,4,8,7,5,22,20,4,5,1,2,7,4,,,0,1,3,3,26,25,,,A
EgFcZEv9,24.12.2015 13:00,Salernitana,Cagliari,0,2,47%,53%,10,14,6,5,4,9,20,25,4,6,2,3,3,6,,,2,2,7,3,16,20,,,A
CUUbED2q,23.12.2015 20:30,Bari,Brescia,1,2,56%,44%,15,8,8,5,7,3,20,15,9,2,2,3,3,7,,,0,0,3,4,14,18,,,A
QXY2DXHk,23.12.2015 20:30,Crotone,Trapani,0,0,50%,50%,8,11,2,2,6,9,15,18,6,10,0,0,2,2,,,0,0,0,3,34,19,,,D
2F7AWCOR,23.12.2015 20:30,L.R. Vicenza,Latina,1,1,58%,42%,17,9,9,7,8,2,16,26,4,1,0,1,6,8,,,0,0,3,4,37,14,,,D
n3VH1WYe,23.12.2015 20:30,Livorno,Ascoli,1,3,59%,41%,13,8,6,6,7,2,20,23,7,2,3,0,3,5,,,0,0,2,5,36,9,,,A
8dO7CiXe,23.12.2015 20:30,Novara,Cesena,0,0,51%,49%,21,8,8,3,13,5,12,9,7,5,0,2,3,8,,,0,0,0,3,27,33,,,D
nmNBBBn2,23.12.2015 20:30,Pescara,Modena,1,0,54%,46%,9,5,4,3,5,2,25,18,7,6,2,2,3,3,,,0,0,3,4,30,37,,,H
z3GgzeP2,23.12.2015 20:30,Pro Vercelli,Perugia,0,1,45%,55%,13,4,3,2,10,2,19,13,5,1,4,2,1,3,,,1,0,2,3,22,26,,,A
dI42YYgF,23.12.2015 20:30,Spezia,Como,1,1,52%,48%,17,9,9,6,8,3,15,16,6,4,3,0,5,8,,,0,0,2,5,30,38,,,D
8h86Xh9L,23.12.2015 20:30,Ternana,Lanciano,1,1,40%,60%,4,9,3,4,1,5,13,17,0,4,1,0,3,2,,,1,0,3,5,28,25,,,D
QgUL0jl2,22.12.2015 20:30,Avellino,Entella,2,0,51%,49%,14,12,8,4,6,8,19,23,7,6,0,1,4,6,,,0,0,3,2,23,31,,,H
MPXXaEmj,19.12.2015 18:00,Cagliari,Bari,2,1,52%,48%,13,6,4,4,9,2,15,24,4,3,1,2,3,3,,,0,0,3,2,22,29,,,H
vwS93h4q,19.12.2015 15:00,Ascoli,Novara,1,3,51%,49%,14,16,8,6,6,10,21,20,5,2,0,0,3,7,,,1,0,7,2,22,18,,,A
hjTT0fYq,19.12.2015 15:00,Brescia,Spezia,1,1,53%,47%,15,13,10,6,5,7,20,21,3,6,2,3,5,9,,,1,0,3,2,24,19,,,D
0GWyaY2d,19.12.2015 15:00,Cesena,Ternana,4,0,54%,46%,29,13,9,7,20,6,24,20,5,4,1,1,7,5,,,0,0,2,3,30,25,,,H
2LAKNHuc,19.12.2015 15:00,Como,Avellino,0,1,43%,57%,10,8,4,3,6,5,15,19,8,3,0,0,2,4,,,0,0,3,3,27,29,,,A
htWD2CJk,19.12.2015 15:00,Entella,L.R. Vicenza,4,1,52%,48%,15,6,8,2,7,4,15,15,2,4,5,0,1,4,,,0,0,1,3,27,32,,,H
fkrXIgfS,19.12.2015 15:00,Lanciano,Pescara,1,2,53%,47%,13,9,7,4,6,5,23,16,10,2,1,1,2,6,,,0,0,3,1,40,29,,,A
GOEOMye3,19.12.2015 15:00,Latina,Crotone,2,2,48%,52%,8,18,5,11,3,7,27,21,3,7,2,2,9,3,,,1,0,5,6,13,17,,,D
GbqTJZvM,19.12.2015 15:00,Trapani,Pro Vercelli,1,1,58%,42%,6,5,5,3,1,2,22,19,7,2,5,3,2,4,,,0,0,2,2,22,26,,,D
lxDWKFPF,18.12.2015 21:00,Perugia,Livorno,4,1,58%,42%,15,5,11,3,4,2,15,17,10,4,0,1,2,7,,,1,1,7,4,14,16,,,H
AoESLeA9,18.12.2015 19:00,Modena,Salernitana,2,0,53%,47%,8,11,4,1,4,10,14,21,8,4,6,2,1,2,,,0,0,2,2,21,27,,,H
lEEqM44h,14.12.2015 20:30,Novara,Trapani,4,1,53%,47%,21,5,9,1,12,4,8,18,8,4,0,1,0,5,,,0,0,1,1,22,21,,,H
hnLzOQZu,13.12.2015 20:30,Crotone,Modena,1,0,57%,43%,24,1,8,1,16,0,20,15,8,0,0,4,1,7,,,0,1,2,4,27,14,,,H
GQqV2s4U,13.12.2015 12:30,Bari,Perugia,1,0,55%,45%,5,3,1,3,4,0,17,9,7,3,1,2,3,0,,,0,0,1,2,16,22,,,H
2NuR3NlO,12.12.2015 15:00,Avellino,Lanciano,3,2,57%,43%,22,7,16,3,6,4,17,21,7,1,3,0,1,13,,,0,1,4,5,25,13,,,H
GQ50IM3H,12.12.2015 15:00,L.R. Vicenza,Brescia,1,2,62%,38%,12,8,5,6,7,2,24,11,12,1,3,0,4,4,,,0,0,3,5,22,20,,,A
WxKvNpkn,12.12.2015 15:00,Livorno,Cagliari,1,1,52%,48%,6,7,4,3,2,4,24,24,7,2,2,1,2,3,,,0,0,4,4,30,24,,,D
Yeks8YeS,12.12.2015 15:00,Pescara,Entella,2,0,52%,48%,18,3,7,0,11,3,24,21,6,5,2,3,0,5,,,0,0,4,3,25,31,,,H
S4DmLOJb,12.12.2015 15:00,Pro Vercelli,Cesena,2,0,54%,46%,10,4,6,1,4,3,22,19,4,5,1,1,1,4,,,0,0,2,2,28,38,,,H
f5jw9EtM,12.12.2015 15:00,Salernitana,Ascoli,2,0,52%,48%,8,15,5,7,3,8,19,9,3,5,0,0,7,3,,,0,0,1,3,26,22,,,H
MRCiKrZ4,12.12.2015 15:00,Spezia,Latina,2,1,52%,48%,13,5,7,2,6,3,21,16,7,3,1,1,1,5,,,0,0,4,3,29,23,,,H
Y1GeJ2lB,12.12.2015 15:00,Ternana,Como,4,0,49%,51%,16,14,9,9,7,5,15,25,5,4,1,1,9,5,,,0,0,1,2,30,33,,,H
bPa19RKn,09.12.2015 18:30,Como,Crotone,0,1,47%,53%,9,6,5,3,4,3,21,20,9,4,1,1,2,5,,,0,0,5,4,29,21,,,A
KbjM43ZH,09.12.2015 18:30,Lanciano,Cagliari,1,3,52%,48%,6,11,4,5,2,6,15,16,8,2,4,0,2,3,,,1,0,4,6,31,14,,,A
CS358ozg,09.12.2015 18:30,Livorno,Salernitana,0,0,46%,54%,19,4,9,2,10,2,21,26,9,6,2,2,2,9,,,0,0,2,2,22,28,,,D
t8iI5qKB,09.12.2015 18:30,Spezia,L.R. Vicenza,1,0,46%,54%,13,7,6,4,7,3,21,25,3,7,3,2,4,5,,,0,0,4,3,20,31,,,H
2gEVEmcP,08.12.2015 18:30,Brescia,Pescara,2,0,45%,55%,10,9,6,4,4,5,14,16,1,6,2,2,4,4,,,0,0,0,2,23,29,,,H
numVAzC9,08.12.2015 15:00,Ascoli,Ternana,1,0,50%,50%,9,7,5,0,4,7,16,18,8,5,1,3,0,4,,,0,0,6,3,22,31,,,H
QyVnj4KO,08.12.2015 15:00,Avellino,Pro Vercelli,1,0,53%,47%,15,6,8,3,7,3,16,18,9,4,0,0,3,7,,,0,0,2,3,28,16,,,H
420cA75t,08.12.2015 15:00,Cesena,Trapani,0,0,59%,41%,36,18,11,8,25,10,13,22,7,3,3,0,8,11,,,1,1,3,1,21,8,,,D
QVoZ9fRF,08.12.2015 15:00,Entella,Latina,1,0,56%,44%,16,8,7,4,9,4,28,18,7,10,0,0,4,6,,,0,0,2,5,21,26,,,H
figA75ka,08.12.2015 15:00,Modena,Bari,2,1,49%,51%,14,13,8,7,6,6,14,22,8,7,1,3,6,6,,,0,0,6,1,19,14,,,H
YshE6P45,08.12.2015 15:00,Perugia,Novara,1,4,57%,43%,17,6,3,5,14,1,16,13,11,2,4,0,1,2,,,0,0,2,2,35,15,,,A
6Dul2ADJ,06.12.2015 17:30,Cagliari,Como,1,1,53%,47%,13,10,8,4,5,6,15,20,9,10,0,0,3,7,,,1,0,5,3,34,25,,,D
noWrip5I,06.12.2015 15:00,L.R. Vicenza,Salernitana,0,0,63%,37%,8,6,4,2,4,4,23,13,3,2,1,2,2,4,,,0,0,3,3,33,32,,,D
htfMCdsc,05.12.2015 15:00,Bari,Ascoli,3,0,59%,41%,11,12,6,5,5,7,14,18,9,3,4,1,5,3,,,0,0,1,2,18,21,,,H
KGqh1USP,05.12.2015 15:00,Crotone,Cesena,2,0,54%,46%,13,9,6,4,7,5,16,19,8,3,3,1,4,4,,,0,0,1,1,9,21,,,H
QcMKdlys,05.12.2015 15:00,Latina,Livorno,3,1,51%,49%,18,9,7,6,11,3,25,20,2,3,0,1,5,4,,,0,0,3,5,20,24,,,H
4lLOe8jm,05.12.2015 15:00,Novara,Lanciano,4,1,43%,57%,12,8,8,5,4,3,18,21,1,6,0,1,4,4,,,1,1,2,6,21,21,,,H
CEOWgnLa,05.12.2015 15:00,Pescara,Spezia,2,2,49%,51%,14,8,6,5,8,3,16,12,5,6,0,0,3,4,,,0,0,2,1,24,18,,,D
fwEyg6z6,05.12.2015 15:00,Pro Vercelli,Ternana,1,2,47%,53%,12,13,6,7,6,6,24,11,3,5,1,1,5,5,,,0,0,2,5,24,20,,,A
hOWvhQkC,05.12.2015 15:00,Trapani,Avellino,2,1,62%,38%,16,5,7,2,9,3,27,17,7,1,2,2,1,5,,,0,1,1,4,18,18,,,H
YNPSfS5g,04.12.2015 21:00,Perugia,Modena,1,0,58%,42%,10,2,4,1,6,1,23,15,9,5,1,2,1,3,,,1,0,3,2,14,17,,,H
