id,date,home_team,away_team,home_goals,away_goals,Ball Possession_home,Ball Possession_away,Goal Attempts_home,Goal Attempts_away,Shots on Goal_home,Shots on Goal_away,Shots off Goal_home,Shots off Goal_away,Free Kicks_home,Free Kicks_away,Corner Kicks_home,Corner Kicks_away,Offsides_home,Offsides_away,Throw-ins_home,Throw-ins_away,Goalkeeper Saves_home,Goalkeeper Saves_away,Red Cards_home,Red Cards_away,Yellow Cards_home,Yellow Cards_away,result,Fouls_home,Fouls_away,Pass Success %_home,Pass Success %_away,Blocked Shots_home,Blocked Shots_away,Goal Kicks_home,Goal Kicks_away,Total Passes_home,Total Passes_away,Tackles_home,Tackles_away,Attacks_home,Attacks_away,Dangerous Attacks_home,Dangerous Attacks_away,Completed Passes_home,Completed Passes_away,Clearances Completed_home,Clearances Completed_away,Crosses Completed_home,Crosses Completed_away
IoYvVbbH,22.09.2015 20:30,Latina,Ascoli,1,0,53%,47%,5.0,18.0,3.0,7.0,2.0,11.0,15.0,20.0,1.0,4.0,2.0,1.0,23.0,26.0,7.0,2.0,0,0,1.0,2.0,H,,,,,,,,,,,,,,,,,,,,,,
YVZUxuSH,22.09.2015 20:30,Pescara,Salernitana,1,1,51%,49%,16.0,8.0,7.0,3.0,9.0,5.0,17.0,17.0,7.0,3.0,3.0,0.0,28.0,28.0,2.0,6.0,0,1,2.0,5.0,D,,,,,,,,,,,,,,,,,,,,,,
ETmaLCdp,22.09.2015 20:30,Spezia,Perugia,1,0,58%,42%,6.0,10.0,2.0,2.0,4.0,8.0,13.0,10.0,10.0,6.0,2.0,0.0,30.0,24.0,2.0,1.0,0,0,0.0,3.0,H,,,,,,,,,,,,,,,,,,,,,,
CE62KWBj,21.09.2015 20:30,Ternana,Livorno,2,3,48%,52%,8.0,12.0,3.0,7.0,5.0,5.0,11.0,18.0,7.0,7.0,1.0,1.0,12.0,16.0,4.0,1.0,0,0,3.0,2.0,A,,,,,,,,,,,,,,,,,,,,,,
pYZWWKT4,19.09.2015 15:00,Ascoli,Cesena,1,3,40%,60%,10.0,12.0,5.0,6.0,5.0,6.0,18.0,21.0,3.0,6.0,1.0,0.0,38.0,23.0,3.0,4.0,0,0,4.0,3.0,A,,,,,,,,,,,,,,,,,,,,,,
xWQFnLK2,19.09.2015 15:00,Bari,Pescara,0,0,46%,54%,13.0,17.0,6.0,8.0,7.0,9.0,15.0,16.0,3.0,6.0,2.0,2.0,15.0,15.0,8.0,6.0,0,0,3.0,1.0,D,,,,,,,,,,,,,,,,,,,,,,
jZUJouz9,19.09.2015 15:00,Cagliari,Avellino,2,1,53%,47%,10.0,10.0,6.0,4.0,4.0,6.0,18.0,13.0,7.0,8.0,0.0,0.0,29.0,24.0,3.0,4.0,0,0,2.0,3.0,H,,,,,,,,,,,,,,,,,,,,,,
I3HAyeC1,19.09.2015 15:00,L.R. Vicenza,Como,3,3,48%,52%,10.0,7.0,7.0,4.0,3.0,3.0,17.0,19.0,7.0,5.0,1.0,0.0,22.0,14.0,1.0,4.0,0,1,4.0,6.0,D,,,,,,,,,,,,,,,,,,,,,,
OOYzWvqB,19.09.2015 15:00,Novara,Entella,1,0,51%,49%,17.0,12.0,8.0,5.0,9.0,7.0,23.0,23.0,8.0,5.0,0.0,2.0,17.0,28.0,5.0,7.0,0,0,3.0,2.0,H,,,,,,,,,,,,,,,,,,,,,,
tONWrwKR,19.09.2015 15:00,Perugia,Crotone,0,0,64%,36%,6.0,3.0,2.0,1.0,4.0,2.0,27.0,23.0,8.0,1.0,0.0,0.0,22.0,19.0,1.0,2.0,0,1,3.0,5.0,D,,,,,,,,,,,,,,,,,,,,,,
rX9bvcSr,19.09.2015 15:00,Pro Vercelli,Latina,1,1,51%,49%,9.0,7.0,2.0,3.0,7.0,4.0,17.0,24.0,7.0,2.0,2.0,1.0,25.0,12.0,2.0,1.0,0,0,3.0,3.0,D,,,,,,,,,,,,,,,,,,,,,,
xf92wHsk,19.09.2015 15:00,Salernitana,Spezia,0,2,54%,46%,7.0,10.0,5.0,5.0,2.0,5.0,19.0,20.0,2.0,2.0,0.0,3.0,19.0,28.0,3.0,5.0,0,0,2.0,4.0,A,,,,,,,,,,,,,,,,,,,,,,
zuS5xyce,19.09.2015 15:00,Trapani,Lanciano,1,1,48%,52%,8.0,12.0,3.0,5.0,5.0,7.0,15.0,13.0,4.0,5.0,1.0,0.0,10.0,25.0,4.0,2.0,0,0,3.0,1.0,D,,,,,,,,,,,,,,,,,,,,,,
pdUNpakF,18.09.2015 21:00,Livorno,Brescia,3,1,55%,45%,12.0,7.0,8.0,2.0,4.0,5.0,18.0,20.0,6.0,5.0,1.0,0.0,24.0,22.0,1.0,5.0,0,0,0.0,5.0,H,,,,,,,,,,,,,,,,,,,,,,
OnTRqJ4L,18.09.2015 19:00,Modena,Ternana,1,0,52%,48%,8.0,7.0,4.0,3.0,4.0,4.0,27.0,21.0,3.0,1.0,2.0,2.0,19.0,21.0,3.0,3.0,1,1,4.0,5.0,H,,,,,,,,,,,,,,,,,,,,,,
W8KRZMqn,15.09.2015 18:00,Ascoli,Entella,1,0,53%,47%,10.0,10.0,5.0,3.0,5.0,7.0,21.0,20.0,4.0,3.0,0.0,0.0,23.0,26.0,3.0,4.0,0,0,3.0,2.0,H,,,,,,,,,,,,,,,,,,,,,,
GIXnqnEA,14.09.2015 20:30,Latina,Trapani,1,1,53%,47%,15.0,5.0,8.0,3.0,7.0,2.0,16.0,16.0,8.0,3.0,3.0,0.0,24.0,33.0,2.0,7.0,0,1,2.0,5.0,D,,,,,,,,,,,,,,,,,,,,,,
AJkLQwbq,13.09.2015 17:30,Spezia,Pro Vercelli,1,1,59%,41%,10.0,7.0,5.0,2.0,5.0,5.0,19.0,17.0,7.0,1.0,3.0,3.0,24.0,27.0,1.0,4.0,0,0,1.0,2.0,D,,,,,,,,,,,,,,,,,,,,,,
YZilOpxo,12.09.2015 15:00,Avellino,Modena,2,0,51%,49%,11.0,9.0,7.0,7.0,4.0,2.0,20.0,12.0,8.0,7.0,0.0,2.0,22.0,30.0,7.0,5.0,0,0,2.0,1.0,H,,,,,,,,,,,,,,,,,,,,,,
nwtWnUEo,12.09.2015 15:00,Brescia,Salernitana,2,2,54%,46%,13.0,9.0,7.0,4.0,6.0,5.0,24.0,6.0,4.0,5.0,1.0,8.0,19.0,17.0,2.0,5.0,0,1,1.0,3.0,D,,,,,,,,,,,,,,,,,,,,,,
QTvznlUi,12.09.2015 15:00,Como,Livorno,1,2,52%,48%,7.0,6.0,5.0,3.0,2.0,3.0,28.0,20.0,7.0,2.0,1.0,1.0,26.0,18.0,1.0,4.0,1,0,3.0,2.0,A,,,,,,,,,,,,,,,,,,,,,,
MeYrpSb4,12.09.2015 15:00,Crotone,Novara,2,1,54%,46%,7.0,12.0,4.0,5.0,3.0,7.0,22.0,21.0,6.0,5.0,2.0,5.0,22.0,23.0,4.0,2.0,0,0,2.0,3.0,H,,,,,,,,,,,,,,,,,,,,,,
4MIZX0Eb,12.09.2015 15:00,Entella,Cesena,2,1,50%,50%,7.0,5.0,4.0,3.0,3.0,2.0,15.0,20.0,5.0,5.0,0.0,0.0,20.0,33.0,2.0,2.0,0,1,3.0,3.0,H,,,,,,,,,,,,,,,,,,,,,,
dzlTOHSe,12.09.2015 15:00,L.R. Vicenza,Bari,0,0,60%,40%,13.0,1.0,7.0,0.0,6.0,1.0,16.0,19.0,8.0,4.0,0.0,0.0,15.0,15.0,0.0,7.0,0,1,1.0,6.0,D,,,,,,,,,,,,,,,,,,,,,,
QVJVYtah,12.09.2015 15:00,Lanciano,Ascoli,2,0,58%,42%,12.0,6.0,6.0,2.0,6.0,4.0,16.0,18.0,6.0,2.0,3.0,1.0,23.0,20.0,2.0,4.0,0,1,2.0,4.0,H,,,,,,,,,,,,,,,,,,,,,,
lAlPPcDk,12.09.2015 15:00,Ternana,Cagliari,1,1,51%,49%,16.0,10.0,12.0,5.0,4.0,5.0,15.0,16.0,7.0,4.0,0.0,1.0,23.0,14.0,4.0,11.0,0,0,3.0,4.0,D,,,,,,,,,,,,,,,,,,,,,,
ULyir6TG,11.09.2015 20:30,Pescara,Perugia,2,1,45%,55%,10.0,5.0,4.0,3.0,6.0,2.0,12.0,22.0,4.0,3.0,2.0,0.0,29.0,36.0,2.0,2.0,0,0,3.0,4.0,H,,,,,,,,,,,,,,,,,,,,,,
j19jF7aU,07.09.2015 20:30,Cagliari,Crotone,4,0,53%,47%,16.0,3.0,6.0,0.0,10.0,3.0,17.0,20.0,5.0,4.0,3.0,4.0,27.0,17.0,0.0,2.0,0,1,2.0,3.0,H,,,,,,,,,,,,,,,,,,,,,,
CAAnGmpO,06.09.2015 17:30,Bari,Spezia,4,3,42%,58%,11.0,10.0,6.0,5.0,5.0,5.0,13.0,14.0,3.0,7.0,1.0,1.0,15.0,22.0,2.0,2.0,1,0,1.0,3.0,H,9.0,11.0,,,,,,,,,,,,,,,,,,,,
vDGhZApn,06.09.2015 15:00,Livorno,Pescara,4,0,61%,39%,8.0,2.0,4.0,0.0,4.0,2.0,14.0,21.0,4.0,1.0,2.0,1.0,17.0,15.0,0.0,0.0,0,1,2.0,1.0,H,,,,,,,,,,,,,,,,,,,,,,
YZFdYUah,06.09.2015 15:00,Modena,L.R. Vicenza,0,1,46%,54%,11.0,8.0,3.0,2.0,8.0,6.0,19.0,22.0,8.0,3.0,1.0,2.0,21.0,21.0,1.0,3.0,1,0,3.0,2.0,A,,,,,,,,,,,,,,,,,,,,,,
nwK0XlFb,06.09.2015 15:00,Novara,Latina,1,1,57%,43%,6.0,10.0,4.0,5.0,2.0,5.0,25.0,18.0,4.0,4.0,0.0,0.0,21.0,29.0,4.0,3.0,1,1,3.0,2.0,D,,,,,,,,,,,,,,,,,,,,,,
8h89VSqB,06.09.2015 15:00,Perugia,Como,2,0,55%,45%,5.0,7.0,4.0,1.0,1.0,6.0,24.0,17.0,1.0,7.0,1.0,1.0,24.0,36.0,1.0,2.0,0,0,1.0,3.0,H,,,,,,,,,,,,,,,,,,,,,,
xSCDUnaH,06.09.2015 15:00,Pro Vercelli,Lanciano,2,1,50%,50%,10.0,7.0,5.0,5.0,5.0,2.0,17.0,19.0,5.0,2.0,1.0,1.0,15.0,27.0,4.0,3.0,0,1,3.0,3.0,H,,,,,,,,,,,,,,,,,,,,,,
GIBHT6EN,06.09.2015 15:00,Salernitana,Avellino,3,1,53%,47%,15.0,18.0,8.0,7.0,7.0,11.0,18.0,9.0,5.0,8.0,1.0,2.0,14.0,18.0,6.0,5.0,0,0,3.0,2.0,H,,,,,,,,,,,,,,,,,,,,,,
bs1MSQTT,06.09.2015 15:00,Trapani,Ternana,3,0,55%,45%,10.0,6.0,4.0,2.0,6.0,4.0,20.0,13.0,1.0,9.0,0.0,2.0,22.0,20.0,2.0,1.0,0,0,4.0,2.0,H,,,,,,,,,,,,,,,,,,,,,,
0MHlziVu,05.09.2015 20:30,Cesena,Brescia,2,0,46%,54%,16.0,35.0,10.0,16.0,6.0,19.0,21.0,20.0,5.0,3.0,2.0,1.0,20.0,20.0,16.0,8.0,0,0,5.0,2.0,H,14.0,16.0,,,,,,,,,,,,,,,,,,,,
bHwVovAN,08.06.2017 20:30,Benevento,AC Carpi,1,0,50%,50%,10.0,8.0,3.0,2.0,7.0,6.0,20.0,13.0,4.0,10.0,1.0,2.0,,,2.0,2.0,0,0,1.0,3.0,H,12.0,18.0,,,,,,,,,,,,,,,,,,,,
KQvRnKfH,04.06.2017 20:30,AC Carpi,Benevento,0,0,43%,57%,8.0,9.0,2.0,2.0,6.0,7.0,16.0,15.0,2.0,4.0,1.0,0.0,,,2.0,2.0,0,0,1.0,4.0,D,14.0,15.0,,,,,,,,,,,,,,,,,,,,
IwdscRJJ,30.05.2017 20:30,Perugia,Benevento,1,1,60%,40%,11.0,15.0,6.0,9.0,5.0,6.0,12.0,25.0,5.0,5.0,1.0,2.0,,,8.0,5.0,0,0,3.0,4.0,D,24.0,10.0,,,,,,,,,,,,,,,,,,,,
Opj4oZie,29.05.2017 20:30,Frosinone,AC Carpi,0,1,60%,40%,23.0,11.0,8.0,3.0,15.0,8.0,29.0,18.0,10.0,4.0,3.0,3.0,,,2.0,8.0,0,2,1.0,10.0,A,15.0,26.0,,,,,,,,,,,,,,,,,,,,
UN2aYssJ,27.05.2017 20:30,Benevento,Perugia,1,0,48%,52%,10.0,7.0,6.0,2.0,4.0,5.0,17.0,16.0,8.0,4.0,6.0,3.0,,,2.0,5.0,0,0,3.0,2.0,H,10.0,14.0,,,,,,,,,,,,,,,,,,,,
pfi0nFxk,26.05.2017 20:30,AC Carpi,Frosinone,0,0,50%,50%,4.0,6.0,1.0,1.0,3.0,5.0,20.0,25.0,7.0,3.0,2.0,2.0,18.0,21.0,1.0,1.0,1,0,2.0,3.0,D,23.0,18.0,,,,,,,,,,,,,,,,,,,,
4rdVMARi,23.05.2017 20:30,Benevento,Spezia,2,1,52%,48%,10.0,13.0,6.0,4.0,4.0,9.0,20.0,7.0,9.0,6.0,1.0,6.0,,,3.0,4.0,0,1,2.0,2.0,H,6.0,14.0,,,,,,,,,,,,,,,,,,,,
QicRNjCo,22.05.2017 20:30,Cittadella,AC Carpi,1,2,47%,53%,9.0,10.0,6.0,8.0,3.0,2.0,19.0,23.0,4.0,5.0,5.0,1.0,,,6.0,5.0,0,0,4.0,1.0,A,18.0,18.0,,,,,,,,,,,,,,,,,,,,
rX9ZhQ5F,18.05.2017 20:30,AC Carpi,Novara,2,0,45%,55%,4.0,12.0,4.0,5.0,0.0,7.0,14.0,17.0,5.0,6.0,2.0,0.0,,,5.0,2.0,0,0,1.0,4.0,H,15.0,14.0,,,,,,,,,,,,,,,,,,,,
zVlEorbk,18.05.2017 20:30,Ascoli,Ternana,1,2,43%,57%,8.0,11.0,4.0,5.0,4.0,6.0,17.0,23.0,2.0,7.0,3.0,2.0,,,3.0,3.0,0,1,5.0,5.0,A,20.0,15.0,,,,,,,,,,,,,,,,,,,,
4tBVg6j9,18.05.2017 20:30,Avellino,Latina,2,1,53%,47%,19.0,9.0,12.0,7.0,7.0,2.0,24.0,19.0,6.0,2.0,3.0,3.0,,,6.0,10.0,0,0,3.0,1.0,H,16.0,21.0,,,,,,,,,,,,,,,,,,,,
Gt6Bp2De,18.05.2017 20:30,Brescia,Trapani,2,1,53%,47%,12.0,8.0,10.0,2.0,2.0,6.0,21.0,14.0,4.0,4.0,2.0,2.0,,,1.0,8.0,0,0,3.0,3.0,H,12.0,19.0,,,,,,,,,,,,,,,,,,,,
z76Rfny3,18.05.2017 20:30,Cesena,Verona,0,0,51%,49%,5.0,7.0,0.0,3.0,5.0,4.0,20.0,19.0,3.0,5.0,4.0,1.0,,,3.0,0.0,0,0,1.0,1.0,D,15.0,19.0,,,,,,,,,,,,,,,,,,,,
dG7NeSLd,18.05.2017 20:30,Entella,Cittadella,4,1,51%,49%,14.0,20.0,7.0,9.0,7.0,11.0,12.0,14.0,4.0,9.0,1.0,6.0,,,8.0,3.0,0,0,1.0,0.0,H,13.0,6.0,,,,,,,,,,,,,,,,,,,,
QeavhpLL,18.05.2017 20:30,Frosinone,Pro Vercelli,2,1,53%,47%,12.0,4.0,8.0,1.0,4.0,3.0,14.0,9.0,2.0,1.0,3.0,1.0,,,0.0,6.0,0,0,0.0,1.0,H,6.0,13.0,,,,,,,,,,,,,,,,,,,,
dvjAnOrq,18.05.2017 20:30,L.R. Vicenza,Spezia,0,1,53%,47%,8.0,17.0,1.0,9.0,7.0,8.0,23.0,21.0,3.0,8.0,2.0,1.0,,,8.0,1.0,1,0,3.0,2.0,A,19.0,22.0,,,,,,,,,,,,,,,,,,,,
va3ri4zS,18.05.2017 20:30,Perugia,Salernitana,3,2,60%,40%,7.0,7.0,4.0,4.0,3.0,3.0,28.0,14.0,4.0,2.0,1.0,7.0,,,2.0,1.0,0,0,2.0,2.0,H,13.0,21.0,,,,,,,,,,,,,,,,,,,,
hrssmzId,18.05.2017 20:30,Pisa,Benevento,0,3,45%,55%,8.0,12.0,2.0,6.0,6.0,6.0,14.0,11.0,4.0,6.0,1.0,0.0,,,3.0,2.0,0,0,2.0,2.0,A,10.0,14.0,,,,,,,,,,,,,,,,,,,,
t8wwlG2j,18.05.2017 20:30,Spal,Bari,2,1,52%,48%,16.0,11.0,6.0,4.0,10.0,7.0,18.0,17.0,7.0,7.0,2.0,2.0,,,3.0,4.0,0,0,1.0,1.0,H,15.0,16.0,,,,,,,,,,,,,,,,,,,,
nPjSh5lI,14.05.2017 15:00,Bari,Ascoli,0,1,55%,45%,11.0,8.0,3.0,4.0,8.0,4.0,19.0,20.0,11.0,3.0,0.0,1.0,,,3.0,3.0,0,0,4.0,3.0,A,20.0,18.0,,,,,,,,,,,,,,,,,,,,
O4UqBn4n,13.05.2017 18:00,Trapani,Cesena,1,2,,,,,,,,,,,,,,,,,,,0,0,,,A,,,,,,,,,,,,,,,,,,,,,,
6TJlA6Jh,13.05.2017 15:00,Benevento,Frosinone,2,1,49%,51%,5.0,14.0,3.0,10.0,2.0,4.0,20.0,25.0,7.0,11.0,1.0,7.0,,,9.0,1.0,0,0,5.0,2.0,H,24.0,13.0,,,,,,,,,,,,,,,,,,,,
novZldmp,13.05.2017 15:00,Cittadella,L.R. Vicenza,2,0,47%,53%,9.0,9.0,4.0,4.0,5.0,5.0,21.0,12.0,2.0,6.0,0.0,1.0,,,4.0,2.0,0,0,1.0,5.0,H,12.0,20.0,,,,,,,,,,,,,,,,,,,,
KWNh9QYb,13.05.2017 15:00,Latina,Perugia,2,2,45%,55%,6.0,12.0,5.0,6.0,1.0,6.0,20.0,23.0,1.0,3.0,8.0,1.0,,,4.0,3.0,0,0,2.0,6.0,D,15.0,19.0,,,,,,,,,,,,,,,,,,,,
ALG56OIH,13.05.2017 15:00,Novara,Entella,2,0,49%,51%,10.0,12.0,3.0,1.0,7.0,11.0,15.0,12.0,2.0,2.0,0.0,4.0,,,1.0,1.0,0,0,2.0,2.0,H,12.0,11.0,,,,,,,,,,,,,,,,,,,,
8vuyiqJU,13.05.2017 15:00,Pro Vercelli,Brescia,2,2,47%,53%,3.0,9.0,2.0,5.0,1.0,4.0,17.0,31.0,5.0,3.0,4.0,3.0,,,3.0,0.0,0,0,2.0,3.0,D,27.0,14.0,,,,,,,,,,,,,,,,,,,,
UmtXiP3O,13.05.2017 15:00,Salernitana,Avellino,2,0,53%,47%,10.0,5.0,6.0,1.0,4.0,4.0,15.0,21.0,8.0,10.0,1.0,1.0,,,1.0,4.0,0,1,4.0,4.0,H,20.0,14.0,,,,,,,,,,,,,,,,,,,,
EgNd8pl5,13.05.2017 15:00,Spezia,Pisa,0,0,55%,45%,16.0,3.0,7.0,1.0,9.0,2.0,21.0,17.0,6.0,2.0,4.0,1.0,,,1.0,7.0,0,0,2.0,3.0,D,13.0,20.0,,,,,,,,,,,,,,,,,,,,
hpM0743B,13.05.2017 15:00,Ternana,Spal,2,1,54%,46%,13.0,4.0,7.0,3.0,6.0,1.0,13.0,16.0,7.0,5.0,0.0,0.0,,,2.0,5.0,0,0,1.0,1.0,H,16.0,13.0,,,,,,,,,,,,,,,,,,,,
pEVuCSlt,13.05.2017 15:00,Verona,AC Carpi,1,1,55%,45%,16.0,6.0,6.0,4.0,10.0,2.0,14.0,14.0,6.0,8.0,1.0,2.0,,,3.0,5.0,0,0,1.0,2.0,D,13.0,12.0,,,,,,,,,,,,,,,,,,,,
fVRlunKI,08.05.2017 20:30,Pisa,Cittadella,1,4,54%,46%,11.0,10.0,5.0,6.0,6.0,4.0,23.0,13.0,7.0,6.0,3.0,2.0,,,2.0,4.0,0,0,3.0,5.0,A,10.0,21.0,,,,,,,,,,,,,,,,,,,,
4te7cTZn,07.05.2017 17:30,Spal,Pro Vercelli,0,0,59%,41%,8.0,5.0,2.0,3.0,6.0,2.0,28.0,8.0,6.0,1.0,2.0,2.0,,,3.0,2.0,0,0,2.0,4.0,D,6.0,26.0,,,,,,,,,,,,,,,,,,,,
rXgBdmkg,06.05.2017 15:00,AC Carpi,Salernitana,2,0,51%,49%,14.0,8.0,7.0,3.0,7.0,5.0,16.0,14.0,1.0,6.0,0.0,2.0,,,3.0,5.0,0,1,1.0,5.0,H,14.0,14.0,,,,,,,,,,,,,,,,,,,,
QeNptS4C,06.05.2017 15:00,Ascoli,Benevento,1,1,58%,42%,8.0,5.0,2.0,4.0,6.0,1.0,7.0,24.0,5.0,4.0,11.0,0.0,,,3.0,1.0,0,2,5.0,5.0,D,13.0,7.0,,,,,,,,,,,,,,,,,,,,
n5Ots8k6,06.05.2017 15:00,Avellino,Bari,1,1,54%,46%,11.0,9.0,5.0,4.0,6.0,5.0,24.0,21.0,7.0,4.0,4.0,3.0,,,3.0,4.0,0,0,2.0,3.0,D,17.0,21.0,,,,,,,,,,,,,,,,,,,,
zR4y3kCP,06.05.2017 15:00,Brescia,Latina,1,1,49%,51%,19.0,12.0,8.0,4.0,11.0,8.0,16.0,19.0,9.0,2.0,1.0,2.0,,,3.0,7.0,0,0,2.0,1.0,D,18.0,14.0,,,,,,,,,,,,,,,,,,,,
AJe3b9Kt,06.05.2017 15:00,Cesena,Novara,0,1,64%,36%,15.0,5.0,7.0,2.0,8.0,3.0,24.0,11.0,9.0,3.0,0.0,1.0,,,1.0,7.0,0,1,1.0,6.0,A,11.0,23.0,,,,,,,,,,,,,,,,,,,,
YLQhv6ZO,06.05.2017 15:00,Entella,Verona,1,2,51%,49%,8.0,9.0,2.0,2.0,6.0,7.0,22.0,22.0,4.0,3.0,0.0,0.0,,,0.0,1.0,1,0,3.0,2.0,A,22.0,22.0,,,,,,,,,,,,,,,,,,,,
YLnOgoZB,06.05.2017 15:00,Frosinone,Trapani,1,0,51%,49%,11.0,9.0,8.0,4.0,3.0,5.0,18.0,16.0,5.0,5.0,3.0,0.0,,,4.0,7.0,0,0,1.0,2.0,H,13.0,18.0,,,,,,,,,,,,,,,,,,,,
vamKfRJ5,06.05.2017 15:00,L.R. Vicenza,Ternana,0,1,52%,48%,9.0,10.0,2.0,5.0,7.0,5.0,15.0,23.0,7.0,5.0,1.0,0.0,,,4.0,2.0,0,0,1.0,2.0,A,22.0,15.0,,,,,,,,,,,,,,,,,,,,
08lGe74a,05.05.2017 20:30,Perugia,Spezia,0,0,54%,46%,6.0,11.0,3.0,4.0,3.0,7.0,16.0,16.0,6.0,3.0,2.0,2.0,,,4.0,3.0,0,0,2.0,2.0,D,14.0,14.0,,,,,,,,,,,,,,,,,,,,
z5T0jCSJ,01.05.2017 20:30,Salernitana,Frosinone,1,3,43%,57%,12.0,16.0,3.0,6.0,9.0,10.0,6.0,22.0,7.0,5.0,1.0,2.0,,,3.0,2.0,2,0,4.0,0.0,A,21.0,4.0,,,,,,,,,,,,,,,,,,,,
4tZyrlz0,01.05.2017 15:00,Verona,L.R. Vicenza,3,2,54%,46%,15.0,4.0,8.0,2.0,7.0,2.0,22.0,15.0,5.0,5.0,1.0,1.0,,,0.0,5.0,1,1,3.0,1.0,H,14.0,21.0,,,,,,,,,,,,,,,,,,,,
nqm6UU50,01.05.2017 12:30,Benevento,Avellino,2,1,60%,40%,13.0,8.0,12.0,5.0,1.0,3.0,27.0,18.0,7.0,3.0,1.0,5.0,,,4.0,10.0,0,0,3.0,5.0,H,17.0,22.0,,,,,,,,,,,,,,,,,,,,
QZoATlL6,30.04.2017 17:30,Novara,Brescia,2,3,,,,,,,,,,,,,,,,,,,0,0,,,A,,,,,,,,,,,,,,,,,,,,,,
IPWPpjjs,29.04.2017 15:00,Bari,Pisa,0,0,50%,50%,32.0,27.0,4.0,1.0,2.0,4.0,21.0,28.0,8.0,3.0,3.0,2.0,18.0,14.0,1.0,4.0,0,0,2.0,3.0,D,25.0,19.0,,,26.0,22.0,,,,,,,,,,,,,,,,
M1uJRSkJ,29.04.2017 15:00,Cittadella,Cesena,2,3,53%,47%,10.0,7.0,7.0,5.0,3.0,2.0,22.0,26.0,11.0,4.0,3.0,0.0,,,2.0,5.0,0,0,1.0,4.0,A,23.0,22.0,,,,,,,,,,,,,,,,,,,,
I9r2VAjf,29.04.2017 15:00,Latina,Ascoli,0,0,50%,50%,12.0,5.0,3.0,3.0,9.0,2.0,26.0,16.0,7.0,5.0,3.0,1.0,,,3.0,3.0,0,0,3.0,4.0,D,13.0,25.0,,,,,,,,,,,,,,,,,,,,
EeS4kWsQ,29.04.2017 15:00,Pro Vercelli,Perugia,0,1,54%,46%,11.0,8.0,4.0,4.0,7.0,4.0,18.0,13.0,4.0,2.0,1.0,1.0,26.0,22.0,3.0,4.0,0,1,0.0,4.0,A,12.0,17.0,,,,,8.0,14.0,,,,,,,,,,,,,,
dGVTqA5m,29.04.2017 15:00,Spezia,Spal,0,0,50%,50%,15.0,4.0,5.0,0.0,10.0,4.0,11.0,24.0,8.0,6.0,2.0,0.0,28.0,25.0,0.0,5.0,0,0,1.0,1.0,D,22.0,11.0,,,,,12.0,18.0,,,,,,,,,,,,,,
8byFS8zD,29.04.2017 15:00,Ternana,AC Carpi,0,0,56%,44%,10.0,12.0,1.0,4.0,9.0,8.0,18.0,8.0,7.0,8.0,1.0,2.0,23.0,24.0,4.0,1.0,0,0,2.0,3.0,D,7.0,16.0,,,,,11.0,17.0,,,,,,,,,,,,,,
jwVXrUKg,29.04.2017 15:00,Trapani,Entella,2,0,53%,47%,13.0,6.0,7.0,3.0,6.0,3.0,18.0,11.0,4.0,9.0,4.0,2.0,27.0,27.0,3.0,5.0,0,0,1.0,4.0,H,7.0,16.0,,,,,9.0,10.0,,,,,,,,,,,,,,
vJqbWjyl,25.04.2017 20:30,AC Carpi,Trapani,2,1,44%,56%,11.0,10.0,2.0,1.0,9.0,9.0,16.0,14.0,2.0,8.0,2.0,3.0,,,0.0,0.0,0,0,2.0,1.0,H,12.0,13.0,,,,,,,,,,,,,,,,,,,,
nV7XFVj7,25.04.2017 20:30,Perugia,Verona,1,1,54%,46%,15.0,7.0,6.0,3.0,9.0,4.0,19.0,8.0,5.0,6.0,1.0,4.0,,,2.0,5.0,0,0,1.0,1.0,D,7.0,15.0,,,,,,,,,,,,,,,,,,,,
v54PHiMf,25.04.2017 18:00,Cesena,Benevento,4,1,49%,51%,12.0,9.0,6.0,7.0,6.0,2.0,19.0,18.0,7.0,5.0,5.0,3.0,,,6.0,2.0,0,0,3.0,3.0,H,13.0,16.0,,,,,,,,,,,,,,,,,,,,
IkGGJDir,25.04.2017 15:00,Ascoli,Avellino,2,0,48%,52%,9.0,6.0,4.0,2.0,5.0,4.0,22.0,29.0,5.0,5.0,1.0,6.0,,,2.0,2.0,0,0,1.0,4.0,H,28.0,16.0,,,,,,,,,,,,,,,,,,,,
dffgXWLs,25.04.2017 15:00,Brescia,Ternana,2,1,52%,48%,14.0,10.0,5.0,6.0,9.0,4.0,18.0,14.0,4.0,3.0,0.0,3.0,,,5.0,3.0,0,0,1.0,1.0,H,14.0,15.0,,,,,,,,,,,,,,,,,,,,
QL6yFk6D,25.04.2017 15:00,Entella,Latina,0,1,51%,49%,8.0,11.0,3.0,3.0,5.0,8.0,14.0,30.0,7.0,3.0,8.0,1.0,,,2.0,3.0,0,0,2.0,2.0,A,22.0,13.0,,,,,,,,,,,,,,,,,,,,
zilSyDDQ,25.04.2017 15:00,Frosinone,Spezia,2,0,,,,,,,,,,,,,,,,,,,0,0,,,H,,,,,,,,,,,,,,,,,,,,,,
tUlOxgbK,25.04.2017 15:00,Pisa,Pro Vercelli,1,1,,,,,,,,,,,,,,,,,,,0,0,,,D,,,,,,,,,,,,,,,,,,,,,,
