id,date,home_team,away_team,home_goals,away_goals,Ball Possession_home,Ball Possession_away,Goal Attempts_home,Goal Attempts_away,Shots on Goal_home,Shots on Goal_away,Shots off Goal_home,Shots off Goal_away,Free Kicks_home,Free Kicks_away,Corner Kicks_home,Corner Kicks_away,Offsides_home,Offsides_away,Throw-ins_home,Throw-ins_away,Goalkeeper Saves_home,Goalkeeper Saves_away,Red Cards_home,Red Cards_away,Yellow Cards_home,Yellow Cards_away,result,Fouls_home,Fouls_away,Pass Success %_home,Pass Success %_away,Blocked Shots_home,Blocked Shots_away,Goal Kicks_home,Goal Kicks_away,Total Passes_home,Total Passes_away,Tackles_home,Tackles_away,Attacks_home,Attacks_away,Dangerous Attacks_home,Dangerous Attacks_away,Completed Passes_home,Completed Passes_away,Clearances Completed_home,Clearances Completed_away,Crosses Completed_home,Crosses Completed_away
zHX2WQme,11.12.2022 20:30,Frosinone,Pisa,0,0,59%,41%,11.0,10.0,2.0,0.0,5.0,7.0,18.0,10.0,1.0,7.0,2.0,4.0,21.0,21.0,0.0,2.0,0,0,1.0,2.0,D,9.0,14.0,,,4.0,3.0,,,498.0,339.0,16.0,13.0,120.0,85.0,50.0,26.0,397.0,249.0,,,,
pYZKvktF,11.12.2022 18:00,Bari,Modena,4,1,44%,56%,8.0,26.0,5.0,10.0,0.0,10.0,14.0,11.0,1.0,11.0,1.0,0.0,13.0,19.0,9.0,2.0,1,0,4.0,2.0,H,9.0,15.0,,,3.0,6.0,,,356.0,417.0,25.0,9.0,86.0,123.0,24.0,70.0,267.0,351.0,,,,
29pGuVQ8,11.12.2022 15:00,Ascoli,Genoa,0,0,40%,60%,8.0,6.0,2.0,3.0,3.0,1.0,21.0,19.0,1.0,1.0,0.0,3.0,21.0,24.0,3.0,2.0,0,0,1.0,3.0,D,19.0,18.0,,,3.0,2.0,,,286.0,454.0,19.0,12.0,91.0,116.0,54.0,34.0,191.0,341.0,,,,
OOYOw9eL,11.12.2022 15:00,Benevento,Cittadella,1,0,42%,58%,6.0,15.0,3.0,7.0,3.0,8.0,17.0,14.0,6.0,6.0,1.0,2.0,24.0,31.0,7.0,2.0,0,0,3.0,4.0,H,13.0,16.0,,,0.0,0.0,,,318.0,431.0,10.0,9.0,83.0,111.0,27.0,65.0,191.0,324.0,,,,
xWEaX6Yl,11.12.2022 15:00,Como,Reggio Calabria,0,1,50%,50%,11.0,13.0,1.0,3.0,6.0,6.0,16.0,19.0,4.0,8.0,2.0,1.0,16.0,23.0,2.0,1.0,0,0,3.0,3.0,A,18.0,15.0,,,4.0,4.0,,,383.0,373.0,16.0,15.0,90.0,105.0,37.0,46.0,290.0,289.0,,,,
UwX6Vp31,11.12.2022 15:00,Spal,Palermo,1,1,60%,40%,14.0,11.0,4.0,3.0,4.0,4.0,19.0,21.0,4.0,3.0,4.0,2.0,28.0,14.0,2.0,3.0,0,0,3.0,5.0,D,18.0,17.0,,,6.0,4.0,,,521.0,332.0,10.0,14.0,96.0,80.0,45.0,48.0,432.0,263.0,,,,
8UVAU4I7,11.12.2022 15:00,Sudtirol,Ternana,0,0,38%,62%,16.0,11.0,5.0,4.0,5.0,2.0,15.0,11.0,7.0,5.0,1.0,1.0,22.0,18.0,4.0,5.0,0,0,0.0,3.0,D,9.0,15.0,,,6.0,5.0,,,317.0,543.0,14.0,14.0,99.0,128.0,52.0,47.0,234.0,463.0,,,,
pnFggle8,11.12.2022 15:00,Venezia,Cosenza,2,0,53%,47%,11.0,18.0,4.0,2.0,3.0,8.0,18.0,14.0,7.0,3.0,2.0,6.0,23.0,33.0,2.0,2.0,0,0,3.0,2.0,H,12.0,12.0,,,4.0,8.0,,,417.0,355.0,21.0,14.0,90.0,89.0,49.0,57.0,328.0,275.0,,,,
f7PfYnJr,11.12.2022 12:30,Cagliari,Perugia,3,2,59%,41%,21.0,12.0,7.0,4.0,9.0,5.0,17.0,15.0,8.0,3.0,3.0,1.0,29.0,21.0,2.0,4.0,0,0,2.0,2.0,H,13.0,16.0,,,5.0,3.0,,,394.0,256.0,11.0,17.0,93.0,98.0,58.0,51.0,298.0,172.0,,,,
pEFexdKG,08.12.2022 20:30,Palermo,Como,0,0,51%,49%,18.0,14.0,5.0,4.0,6.0,8.0,16.0,11.0,6.0,1.0,1.0,2.0,21.0,22.0,4.0,5.0,0,0,0.0,2.0,D,10.0,14.0,,,7.0,2.0,,,435.0,432.0,15.0,18.0,110.0,66.0,50.0,44.0,363.0,348.0,,,,
dCgQI7Je,08.12.2022 18:00,Pisa,Ascoli,2,0,48%,52%,7.0,8.0,2.0,3.0,1.0,3.0,9.0,21.0,5.0,4.0,4.0,1.0,17.0,31.0,3.0,0.0,0,0,3.0,4.0,H,16.0,10.0,,,4.0,2.0,,,372.0,397.0,19.0,15.0,89.0,119.0,30.0,32.0,270.0,282.0,,,,
tMIvtvLi,08.12.2022 15:00,Cittadella,Bari,0,3,66%,34%,18.0,10.0,5.0,7.0,7.0,1.0,16.0,12.0,7.0,3.0,0.0,3.0,45.0,21.0,4.0,5.0,0,0,3.0,1.0,A,12.0,13.0,,,6.0,2.0,,,479.0,254.0,27.0,24.0,176.0,90.0,74.0,18.0,369.0,147.0,,,,
AeNrubzb,08.12.2022 15:00,Cosenza,Brescia,1,1,43%,57%,10.0,21.0,3.0,7.0,5.0,7.0,16.0,18.0,3.0,8.0,3.0,4.0,25.0,20.0,6.0,2.0,0,0,2.0,1.0,D,15.0,12.0,,,2.0,7.0,,,294.0,375.0,14.0,19.0,65.0,125.0,40.0,48.0,203.0,275.0,,,,
lnMnvIk4,08.12.2022 15:00,Genoa,Sudtirol,2,0,67%,33%,14.0,6.0,4.0,2.0,6.0,4.0,13.0,21.0,5.0,1.0,0.0,2.0,23.0,9.0,2.0,2.0,0,0,4.0,3.0,H,21.0,13.0,,,4.0,0.0,,,634.0,309.0,19.0,29.0,162.0,105.0,72.0,20.0,534.0,216.0,,,,
WABiwx5A,08.12.2022 15:00,Modena,Venezia,2,2,36%,64%,11.0,17.0,3.0,4.0,5.0,5.0,13.0,12.0,4.0,3.0,3.0,0.0,14.0,20.0,2.0,1.0,0,0,1.0,1.0,D,9.0,14.0,,,3.0,8.0,,,329.0,579.0,12.0,12.0,98.0,118.0,31.0,73.0,232.0,499.0,,,,
G0xTJm4k,08.12.2022 15:00,Perugia,Spal,0,0,34%,66%,11.0,10.0,2.0,4.0,7.0,2.0,16.0,17.0,6.0,4.0,2.0,0.0,23.0,20.0,4.0,2.0,0,0,1.0,2.0,D,15.0,17.0,,,2.0,4.0,,,251.0,486.0,22.0,17.0,84.0,119.0,46.0,53.0,149.0,401.0,,,,
z3hUHRY1,08.12.2022 15:00,Reggio Calabria,Frosinone,0,3,52%,48%,11.0,15.0,0.0,7.0,7.0,4.0,18.0,16.0,6.0,6.0,1.0,0.0,16.0,11.0,4.0,0.0,0,0,1.0,3.0,A,16.0,18.0,,,4.0,4.0,,,414.0,381.0,8.0,11.0,91.0,102.0,44.0,33.0,322.0,279.0,,,,
xAwPKTlq,08.12.2022 12:30,Parma,Benevento,0,1,59%,41%,20.0,8.0,5.0,4.0,7.0,3.0,16.0,13.0,13.0,0.0,2.0,5.0,28.0,18.0,3.0,5.0,0,1,3.0,3.0,A,11.0,13.0,,,8.0,1.0,,,479.0,347.0,14.0,30.0,132.0,101.0,75.0,23.0,383.0,239.0,,,,
l6tCtBB2,07.12.2022 20:30,Ternana,Cagliari,1,0,36%,64%,6.0,31.0,3.0,6.0,3.0,12.0,21.0,15.0,2.0,12.0,4.0,3.0,12.0,26.0,6.0,2.0,0,0,3.0,2.0,H,13.0,19.0,,,0.0,13.0,,,306.0,508.0,14.0,16.0,87.0,135.0,14.0,87.0,223.0,432.0,,,,
2Vc5Rv6b,04.12.2022 18:00,Benevento,Palermo,0,1,58%,42%,12.0,7.0,1.0,3.0,9.0,3.0,25.0,23.0,6.0,3.0,3.0,1.0,18.0,11.0,2.0,1.0,0,0,3.0,2.0,A,16.0,16.0,,,2.0,1.0,,,547.0,408.0,20.0,18.0,136.0,76.0,52.0,32.0,464.0,319.0,,,,
634dT0yn,04.12.2022 15:00,Ascoli,Como,3,3,54%,46%,15.0,11.0,6.0,3.0,4.0,5.0,16.0,14.0,6.0,3.0,2.0,2.0,25.0,22.0,0.0,3.0,1,0,1.0,7.0,D,12.0,14.0,,,5.0,3.0,,,353.0,299.0,17.0,23.0,108.0,80.0,48.0,26.0,264.0,199.0,,,,
lSg1SKjh,04.12.2022 15:00,Bari,Pisa,0,0,56%,44%,15.0,10.0,3.0,5.0,7.0,1.0,18.0,16.0,8.0,7.0,2.0,2.0,26.0,15.0,5.0,3.0,0,1,3.0,2.0,D,14.0,17.0,,,5.0,4.0,,,457.0,353.0,16.0,19.0,113.0,101.0,63.0,37.0,365.0,265.0,,,,
dhc9QbL4,04.12.2022 15:00,Brescia,Reggio Calabria,0,2,50%,50%,7.0,16.0,4.0,7.0,0.0,5.0,14.0,21.0,4.0,5.0,0.0,0.0,30.0,16.0,5.0,4.0,0,0,3.0,2.0,A,22.0,13.0,,,3.0,4.0,,,410.0,407.0,20.0,11.0,115.0,94.0,43.0,56.0,302.0,313.0,,,,
hKjIOxjH,04.12.2022 15:00,Cosenza,Perugia,0,0,59%,41%,13.0,14.0,3.0,3.0,5.0,9.0,27.0,18.0,3.0,4.0,1.0,2.0,28.0,20.0,3.0,3.0,0,0,3.0,1.0,D,13.0,18.0,,,5.0,2.0,,,438.0,291.0,5.0,19.0,113.0,111.0,39.0,35.0,340.0,184.0,,,,
WAkMNd5N,04.12.2022 15:00,Genoa,Cittadella,0,1,68%,32%,14.0,3.0,5.0,1.0,5.0,2.0,23.0,16.0,11.0,1.0,1.0,5.0,28.0,26.0,0.0,5.0,0,0,3.0,2.0,A,13.0,15.0,,,4.0,0.0,,,563.0,262.0,18.0,23.0,140.0,97.0,59.0,30.0,422.0,147.0,,,,
0QuhIzTp,04.12.2022 15:00,Sudtirol,Frosinone,1,1,27%,73%,6.0,20.0,2.0,4.0,4.0,11.0,18.0,16.0,1.0,9.0,2.0,0.0,16.0,21.0,3.0,1.0,0,0,2.0,3.0,D,12.0,13.0,,,0.0,5.0,,,239.0,634.0,13.0,10.0,72.0,159.0,22.0,86.0,150.0,552.0,,,,
QXlQMGKT,04.12.2022 12:30,Spal,Modena,2,3,67%,33%,19.0,12.0,8.0,4.0,9.0,4.0,18.0,18.0,2.0,1.0,0.0,3.0,12.0,19.0,1.0,6.0,0,1,5.0,4.0,A,19.0,15.0,,,2.0,4.0,,,512.0,257.0,16.0,14.0,110.0,70.0,56.0,35.0,453.0,186.0,,,,
zqdDPIzB,03.12.2022 18:00,Cagliari,Parma,1,1,43%,57%,12.0,17.0,6.0,4.0,5.0,7.0,20.0,23.0,5.0,7.0,3.0,3.0,18.0,17.0,3.0,5.0,0,0,2.0,3.0,D,15.0,14.0,,,1.0,6.0,,,384.0,518.0,16.0,10.0,92.0,114.0,48.0,53.0,303.0,439.0,,,,
2VJzsK5o,03.12.2022 14:00,Venezia,Ternana,2,1,46%,54%,13.0,17.0,5.0,8.0,4.0,7.0,15.0,22.0,3.0,6.0,2.0,1.0,12.0,29.0,7.0,3.0,0,0,0.0,3.0,H,12.0,12.0,,,4.0,2.0,,,435.0,502.0,12.0,17.0,92.0,116.0,38.0,69.0,340.0,394.0,,,,
McNWCui5,27.11.2022 18:00,Palermo,Venezia,0,1,46%,54%,11.0,16.0,4.0,6.0,4.0,6.0,10.0,8.0,4.0,5.0,2.0,1.0,24.0,20.0,5.0,4.0,0,0,0.0,2.0,A,6.0,10.0,,,3.0,4.0,,,360.0,422.0,7.0,14.0,86.0,88.0,43.0,47.0,285.0,336.0,,,,
hIVFGNit,27.11.2022 15:00,Brescia,Spal,2,0,30%,70%,12.0,11.0,7.0,5.0,4.0,5.0,16.0,17.0,3.0,6.0,1.0,1.0,18.0,33.0,5.0,5.0,0,0,2.0,5.0,H,16.0,15.0,,,1.0,1.0,,,271.0,621.0,18.0,18.0,81.0,151.0,34.0,62.0,191.0,538.0,,,,
nuVJFs7n,27.11.2022 15:00,Cittadella,Cosenza,1,1,51%,49%,18.0,7.0,4.0,3.0,11.0,4.0,19.0,22.0,5.0,3.0,4.0,2.0,27.0,33.0,2.0,3.0,0,0,3.0,2.0,D,18.0,17.0,,,3.0,0.0,,,328.0,326.0,21.0,7.0,124.0,91.0,54.0,20.0,211.0,193.0,,,,
QVTNE1Mh,27.11.2022 15:00,Como,Bari,1,1,47%,53%,14.0,9.0,5.0,2.0,7.0,4.0,18.0,13.0,5.0,3.0,0.0,0.0,20.0,18.0,1.0,4.0,0,0,3.0,4.0,D,14.0,20.0,,,2.0,3.0,,,359.0,413.0,25.0,8.0,102.0,101.0,47.0,29.0,272.0,330.0,,,,
r7OSDLya,27.11.2022 15:00,Frosinone,Cagliari,2,2,46%,54%,18.0,11.0,8.0,4.0,6.0,4.0,17.0,12.0,4.0,6.0,0.0,3.0,27.0,24.0,2.0,6.0,0,0,2.0,2.0,D,13.0,14.0,,,4.0,3.0,,,416.0,461.0,14.0,13.0,111.0,122.0,36.0,34.0,296.0,346.0,,,,
UNQvBJLH,27.11.2022 15:00,Perugia,Genoa,1,0,35%,65%,11.0,20.0,4.0,5.0,6.0,10.0,20.0,24.0,7.0,9.0,5.0,2.0,17.0,25.0,5.0,3.0,0,0,3.0,0.0,H,18.0,18.0,,,1.0,5.0,,,234.0,444.0,23.0,13.0,72.0,119.0,34.0,62.0,123.0,336.0,,,,
SC5hUtMu,27.11.2022 15:00,Sudtirol,Ascoli,2,2,47%,53%,17.0,9.0,5.0,5.0,7.0,3.0,18.0,16.0,1.0,3.0,0.0,0.0,20.0,15.0,3.0,3.0,0,0,4.0,6.0,D,16.0,19.0,,,5.0,1.0,,,376.0,435.0,21.0,16.0,116.0,86.0,44.0,18.0,279.0,340.0,,,,
jwFm9cjU,27.11.2022 12:30,Reggio Calabria,Benevento,2,2,40%,60%,11.0,7.0,6.0,3.0,4.0,3.0,19.0,12.0,3.0,5.0,3.0,2.0,20.0,16.0,1.0,4.0,0,0,5.0,3.0,D,9.0,18.0,,,1.0,1.0,,,280.0,430.0,13.0,13.0,74.0,84.0,45.0,31.0,206.0,360.0,,,,
CnGqAwyO,26.11.2022 18:00,Pisa,Ternana,3,1,42%,58%,18.0,18.0,7.0,4.0,5.0,9.0,20.0,29.0,5.0,8.0,0.0,3.0,21.0,22.0,3.0,4.0,0,0,2.0,2.0,H,17.0,9.0,,,6.0,5.0,,,295.0,394.0,17.0,14.0,99.0,124.0,37.0,48.0,197.0,300.0,,,,
GKMzCa6B,26.11.2022 15:00,Parma,Modena,1,2,69%,31%,21.0,5.0,11.0,2.0,5.0,3.0,34.0,20.0,7.0,3.0,2.0,5.0,24.0,24.0,0.0,10.0,0,0,0.0,5.0,A,13.0,20.0,,,5.0,0.0,,,570.0,260.0,15.0,19.0,119.0,87.0,68.0,28.0,483.0,175.0,,,,
pCMjGgt0,13.11.2022 16:15,Genoa,Como,1,1,53%,47%,13.0,9.0,6.0,4.0,4.0,5.0,20.0,22.0,7.0,1.0,2.0,1.0,29.0,20.0,3.0,5.0,0,0,3.0,5.0,D,20.0,19.0,,,3.0,0.0,,,383.0,346.0,14.0,19.0,104.0,110.0,45.0,50.0,273.0,235.0,,,,
EiE7CBuP,12.11.2022 16:15,Ternana,Brescia,0,0,59%,41%,16.0,12.0,1.0,0.0,9.0,7.0,24.0,16.0,6.0,4.0,2.0,2.0,36.0,29.0,0.0,1.0,0,0,2.0,4.0,D,14.0,22.0,,,6.0,5.0,,,487.0,330.0,12.0,22.0,115.0,108.0,37.0,38.0,366.0,224.0,,,,
beKvJeds,12.11.2022 14:00,Bari,Sudtirol,2,2,70%,30%,25.0,8.0,6.0,4.0,8.0,3.0,23.0,9.0,10.0,4.0,0.0,1.0,19.0,25.0,2.0,4.0,0,0,1.0,1.0,D,9.0,13.0,,,11.0,1.0,,,555.0,233.0,16.0,16.0,157.0,55.0,73.0,38.0,491.0,164.0,,,,
xnJrIFBm,12.11.2022 14:00,Cagliari,Pisa,1,1,62%,38%,14.0,9.0,5.0,4.0,6.0,4.0,19.0,12.0,6.0,4.0,3.0,2.0,30.0,22.0,3.0,4.0,0,0,2.0,3.0,D,9.0,17.0,,,3.0,1.0,,,463.0,287.0,17.0,11.0,107.0,100.0,57.0,46.0,376.0,199.0,,,,
W8InHZQg,12.11.2022 14:00,Cosenza,Palermo,3,2,43%,57%,11.0,17.0,5.0,8.0,3.0,4.0,16.0,15.0,1.0,4.0,0.0,1.0,16.0,23.0,6.0,2.0,1,0,4.0,3.0,H,17.0,15.0,,,3.0,5.0,,,313.0,403.0,12.0,11.0,84.0,104.0,41.0,31.0,242.0,335.0,,,,
SzCeFDe6,12.11.2022 14:00,Modena,Perugia,1,1,64%,36%,14.0,16.0,3.0,3.0,6.0,9.0,19.0,13.0,5.0,5.0,0.0,3.0,33.0,23.0,2.0,2.0,0,0,2.0,1.0,D,13.0,16.0,,,5.0,4.0,,,472.0,259.0,5.0,18.0,122.0,73.0,54.0,50.0,361.0,159.0,,,,
6RAaEXAC,12.11.2022 14:00,Parma,Cittadella,3,1,53%,47%,13.0,9.0,4.0,4.0,2.0,5.0,19.0,16.0,7.0,5.0,2.0,4.0,18.0,30.0,3.0,1.0,0,0,0.0,2.0,H,14.0,16.0,,,7.0,0.0,,,421.0,369.0,12.0,13.0,124.0,95.0,41.0,39.0,314.0,248.0,,,,
z1F3DiQI,12.11.2022 14:00,Spal,Benevento,1,2,39%,61%,6.0,21.0,2.0,5.0,3.0,10.0,18.0,18.0,1.0,7.0,2.0,2.0,20.0,15.0,3.0,1.0,1,0,4.0,3.0,A,16.0,17.0,,,1.0,6.0,,,337.0,509.0,15.0,15.0,50.0,124.0,13.0,87.0,268.0,439.0,,,,
IPvlL3qP,12.11.2022 14:00,Venezia,Reggio Calabria,1,2,41%,59%,14.0,21.0,5.0,5.0,6.0,6.0,12.0,14.0,6.0,8.0,4.0,2.0,26.0,28.0,3.0,4.0,0,0,1.0,3.0,A,11.0,10.0,,,3.0,10.0,,,345.0,488.0,11.0,22.0,97.0,103.0,41.0,45.0,234.0,372.0,,,,
fRFJNylQ,11.11.2022 20:30,Ascoli,Frosinone,0,1,46%,54%,5.0,10.0,1.0,2.0,4.0,6.0,18.0,28.0,2.0,3.0,2.0,0.0,17.0,22.0,1.0,1.0,1,0,2.0,5.0,A,26.0,19.0,,,0.0,2.0,,,320.0,383.0,17.0,13.0,108.0,104.0,29.0,22.0,204.0,264.0,,,,
lUOT0EtD,07.11.2022 20:30,Reggio Calabria,Genoa,2,1,32%,68%,7.0,8.0,5.0,1.0,1.0,2.0,13.0,12.0,2.0,1.0,4.0,3.0,19.0,29.0,0.0,3.0,0,0,2.0,6.0,H,8.0,11.0,,,1.0,5.0,,,273.0,586.0,18.0,21.0,80.0,163.0,29.0,38.0,170.0,487.0,,,,
KlXC4dsl,06.11.2022 16:15,Como,Venezia,1,0,47%,53%,18.0,8.0,3.0,1.0,13.0,3.0,18.0,16.0,5.0,4.0,4.0,1.0,15.0,16.0,1.0,2.0,0,0,2.0,2.0,H,12.0,17.0,,,2.0,4.0,,,389.0,456.0,18.0,14.0,107.0,119.0,37.0,36.0,313.0,374.0,,,,
buWG3Gdf,05.11.2022 16:15,Frosinone,Perugia,1,0,57%,43%,12.0,13.0,3.0,2.0,8.0,8.0,14.0,7.0,4.0,3.0,1.0,1.0,18.0,34.0,2.0,2.0,0,0,0.0,4.0,H,6.0,13.0,,,1.0,3.0,,,526.0,381.0,12.0,19.0,103.0,95.0,38.0,53.0,422.0,285.0,,,,
SEzL2zC0,05.11.2022 16:15,Palermo,Parma,1,0,39%,61%,5.0,18.0,2.0,0.0,1.0,8.0,17.0,14.0,5.0,12.0,4.0,5.0,19.0,26.0,0.0,1.0,0,0,1.0,2.0,H,10.0,12.0,,,2.0,10.0,,,313.0,487.0,18.0,8.0,65.0,109.0,19.0,72.0,240.0,410.0,,,,
nq1yOpr9,05.11.2022 14:00,Benevento,Bari,1,1,42%,58%,15.0,10.0,5.0,2.0,4.0,7.0,25.0,19.0,7.0,2.0,0.0,1.0,13.0,11.0,1.0,4.0,1,0,5.0,4.0,D,16.0,15.0,,,6.0,1.0,,,292.0,422.0,11.0,12.0,76.0,88.0,37.0,38.0,238.0,375.0,,,,
t60uN4cF,05.11.2022 14:00,Brescia,Ascoli,1,1,49%,51%,14.0,12.0,5.0,5.0,7.0,4.0,23.0,26.0,1.0,11.0,0.0,2.0,14.0,26.0,4.0,4.0,1,0,4.0,1.0,D,18.0,14.0,,,2.0,3.0,,,389.0,392.0,18.0,13.0,99.0,102.0,35.0,42.0,300.0,294.0,,,,
xQs85xSs,05.11.2022 14:00,Cittadella,Modena,0,0,60%,40%,24.0,5.0,5.0,2.0,14.0,2.0,28.0,17.0,3.0,2.0,1.0,3.0,26.0,22.0,2.0,5.0,0,0,2.0,2.0,D,13.0,16.0,,,5.0,1.0,,,406.0,287.0,13.0,15.0,108.0,82.0,66.0,25.0,298.0,168.0,,,,
65ZO1fR6,05.11.2022 14:00,Pisa,Cosenza,3,1,46%,54%,15.0,16.0,7.0,4.0,4.0,8.0,22.0,24.0,5.0,11.0,2.0,2.0,15.0,16.0,3.0,4.0,0,0,1.0,3.0,H,14.0,13.0,,,4.0,4.0,,,344.0,395.0,15.0,12.0,102.0,104.0,40.0,57.0,246.0,315.0,,,,
2XSXaYeJ,05.11.2022 14:00,Sudtirol,Cagliari,2,2,37%,63%,17.0,17.0,4.0,6.0,8.0,7.0,14.0,19.0,1.0,7.0,2.0,2.0,17.0,13.0,4.0,2.0,0,0,3.0,2.0,D,12.0,10.0,,,5.0,4.0,,,335.0,578.0,13.0,12.0,88.0,127.0,27.0,52.0,245.0,493.0,,,,
GzHFOHYJ,05.11.2022 14:00,Ternana,Spal,0,0,46%,54%,10.0,14.0,2.0,0.0,4.0,10.0,13.0,17.0,3.0,6.0,1.0,0.0,44.0,15.0,0.0,2.0,0,0,2.0,2.0,D,16.0,13.0,,,4.0,4.0,,,380.0,434.0,15.0,28.0,109.0,99.0,57.0,38.0,276.0,362.0,,,,
hpKp1Nzd,30.10.2022 16:15,Perugia,Cittadella,0,2,45%,55%,6.0,14.0,3.0,6.0,3.0,3.0,17.0,16.0,2.0,7.0,1.0,1.0,22.0,40.0,4.0,3.0,1,0,2.0,4.0,A,17.0,15.0,,,0.0,5.0,,,325.0,394.0,19.0,17.0,103.0,107.0,34.0,55.0,177.0,251.0,,,,
vwvA7PcS,29.10.2022 16:15,Genoa,Brescia,1,1,63%,37%,7.0,14.0,3.0,3.0,3.0,6.0,14.0,13.0,3.0,3.0,0.0,1.0,27.0,31.0,2.0,2.0,1,0,2.0,3.0,D,13.0,13.0,,,1.0,5.0,,,488.0,273.0,12.0,14.0,120.0,89.0,58.0,35.0,369.0,172.0,,,,
EVtbARD9,29.10.2022 14:00,Benevento,Pisa,0,0,41%,59%,7.0,10.0,2.0,3.0,4.0,5.0,14.0,17.0,5.0,1.0,1.0,0.0,24.0,23.0,3.0,2.0,0,0,3.0,3.0,D,15.0,13.0,,,1.0,2.0,,,293.0,435.0,13.0,11.0,84.0,105.0,53.0,43.0,206.0,346.0,,,,
hMu29oTF,29.10.2022 14:00,Cagliari,Reggio Calabria,1,1,57%,43%,9.0,10.0,3.0,4.0,3.0,4.0,11.0,22.0,4.0,7.0,3.0,2.0,29.0,25.0,3.0,2.0,0,0,3.0,3.0,D,18.0,9.0,,,3.0,2.0,,,403.0,299.0,16.0,12.0,102.0,87.0,42.0,45.0,324.0,209.0,,,,
0nu685rM,29.10.2022 14:00,Cosenza,Frosinone,1,2,43%,57%,6.0,21.0,2.0,6.0,1.0,6.0,13.0,9.0,5.0,10.0,2.0,0.0,26.0,17.0,4.0,1.0,0,0,3.0,3.0,A,7.0,13.0,,,3.0,9.0,,,300.0,407.0,12.0,12.0,74.0,102.0,23.0,56.0,216.0,310.0,,,,
pKGx3q6q,29.10.2022 14:00,Modena,Palermo,0,2,58%,42%,15.0,11.0,4.0,8.0,3.0,1.0,11.0,23.0,6.0,2.0,1.0,1.0,26.0,13.0,6.0,4.0,0,0,4.0,1.0,A,22.0,10.0,,,8.0,2.0,,,469.0,344.0,6.0,9.0,117.0,87.0,58.0,31.0,394.0,270.0,,,,
bNKt23Lk,29.10.2022 14:00,Parma,Como,1,0,42%,58%,7.0,10.0,3.0,3.0,3.0,4.0,20.0,24.0,5.0,6.0,1.0,6.0,14.0,21.0,3.0,2.0,0,0,3.0,3.0,H,23.0,14.0,,,1.0,3.0,,,282.0,389.0,11.0,15.0,80.0,96.0,32.0,33.0,192.0,304.0,,,,
WzJl0sj2,29.10.2022 14:00,Spal,Sudtirol,1,1,58%,42%,13.0,18.0,3.0,4.0,6.0,8.0,18.0,14.0,7.0,5.0,1.0,0.0,18.0,18.0,3.0,2.0,0,0,4.0,1.0,D,13.0,18.0,,,4.0,6.0,,,492.0,343.0,18.0,9.0,98.0,85.0,48.0,50.0,435.0,282.0,,,,
8h2XOQS2,29.10.2022 14:00,Venezia,Ascoli,0,2,56%,44%,6.0,15.0,2.0,4.0,2.0,7.0,16.0,19.0,2.0,6.0,1.0,2.0,21.0,26.0,2.0,2.0,1,0,4.0,1.0,A,18.0,12.0,,,2.0,4.0,,,437.0,339.0,20.0,11.0,98.0,98.0,41.0,42.0,325.0,241.0,,,,
W6igB7b3,28.10.2022 20:30,Bari,Ternana,0,0,52%,48%,21.0,3.0,7.0,1.0,8.0,1.0,9.0,24.0,8.0,5.0,3.0,0.0,20.0,18.0,1.0,7.0,0,0,3.0,2.0,D,22.0,10.0,,,6.0,1.0,,,392.0,370.0,25.0,17.0,97.0,110.0,49.0,39.0,318.0,286.0,,,,
AwOBbUEc,24.10.2022 20:30,Ascoli,Cagliari,2,1,31%,69%,7.0,19.0,3.0,5.0,2.0,9.0,9.0,13.0,5.0,8.0,1.0,1.0,19.0,18.0,4.0,1.0,1,0,5.0,0.0,H,11.0,8.0,,,2.0,5.0,,,207.0,440.0,10.0,6.0,61.0,111.0,17.0,69.0,130.0,379.0,,,,
C2KSfnEM,23.10.2022 16:15,Palermo,Cittadella,0,0,52%,48%,11.0,12.0,2.0,1.0,5.0,8.0,22.0,15.0,5.0,2.0,2.0,2.0,25.0,21.0,1.0,2.0,0,0,2.0,4.0,D,15.0,20.0,,,4.0,3.0,,,337.0,315.0,13.0,22.0,104.0,108.0,40.0,30.0,235.0,225.0,,,,
6PJWg6TS,23.10.2022 16:15,Pisa,Modena,4,2,49%,51%,16.0,10.0,9.0,3.0,6.0,3.0,8.0,13.0,5.0,5.0,1.0,3.0,18.0,16.0,1.0,5.0,0,0,4.0,2.0,H,11.0,7.0,,,1.0,4.0,,,323.0,336.0,11.0,11.0,82.0,71.0,44.0,39.0,269.0,262.0,,,,
I3mkCmqc,22.10.2022 16:15,Ternana,Genoa,1,2,33%,67%,13.0,15.0,5.0,8.0,5.0,3.0,21.0,18.0,4.0,5.0,1.0,0.0,17.0,20.0,6.0,4.0,0,0,1.0,1.0,A,9.0,12.0,,,3.0,4.0,,,225.0,455.0,20.0,19.0,72.0,116.0,28.0,52.0,147.0,386.0,,,,
vDSFclU3,22.10.2022 14:00,Brescia,Venezia,1,1,43%,57%,9.0,14.0,5.0,3.0,3.0,8.0,15.0,14.0,7.0,5.0,0.0,1.0,29.0,22.0,2.0,4.0,0,0,2.0,2.0,D,13.0,14.0,,,1.0,3.0,,,354.0,477.0,14.0,7.0,103.0,95.0,38.0,48.0,232.0,363.0,,,,
