id,date,home_team,away_team,home_goals,away_goals,Expected Goals (xG)_home,Expected Goals (xG)_away,Ball Possession_home,Ball Possession_away,Goal Attempts_home,Goal Attempts_away,Shots on Goal_home,Shots on Goal_away,Shots off Goal_home,Shots off Goal_away,Blocked Shots_home,Blocked Shots_away,Free Kicks_home,Free Kicks_away,Corner Kicks_home,Corner Kicks_away,Offsides_home,Offsides_away,Throw-ins_home,Throw-ins_away,Goalkeeper Saves_home,Goalkeeper Saves_away,Fouls_home,Fouls_away,Yellow Cards_home,Yellow Cards_away,Total Passes_home,Total Passes_away,Completed Passes_home,Completed Passes_away,Tackles_home,Tackles_away,Attacks_home,Attacks_away,Dangerous Attacks_home,Dangerous Attacks_away,Red Cards_home,Red Cards_away,result
tEn7rnat,10.03.2023 20:30,Cagliari,Ascoli,4,1,,,52%,48%,19,5,8,2,8,2,3,1,15,13,5,2,3,2,24,26,1,4,11,13,1,2,404,379,315,281,22,22,122,84,55,38,0,0,H
86FtSQEa,06.03.2023 20:30,Genoa,Cosenza,4,0,,,62%,38%,28,2,4,0,18,2,6,0,14,15,9,2,1,0,12,11,0,3,14,14,0,2,608,315,550,242,14,13,131,57,70,16,0,0,H
6uf0ne0E,05.03.2023 15:00,Ascoli,Bari,0,1,,,48%,52%,12,6,2,2,4,3,6,1,15,16,7,0,2,0,21,14,1,2,15,15,3,1,393,441,315,357,16,23,76,49,36,18,1,0,A
0tCYTnpm,05.03.2023 15:00,Brescia,Cagliari,1,1,,,50%,50%,14,15,6,4,7,8,1,3,18,18,6,3,3,0,27,20,3,5,16,18,1,4,317,301,228,220,12,15,71,53,32,22,0,0,D
jV4oRpU5,05.03.2023 15:00,Como,Modena,1,0,,,37%,63%,13,15,4,1,4,8,5,6,9,17,2,4,0,1,23,36,1,3,16,8,3,2,288,505,195,399,15,12,56,86,24,37,0,0,H
4heumSjP,05.03.2023 15:00,Frosinone,Venezia,3,0,,,52%,48%,20,7,8,1,8,4,4,2,9,11,3,1,1,0,22,17,1,5,10,9,1,2,568,505,494,417,16,17,73,75,23,20,0,0,H
f3BxT6ag,05.03.2023 15:00,Spal,Cittadella,2,1,,,44%,56%,11,7,4,3,4,3,3,1,21,16,3,3,1,2,20,22,2,2,16,19,5,3,316,398,214,308,17,13,59,52,24,27,0,0,H
2mHdOrEO,05.03.2023 15:00,Sudtirol,Perugia,2,1,,,47%,53%,17,11,6,2,9,6,2,3,14,13,9,3,0,2,23,11,1,4,13,13,1,4,383,447,290,335,15,14,63,73,44,48,0,1,H
MkDUUSUt,05.03.2023 15:00,Ternana,Benevento,2,2,,,52%,48%,12,17,6,7,2,4,4,6,18,12,6,4,0,3,22,19,5,4,12,15,3,4,374,343,285,257,16,30,49,78,23,24,0,0,D
OdIhPObI,04.03.2023 16:15,Reggio Calabria,Parma,0,1,,,48%,52%,8,12,3,6,5,4,0,2,17,13,1,7,2,2,20,27,5,3,10,16,4,2,404,429,323,335,17,21,100,111,50,54,0,0,A
UL3kQ4qC,04.03.2023 14:00,Pisa,Palermo,1,1,,,52%,48%,14,12,4,5,9,5,1,2,17,11,1,6,0,5,16,20,4,3,12,12,3,3,424,390,348,295,12,21,104,105,52,47,0,0,D
Sledmyo8,01.03.2023 20:30,Bari,Venezia,1,0,,,45%,55%,11,16,4,3,4,5,3,8,16,11,3,4,4,1,19,17,3,3,6,15,1,2,433,517,363,455,13,10,97,114,30,54,0,0,H
2B3APXh1,01.03.2023 20:30,Benevento,Sudtirol,0,2,,,72%,28%,16,8,4,3,6,5,6,0,18,13,9,3,2,1,23,29,1,4,11,17,3,1,576,227,482,156,15,14,159,76,65,34,0,0,A
CMAcSZ8r,01.03.2023 20:30,Cagliari,Genoa,0,0,,,46%,54%,12,10,0,1,6,2,6,7,19,25,6,6,7,0,31,20,1,0,19,19,3,3,376,453,289,359,9,17,95,103,43,46,0,0,D
EoVMYyWE,01.03.2023 20:30,Cittadella,Brescia,0,0,,,56%,44%,15,8,2,0,10,7,3,1,17,14,8,3,1,2,27,39,0,2,13,15,2,1,440,349,296,208,20,20,157,117,66,38,0,0,D
KOVIZHG8,01.03.2023 20:30,Modena,Ascoli,0,1,,,53%,47%,11,13,1,5,6,4,4,4,21,15,5,7,1,3,24,20,4,1,14,19,1,2,386,342,276,228,5,17,131,96,52,38,0,0,A
SlZQXeoL,01.03.2023 20:30,Perugia,Como,0,0,,,45%,55%,18,17,5,3,6,9,7,5,17,15,9,4,1,0,27,32,3,5,14,17,4,7,268,336,157,227,16,17,92,109,49,58,0,0,D
ADOVWF0R,01.03.2023 20:30,Spal,Frosinone,0,2,,,58%,42%,11,9,2,2,4,5,5,2,12,20,8,2,3,3,21,18,0,2,17,8,3,2,504,370,407,269,11,14,126,88,49,32,0,0,A
KnE5QDwe,28.02.2023 20:30,Cosenza,Reggio Calabria,2,1,,,48%,52%,12,7,5,2,6,2,1,3,14,18,7,1,2,1,33,23,1,3,16,13,5,3,389,450,300,356,13,20,120,116,57,44,0,0,H
Eo7EOi87,28.02.2023 20:30,Palermo,Ternana,0,0,,,58%,42%,13,12,4,4,5,5,4,3,18,11,3,9,2,5,16,20,4,4,9,13,2,1,539,399,455,318,7,18,138,71,74,32,0,0,D
tdF1RgOl,28.02.2023 20:30,Parma,Pisa,0,1,,,60%,40%,7,11,1,5,5,5,1,1,19,12,5,1,0,4,20,22,4,1,11,15,0,2,499,341,389,234,14,26,128,109,75,39,1,0,A
0bckxjL9,26.02.2023 16:15,Ascoli,Benevento,0,0,,,61%,39%,22,6,3,3,12,1,7,2,13,18,7,5,0,3,25,29,3,3,17,10,2,3,459,311,382,213,14,17,143,96,70,28,0,1,D
tYWEzb12,25.02.2023 16:15,Genoa,Spal,3,0,,,59%,41%,20,6,5,0,12,2,3,4,16,16,6,3,3,0,19,16,0,2,13,16,2,1,470,330,382,242,16,17,116,82,69,27,0,0,H
IZ7pwW53,25.02.2023 14:00,Brescia,Bari,0,2,,,52%,48%,18,13,6,6,5,5,7,2,20,12,10,1,0,1,23,14,4,6,11,10,2,1,512,489,429,405,14,25,148,83,65,30,0,0,A
nFa1Zm5S,25.02.2023 14:00,Como,Cosenza,5,1,,,52%,48%,17,14,7,5,8,7,2,2,12,7,3,7,1,3,25,25,4,3,6,9,1,2,448,418,359,327,7,19,113,81,54,35,0,0,H
hdxUU7Dq,25.02.2023 14:00,Reggio Calabria,Modena,2,1,,,49%,51%,16,12,5,4,6,4,5,4,19,13,4,9,2,1,21,23,3,3,12,19,2,4,341,379,254,281,18,17,91,91,42,32,0,0,H
6atYTRSk,25.02.2023 14:00,Sudtirol,Palermo,1,1,,,29%,71%,9,12,6,1,0,3,3,8,15,22,6,7,3,1,15,22,0,5,19,14,2,3,217,547,152,481,17,10,61,125,36,78,0,0,D
8O0czUkM,25.02.2023 14:00,Ternana,Cittadella,1,2,,,41%,59%,10,15,5,6,3,6,2,3,17,15,7,3,2,1,20,17,4,4,13,15,1,1,319,445,220,349,11,8,85,113,36,77,1,0,A
vkdgyAzG,25.02.2023 14:00,Venezia,Cagliari,0,0,,,44%,56%,11,14,2,1,6,8,3,5,15,8,4,10,2,3,22,22,1,2,7,12,3,0,392,484,300,399,17,14,102,120,45,65,1,0,D
0MuxTord,24.02.2023 20:30,Frosinone,Parma,3,4,,,61%,39%,19,6,6,5,8,1,5,0,9,12,4,1,2,0,27,17,1,3,10,9,2,0,575,388,466,284,20,13,137,103,80,22,0,2,A
vDvtS5c2,24.02.2023 20:30,Pisa,Perugia,2,1,,,51%,49%,7,9,4,2,1,3,2,4,16,19,6,3,2,2,30,36,1,2,17,14,4,4,322,301,207,188,9,17,95,106,40,44,1,1,H
8ALOLUzT,19.02.2023 16:15,Modena,Genoa,2,2,,,46%,54%,6,18,1,4,3,10,2,4,11,16,6,6,0,1,24,38,2,0,16,10,2,2,325,385,226,287,14,17,118,96,39,63,1,0,D
ILSBOWjA,18.02.2023 16:15,Bari,Cagliari,1,1,,,75%,25%,11,5,2,1,5,1,4,3,23,19,4,3,0,1,32,19,0,1,12,17,1,5,697,229,605,142,15,21,143,71,74,18,0,1,D
6o1aFSDd,18.02.2023 16:15,Perugia,Ternana,3,0,,,47%,53%,20,7,10,1,5,2,5,4,17,20,4,6,2,2,35,33,1,7,17,18,1,1,307,356,197,223,19,18,100,88,56,35,0,0,H
vVT7PCy4,18.02.2023 14:00,Benevento,Brescia,1,0,,,37%,63%,9,10,2,2,6,5,1,3,28,24,2,2,1,3,25,18,2,1,19,15,4,0,321,553,229,468,19,20,124,111,45,53,0,0,H
AJ7jHlqp,18.02.2023 14:00,Cittadella,Reggio Calabria,3,2,,,65%,35%,14,8,5,4,3,3,6,1,21,25,8,4,2,1,28,30,2,2,16,14,3,5,503,273,381,172,18,8,125,92,58,49,0,1,H
Sf2eG8bj,18.02.2023 14:00,Cosenza,Sudtirol,0,0,,,61%,39%,20,10,7,1,11,8,2,1,10,11,8,4,0,0,20,22,1,7,11,11,1,2,419,268,317,179,14,6,105,96,55,31,0,1,D
EmMKMALM,18.02.2023 14:00,Palermo,Frosinone,1,1,,,51%,49%,14,15,5,6,5,7,4,2,26,14,6,1,1,3,13,16,5,4,11,18,0,2,418,408,338,333,15,17,96,93,43,31,0,0,D
W4U3QhMc,18.02.2023 14:00,Parma,Ascoli,0,1,,,56%,44%,14,5,2,2,5,2,7,1,26,19,6,1,3,2,29,22,1,2,14,17,4,5,436,355,346,248,12,22,151,82,85,32,0,0,A
0pIGNj6G,18.02.2023 14:00,Spal,Como,1,1,,,60%,40%,19,14,7,5,7,6,5,3,18,15,7,3,0,0,23,26,4,6,12,11,3,2,459,306,352,209,12,14,118,95,48,48,0,0,D
KlksvCjc,17.02.2023 20:30,Pisa,Venezia,1,1,,,50%,50%,19,11,5,4,12,6,2,1,10,13,7,2,0,2,28,18,3,4,13,10,3,7,432,426,340,335,7,18,143,79,62,42,0,0,D
p88YADMA,12.02.2023 16:15,Bari,Cosenza,2,1,,,56%,44%,15,16,4,2,7,9,4,5,16,17,6,2,1,0,14,18,1,2,16,17,4,5,487,384,409,290,15,15,106,96,45,33,0,0,H
x6mD3VEp,11.02.2023 16:15,Ascoli,Perugia,1,0,,,50%,50%,12,8,6,1,2,4,4,3,22,17,1,6,2,1,23,30,1,5,16,21,4,1,376,355,224,204,12,14,131,122,45,49,0,0,H
KQ0o8B6T,11.02.2023 16:15,Ternana,Parma,1,1,,,46%,54%,9,8,4,4,1,3,4,1,17,19,5,7,5,1,22,27,3,3,15,17,2,2,379,438,261,314,18,16,109,132,31,56,0,0,D
Ob7xAXyH,11.02.2023 14:00,Brescia,Modena,0,1,,,58%,42%,7,10,1,2,4,5,2,3,18,17,8,1,0,2,30,17,1,1,18,16,3,3,482,358,383,268,11,18,104,105,34,52,0,0,A
dnGLDFxh,11.02.2023 14:00,Cagliari,Benevento,1,0,,,48%,52%,15,8,4,1,5,5,6,2,24,16,8,3,2,3,26,20,1,3,14,21,4,2,362,391,270,296,17,13,107,103,38,60,1,0,H
vB5QCZib,11.02.2023 14:00,Frosinone,Cittadella,3,0,,,68%,32%,20,6,11,1,7,4,2,1,17,18,5,1,2,1,34,17,1,8,17,17,2,2,556,254,477,175,9,13,109,83,35,30,0,1,H
j9iH2kUj,11.02.2023 14:00,Reggio Calabria,Pisa,0,2,,,52%,48%,14,5,2,2,6,3,6,0,25,18,11,2,2,0,35,26,0,2,17,24,2,3,331,318,235,213,10,16,108,85,57,36,1,0,A
jo9UBg74,11.02.2023 14:00,Sudtirol,Como,1,1,,,48%,52%,10,11,3,3,4,4,3,4,18,15,3,3,0,2,16,22,2,2,15,16,5,5,381,403,307,337,5,14,104,116,35,41,0,0,D
hEVaRY6i,11.02.2023 14:00,Venezia,Spal,2,1,,,35%,65%,16,13,6,4,5,6,5,3,10,13,4,10,4,1,19,26,3,4,10,9,1,1,322,613,245,528,21,18,92,135,51,54,0,0,H
tz2s9iiN,10.02.2023 20:30,Genoa,Palermo,2,0,,,48%,52%,11,8,4,3,4,3,3,2,14,16,6,3,2,3,14,20,3,2,14,11,2,3,452,476,365,378,12,15,127,90,37,47,0,0,H
AiB18K0C,05.02.2023 16:15,Palermo,Reggio Calabria,2,1,,,41%,59%,11,12,3,3,7,7,1,2,17,11,3,8,3,4,11,19,2,1,8,15,3,5,343,497,262,404,12,14,72,105,36,51,0,1,H
dl7c90o6,05.02.2023 16:15,Parma,Genoa,2,0,,,37%,63%,12,5,7,0,3,5,2,0,17,15,6,5,0,2,19,33,0,5,15,16,3,4,314,528,233,417,27,25,85,133,30,50,0,0,H
2R7gAtWa,04.02.2023 16:15,Como,Frosinone,0,2,,,54%,46%,18,13,2,5,10,7,6,1,11,14,7,6,5,1,26,19,3,2,9,10,1,0,433,383,327,272,19,14,120,102,64,42,0,0,A
IeHHEeNo,04.02.2023 14:00,Benevento,Venezia,1,2,,,56%,44%,14,14,2,4,6,4,6,6,11,15,7,3,2,0,31,27,2,1,13,11,5,1,487,389,380,295,20,17,127,103,48,60,1,0,A
0riNHOwQ,04.02.2023 14:00,Cittadella,Ascoli,3,0,,,55%,45%,13,7,6,0,3,5,4,2,25,12,2,6,0,0,26,28,0,3,12,26,1,3,360,287,244,172,21,15,103,103,70,34,0,0,H
UuOZkCpo,04.02.2023 14:00,Cosenza,Ternana,0,0,,,43%,57%,12,15,2,3,7,7,3,5,16,18,7,6,2,2,24,26,3,2,16,14,1,2,302,404,214,308,15,15,88,119,32,53,0,0,D
dExgC21m,04.02.2023 14:00,Perugia,Brescia,4,0,,,53%,47%,19,6,9,3,6,1,4,2,9,25,12,5,5,0,23,35,3,5,20,10,3,2,364,347,272,249,24,18,100,86,78,31,0,1,H
hG067vGI,04.02.2023 14:00,Pisa,Sudtirol,0,1,,,65%,35%,27,4,5,3,13,1,9,0,20,13,6,6,0,3,21,18,2,5,12,17,3,4,507,276,431,186,12,22,145,89,82,25,0,0,A
INwkDrns,04.02.2023 14:00,Spal,Bari,3,4,,,62%,38%,24,9,9,5,9,4,6,0,8,17,7,0,1,1,27,9,1,6,17,7,0,3,624,394,540,306,12,22,143,56,69,19,0,0,A
Oz9kBMGg,03.02.2023 20:30,Modena,Cagliari,2,0,,,55%,45%,17,4,6,1,6,1,5,2,19,17,6,4,2,4,22,23,1,4,14,16,2,5,430,361,316,231,13,21,92,122,54,42,0,1,H
t6rBmkl6,29.01.2023 16:15,Frosinone,Benevento,1,0,,,49%,51%,11,10,3,1,5,4,3,5,19,16,2,2,1,2,20,23,1,2,15,18,4,3,422,434,332,344,14,19,143,113,53,28,0,0,H
lWoJoTII,29.01.2023 14:00,Ascoli,Palermo,1,2,,,63%,37%,24,17,7,8,9,8,8,1,16,12,12,2,2,3,23,11,6,6,12,13,0,2,472,278,384,182,14,15,126,57,52,24,0,0,A
KCVx2l3a,28.01.2023 16:15,Genoa,Pisa,0,0,,,66%,34%,17,5,3,2,5,2,9,1,14,15,9,0,3,1,22,26,2,3,13,13,2,3,616,319,513,207,19,14,120,117,72,35,0,1,D
SMpNpmYO,28.01.2023 14:00,Bari,Perugia,0,2,,,55%,45%,11,17,2,6,6,6,3,5,26,11,3,7,0,2,21,27,4,2,11,24,1,4,417,334,292,221,20,17,122,96,36,61,0,0,A
KdsFn93C,28.01.2023 14:00,Brescia,Como,0,1,,,43%,57%,10,24,3,7,3,9,4,8,13,16,7,6,1,2,23,18,6,3,15,12,4,2,334,457,220,363,8,10,105,116,48,55,2,0,A
v1Eu3Umg,28.01.2023 14:00,Cosenza,Parma,1,0,,,35%,65%,9,15,1,7,4,6,4,2,29,21,5,7,3,2,12,23,7,0,12,19,5,6,299,556,198,464,28,13,86,158,41,81,1,0,H
URO59WAP,28.01.2023 14:00,Sudtirol,Reggio Calabria,2,1,,,43%,57%,8,12,2,2,1,8,5,2,17,14,6,3,0,1,21,24,1,0,13,15,4,2,371,493,268,410,17,12,106,100,29,48,1,0,H
0AFy4AYn,28.01.2023 14:00,Ternana,Modena,2,1,,,46%,54%,8,19,6,7,1,8,1,4,23,17,5,2,1,1,16,32,6,4,17,22,6,1,339,401,250,286,14,12,134,100,58,52,0,0,H
6mGX4jJt,28.01.2023 14:00,Venezia,Cittadella,1,1,,,55%,45%,13,7,3,3,7,2,3,2,24,19,6,4,0,0,30,31,2,2,20,25,3,2,377,301,275,210,14,23,101,90,51,51,1,0,D
b3Ut18I5,27.01.2023 20:30,Cagliari,Spal,2,1,,,42%,58%,12,9,3,3,5,2,4,4,15,22,5,4,1,2,18,21,2,1,20,13,3,3,353,507,275,421,17,9,106,110,41,29,0,1,H
QFgfMCk7,22.01.2023 16:15,Brescia,Frosinone,1,3,,,56%,44%,7,13,2,4,4,5,1,4,17,19,5,4,1,1,35,22,1,1,17,17,4,2,526,423,413,313,18,16,128,105,50,42,0,0,A
WhfjNhz1,21.01.2023 16:15,Cittadella,Cagliari,0,0,,,37%,63%,8,12,1,4,3,4,4,4,19,17,0,4,1,6,15,34,4,1,16,13,6,2,284,474,171,364,9,11,93,133,31,73,1,0,D
jcRGwEKs,21.01.2023 14:00,Benevento,Genoa,1,2,,,48%,52%,12,14,1,3,6,8,5,3,13,13,3,5,1,2,17,15,1,0,12,11,4,3,466,516,382,441,11,17,128,82,53,28,0,0,A
YLGLxYZm,21.01.2023 14:00,Como,Pisa,2,2,,,50%,50%,20,14,7,4,11,8,2,2,17,14,4,5,4,1,24,27,2,5,10,17,2,3,377,378,279,273,21,10,103,111,33,42,0,0,D
EyzkrfCQ,21.01.2023 14:00,Modena,Cosenza,2,0,,,58%,42%,17,6,4,2,6,3,7,1,21,25,7,5,1,1,24,12,2,2,17,13,2,4,472,345,393,269,24,28,114,79,83,44,0,0,H
46hbLW4D,21.01.2023 14:00,Parma,Perugia,2,0,,,46%,54%,8,12,4,1,3,6,1,5,28,23,6,7,0,5,26,36,1,2,15,15,3,3,320,365,208,239,16,22,86,110,53,56,0,0,H
CCFPyhkf,21.01.2023 14:00,Reggio Calabria,Ternana,2,1,,,48%,52%,17,10,6,4,8,4,3,2,18,29,8,10,2,5,22,24,3,4,17,9,2,2,335,358,235,273,10,6,84,120,49,39,0,0,H
KIjnOYKf,21.01.2023 14:00,Spal,Ascoli,1,1,,,64%,36%,15,10,7,2,5,5,3,3,26,15,6,7,1,1,15,19,1,6,10,20,1,3,544,299,476,207,19,15,138,85,64,43,0,1,D
tOyspGsE,21.01.2023 14:00,Venezia,Sudtirol,0,1,,,68%,32%,7,8,0,2,4,3,3,3,17,17,2,2,0,0,24,26,1,0,14,13,1,2,631,296,539,202,15,21,172,83,66,32,0,0,A
KEzoqzcK,20.01.2023 20:30,Palermo,Bari,1,0,,,53%,47%,10,14,3,5,3,7,4,2,13,12,11,2,1,0,16,25,5,2,11,13,4,5,437,396,344,322,22,13,97,107,42,34,0,1,H
6XqWVPM3,16.01.2023 18:45,Genoa,Venezia,1,0,,,52%,48%,12,9,4,1,5,4,3,4,15,22,3,3,4,2,16,23,1,3,18,13,4,2,484,444,398,361,18,14,110,126,32,39,0,0,H
pSbyAr0p,15.01.2023 16:15,Cosenza,Benevento,1,1,,,49%,51%,7,12,3,5,3,4,1,3,19,36,7,8,3,3,25,16,4,2,22,10,4,1,382,392,312,315,14,21,99,109,29,49,0,0,D
b7KhI6h4,15.01.2023 16:15,Ternana,Ascoli,1,0,,,42%,58%,12,21,2,3,7,9,3,9,20,25,1,10,4,0,18,31,3,1,15,15,5,4,292,382,213,279,16,12,94,107,41,45,0,0,H
hUJdHQ7A,15.01.2023 14:00,Sudtirol,Brescia,1,0,,,32%,68%,9,14,2,2,5,8,2,4,14,18,0,1,3,0,34,20,2,1,16,14,2,2,293,640,189,539,10,15,104,147,43,41,0,0,H
b7tOXohi,14.01.2023 16:15,Frosinone,Modena,2,1,,,48%,52%,12,12,5,4,3,5,4,3,8,18,7,8,2,1,19,30,3,3,17,7,3,0,426,449,335,364,19,10,76,92,25,37,0,0,H
xbuSW57c,14.01.2023 14:00,Bari,Parma,4,0,,,35%,65%,13,8,5,3,2,3,6,2,15,17,4,10,5,3,20,20,3,1,12,15,0,2,281,516,192,425,19,18,71,102,33,43,0,0,H
WKI0GpNG,14.01.2023 14:00,Cagliari,Como,2,0,,,44%,56%,8,13,2,4,4,6,2,3,18,19,2,7,0,4,27,26,4,0,19,14,2,0,339,443,229,321,13,15,97,91,36,29,0,0,H
ldD5F4xN,14.01.2023 14:00,Perugia,Palermo,3,3,,,36%,64%,15,6,11,4,4,2,0,0,12,23,4,3,3,1,24,29,1,8,20,12,4,2,263,454,142,337,17,13,69,85,28,30,0,0,D
d22u92Fj,14.01.2023 14:00,Pisa,Cittadella,1,2,,,59%,41%,19,16,8,7,8,6,3,3,15,19,9,5,2,5,39,27,5,7,16,12,2,3,379,270,279,169,21,24,82,92,41,30,0,0,A
SnC9EOiT,14.01.2023 14:00,Reggio Calabria,Spal,0,1,,,49%,51%,25,10,8,2,10,5,7,3,9,18,8,2,3,0,32,20,2,8,16,9,4,3,359,398,292,320,18,17,80,91,52,27,0,0,A
8lSq459Q,26.12.2022 20:30,Bari,Genoa,1,2,,,54%,46%,12,13,5,4,3,5,4,4,16,18,6,4,2,0,32,21,2,4,16,16,6,2,405,354,329,273,22,23,139,82,49,32,0,0,A
xA5SesH6,26.12.2022 18:00,Frosinone,Ternana,3,0,,,53%,47%,15,13,6,2,5,6,4,5,17,18,5,2,2,6,10,17,2,3,16,12,1,2,471,426,389,344,17,16,116,114,41,35,0,0,H
jDXv5ofK,26.12.2022 15:00,Ascoli,Reggio Calabria,0,1,,,53%,47%,10,8,1,1,5,5,4,2,10,22,3,4,3,2,18,19,0,1,19,9,4,4,409,361,303,257,24,18,105,91,36,52,0,0,A
AcEBaPHs,26.12.2022 15:00,Benevento,Perugia,0,2,,,61%,39%,19,21,3,6,9,10,7,5,18,8,10,7,0,2,20,15,4,3,8,16,4,1,453,279,357,178,9,21,112,91,54,57,0,0,A
GfHJc3nf,26.12.2022 15:00,Cagliari,Cosenza,2,0,,,55%,45%,25,14,7,5,4,4,14,5,16,13,9,4,2,1,19,24,5,5,11,14,1,1,490,401,407,304,8,14,109,88,81,45,0,0,H
bJ6OdN10,26.12.2022 15:00,Como,Cittadella,2,0,,,43%,57%,10,18,6,1,3,13,1,4,10,15,4,8,0,0,30,30,1,4,15,10,1,2,313,400,191,292,19,26,89,137,33,63,0,0,H
6qAWf1WC,26.12.2022 15:00,Spal,Pisa,0,1,,,58%,42%,13,17,1,4,9,9,3,4,25,18,5,3,3,2,18,21,3,1,14,23,5,6,413,293,347,227,16,19,97,84,40,42,1,0,A
pz9zfLoJ,26.12.2022 15:00,Sudtirol,Modena,0,2,,,48%,52%,15,11,4,3,7,7,4,1,15,13,3,4,0,0,22,21,1,4,13,15,1,0,424,481,350,409,29,18,106,113,56,41,0,0,A
numJI4OJ,26.12.2022 15:00,Venezia,Parma,2,2,,,53%,47%,12,16,5,7,4,4,3,5,11,15,2,8,7,3,31,24,5,3,9,8,2,3,477,430,391,349,18,18,94,120,46,57,0,0,D
4KDFbqXm,26.12.2022 12:30,Brescia,Palermo,1,1,,,54%,46%,5,13,2,2,2,8,1,3,10,12,2,7,0,2,18,16,1,1,12,7,2,1,545,462,454,372,18,15,100,110,27,50,0,0,D
2iipq4X0,19.12.2022 20:30,Perugia,Venezia,2,1,,,30%,70%,13,10,6,6,3,1,4,3,11,19,9,6,2,1,18,24,5,4,17,10,2,3,252,624,164,516,24,14,76,129,47,47,0,0,H
W2H5jnuR,18.12.2022 20:45,Genoa,Frosinone,1,0,,,49%,51%,15,13,4,2,7,5,4,6,18,10,6,4,2,3,22,27,2,3,8,17,1,4,448,477,338,383,26,21,129,108,61,41,0,0,H
GzgxoQ2l,18.12.2022 18:45,Palermo,Cagliari,2,1,,,36%,64%,13,10,7,4,3,5,3,1,17,9,9,2,1,0,17,15,3,5,8,19,3,4,300,557,216,483,11,16,88,117,63,53,0,0,H
OxEch8AE,18.12.2022 14:00,Cittadella,Sudtirol,0,2,,,58%,42%,11,12,3,6,4,1,4,5,16,15,8,1,0,0,28,23,4,3,15,16,5,3,453,350,339,236,20,23,135,88,78,27,1,0,A
IaD1iSPK,18.12.2022 14:00,Cosenza,Ascoli,1,3,,,59%,41%,22,11,6,6,9,3,7,2,19,19,4,3,6,2,25,20,3,5,14,19,3,1,465,327,377,240,16,23,119,101,49,28,0,0,A
xpfYo6mr,18.12.2022 14:00,Modena,Benevento,1,1,,,47%,53%,12,5,4,1,5,2,3,2,16,17,5,2,1,1,19,24,0,3,16,16,1,2,416,457,318,351,11,14,112,109,35,36,0,0,D
O0htppIf,18.12.2022 14:00,Parma,Spal,0,1,,,59%,41%,22,4,5,3,10,1,7,0,17,18,17,5,1,1,21,10,2,5,18,16,4,5,468,337,397,255,11,21,146,49,79,19,0,0,A
CMYz6RvE,18.12.2022 14:00,Ternana,Como,0,3,,,62%,38%,22,17,3,6,9,4,10,7,12,12,9,11,2,2,27,11,3,3,11,12,3,3,443,275,364,189,12,17,119,90,68,44,0,0,A
bJpgsr2D,17.12.2022 20:30,Reggio Calabria,Bari,0,0,,,49%,51%,13,4,2,1,6,3,5,0,18,25,7,2,1,1,29,21,1,2,16,14,1,4,389,409,308,316,12,21,106,103,63,26,0,0,D
pGtkrOn7,17.12.2022 18:00,Pisa,Brescia,3,0,,,55%,45%,16,7,4,3,9,3,3,1,21,17,3,2,2,1,29,23,3,1,15,22,1,5,389,322,280,219,15,19,110,108,50,40,0,1,H
hbwTxTAR,12.12.2022 20:30,Brescia,Parma,0,2,,,55%,45%,6,10,0,4,3,3,3,3,13,13,6,3,1,0,25,23,2,0,12,13,4,3,480,414,376,318,22,18,105,95,32,49,0,0,A
zHX2WQme,11.12.2022 20:30,Frosinone,Pisa,0,0,,,59%,41%,11,10,2,0,5,7,4,3,18,10,1,7,2,4,21,21,0,2,9,14,1,2,498,339,397,249,16,13,120,85,50,26,0,0,D
pYZKvktF,11.12.2022 18:00,Bari,Modena,4,1,,,44%,56%,8,26,5,10,0,10,3,6,14,11,1,11,1,0,13,19,9,2,9,15,4,2,356,417,267,351,25,9,86,123,24,70,1,0,H
29pGuVQ8,11.12.2022 15:00,Ascoli,Genoa,0,0,,,40%,60%,8,6,2,3,3,1,3,2,21,19,1,1,0,3,21,24,3,2,19,18,1,3,286,454,191,341,19,12,91,116,54,34,0,0,D
OOYOw9eL,11.12.2022 15:00,Benevento,Cittadella,1,0,,,42%,58%,6,15,3,7,3,8,0,0,17,14,6,6,1,2,24,31,7,2,13,16,3,4,318,431,191,324,10,9,83,111,27,65,0,0,H
xWEaX6Yl,11.12.2022 15:00,Como,Reggio Calabria,0,1,,,50%,50%,11,13,1,3,6,6,4,4,16,19,4,8,2,1,16,23,2,1,18,15,3,3,383,373,290,289,16,15,90,105,37,46,0,0,A
UwX6Vp31,11.12.2022 15:00,Spal,Palermo,1,1,,,60%,40%,14,11,4,3,4,4,6,4,19,21,4,3,4,2,28,14,2,3,18,17,3,5,521,332,432,263,10,14,96,80,45,48,0,0,D
8UVAU4I7,11.12.2022 15:00,Sudtirol,Ternana,0,0,,,38%,62%,16,11,5,4,5,2,6,5,15,11,7,5,1,1,22,18,4,5,9,15,0,3,317,543,234,463,14,14,99,128,52,47,0,0,D
pnFggle8,11.12.2022 15:00,Venezia,Cosenza,2,0,,,53%,47%,11,18,4,2,3,8,4,8,18,14,7,3,2,6,23,33,2,2,12,12,3,2,417,355,328,275,21,14,90,89,49,57,0,0,H
f7PfYnJr,11.12.2022 12:30,Cagliari,Perugia,3,2,,,59%,41%,21,12,7,4,9,5,5,3,17,15,8,3,3,1,29,21,2,4,13,16,2,2,394,256,298,172,11,17,93,98,58,51,0,0,H
