id,date,home_team,away_team,home_goals,away_goals,Ball Possession_home,Ball Possession_away,Goal Attempts_home,Goal Attempts_away,Shots on Goal_home,Shots on Goal_away,Shots off Goal_home,Shots off Goal_away,Free Kicks_home,Free Kicks_away,Corner Kicks_home,Corner Kicks_away,Offsides_home,Offsides_away,Goalkeeper Saves_home,Goalkeeper Saves_away,Fouls_home,Fouls_away,Yellow Cards_home,Yellow Cards_away,Red Cards_home,Red Cards_away,Throw-ins_home,Throw-ins_away,Blocked Shots_home,Blocked Shots_away,Goal Kicks_home,Goal Kicks_away,result
dtyGRDXS,11.03.2017 15:00,Benevento,Entella,0,0,58%,42%,12,5,5,4,7,1,12,11,11,3,3,1,4,5,8,11,1,3,0,0,,,,,,,D
fHvaVeY3,11.03.2017 15:00,Cittadella,Perugia,1,1,52%,48%,9,8,6,3,3,5,18,21,6,3,2,0,2,5,19,18,5,3,0,0,,,,,,,D
6eb49EBp,11.03.2017 15:00,Salernitana,Brescia,2,0,57%,43%,12,8,4,4,8,4,28,30,7,2,6,2,4,2,24,26,2,4,0,1,,,,,,,H
Y1jjXH3i,11.03.2017 15:00,Spal,Cesena,2,0,52%,48%,3,6,3,2,0,4,24,22,5,5,0,2,2,1,22,22,3,3,2,0,,,,,,,H
QcpzRtsI,11.03.2017 15:00,Spezia,Avellino,2,1,55%,45%,11,9,4,3,7,6,11,25,7,2,3,0,2,5,22,11,2,3,0,0,,,,,,,H
0zedFqr6,06.03.2017 20:30,Frosinone,Cittadella,1,1,56%,44%,19,7,5,4,14,3,27,12,11,6,1,4,3,4,11,23,3,4,0,0,,,,,,,D
bVQQUOsg,05.03.2017 17:30,Benevento,Salernitana,1,1,61%,39%,18,8,9,6,9,2,16,12,11,6,2,2,5,8,10,14,2,3,0,1,,,,,,,D
vRg0E3cC,05.03.2017 15:00,Brescia,Verona,0,1,46%,54%,7,10,3,5,4,5,25,21,5,3,3,4,4,3,18,21,1,3,0,0,,,,,,,A
vsrOTrca,04.03.2017 15:00,AC Carpi,Spezia,1,0,49%,51%,5,11,4,2,1,9,24,17,3,5,0,2,2,3,17,22,2,3,0,0,,,,,,,H
nic8CsSO,04.03.2017 15:00,Ascoli,Novara,1,2,47%,53%,12,11,3,5,9,6,13,18,3,5,2,1,3,2,16,12,2,4,1,1,,,,,,,A
ldyiyR4P,04.03.2017 15:00,Avellino,Perugia,0,5,39%,61%,5,11,1,5,4,6,12,20,6,4,5,0,0,1,15,12,1,1,2,0,,,,,,,A
IXtSS2C5,04.03.2017 15:00,Cesena,L.R. Vicenza,1,1,53%,47%,11,2,6,2,5,0,24,28,3,5,2,3,1,5,26,21,1,3,0,0,,,,,,,D
IB5iGPSa,04.03.2017 15:00,Entella,Bari,2,0,52%,48%,11,10,7,4,4,6,14,21,6,5,3,0,4,5,18,14,1,3,0,0,,,,,,,H
QHSIWpDt,04.03.2017 15:00,Spal,Pisa,1,1,54%,46%,6,6,2,4,4,2,22,13,9,9,1,0,3,1,12,22,3,5,0,0,,,,,,,D
KvSMV4Sn,04.03.2017 15:00,Ternana,Pro Vercelli,1,2,45%,55%,6,13,4,5,2,8,12,30,4,3,3,1,3,3,27,11,5,2,1,0,,,,,,,A
80b4DNCI,04.03.2017 15:00,Trapani,Latina,1,1,59%,41%,12,7,4,3,8,4,12,17,6,3,4,2,2,3,13,10,0,3,0,0,,,,,,,D
Q3mpIobm,28.02.2017 20:30,Cittadella,Trapani,3,2,53%,47%,12,11,7,5,5,6,13,10,3,2,2,1,3,4,8,12,1,2,0,0,,,,,,,H
KQnlH5Dg,28.02.2017 20:30,L.R. Vicenza,Entella,2,2,56%,44%,10,5,5,4,5,1,20,23,7,2,2,0,2,3,21,20,3,3,0,0,,,,,,,D
EPJRa4rJ,28.02.2017 20:30,Latina,Cesena,1,1,43%,57%,6,6,4,3,2,3,21,17,6,5,0,3,2,3,17,18,2,2,0,0,,,,,,,D
v7RE26b0,28.02.2017 20:30,Novara,Benevento,1,0,47%,53%,9,7,6,2,3,5,12,19,1,4,3,1,2,5,16,11,4,1,0,0,,,,,,,H
SS79OmLJ,28.02.2017 20:30,Perugia,Frosinone,1,1,53%,47%,14,8,6,8,8,0,19,21,8,3,2,2,7,5,19,17,4,4,0,0,,,,,,,D
0MFN0pTC,28.02.2017 20:30,Pisa,AC Carpi,0,0,54%,46%,6,8,2,4,4,4,20,13,4,5,2,0,4,2,11,20,0,1,0,0,,,,,,,D
WtSA3nqf,28.02.2017 20:30,Pro Vercelli,Avellino,1,1,53%,47%,9,4,4,4,5,0,20,28,10,3,4,5,3,3,24,15,2,2,0,0,,,,,,,D
6J6DN7zQ,28.02.2017 20:30,Salernitana,Spal,1,2,43%,57%,16,8,8,4,8,4,11,23,6,1,1,0,2,7,22,11,2,3,0,0,,,,,,,A
hjT64STm,28.02.2017 20:30,Spezia,Ascoli,2,1,55%,45%,9,8,7,5,2,3,17,24,10,3,3,0,4,5,21,17,1,3,0,0,,,,,,,H
nDltJRrs,28.02.2017 20:30,Verona,Ternana,2,0,55%,45%,15,6,9,2,6,4,20,11,9,3,0,5,2,7,11,15,2,2,0,0,,,,,,,H
IcQI1QD6,27.02.2017 20:30,Bari,Brescia,2,0,54%,46%,10,6,5,2,5,4,22,20,4,6,3,1,2,3,17,21,1,3,0,1,,,,,,,H
Oz5qmRbD,25.02.2017 15:00,Ascoli,Pisa,2,4,47%,53%,10,14,7,9,3,5,11,19,8,3,1,1,5,5,18,10,1,3,0,0,,,,,,,A
ARw258Es,25.02.2017 15:00,Avellino,L.R. Vicenza,3,1,54%,46%,9,11,6,7,3,4,24,18,3,9,1,2,6,3,17,22,2,4,0,0,,,,,,,H
0hlSBAyE,25.02.2017 15:00,Cesena,Pro Vercelli,1,2,52%,48%,9,6,4,3,5,3,17,23,9,3,4,2,1,3,19,15,,,0,0,,,,,,,A
IXEOikpr,25.02.2017 15:00,Entella,AC Carpi,2,0,58%,42%,7,12,4,7,3,5,22,19,8,2,5,2,7,2,14,20,3,2,0,0,,,,,,,H
vm3XkTEf,25.02.2017 15:00,Frosinone,Verona,1,0,47%,53%,7,4,3,1,4,3,18,17,3,4,2,2,1,2,16,16,2,2,0,0,,,,,,,H
Y5nzAl6Q,25.02.2017 15:00,Novara,Spezia,2,1,55%,45%,11,7,4,3,7,4,16,17,3,0,1,4,2,2,16,12,2,1,0,0,,,,,,,H
pp6ul7q7,25.02.2017 15:00,Spal,Perugia,2,0,45%,55%,7,8,2,5,5,3,27,13,1,7,1,1,5,0,12,26,1,4,0,0,,,,,,,H
jN6ykmU0,25.02.2017 15:00,Ternana,Latina,0,1,51%,49%,10,6,4,2,6,4,18,28,8,5,3,0,1,4,25,18,3,1,0,0,,,,,,,A
vqmWAUjK,25.02.2017 15:00,Trapani,Salernitana,1,0,57%,43%,12,5,5,4,7,1,26,16,4,2,0,0,4,4,16,26,2,1,0,0,,,,,,,H
QuNddVyR,24.02.2017 21:00,Benevento,Bari,3,4,50%,50%,14,9,7,5,7,4,15,18,9,6,4,3,1,4,14,12,3,4,0,0,,,,,,,A
dODSj9al,24.02.2017 19:00,Brescia,Cittadella,4,1,50%,50%,13,12,7,5,6,7,16,16,4,7,2,2,4,3,14,14,0,1,0,1,,,,,,,H
xKt2zlF7,20.02.2017 20:30,Verona,Spal,0,0,48%,52%,12,6,3,4,9,2,17,23,6,0,0,0,4,3,23,17,1,2,1,0,,,,,,,D
W6B1xApe,19.02.2017 15:00,Pisa,Frosinone,0,0,47%,53%,5,7,2,1,3,6,16,23,1,6,1,0,1,2,22,16,3,1,0,0,,,,,,,D
bgDgvWFr,18.02.2017 15:00,AC Carpi,Brescia,2,1,49%,51%,16,6,11,4,5,2,23,32,5,6,6,2,3,9,26,21,2,4,0,0,,,,,,,H
jNUqaXi8,18.02.2017 15:00,Bari,Ternana,3,1,57%,43%,16,8,12,5,4,3,14,23,5,1,1,0,4,9,22,14,0,5,0,1,,,,,,,H
4heLdvW9,18.02.2017 15:00,Cittadella,Avellino,1,3,57%,43%,17,5,9,4,8,1,16,24,7,3,4,2,1,8,20,14,1,3,0,0,,,,,,,A
Q1dHcKG3,18.02.2017 15:00,L.R. Vicenza,Ascoli,1,1,52%,48%,9,9,5,4,4,5,24,16,8,3,3,2,3,4,13,22,3,5,1,0,,,,,,,D
nkOhcBMK,18.02.2017 15:00,Perugia,Entella,0,0,56%,44%,8,4,4,2,4,2,20,23,12,1,0,3,2,4,23,17,0,4,0,1,,,,,,,D
nHpQeboG,18.02.2017 15:00,Pro Vercelli,Benevento,0,1,53%,47%,9,8,1,4,8,4,20,20,3,1,8,1,3,1,12,19,1,1,0,0,,,,,,,A
hGCcwjVl,18.02.2017 15:00,Salernitana,Cesena,1,1,43%,57%,13,8,4,5,9,3,21,15,2,6,1,2,4,3,14,19,4,3,0,0,,,,,,,D
4QYmbi7E,18.02.2017 15:00,Spezia,Trapani,2,2,56%,44%,6,9,3,3,3,6,21,22,5,8,3,1,1,1,19,20,1,2,1,1,,,,,,,D
bTsbyUa1,17.02.2017 20:30,Latina,Novara,0,1,52%,48%,12,12,7,5,5,7,23,21,3,2,3,2,4,7,18,21,3,5,1,0,,,,,,,A
ny5AL5nk,14.02.2017 18:30,Ascoli,Pro Vercelli,3,1,45%,55%,4,14,3,6,1,8,13,25,4,13,2,3,5,0,23,10,4,3,0,0,,,,,,,H
8QPjsaWM,12.02.2017 15:00,Ternana,Perugia,0,1,42%,58%,6,9,4,3,2,6,19,22,7,4,4,2,2,4,18,17,2,3,0,0,,,,,,,A
GWEQzc9j,11.02.2017 18:00,Entella,Spal,0,3,39%,61%,8,12,4,9,4,3,13,19,5,5,4,1,6,4,15,12,2,2,1,0,,,,,,,A
dSiDb01c,11.02.2017 15:00,Ascoli,Trapani,2,2,49%,51%,10,8,6,5,4,3,16,20,5,5,2,3,3,4,18,13,3,3,0,0,,,,,,,D
CbWsqL1A,11.02.2017 15:00,Avellino,Verona,2,0,46%,54%,7,10,3,2,4,8,15,29,2,4,4,1,2,1,25,14,3,3,0,0,,,,,,,H
jkVoruHG,11.02.2017 15:00,Benevento,Latina,2,1,59%,41%,19,6,9,3,10,3,13,13,8,5,1,3,2,7,12,10,3,4,0,1,,,,,,,H
nHOftJoT,11.02.2017 15:00,Brescia,Pisa,1,1,50%,50%,14,8,5,6,9,2,20,22,8,2,2,2,5,4,20,18,2,3,0,0,,,,,,,D
M9wVoNHi,11.02.2017 15:00,Cesena,Bari,1,1,52%,48%,7,4,3,2,4,2,24,28,6,3,2,3,1,2,26,21,2,4,0,0,,,,,,,D
4YSZpsXc,11.02.2017 15:00,Frosinone,AC Carpi,1,0,63%,37%,10,10,2,4,8,6,22,19,6,5,3,0,4,1,16,22,2,6,0,1,,,,,,,H
IyXwp1n4,11.02.2017 15:00,Novara,Cittadella,1,1,49%,51%,11,9,3,3,8,6,25,24,6,3,1,4,2,2,23,21,2,2,0,0,,,,,,,D
Iyg9atni,11.02.2017 15:00,Pro Vercelli,Spezia,0,2,51%,49%,10,7,5,4,5,3,24,24,9,7,2,2,2,5,22,22,2,0,1,0,,,,,,,A
4dBMywfp,10.02.2017 20:30,L.R. Vicenza,Salernitana,0,1,58%,42%,4,12,2,6,2,6,20,18,7,6,2,0,5,2,16,20,1,3,0,0,,,,,,,A
fZJmZqYo,06.02.2017 20:30,Trapani,Avellino,0,0,48%,52%,11,8,3,3,8,5,12,13,5,7,2,3,3,3,11,9,2,1,0,0,,,,,,,D
pOC0WsI4,05.02.2017 12:30,AC Carpi,Cesena,1,2,44%,56%,7,8,2,3,5,5,7,30,3,3,4,1,1,1,26,6,3,2,0,0,,,,,,,A
rJvRn32o,04.02.2017 18:00,Bari,L.R. Vicenza,2,1,47%,53%,8,12,2,5,6,7,15,23,1,5,2,0,4,0,21,15,4,3,0,0,,,,,,,H
WvFCTu2N,04.02.2017 15:00,Cittadella,Pro Vercelli,0,0,60%,40%,5,8,2,3,3,5,19,20,6,4,1,6,3,2,19,13,1,4,0,0,,,,,,,D
OEB4V1XA,04.02.2017 15:00,Latina,Frosinone,0,1,47%,53%,6,12,1,5,5,7,23,23,5,4,3,1,4,1,20,22,3,2,0,0,,,,,,,A
SnIeXN2b,04.02.2017 15:00,Perugia,Brescia,3,2,65%,35%,14,3,8,3,6,0,27,15,8,0,1,2,1,5,14,25,3,4,0,0,,,,,,,H
GCjqOJPp,04.02.2017 15:00,Pisa,Entella,1,1,61%,39%,9,5,3,2,6,3,20,12,5,3,1,3,1,2,11,17,2,3,1,0,,,,,,,D
IyB8ULnH,04.02.2017 15:00,Salernitana,Novara,0,0,52%,48%,8,6,3,5,5,1,23,17,5,8,2,1,5,3,15,22,1,4,0,0,,,,,,,D
dl1pzQIu,04.02.2017 15:00,Spal,Ascoli,1,1,58%,42%,14,8,7,4,7,4,19,22,8,4,4,1,3,6,18,18,2,5,0,0,,,,,,,D
E34HSaHT,04.02.2017 15:00,Spezia,Ternana,2,0,53%,47%,11,3,5,1,6,2,16,23,1,3,1,0,1,3,22,16,1,4,0,0,,,,,,,H
ldJiY3mh,03.02.2017 20:30,Verona,Benevento,2,2,52%,48%,20,5,6,3,14,2,10,20,8,3,7,1,1,4,13,9,3,3,1,1,,,,,,,D
hhhHzxhg,30.01.2017 20:30,Spezia,Latina,3,2,51%,49%,8,12,5,6,3,6,22,27,3,8,2,1,4,2,25,21,3,4,1,0,,,,,,,H
rsoUXZyC,29.01.2017 17:30,Verona,Salernitana,2,0,47%,53%,7,16,5,5,2,11,16,23,4,6,4,4,5,3,19,12,1,2,0,0,,,,,,,H
UcmtVXLU,28.01.2017 15:00,Avellino,Entella,2,2,58%,42%,11,9,4,4,7,5,9,16,9,0,2,1,2,2,14,8,4,1,0,0,,,,,,,D
nFiLZe7a,28.01.2017 15:00,Bari,Perugia,0,0,49%,51%,7,7,3,1,4,6,14,20,5,7,4,0,1,3,16,14,5,2,0,0,,,,,,,D
YkxGxbNt,28.01.2017 15:00,Benevento,AC Carpi,3,0,63%,37%,17,8,7,2,10,6,19,16,4,3,3,2,2,4,13,17,2,2,0,0,,,,,,,H
Iw26IfxP,28.01.2017 15:00,Cesena,Ascoli,2,2,51%,49%,10,5,5,4,5,1,17,24,9,4,1,2,2,3,23,15,3,2,0,0,,,,,,,D
MXqYWgiI,28.01.2017 15:00,L.R. Vicenza,Spal,1,1,47%,53%,12,11,4,6,8,5,16,20,2,4,2,1,5,3,18,15,5,4,0,0,,,,,,,D
0IePYFM5,28.01.2017 15:00,Novara,Pisa,1,1,54%,46%,9,6,5,4,4,2,20,20,6,4,0,4,3,4,20,16,2,2,1,0,,,,,,,D
j7lxWD6O,28.01.2017 15:00,Pro Vercelli,Trapani,1,3,55%,45%,13,10,7,6,6,4,15,14,5,2,0,2,3,6,14,13,2,1,0,0,,,,,,,A
E1gDyIxm,28.01.2017 15:00,Ternana,Cittadella,1,0,53%,47%,4,14,3,6,1,8,20,21,4,8,1,2,6,2,20,18,3,2,0,0,,,,,,,H
WtjlsvFP,27.01.2017 20:30,Frosinone,Brescia,1,0,55%,45%,7,9,3,3,4,6,21,22,3,3,3,1,3,2,19,20,3,5,0,1,,,,,,,H
UyGWSmfF,23.01.2017 20:30,Perugia,Cesena,3,3,57%,43%,10,6,7,3,3,3,19,9,6,2,0,2,0,4,9,17,2,3,0,0,,,,,,,D
0v9EKP1e,22.01.2017 17:30,Salernitana,Spezia,1,0,56%,44%,6,9,2,4,4,5,21,18,5,1,0,1,4,1,18,20,0,3,0,0,,,,,,,H
Yi7MI3W7,21.01.2017 15:00,AC Carpi,L.R. Vicenza,0,0,53%,47%,12,3,6,0,6,3,24,27,9,5,1,2,0,6,26,22,3,3,0,0,,,,,,,D
K6Yu6Qn2,21.01.2017 15:00,Brescia,Avellino,0,2,53%,47%,10,6,3,3,7,3,30,24,3,1,3,10,1,3,20,20,5,5,1,0,,,,,,,A
Y9MNU9P2,21.01.2017 15:00,Cittadella,Bari,2,0,53%,47%,20,7,13,5,7,2,16,24,3,2,4,0,5,11,20,16,3,4,0,0,,,,,,,H
8SEzS79L,21.01.2017 15:00,Entella,Frosinone,2,1,58%,42%,15,4,3,3,12,1,17,20,2,1,2,1,2,1,18,16,1,6,0,1,,,,,,,H
23TwRROR,21.01.2017 15:00,Latina,Verona,2,0,47%,53%,7,12,5,3,2,9,19,21,6,6,2,1,3,3,19,18,0,2,0,0,,,,,,,H
f18IJqH1,21.01.2017 15:00,Pisa,Ternana,1,0,59%,41%,7,4,4,3,3,1,22,9,4,6,0,0,3,3,9,22,1,3,0,0,,,,,,,H
nDQRTTv9,21.01.2017 15:00,Spal,Benevento,2,0,56%,44%,8,11,6,3,2,8,13,12,10,4,6,1,3,4,6,12,1,1,0,0,,,,,,,H
4CF5MoXr,21.01.2017 15:00,Trapani,Novara,2,1,58%,42%,12,9,7,4,5,5,16,23,10,3,5,0,3,5,18,16,3,4,0,0,,,,,,,H
plKcgm3d,30.12.2016 20:30,Benevento,Pisa,1,0,47%,53%,12,10,5,6,7,4,14,23,4,2,0,5,6,4,23,9,2,1,0,0,,,,,,,H
ngbtIWuc,30.12.2016 20:30,Cittadella,Entella,2,1,56%,44%,10,4,5,3,5,1,20,19,12,4,3,0,2,3,16,20,2,2,0,0,,,,,,,H
fJ1lGAA9,30.12.2016 20:30,Latina,Avellino,0,0,52%,48%,6,7,2,4,4,3,19,15,3,9,3,1,4,2,12,18,0,4,0,0,,,,,,,D
GYkcEluM,30.12.2016 20:30,Pro Vercelli,Frosinone,2,0,42%,58%,9,7,5,7,4,0,24,31,1,6,2,1,7,3,29,23,4,3,0,1,,,,,,,H
OvuX7nIk,30.12.2016 20:30,Ternana,Ascoli,0,1,51%,49%,9,10,3,9,6,1,19,15,10,5,2,0,8,3,13,19,3,2,1,0,,,,,,,A
tGZy76Xe,30.12.2016 20:30,Trapani,Brescia,0,0,52%,48%,8,4,3,0,5,4,17,24,6,1,5,2,0,3,19,15,2,3,0,1,,,,,,,D
QqcpHje3,30.12.2016 20:30,Verona,Cesena,3,0,49%,51%,10,16,7,10,3,6,16,13,5,8,1,1,10,4,12,15,1,2,0,0,,,,,,,H
Y90hFUPF,30.12.2016 17:30,Novara,AC Carpi,2,1,49%,51%,2,13,2,4,0,9,24,25,0,5,3,1,3,0,22,23,6,3,0,0,,,,,,,H
S8g1D8fS,30.12.2016 15:00,Salernitana,Perugia,2,1,47%,53%,7,11,3,4,4,7,18,24,6,5,5,2,3,1,19,16,1,0,0,0,,,,,,,H
WpGgfTmj,29.12.2016 20:30,Bari,Spal,1,1,51%,49%,7,6,3,3,4,3,17,18,5,4,0,3,2,2,18,14,3,3,0,0,,,,,,,D
pltT8S2q,28.12.2016 20:30,Spezia,L.R. Vicenza,0,0,44%,56%,7,13,0,5,7,8,12,18,3,3,1,1,5,0,17,11,1,2,1,0,,,,,,,D
nXM55gdi,24.12.2016 15:00,AC Carpi,Verona,1,1,44%,56%,5,9,2,5,3,4,21,27,2,5,3,0,4,1,24,21,4,6,0,0,,,,,,,D
EqhinWeT,24.12.2016 15:00,Ascoli,Bari,1,1,51%,49%,18,5,7,2,11,3,19,15,5,6,1,0,1,6,14,19,1,1,0,1,,,,,,,D
KQUJsj4p,24.12.2016 15:00,Avellino,Salernitana,3,2,46%,54%,7,10,6,5,1,5,10,19,4,7,1,3,3,3,18,7,3,6,1,1,,,,,,,H
bHTNtAJj,24.12.2016 15:00,Brescia,Pro Vercelli,2,1,56%,44%,9,7,4,4,5,3,25,19,6,5,3,2,3,2,16,23,2,2,0,0,,,,,,,H
QNL94DBc,24.12.2016 15:00,Cesena,Trapani,3,1,52%,48%,11,6,5,4,6,2,15,23,2,4,1,0,3,2,22,15,0,3,0,0,,,,,,,H
zFUNakQS,24.12.2016 15:00,Entella,Novara,4,1,47%,53%,10,16,9,8,1,8,16,23,2,9,8,0,7,5,15,16,1,2,0,0,,,,,,,H
8nBE3XQ3,24.12.2016 15:00,Frosinone,Benevento,3,2,54%,46%,16,9,5,8,11,1,21,15,8,8,4,1,6,2,11,20,2,2,0,0,,,,,,,H
xOGke9Yq,24.12.2016 15:00,L.R. Vicenza,Cittadella,2,0,54%,46%,8,7,5,2,3,5,14,18,6,5,1,0,2,3,17,14,4,3,0,0,,,,,,,H
MkFI2itA,24.12.2016 15:00,Perugia,Latina,1,1,62%,38%,7,13,2,2,5,11,23,13,6,2,2,2,1,1,11,21,2,4,0,0,,,,,,,D
f3DQ0VAM,24.12.2016 15:00,Spal,Ternana,4,0,51%,49%,12,13,6,7,6,6,17,15,8,11,1,3,7,2,14,14,3,3,0,0,,,,,,,H
GCEM1BeG,24.12.2016 12:30,Pisa,Spezia,0,0,47%,53%,0,5,0,2,0,3,21,17,2,3,0,0,2,0,17,21,1,2,0,0,,,,,,,D
xl0tUWZp,19.12.2016 20:30,Verona,Entella,1,0,55%,45%,13,5,4,1,9,4,25,19,6,0,1,3,1,3,18,22,2,2,0,0,,,,,,,H
hbw9nujC,18.12.2016 17:30,Benevento,Ascoli,0,0,60%,40%,21,5,8,2,13,3,20,12,11,3,2,5,2,8,10,15,1,4,0,0,,,,,,,D
E7v5mLz6,17.12.2016 15:00,Bari,Avellino,2,1,57%,43%,12,6,7,4,5,2,16,22,12,2,0,1,3,5,22,15,2,0,0,0,,,,,,,H
0OxDoa5I,17.12.2016 15:00,Cittadella,Pisa,1,0,56%,44%,14,5,6,2,8,3,19,24,5,3,0,0,2,5,24,19,1,3,0,1,,,,,,,H
vgvPhGCo,17.12.2016 15:00,Latina,Brescia,1,1,48%,52%,12,15,5,6,7,9,24,24,6,5,2,1,5,4,22,23,3,2,0,0,,,,,,,D
hdrTizSi,17.12.2016 15:00,Novara,Cesena,3,1,48%,52%,11,17,6,9,5,8,16,15,2,6,1,1,8,3,14,15,1,4,0,0,,,,,,,H
nJsXjfsb,17.12.2016 15:00,Pro Vercelli,Spal,3,1,48%,52%,9,7,5,3,4,4,19,32,5,8,2,1,2,2,30,18,2,2,0,0,,,,,,,H
Q9tyjEd4,17.12.2016 15:00,Salernitana,AC Carpi,1,2,56%,44%,5,6,2,4,3,2,23,24,1,3,3,4,2,1,21,19,7,4,1,1,,,,,,,A
roytkYBA,17.12.2016 15:00,Spezia,Perugia,2,1,57%,43%,13,6,2,4,11,2,11,15,9,2,0,0,3,0,15,11,2,3,0,1,,,,,,,H
MyzplhRG,17.12.2016 15:00,Ternana,L.R. Vicenza,1,2,56%,44%,6,8,1,6,5,2,18,15,5,3,1,1,4,0,14,17,3,2,1,0,,,,,,,A
GbZmmCtN,16.12.2016 20:30,Trapani,Frosinone,1,4,48%,52%,9,11,3,7,6,4,11,20,3,3,1,1,3,2,19,10,4,2,1,0,,,,,,,A
AFqdFF7P,13.12.2016 20:30,Ascoli,Entella,2,1,50%,50%,7,11,3,6,4,5,24,20,7,8,2,3,5,1,18,21,4,3,0,1,,,,,,,H
IuPQZ166,11.12.2016 17:30,Brescia,Novara,0,0,53%,47%,11,11,6,8,5,3,15,13,6,4,1,1,8,6,12,14,4,1,0,0,,,,,,,D
04EVYLLC,10.12.2016 15:00,AC Carpi,Ternana,1,1,45%,55%,11,5,7,2,4,3,16,22,8,2,2,2,1,6,20,14,5,5,1,1,,,,,,,D
AFLIyOyf,10.12.2016 15:00,Ascoli,Latina,2,2,46%,54%,15,13,7,5,8,8,22,24,3,7,3,4,3,5,20,18,3,1,0,2,16,23,,,,,D
vkQMzri0,10.12.2016 15:00,Avellino,Benevento,1,1,44%,56%,11,12,3,6,8,6,13,14,6,3,4,2,5,2,10,11,3,3,0,0,,,,,,,D
CvIZXuyJ,10.12.2016 15:00,Cesena,Cittadella,3,0,50%,50%,13,10,9,4,4,6,13,10,10,7,0,2,4,6,10,11,2,2,0,0,,,,,,,H
Iuodks6g,10.12.2016 15:00,Entella,Trapani,2,2,54%,46%,16,9,8,4,8,5,20,21,11,2,8,1,2,6,13,19,3,3,0,0,,,,,,,D
Qs6HdPDJ,10.12.2016 15:00,Frosinone,Salernitana,1,3,57%,43%,10,4,3,3,7,1,27,18,7,3,1,4,0,2,17,23,1,3,0,0,,,,,,,A
Wrk0l1La,10.12.2016 15:00,L.R. Vicenza,Verona,1,0,54%,46%,3,7,1,2,2,5,20,23,5,3,6,0,2,0,17,20,3,4,0,0,,,,,,,H
4Y4LeqTP,10.12.2016 15:00,Perugia,Pro Vercelli,1,0,57%,43%,14,5,6,1,8,4,16,12,7,3,3,1,1,5,9,15,2,4,0,0,,,,,,,H
OIohjNjm,10.12.2016 15:00,Spal,Spezia,2,1,51%,49%,10,9,7,2,3,7,22,10,4,6,0,1,1,5,10,21,3,6,1,0,,,,,,,H
pSnli3ys,09.12.2016 20:30,Pisa,Bari,0,0,54%,46%,9,6,2,3,7,3,25,14,7,4,1,0,3,2,13,25,1,4,0,1,,,,,,,D
67KmO47f,05.12.2016 20:30,Benevento,Cesena,2,1,46%,54%,12,6,5,4,7,2,14,19,1,6,1,2,3,3,18,12,4,4,0,0,,,,,,,H
EXNeMrx7,04.12.2016 15:00,Verona,Perugia,2,2,46%,54%,5,9,4,6,1,3,16,16,3,5,1,2,4,2,15,14,2,4,0,0,,,,,,,D
phWvQQxr,03.12.2016 15:00,Avellino,Ascoli,1,2,49%,51%,10,10,5,5,5,5,20,11,6,5,2,2,3,4,9,18,3,4,1,0,,,,,,,A
OrVrPphl,03.12.2016 15:00,Bari,Salernitana,2,0,51%,49%,8,12,4,4,4,8,23,20,7,9,2,1,4,2,18,22,4,3,0,0,,,,,,,H
KAOiNOM0,03.12.2016 15:00,Cittadella,Spal,1,2,50%,50%,6,9,2,7,4,2,12,27,6,7,3,0,5,1,24,12,4,2,0,0,,,,,,,A
hOMaL2iD,03.12.2016 15:00,Latina,Entella,1,1,49%,51%,12,10,4,7,8,3,19,17,5,3,2,3,6,3,15,16,3,3,1,0,,,,,,,D
vRszpnUD,03.12.2016 15:00,Novara,L.R. Vicenza,2,1,49%,51%,10,9,7,3,3,6,18,22,1,7,2,3,2,5,20,15,4,3,0,1,,,,,,,H
IHtvq6qK,03.12.2016 15:00,Pro Vercelli,Pisa,0,0,50%,50%,9,8,0,2,9,6,25,29,5,5,1,3,2,0,28,22,4,5,1,0,,,,,,,D
CvtrrQbQ,03.12.2016 15:00,Spezia,Frosinone,0,0,53%,47%,8,5,4,2,4,3,18,20,8,3,0,0,2,4,20,18,2,4,0,1,,,,,,,D
l0X9wp7s,03.12.2016 15:00,Ternana,Brescia,1,0,53%,47%,16,12,6,2,10,10,11,16,7,1,3,4,2,5,13,7,4,3,0,0,,,,,,,H
WOMEx4Mm,02.12.2016 20:30,Trapani,AC Carpi,0,1,56%,44%,11,6,3,2,8,4,23,17,4,1,1,2,1,3,16,21,4,3,0,0,,,,,,,A
KAn0X8p8,28.11.2016 20:30,Salernitana,Pro Vercelli,1,1,53%,47%,14,10,7,7,7,3,16,12,12,4,0,0,6,6,12,16,2,4,0,0,,,,,,,D
Au59Aowe,27.11.2016 17:30,Verona,Bari,1,0,53%,47%,7,7,5,2,2,5,20,26,9,0,2,1,2,4,24,19,2,6,0,0,,,,,,,H
06FZGm0R,26.11.2016 15:00,AC Carpi,Cittadella,2,0,39%,61%,5,9,2,0,3,9,20,19,3,7,0,1,0,0,19,19,3,3,0,0,,,,,,,H
IsQUHTpL,26.11.2016 15:00,Brescia,Ascoli,1,0,58%,42%,17,4,9,3,8,1,18,20,10,1,3,2,3,8,17,16,5,2,0,0,,,,,,,H
xS61C78r,26.11.2016 15:00,Cesena,Avellino,3,0,58%,42%,14,6,11,4,3,2,18,13,10,5,1,3,4,8,12,15,0,2,0,0,,,,,,,H
