id,date,home_team,away_team,home_goals,away_goals,Ball Possession_home,Ball Possession_away,Goal Attempts_home,Goal Attempts_away,Shots on Goal_home,Shots on Goal_away,Shots off Goal_home,Shots off Goal_away,Free Kicks_home,Free Kicks_away,Corner Kicks_home,Corner Kicks_away,Offsides_home,Offsides_away,Goalkeeper Saves_home,Goalkeeper Saves_away,Fouls_home,Fouls_away,Yellow Cards_home,Yellow Cards_away,Total Passes_home,Total Passes_away,Tackles_home,Tackles_away,Attacks_home,Attacks_away,Dangerous Attacks_home,Dangerous Attacks_away,Red Cards_home,Red Cards_away,Throw-ins_home,Throw-ins_away,Goal Kicks_home,Goal Kicks_away,result
QNDIJDqB,07.03.2020 14:30,Cittadella,Pordenone,0,2,,,15,8,3,3,12,5,18,19,6,3,2,1,1,3,17,17,1,2,510,371,22,10,57,59,52,40,1,0,,,,,A
zZbz7z05,04.03.2020 21:00,Spezia,Pescara,2,0,,,14,6,7,0,7,6,18,11,9,0,0,5,0,5,11,13,1,4,593,519,15,12,130,98,65,35,0,0,,,,,H
pnVjSpWD,04.03.2020 18:50,Ascoli,Chievo,1,1,,,12,16,5,5,7,11,10,13,6,2,1,0,4,4,14,10,2,3,519,470,22,11,127,117,49,34,0,0,,,,,D
MBhKAI0t,03.03.2020 21:00,Cosenza,Cittadella,1,2,,,12,15,4,5,8,10,14,19,8,5,0,1,3,3,19,13,2,2,435,466,12,11,105,107,48,39,0,0,,,,,A
4zrP9xGn,03.03.2020 21:00,Cremonese,Empoli,2,3,,,19,16,7,8,12,8,9,20,4,9,2,0,5,5,18,9,3,1,373,507,10,12,89,115,66,38,0,0,,,,,A
hAgu6fFB,03.03.2020 21:00,Crotone,Pisa,1,0,,,19,5,4,2,15,3,23,18,12,1,3,2,2,3,15,21,2,6,612,248,18,11,130,90,68,38,0,2,,,,,H
2L0S8dVh,03.03.2020 21:00,Livorno,Frosinone,2,2,,,12,17,6,7,6,10,13,19,3,5,1,1,5,4,18,12,3,2,432,610,16,18,106,108,52,60,0,0,,,,,D
dWy931gD,03.03.2020 21:00,Perugia,Benevento,1,2,,,6,19,2,6,4,13,14,22,7,5,1,0,4,1,21,14,1,0,496,481,8,14,138,91,54,28,0,0,,,,,A
dr0W7Gpa,03.03.2020 21:00,Pordenone,Juve Stabia,2,1,,,13,12,6,2,7,10,16,28,6,7,3,2,1,4,25,14,3,5,315,472,10,8,87,100,36,41,0,0,,,,,H
W0hq5EUH,03.03.2020 21:00,Salernitana,Venezia,2,0,,,11,21,5,4,6,17,12,18,4,7,3,3,4,3,15,9,1,3,413,475,18,35,67,107,45,52,0,1,,,,,H
QNim4YqO,03.03.2020 21:00,Trapani,Entella,4,1,,,18,12,7,3,11,9,18,24,6,1,5,2,2,3,19,16,2,2,495,343,6,7,114,91,63,31,0,0,,,,,H
dA0YjO97,01.03.2020 21:00,Pescara,Ascoli,2,1,,,24,12,7,2,17,10,23,15,4,2,1,0,1,5,14,23,1,6,469,489,11,4,109,106,48,46,0,0,,,,,H
pWtTC5WQ,29.02.2020 18:00,Chievo,Livorno,0,1,,,14,9,3,3,11,6,21,15,7,3,1,1,2,3,14,21,1,4,571,471,3,7,143,100,60,40,0,0,,,,,A
MDqd639f,29.02.2020 18:00,Frosinone,Salernitana,1,0,,,10,5,2,0,8,5,28,14,9,2,1,1,0,1,13,27,3,3,349,512,9,16,86,97,36,27,0,0,,,,,H
zHm05NO0,29.02.2020 15:00,Benevento,Spezia,3,1,,,13,8,7,5,6,3,22,15,7,2,1,1,4,4,14,21,4,4,490,367,11,20,95,67,51,36,0,1,,,,,H
CIrLER1E,29.02.2020 15:00,Cittadella,Cremonese,0,0,,,10,10,3,1,7,9,10,17,3,10,2,3,1,3,15,7,3,2,469,455,8,20,128,127,41,47,0,0,,,,,D
Sjph7qfl,29.02.2020 15:00,Empoli,Pordenone,0,1,,,20,14,6,4,14,10,11,16,12,4,1,2,3,6,15,9,2,2,545,385,4,13,104,103,62,34,0,0,,,,,A
Iuw54sv7,29.02.2020 15:00,Juve Stabia,Trapani,2,2,,,14,14,5,4,9,10,24,10,7,5,1,6,2,3,9,20,2,5,491,275,18,14,113,80,60,45,0,0,,,,,D
l0ol8Pvr,29.02.2020 15:00,Pisa,Perugia,1,0,,,17,10,8,0,9,10,22,21,5,3,3,2,0,7,18,20,2,1,381,426,2,9,116,107,45,32,1,0,,,,,H
bFvHF7n8,29.02.2020 15:00,Venezia,Cosenza,1,1,,,14,12,5,4,9,8,23,21,4,5,3,2,3,4,19,22,2,1,350,304,16,7,124,96,47,47,0,0,,,,,D
6urPDoHK,28.02.2020 21:00,Entella,Crotone,1,2,,,16,8,4,3,12,5,12,28,2,5,4,1,1,3,24,11,3,1,488,568,16,7,126,134,46,37,1,0,,,,,A
KOJs18XE,24.02.2020 21:00,Perugia,Empoli,0,1,,,15,8,1,3,14,5,18,25,8,4,4,1,2,1,23,17,2,4,502,491,8,11,109,100,60,25,0,0,,,,,A
AgbMgQPl,23.02.2020 21:00,Crotone,Pescara,4,1,,,20,20,13,6,7,14,12,19,4,5,1,1,5,9,18,11,3,2,490,456,7,3,130,117,40,54,0,1,,,,,H
OdQY2U22,23.02.2020 15:00,Pordenone,Chievo,0,1,,,14,5,3,2,11,3,13,20,5,5,1,2,1,3,19,11,2,4,493,494,10,17,140,118,51,39,0,0,,,,,A
SU8Hf6Ar,23.02.2020 15:00,Salernitana,Livorno,1,0,,,15,9,3,1,12,8,14,20,1,2,3,1,1,2,18,14,3,2,491,507,10,9,81,130,43,47,0,0,,,,,H
IJ1Ui4f1,22.02.2020 18:00,Pisa,Venezia,1,2,,,17,9,5,5,12,4,23,14,7,3,3,4,3,4,13,20,0,3,492,307,8,7,139,91,62,22,0,0,,,,,A
hxIkan2R,22.02.2020 15:00,Cittadella,Juve Stabia,3,0,,,26,4,11,2,15,2,6,22,11,3,2,0,2,8,21,6,4,2,365,390,16,16,107,73,60,27,0,0,,,,,H
AgxivoQ1,22.02.2020 15:00,Entella,Benevento,0,4,,,5,6,3,3,2,3,9,16,3,2,1,1,0,3,16,8,1,0,181,271,15,7,114,73,55,40,0,0,,,,,A
lpcQhpue,22.02.2020 15:00,Trapani,Spezia,1,1,,,9,13,4,4,5,9,17,20,3,0,2,1,3,3,18,16,4,1,294,604,25,29,110,118,40,29,1,0,,,,,D
bFIo0SnL,21.02.2020 21:00,Cosenza,Frosinone,0,2,,,15,13,4,3,11,10,14,17,5,2,0,1,1,4,17,14,3,3,581,433,5,21,153,95,60,32,0,0,,,,,A
zypvsmtq,17.02.2020 21:00,Chievo,Salernitana,2,0,,,9,16,2,3,7,13,17,15,0,3,2,1,3,0,13,16,4,2,334,553,19,5,84,135,41,34,0,0,,,,,H
viq9n9IL,16.02.2020 21:00,Empoli,Pisa,2,1,,,18,11,6,4,12,7,18,15,6,2,1,1,3,4,14,17,2,4,516,327,38,22,122,101,58,41,0,0,,,,,H
ERrrt7ek,16.02.2020 15:00,Cremonese,Trapani,5,0,,,20,14,10,3,10,11,18,14,4,3,0,1,3,5,14,17,2,2,471,408,8,21,108,136,41,51,0,1,,,,,H
dSg4mk3F,16.02.2020 15:00,Frosinone,Perugia,1,0,,,6,12,5,1,1,11,17,12,8,2,3,1,1,4,10,17,3,0,355,490,10,16,71,101,30,48,0,0,,,,,H
WQLBsaFd,15.02.2020 18:00,Spezia,Ascoli,3,1,,,20,9,7,4,13,5,18,13,8,0,2,2,3,4,11,16,5,4,763,338,3,13,164,71,97,14,0,1,,,,,H
IsrDoTXR,15.02.2020 15:00,Benevento,Pordenone,2,1,,,16,15,5,5,11,10,16,17,7,2,5,1,4,3,12,15,1,2,459,394,5,8,81,105,54,49,0,0,,,,,H
rPk0lVm9,15.02.2020 15:00,Juve Stabia,Crotone,3,2,,,20,19,7,8,13,11,22,22,8,11,5,4,6,4,18,18,4,3,325,437,11,10,81,84,33,49,0,0,,,,,H
l2jdkBY2,15.02.2020 15:00,Livorno,Cosenza,0,3,,,7,15,3,5,4,10,15,25,2,6,2,0,2,3,24,15,2,2,480,476,15,16,130,107,41,45,1,0,,,,,A
djYnuRAe,15.02.2020 15:00,Venezia,Entella,2,2,,,11,15,4,6,7,9,23,20,7,3,6,4,4,2,14,19,3,2,464,357,24,11,105,81,44,38,0,0,,,,,D
ABihjiJd,14.02.2020 21:00,Pescara,Cittadella,1,2,,,9,11,5,7,4,4,26,9,8,6,3,1,5,4,6,25,2,3,460,472,5,5,108,106,46,35,0,0,,,,,A
4KBrbQbp,11.02.2020 21:00,Spezia,Cremonese,3,2,,,24,9,10,3,14,6,20,15,5,2,4,1,1,7,11,20,2,5,517,372,12,10,137,76,77,28,0,0,,,,,H
hzN7ru0j,10.02.2020 21:00,Salernitana,Trapani,1,0,,,8,11,5,3,3,8,21,17,0,3,1,3,3,4,16,18,3,3,298,298,6,12,95,141,30,64,0,0,,,,,H
pAcUULVj,09.02.2020 21:00,Cosenza,Benevento,0,1,,,14,8,8,5,6,3,18,28,2,5,1,6,4,8,27,12,5,2,409,428,5,12,92,97,44,33,0,1,,,,,A
OKWyl1xT,09.02.2020 15:00,Entella,Pescara,2,0,,,11,8,5,2,6,6,19,22,5,4,6,3,2,3,16,16,3,3,419,595,11,2,104,121,52,55,0,0,,,,,H
bDoCg58i,09.02.2020 15:00,Pisa,Chievo,1,1,,,15,14,6,6,9,8,23,27,10,5,1,1,5,5,27,22,5,3,410,362,25,19,111,87,64,29,1,0,,,,,D
bDN3qLpp,08.02.2020 18:00,Perugia,Spezia,0,3,,,9,12,3,5,6,7,16,16,5,5,0,0,2,3,16,16,3,2,412,520,9,5,110,115,47,42,0,0,,,,,A
fuuLiqw4,08.02.2020 15:00,Cittadella,Empoli,1,2,,,14,11,4,5,10,6,20,20,8,3,1,3,3,3,19,18,2,1,484,357,17,8,125,81,61,29,0,0,,,,,A
CGkGhPNc,08.02.2020 15:00,Crotone,Cremonese,1,0,,,14,9,4,4,10,5,18,8,6,2,1,4,4,3,7,14,1,2,703,337,23,19,133,106,71,32,0,0,,,,,H
tdsXlsNM,08.02.2020 15:00,Pordenone,Livorno,2,2,,,23,11,12,4,11,7,18,15,4,5,1,1,2,10,14,17,4,5,501,484,12,6,132,93,68,46,0,0,,,,,D
YVwPj3hA,08.02.2020 15:00,Venezia,Frosinone,0,1,,,15,12,6,2,9,10,25,13,2,3,1,6,1,6,12,18,2,3,519,413,16,18,118,84,59,30,0,0,,,,,A
25rTkN7G,07.02.2020 21:00,Ascoli,Juve Stabia,2,2,,,14,17,5,6,9,11,13,24,7,5,2,1,4,3,24,12,2,3,282,464,23,8,89,115,40,40,0,0,,,,,D
jTNvgYHt,03.02.2020 21:00,Pescara,Cosenza,2,1,,,8,12,3,4,5,8,20,22,8,4,7,1,3,1,15,18,5,4,515,372,15,9,0,90,27,34,1,2,,,,,H
lrKalAWB,02.02.2020 21:00,Benevento,Salernitana,1,1,,,13,8,2,2,11,6,22,22,5,0,3,1,1,1,19,21,3,4,423,419,8,24,114,89,54,28,1,0,,,,,D
SYI3mUoI,02.02.2020 15:00,Chievo,Venezia,0,1,,,7,8,2,7,5,1,14,31,3,4,1,0,6,2,30,14,4,2,446,469,13,7,137,87,46,30,0,0,,,,,A
bgRniCng,02.02.2020 15:00,Juve Stabia,Perugia,1,2,,,10,15,2,9,8,6,25,14,8,6,0,1,7,1,14,24,2,5,485,312,8,14,113,83,48,37,0,0,,,,,A
K2SrhhXn,01.02.2020 18:00,Empoli,Crotone,3,1,,,17,10,7,5,10,5,15,22,3,10,5,2,4,4,18,13,3,3,397,582,26,9,96,120,31,53,0,0,,,,,H
6JbQV1Gp,01.02.2020 15:00,Frosinone,Entella,1,0,,,10,6,1,0,9,6,26,14,7,4,3,2,0,0,11,24,2,4,476,436,8,36,103,116,49,47,0,0,,,,,H
nFcUYUWO,01.02.2020 15:00,Livorno,Ascoli,0,3,,,17,18,8,9,9,9,19,20,6,5,1,0,6,8,19,19,2,2,497,417,7,11,100,86,65,26,0,0,,,,,A
fLKekjH5,01.02.2020 15:00,Spezia,Pordenone,1,0,,,12,11,3,1,9,10,23,15,3,5,1,6,1,2,14,18,2,3,608,311,4,7,96,100,54,38,1,0,,,,,H
lKyDcE9P,01.02.2020 15:00,Trapani,Cittadella,0,3,,,8,11,1,5,7,6,18,23,5,4,4,1,2,1,20,17,3,3,306,483,14,10,106,128,53,34,0,0,,,,,A
tIGijW1a,31.01.2020 21:00,Cremonese,Pisa,3,4,,,14,17,4,8,10,9,20,18,5,6,2,6,4,1,16,15,4,3,374,364,16,10,95,118,39,60,1,0,,,,,A
bunExDXa,27.01.2020 21:00,Perugia,Livorno,1,0,,,8,4,2,2,6,2,26,16,6,3,0,2,2,1,16,24,2,3,439,546,11,19,114,121,49,37,0,0,,,,,H
QRm6vZ2m,26.01.2020 21:00,Ascoli,Frosinone,0,1,,,12,9,2,4,10,5,18,22,5,2,2,0,3,2,20,16,3,2,488,432,9,13,121,91,46,28,0,0,,,,,A
f7uNzi2C,26.01.2020 15:00,Crotone,Spezia,1,2,,,6,11,2,3,4,8,26,21,6,8,3,7,1,1,18,19,4,4,533,461,11,7,94,75,28,36,1,0,,,,,A
lUvRZAHI,26.01.2020 15:00,Venezia,Trapani,1,1,,,6,18,2,7,4,11,20,15,2,5,0,4,6,1,15,16,2,3,484,393,14,16,69,108,21,65,0,0,,,,,D
6s7ZqeuQ,25.01.2020 18:00,Salernitana,Cosenza,2,1,,,13,9,5,2,8,7,19,21,3,6,0,1,1,3,21,18,2,2,425,452,16,12,102,111,44,21,0,0,,,,,H
0pKmMimJ,25.01.2020 15:00,Cittadella,Benevento,1,2,,,12,13,1,6,11,7,8,24,3,6,1,4,4,0,24,7,6,3,355,398,12,15,87,86,50,43,1,0,,,,,A
COq2uFms,25.01.2020 15:00,Entella,Cremonese,1,1,,,15,16,2,5,13,11,22,17,4,7,4,9,4,1,14,15,2,4,505,442,9,9,127,128,49,27,0,0,,,,,D
KlmAwgIg,25.01.2020 15:00,Pisa,Juve Stabia,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,D
GGtJyXn6,25.01.2020 15:00,Pordenone,Pescara,0,2,,,14,19,3,5,11,14,11,18,4,3,2,0,3,3,17,11,3,2,485,584,10,21,136,117,37,50,0,0,,,,,A
Sj8VpyQJ,24.01.2020 21:00,Empoli,Chievo,1,1,,,12,15,5,5,7,10,24,23,3,3,1,2,4,4,23,21,5,5,439,425,16,11,115,96,37,46,0,0,,,,,D
v7mhXHeK,20.01.2020 21:00,Cosenza,Crotone,0,1,,,12,11,4,4,8,7,21,27,9,2,1,2,3,4,26,19,1,3,440,389,9,16,118,99,58,31,0,0,,,,,A
hETSQFYm,19.01.2020 21:00,Benevento,Pisa,1,1,,,22,11,10,5,12,6,18,14,8,2,4,1,4,9,11,16,3,4,405,370,18,15,100,96,62,43,0,1,,,,,D
QRRzPg30,19.01.2020 15:00,Pescara,Salernitana,1,2,,,9,13,3,10,6,3,21,15,4,5,1,2,8,2,14,19,2,4,404,291,6,9,131,91,55,46,0,0,,,,,A
SWqlYctE,19.01.2020 15:00,Spezia,Cittadella,1,1,,,8,7,3,2,5,5,20,16,0,1,4,5,1,2,15,14,1,1,353,423,17,5,71,129,19,52,0,0,,,,,D
zwZNReJs,18.01.2020 18:00,Chievo,Perugia,2,0,,,10,9,5,4,5,5,20,24,5,4,3,1,4,3,20,20,4,3,402,491,25,12,107,116,42,33,0,1,,,,,H
vVVvODI6,18.01.2020 15:00,Cremonese,Venezia,0,0,,,8,19,3,5,5,14,13,15,5,7,2,2,5,3,13,9,3,2,451,541,11,15,113,114,56,65,1,0,,,,,D
YTndWyBQ,18.01.2020 15:00,Juve Stabia,Empoli,1,0,,,13,11,3,5,10,6,21,17,6,4,3,1,5,2,11,19,1,3,402,427,9,11,80,123,30,45,0,0,,,,,H
MgLqNXXC,18.01.2020 15:00,Livorno,Entella,4,4,,,17,17,8,7,9,10,9,7,3,2,2,1,3,5,9,12,3,3,503,518,10,16,100,122,53,43,1,1,,,,,D
QR559E3D,18.01.2020 15:00,Trapani,Ascoli,3,1,,,16,11,8,3,8,8,7,10,5,5,1,1,2,5,9,6,4,3,317,442,22,38,108,112,56,37,1,1,,,,,H
W4SWPZmf,17.01.2020 21:00,Frosinone,Pordenone,2,2,,,9,15,5,6,4,9,26,17,2,6,2,0,4,3,15,24,5,1,407,407,15,10,96,119,41,49,0,0,,,,,D
nDOEJbRK,29.12.2019 21:00,Empoli,Livorno,1,1,,,17,10,5,3,12,7,25,21,6,3,3,0,2,4,19,23,4,3,471,549,23,5,126,95,45,37,0,0,,,,,D
Sd5WdyK7,29.12.2019 18:00,Benevento,Ascoli,4,0,,,24,12,11,2,13,10,15,13,2,4,2,2,2,7,12,14,2,5,311,534,18,15,100,103,46,39,0,1,,,,,H
t0gELKd8,29.12.2019 15:00,Cittadella,Entella,1,3,,,14,10,4,4,10,6,22,19,9,4,4,7,1,3,16,16,3,4,524,285,31,14,139,99,64,31,0,0,,,,,A
KjhIKvCE,29.12.2019 15:00,Crotone,Trapani,3,0,,,24,4,7,1,17,3,12,19,5,0,1,4,1,4,18,8,2,2,681,288,19,17,136,80,77,39,0,0,,,,,H
Q3NIIItR,29.12.2019 15:00,Juve Stabia,Cosenza,1,0,,,9,9,2,2,7,7,22,15,6,6,4,3,2,1,12,20,2,5,504,345,12,15,105,91,33,41,0,0,,,,,H
rqApExkr,29.12.2019 15:00,Perugia,Venezia,0,1,,,12,10,2,3,10,7,27,27,4,4,6,2,2,2,21,24,3,5,462,456,10,24,112,98,33,28,2,0,,,,,A
vB3gCGJf,29.12.2019 15:00,Pisa,Frosinone,0,0,,,9,10,2,5,7,5,15,19,3,9,2,0,5,2,17,15,3,1,347,302,5,14,116,99,65,39,0,0,,,,,D
I12cBzZ0,29.12.2019 15:00,Pordenone,Cremonese,1,0,,,12,17,2,7,10,10,25,20,5,3,0,7,7,1,20,18,2,3,320,546,16,16,118,154,37,49,0,0,,,,,H
ny71Afl7,29.12.2019 15:00,Spezia,Salernitana,2,1,,,15,11,4,5,11,6,23,18,4,1,0,4,4,2,18,21,3,4,443,500,32,15,104,103,37,29,0,0,,,,,H
dnElDd4l,29.12.2019 12:30,Pescara,Chievo,0,0,,,16,8,2,3,14,5,18,10,4,1,2,0,3,2,8,18,2,4,451,457,15,18,131,119,58,46,0,0,,,,,D
Eg1ScH41,26.12.2019 21:00,Entella,Spezia,0,0,,,10,7,3,1,7,6,15,21,5,3,2,1,1,3,19,14,2,3,449,495,13,25,135,78,45,27,0,1,,,,,D
rBAncpEj,26.12.2019 18:00,Ascoli,Pisa,1,0,,,14,6,5,1,9,5,15,16,3,4,3,1,1,4,13,14,3,3,537,373,6,9,106,106,40,41,0,0,,,,,H
KSgVLTji,26.12.2019 15:00,Chievo,Benevento,1,2,,,11,12,6,3,5,9,22,19,2,4,2,2,1,5,17,20,3,4,,,,,128,95,45,45,0,0,22,22,,,A
hthwK7L3,26.12.2019 15:00,Cremonese,Juve Stabia,1,1,,,17,13,5,7,12,6,9,14,5,2,0,1,6,4,14,8,1,2,558,416,,,150,86,69,28,0,0,23,20,,,D
4GesJRzA,26.12.2019 15:00,Frosinone,Crotone,1,2,,,15,14,7,6,8,8,15,18,4,4,4,1,4,6,14,14,2,1,445,390,,,142,99,46,36,0,0,34,0,,,A
nuonIojG,26.12.2019 15:00,Livorno,Pescara,0,2,,,15,15,6,8,9,7,19,15,7,3,1,1,6,6,14,189,2,5,518,486,,,138,108,52,59,0,0,22,23,,,A
O48F0JKr,26.12.2019 15:00,Salernitana,Pordenone,4,0,,,13,11,5,4,8,7,22,14,3,5,2,1,4,1,12,21,2,3,416,367,,,66,124,32,39,0,0,0,21,,,H
hvDJawzk,26.12.2019 15:00,Trapani,Perugia,2,2,,,11,12,4,4,7,8,15,11,5,2,0,1,2,2,11,14,4,1,,,,,76,99,51,54,1,1,,,,,D
WUBNbcke,26.12.2019 15:00,Venezia,Cittadella,1,2,,,12,15,3,5,9,10,23,20,5,8,2,2,3,3,18,21,4,6,340,291,,,117,122,59,52,1,0,,,0,0,A
bJhZKm6c,26.12.2019 12:30,Cosenza,Empoli,1,0,,,12,13,5,5,7,8,16,19,4,6,2,3,5,4,17,12,3,4,356,571,12,19,85,140,38,38,0,1,,,,,H
nuPG26jT,22.12.2019 21:00,Pordenone,Ascoli,2,1,,,16,12,9,4,7,8,14,19,3,5,0,3,3,7,19,11,3,3,309,574,11,4,89,133,40,57,0,1,,,,,H
jDV74SLG,22.12.2019 15:00,Pescara,Trapani,1,1,,,13,3,4,1,9,2,22,21,6,3,1,4,1,3,20,18,2,2,685,251,25,16,153,83,72,22,0,0,,,,,D
YyLC3nyN,22.12.2019 15:00,Pisa,Cosenza,1,3,,,10,12,3,9,7,3,19,14,1,8,2,1,6,2,12,18,5,3,461,443,21,17,112,107,38,56,1,0,,,,,A
Gzi5p7Up,21.12.2019 18:00,Benevento,Frosinone,1,0,,,14,10,2,0,12,10,20,11,4,3,1,1,0,1,10,20,0,6,419,392,29,10,102,87,55,43,0,0,,,,,H
Uwum9j7o,21.12.2019 15:00,Cittadella,Chievo,1,1,,,19,5,7,1,12,4,18,26,8,2,2,4,0,6,22,15,2,3,448,379,12,7,129,111,55,38,0,0,,,,,D
rsqi8AMi,21.12.2019 15:00,Crotone,Livorno,2,1,,,16,7,7,3,9,4,21,18,7,3,0,7,2,5,18,14,5,3,590,425,8,22,152,95,63,24,0,0,,,,,H
Q5Ye7Uyb,21.12.2019 15:00,Empoli,Salernitana,1,1,,,10,14,3,6,7,8,24,19,5,5,1,1,5,2,18,23,4,4,401,372,27,41,112,73,39,31,0,0,,,,,D
4dXa6li4,21.12.2019 15:00,Juve Stabia,Venezia,2,0,,,10,14,3,5,7,9,15,24,3,8,7,5,5,1,19,11,3,0,331,542,21,19,70,126,36,57,0,0,,,,,H
CMW3586A,21.12.2019 15:00,Perugia,Entella,2,0,,,17,18,8,3,9,15,14,13,7,9,3,0,3,6,10,14,4,2,388,484,24,17,89,111,44,48,0,1,,,,,H
IaBUj9iH,16.12.2019 21:00,Trapani,Pisa,1,3,,,26,15,9,6,17,9,20,15,9,3,1,3,3,8,14,18,3,5,519,396,18,23,125,78,67,32,0,0,0,0,,,A
OxCQikxB,15.12.2019 21:00,Salernitana,Crotone,3,2,,,23,12,9,3,14,9,16,29,7,7,3,1,2,6,26,15,3,3,384,312,12,14,88,77,48,33,0,1,,,,,H
z30AeXxn,15.12.2019 15:00,Cosenza,Pordenone,1,2,,,19,15,8,9,11,6,18,11,10,11,3,3,7,7,8,15,1,1,545,302,9,15,137,93,68,43,0,1,,,,,A
4x5Efihh,15.12.2019 15:00,Cremonese,Perugia,2,1,,,20,20,10,6,10,14,14,21,4,4,4,4,5,8,19,12,4,1,379,628,8,15,114,127,33,50,0,0,,,,,H
QigNhVM4,14.12.2019 18:00,Livorno,Benevento,0,2,,,7,17,1,7,6,10,8,21,5,9,3,0,5,1,17,8,2,4,491,506,10,19,104,94,31,46,0,0,,,,,A
Wlz0yUiU,14.12.2019 15:00,Ascoli,Cittadella,1,0,,,9,15,2,4,7,11,16,17,6,6,5,2,4,1,12,14,2,3,300,517,15,18,77,129,30,63,0,0,,,,,H
ER4wkmMT,14.12.2019 15:00,Entella,Empoli,2,0,,,9,13,7,3,2,10,17,19,6,3,2,7,3,5,17,10,1,1,392,496,18,10,99,109,42,43,0,1,,,,,H
rT3IgB7b,14.12.2019 15:00,Frosinone,Pescara,2,0,,,13,8,3,1,10,7,15,17,6,4,2,1,1,1,14,13,0,1,438,570,21,6,106,138,47,41,0,0,,,,,H
djAYkT6N,14.12.2019 15:00,Venezia,Spezia,0,0,,,17,5,7,2,10,3,21,7,7,1,1,2,2,7,6,19,1,5,604,436,9,18,119,67,58,30,0,1,,,,,D
dC16dDNu,13.12.2019 21:00,Chievo,Juve Stabia,2,3,,,10,7,3,5,7,2,25,18,6,1,2,3,2,1,16,22,3,5,467,409,7,11,105,97,48,27,0,0,,,,,A
QVHnthwa,09.12.2019 21:00,Perugia,Cosenza,2,2,,,12,14,4,7,8,7,15,17,8,3,1,3,5,2,16,12,2,3,526,481,11,14,93,128,51,23,1,0,,,,,D
OOWiwjNH,08.12.2019 21:00,Pordenone,Crotone,1,0,,,9,18,5,8,4,10,10,21,2,5,5,2,8,4,16,8,2,1,295,557,17,14,110,142,30,48,0,0,,,,,H
W8IrsYNh,08.12.2019 15:00,Juve Stabia,Frosinone,0,2,,,7,18,3,7,4,11,24,16,7,4,0,3,5,3,16,23,4,3,497,240,20,24,128,69,56,19,0,0,,,,,A
pYXmvW7B,08.12.2019 15:00,Pisa,Entella,0,2,,,19,14,5,5,14,9,32,11,7,3,2,4,3,5,9,25,2,7,465,278,14,13,131,100,82,36,0,1,,,,,A
YXx8mzoP,07.12.2019 18:00,Chievo,Cremonese,1,0,,,16,11,7,6,9,5,14,12,7,3,4,1,6,6,11,12,2,5,457,562,6,13,96,128,41,49,0,1,,,,,H
zsPZrfgt,07.12.2019 15:00,Cittadella,Salernitana,4,3,,,20,10,8,7,12,3,23,14,7,4,3,3,4,4,12,20,2,4,455,421,24,25,127,67,66,27,0,0,,,,,H
I5EvrE8n,07.12.2019 15:00,Empoli,Ascoli,2,1,,,19,11,6,6,13,5,16,15,5,6,3,2,5,4,13,14,2,2,453,377,15,7,137,71,58,33,0,0,,,,,H
4MGjuCh5,07.12.2019 15:00,Pescara,Venezia,2,2,71%,29%,7,17,3,2,4,15,17,17,1,10,4,5,1,1,15,13,1,1,421,635,39,13,81,176,20,77,0,0,,,,,D
IoWexAxO,07.12.2019 15:00,Spezia,Livorno,2,0,,,16,21,5,6,11,15,18,17,2,6,4,5,6,3,13,14,3,2,557,472,6,13,112,122,35,51,0,0,,,,,H
pIqQOj8O,06.12.2019 21:00,Benevento,Trapani,5,0,,,21,7,10,3,11,4,12,13,11,3,1,2,3,5,12,10,1,2,446,479,23,11,81,113,40,49,0,0,,,,,H
vFg5TEgg,02.12.2019 21:00,Pisa,Pordenone,2,0,,,9,16,3,4,6,12,20,25,2,9,4,1,4,1,21,19,3,4,338,437,11,18,96,138,30,70,1,0,,,,,H
Mwa0Ufvm,01.12.2019 21:00,Perugia,Pescara,3,1,,,12,13,5,2,7,11,20,17,2,6,1,0,2,2,17,20,2,2,373,629,18,8,94,149,24,58,0,0,,,,,H
6RpMPWhI,01.12.2019 15:00,Entella,Juve Stabia,2,0,,,22,2,9,1,13,1,14,21,9,3,2,2,1,7,20,12,3,2,344,476,16,10,101,83,48,39,0,0,,,,,H
CSiDRhO5,01.12.2019 15:00,Trapani,Chievo,1,0,,,15,10,8,2,7,8,16,11,8,1,0,0,2,7,11,16,1,1,363,513,13,21,106,120,44,50,0,0,,,,,H
I5h9SY8a,30.11.2019 18:00,Salernitana,Ascoli,1,1,,,15,15,6,6,9,9,16,21,4,9,3,0,5,5,18,16,0,3,423,461,14,13,101,121,29,69,0,0,,,,,D
xlYOmqu8,30.11.2019 15:00,Cremonese,Livorno,0,0,,,12,11,2,3,10,8,14,17,5,4,1,1,3,2,16,14,3,3,552,498,18,5,137,104,52,34,0,0,,,,,D
jixTn3fE,30.11.2019 15:00,Crotone,Cittadella,1,1,,,18,9,6,4,12,5,22,17,6,6,5,4,3,5,13,18,3,3,440,372,14,22,107,107,41,34,1,0,,,,,D
rm0dVzPt,30.11.2019 15:00,Frosinone,Empoli,4,0,,,14,7,10,2,4,5,15,15,2,7,1,2,2,6,14,13,3,1,396,575,9,7,62,139,31,47,0,0,,,,,H
