id,date,home_team,away_team,home_goals,away_goals,Ball Possession_home,Ball Possession_away,Goal Attempts_home,Goal Attempts_away,Shots on Goal_home,Shots on Goal_away,Shots off Goal_home,Shots off Goal_away,Blocked Shots_home,Blocked Shots_away,Free Kicks_home,Free Kicks_away,Corner Kicks_home,Corner Kicks_away,Offsides_home,Offsides_away,Throw-ins_home,Throw-ins_away,Goalkeeper Saves_home,Goalkeeper Saves_away,Fouls_home,Fouls_away,Attacks_home,Attacks_away,Dangerous Attacks_home,Dangerous Attacks_away,Red Cards_home,Red Cards_away,Yellow Cards_home,Yellow Cards_away,Expected Goals (xG)_home,Expected Goals (xG)_away,Total Passes_home,Total Passes_away,Completed Passes_home,Completed Passes_away,Tackles_home,Tackles_away,result
CQWRpUNN,02.04.2023 19:30,Fenerbahce,Besiktas,2,4,65%,35%,21,8,7,5,11,2,3,1,22,17,8,2,1,4,29,19,1,5,16,18,67,49,45,22,0,1,3,5,4.09,1.09,403,221,327,140,21,39,A
dl5p3Bwh,02.04.2023 19:00,Gaziantep,Kasimpasa,0,3,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,A
U1RWqlwU,02.04.2023 19:00,Hatayspor,Sivasspor,0,3,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,A
vDYJnjgB,02.04.2023 15:00,Giresunspor,Alanyaspor,2,2,48%,52%,22,10,7,4,6,4,9,2,19,20,7,2,5,0,18,23,2,5,15,20,93,81,94,53,0,0,2,4,2.13,2.17,402,442,322,349,20,22,D
vDfk2Vhb,02.04.2023 12:30,Umraniyespor,Konyaspor,2,2,33%,67%,7,11,3,3,2,4,2,4,9,13,4,7,0,2,26,28,1,1,14,7,69,91,44,73,0,0,2,1,1.13,1.09,276,582,193,485,23,17,D
pE1t4iOo,01.04.2023 19:30,Galatasaray,Adana Demirspor,2,0,59%,41%,19,9,4,1,11,5,4,3,15,26,8,4,4,4,16,16,1,2,22,13,91,87,72,52,0,0,4,4,2.05,0.55,473,324,383,243,16,15,H
WADbu8oo,01.04.2023 15:00,Basaksehir,Ankaragucu,1,0,53%,47%,16,11,9,2,5,6,2,3,17,12,3,5,0,2,19,22,2,8,16,18,56,66,54,51,0,0,3,2,0.78,1.89,436,378,333,285,18,16,H
I3gg1k84,01.04.2023 15:00,Trabzonspor,Kayserispor,3,4,59%,41%,21,14,6,4,8,7,7,3,12,10,4,2,0,1,19,22,0,3,11,12,152,104,124,59,0,0,0,1,3.75,2.07,581,403,486,310,17,10,A
hGGhWU8U,19.03.2023 19:00,Gaziantep,Trabzonspor,0,3,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,A
Q9UFmWw5,19.03.2023 19:00,Kayserispor,Hatayspor,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,H
rouBlCOb,19.03.2023 17:00,Alanyaspor,Fenerbahce,1,3,29%,71%,4,14,2,5,1,7,1,2,12,11,1,7,2,4,18,19,2,1,10,7,46,80,31,82,0,0,2,2,0.77,2.84,264,644,175,566,26,12,A
dUt3jYgn,19.03.2023 14:00,Karagumruk,Basaksehir,2,2,57%,43%,12,14,5,5,5,5,2,4,10,15,2,7,0,0,22,17,3,3,14,11,85,90,42,56,0,0,2,1,2.13,2.72,595,442,505,362,11,7,D
IwraiEvt,19.03.2023 14:00,Sivasspor,Ankaragucu,2,0,38%,62%,24,7,7,1,11,4,6,2,7,14,3,5,4,2,16,19,1,5,10,6,122,136,74,65,0,0,,,4.39,0.47,332,565,247,458,15,10,H
4ft7kh9h,18.03.2023 17:00,Besiktas,Istanbulspor AS,3,1,67%,33%,12,10,3,2,6,7,3,1,13,14,8,2,1,4,17,25,1,0,13,9,143,83,109,59,0,0,0,2,1.34,0.64,652,333,580,249,13,17,H
6aEtZWOB,18.03.2023 14:00,Adana Demirspor,Antalyaspor,2,0,47%,53%,17,10,6,2,6,6,5,2,16,15,4,2,4,4,29,21,2,4,11,14,95,93,65,62,0,0,1,2,2.58,0.49,429,476,341,385,25,19,H
pjDpYjvI,18.03.2023 11:30,Kasimpasa,Umraniyespor,1,1,59%,41%,20,7,3,2,10,3,7,2,30,19,9,5,3,0,21,24,1,2,14,23,102,98,97,54,0,0,1,1,1.46,1.20,491,338,382,216,9,10,D
vDClXAgO,17.03.2023 18:00,Konyaspor,Galatasaray,2,1,36%,64%,15,17,3,7,7,7,5,3,23,25,4,6,8,4,19,21,6,1,19,19,79,100,57,90,0,0,6,4,1.24,1.83,257,466,182,398,21,10,H
YiRgry2P,13.03.2023 18:00,Istanbulspor AS,Sivasspor,3,0,34%,66%,8,7,4,2,1,3,3,2,11,14,3,3,1,0,12,43,2,1,13,12,82,151,58,114,0,1,3,4,1.45,1.38,328,615,239,522,21,13,H
pxYBJiPO,12.03.2023 17:00,Basaksehir,Besiktas,0,2,49%,51%,13,12,2,4,7,8,4,0,15,12,10,5,3,0,29,15,2,2,9,15,132,97,122,60,1,0,0,2,0.88,1.56,459,499,364,394,19,23,A
IP2QxFPn,12.03.2023 14:00,Trabzonspor,Adana Demirspor,4,1,64%,36%,15,21,6,4,4,8,5,9,12,14,7,6,2,1,14,15,3,2,12,11,94,66,80,50,0,1,1,1,1.31,2.23,633,357,573,294,11,8,H
OMq3LDfC,12.03.2023 11:30,Ankaragucu,Alanyaspor,2,0,38%,62%,18,10,6,1,8,6,4,3,20,17,4,2,1,3,28,19,1,4,16,17,104,108,63,62,0,0,2,2,1.44,0.58,332,542,249,455,8,22,H
AXKXzgfa,12.03.2023 11:30,Hatayspor,Konyaspor,0,3,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,A
GALTyZvg,11.03.2023 17:00,Galatasaray,Kasimpasa,1,0,69%,31%,16,7,3,2,8,3,5,2,21,16,7,1,3,3,31,18,2,2,13,18,155,95,97,47,0,0,3,2,1.62,0.43,571,256,466,159,15,26,H
lOJyzD95,11.03.2023 14:00,Antalyaspor,Kayserispor,4,0,44%,56%,20,5,10,1,7,2,3,2,20,16,7,2,2,2,36,22,1,6,13,18,88,82,81,57,0,0,1,0,3.73,0.29,360,474,265,378,15,24,H
6oZ7KX9I,10.03.2023 18:00,Giresunspor,Karagumruk,2,2,34%,66%,5,12,3,5,0,5,2,2,15,24,2,2,7,0,17,22,3,1,18,16,108,148,50,77,0,0,2,2,1.94,1.54,305,604,216,513,16,14,D
6PcX7fQC,06.03.2023 18:00,Kasimpasa,Antalyaspor,3,1,35%,65%,10,15,4,2,4,5,2,8,12,16,3,7,2,2,17,20,1,1,15,10,100,142,68,109,0,0,2,1,0.85,2.07,313,577,234,501,19,13,H
I3RkQyts,05.03.2023 17:00,Besiktas,Ankaragucu,2,1,51%,49%,20,10,10,4,8,4,2,2,17,18,2,6,0,2,26,17,3,8,18,15,110,84,69,63,0,0,3,1,2.68,1.59,446,421,370,332,14,23,H
AJuaMgu6,05.03.2023 14:00,Adana Demirspor,Hatayspor,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,H
nLzKVcIJ,05.03.2023 14:00,Gaziantep,Galatasaray,0,3,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,A
GdteNZPa,05.03.2023 14:00,Konyaspor,Giresunspor,0,0,65%,35%,18,6,6,1,7,4,5,1,13,17,2,1,3,1,23,11,1,6,14,13,109,73,77,25,0,0,3,4,0.88,0.92,584,315,512,233,13,13,D
x6siOFAg,04.03.2023 17:00,Kayserispor,Fenerbahce,1,2,41%,59%,15,17,3,4,7,7,5,6,11,17,10,7,4,0,29,22,2,2,13,11,92,96,77,88,0,0,0,1,1.77,1.36,326,505,237,419,16,17,A
pGdy7EuJ,04.03.2023 14:00,Trabzonspor,Umraniyespor,1,2,68%,32%,25,12,7,7,12,5,6,0,11,11,7,3,0,0,31,18,5,6,12,11,150,85,124,36,1,0,2,4,2.39,1.21,636,309,546,204,8,28,A
0OvOUHXP,04.03.2023 11:30,Karagumruk,Sivasspor,4,3,53%,47%,16,20,9,7,4,8,3,5,12,19,4,5,1,4,27,15,4,5,18,8,68,86,41,54,0,0,3,1,2.49,1.68,512,433,422,363,15,11,H
dfQgPeem,03.03.2023 18:00,Alanyaspor,Basaksehir,1,0,36%,64%,9,12,3,4,4,4,2,4,17,11,2,10,2,2,12,14,4,2,9,16,87,107,37,82,1,0,1,2,1.39,0.76,386,684,308,607,15,8,H
IqyjPtwc,26.02.2023 17:00,Besiktas,Antalyaspor,0,0,61%,39%,20,3,5,1,10,1,5,1,27,19,8,1,3,4,33,19,1,5,12,16,96,71,70,22,0,0,1,3,2.15,0.09,534,355,446,249,14,23,D
401GBxRm,26.02.2023 14:00,Umraniyespor,Adana Demirspor,1,1,39%,61%,17,22,7,10,3,7,7,5,11,24,7,7,4,1,13,24,9,6,20,10,61,84,57,95,0,0,,,1.66,1.63,349,571,268,508,19,15,D
bafP9Ge0,25.02.2023 17:00,Fenerbahce,Konyaspor,4,0,71%,29%,14,6,5,4,7,1,2,1,16,18,3,1,0,2,22,14,4,1,19,16,116,72,90,29,0,1,1,4,3.28,0.28,654,264,594,195,16,19,H
xjgT8zB6,25.02.2023 17:00,Giresunspor,Kayserispor,1,2,58%,42%,29,11,6,5,13,5,10,1,17,17,9,4,2,2,21,14,3,5,16,15,137,98,126,70,0,0,3,7,3.54,1.97,490,360,396,280,22,22,A
z1DLweAt,25.02.2023 14:00,Umraniyespor,Gaziantep,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,H
YDvqUpsF,05.02.2023 17:00,Galatasaray,Trabzonspor,2,1,52%,48%,23,11,10,2,8,6,5,3,18,21,6,5,3,3,20,34,1,8,19,16,99,114,57,57,0,0,1,3,,,452,400,329,276,14,25,H
Gz5KAdtf,05.02.2023 14:00,Hatayspor,Kasimpasa,1,0,47%,53%,13,14,3,0,9,11,1,3,15,14,5,8,1,3,28,29,0,2,13,12,109,108,86,82,0,0,2,3,,,366,406,259,312,18,13,H
Orch7NZ1,05.02.2023 11:30,Istanbulspor AS,Alanyaspor,2,1,36%,64%,7,14,4,5,3,9,0,0,10,11,1,11,4,0,21,18,4,2,7,10,98,141,50,134,0,0,1,1,,,370,639,270,544,10,16,H
Aw2CCIBs,04.02.2023 17:00,Antalyaspor,Gaziantep,1,0,51%,49%,10,12,2,3,8,3,0,6,10,17,5,7,2,2,25,29,3,1,14,8,76,106,60,72,0,1,3,5,,,409,401,308,286,20,22,H
GxpvVQR8,04.02.2023 14:00,Sivasspor,Besiktas,1,0,40%,60%,9,9,2,0,6,8,1,1,20,21,3,5,6,0,32,25,0,1,15,20,110,111,57,59,0,0,2,2,,,293,435,193,313,26,20,H
xnozW6C2,04.02.2023 11:30,Ankaragucu,Karagumruk,0,2,61%,39%,14,17,4,4,6,6,4,7,18,19,10,2,1,0,25,14,2,4,12,12,92,77,84,52,0,0,0,1,,,564,360,467,280,12,27,A
lQ4uAPkq,02.02.2023 18:00,Adana Demirspor,Fenerbahce,1,1,38%,62%,20,25,9,5,5,10,6,10,20,17,5,10,3,4,20,21,4,8,13,18,84,111,70,107,0,0,2,3,,,322,528,218,432,22,20,D
ht4AFoSL,02.02.2023 15:00,Kayserispor,Basaksehir,1,0,46%,54%,15,14,2,3,8,7,5,4,11,17,5,4,4,3,25,16,3,1,13,8,121,102,73,70,0,0,2,1,,,426,507,336,415,14,23,H
WW2EE5sS,02.02.2023 15:00,Konyaspor,Istanbulspor AS,0,1,52%,48%,22,8,10,3,7,2,5,3,23,17,8,3,1,1,19,15,2,10,15,15,115,95,105,54,0,0,2,3,,,514,502,414,406,20,22,A
2iBcImr3,01.02.2023 18:00,Galatasaray,Umraniyespor,3,2,67%,33%,30,5,12,5,13,0,5,0,13,13,13,1,0,0,31,17,3,9,13,14,111,90,101,39,0,1,0,3,,,585,301,491,213,20,12,H
O0CgJTSd,01.02.2023 18:00,Trabzonspor,Antalyaspor,2,0,46%,54%,18,6,7,1,8,4,3,1,16,14,3,4,4,1,31,23,1,5,10,15,100,85,69,40,0,0,1,0,,,467,553,368,431,16,19,H
Augl83Ke,01.02.2023 15:00,Gaziantep,Hatayspor,4,1,47%,53%,12,12,5,2,4,8,3,2,18,15,4,2,1,4,27,20,1,1,15,13,96,115,53,58,0,0,4,2,,,409,459,298,348,15,15,H
SG3q9q5k,01.02.2023 15:00,Kasimpasa,Giresunspor,5,1,53%,47%,13,12,7,6,3,5,3,1,9,16,4,6,1,3,14,19,5,2,15,8,93,94,56,83,0,0,2,2,,,470,411,385,320,22,15,H
dEA1H7c9,31.01.2023 18:00,Karagumruk,Besiktas,1,1,43%,57%,9,11,2,2,4,6,3,3,12,14,6,8,2,2,18,13,1,1,12,10,93,135,69,101,0,0,1,1,,,426,570,332,484,13,7,D
AHE5GRCF,31.01.2023 15:00,Alanyaspor,Sivasspor,0,3,65%,35%,8,10,2,6,4,3,2,1,21,12,4,4,2,5,15,19,3,2,9,16,122,110,67,54,0,0,2,2,,,566,301,469,204,17,19,A
8hU6eQzj,29.01.2023 17:00,Basaksehir,Konyaspor,2,0,49%,51%,12,12,4,2,4,6,4,4,12,13,6,3,0,2,20,18,2,2,13,10,91,85,54,49,0,0,,,,,502,501,431,405,12,17,H
EVU2d6Lq,29.01.2023 17:00,Fenerbahce,Kasimpasa,5,1,63%,37%,22,4,11,1,7,2,4,1,25,17,6,1,1,3,17,26,0,6,16,23,111,100,77,69,0,0,2,4,,,561,321,471,232,25,23,H
nqTAfpjd,29.01.2023 11:30,Istanbulspor AS,Kayserispor,2,4,47%,53%,8,15,3,7,4,3,1,5,23,11,1,7,0,4,24,21,3,1,11,20,92,92,47,74,0,0,0,1,,,437,487,331,389,18,20,A
AcnK4UD3,28.01.2023 17:00,Antalyaspor,Umraniyespor,3,2,56%,44%,25,7,10,4,9,3,6,0,11,12,8,2,0,3,19,32,2,7,12,8,86,87,72,49,0,0,3,1,,,455,361,332,256,10,11,H
lloO3lT9,28.01.2023 17:00,Giresunspor,Galatasaray,0,4,43%,57%,12,16,1,9,7,5,4,2,18,18,9,3,5,0,30,23,5,1,16,16,112,120,89,87,0,0,3,0,,,327,441,222,339,16,23,A
dElW1ScM,28.01.2023 14:00,Ankaragucu,Gaziantep,0,2,59%,41%,17,16,5,8,8,5,4,3,14,9,5,11,2,3,29,24,6,5,7,12,112,101,79,78,0,0,1,4,,,502,338,406,253,20,19,A
INkS28rG,28.01.2023 14:00,Hatayspor,Trabzonspor,2,1,36%,64%,10,16,3,5,6,7,1,4,14,14,4,9,1,2,17,20,4,1,13,11,79,105,52,88,0,0,4,2,,,311,561,222,468,16,14,H
vwvy1nDS,28.01.2023 11:30,Sivasspor,Adana Demirspor,1,2,43%,57%,19,11,7,3,6,4,6,4,10,8,7,6,0,1,19,22,1,6,8,9,71,79,36,48,0,0,0,2,,,447,623,357,524,16,16,A
SYdF5Abc,27.01.2023 18:00,Besiktas,Alanyaspor,3,0,56%,44%,21,6,8,3,9,2,4,1,27,20,3,3,3,2,22,10,3,5,14,15,153,72,103,47,0,0,0,2,,,607,472,515,372,22,19,H
vH20l9TM,23.01.2023 18:00,Konyaspor,Ankaragucu,0,1,55%,45%,13,8,7,3,6,3,0,2,16,18,6,4,4,1,17,22,2,7,14,15,109,92,69,47,0,0,3,2,,,473,405,397,315,14,12,A
0S4Ts76j,23.01.2023 18:00,Umraniyespor,Fenerbahce,1,2,32%,68%,7,22,2,7,3,7,2,8,17,12,1,6,1,2,19,31,5,1,11,15,101,134,45,86,1,0,3,4,,,303,633,198,529,19,16,A
My6Prmip,22.01.2023 17:00,Trabzonspor,Istanbulspor AS,4,0,66%,34%,20,10,10,4,3,4,7,2,17,16,6,2,4,3,22,19,4,6,12,14,110,68,65,38,0,0,1,0,,,665,341,585,259,14,21,H
lS9miBq4,22.01.2023 14:00,Alanyaspor,Karagumruk,2,2,53%,47%,15,9,5,5,7,2,3,2,8,10,7,2,1,3,17,23,3,3,9,6,87,89,68,52,0,0,1,1,,,570,502,500,422,7,9,D
WjahjVbA,22.01.2023 14:00,Kayserispor,Besiktas,0,2,62%,38%,15,7,3,4,9,2,3,1,22,14,5,3,4,2,34,15,2,3,10,20,112,107,66,57,0,1,1,2,,,545,329,441,213,20,22,A
pf3dkkEG,22.01.2023 11:30,Gaziantep,Sivasspor,1,2,68%,32%,11,13,3,8,3,4,5,1,14,14,7,4,1,3,27,18,6,2,13,11,89,64,83,55,0,0,3,0,,,616,282,542,203,15,20,A
AyBqhiUc,21.01.2023 17:00,Galatasaray,Antalyaspor,2,1,59%,41%,20,7,6,2,6,3,8,2,19,12,16,1,0,1,39,26,1,4,12,18,120,90,110,48,0,1,2,3,,,482,351,376,228,15,24,H
I714mTrT,21.01.2023 14:00,Kasimpasa,Basaksehir,1,3,44%,56%,11,19,4,11,5,3,2,5,13,19,4,8,2,1,12,24,8,3,19,12,76,102,53,83,1,0,7,1,,,378,491,297,411,23,13,A
EVhB6jqi,20.01.2023 18:00,Adana Demirspor,Giresunspor,1,1,75%,25%,31,9,6,2,15,3,10,4,17,13,17,1,0,0,23,14,1,5,13,17,107,78,136,46,1,1,6,4,,,584,203,519,133,23,19,D
rDyQjsYN,15.01.2023 17:00,Gaziantep,Fenerbahce,1,2,31%,69%,10,20,3,7,5,5,2,8,29,18,4,11,3,4,35,26,5,2,15,21,90,113,65,96,1,0,5,3,,,229,520,143,435,24,21,A
bwseoLeo,15.01.2023 14:00,Kasimpasa,Karagumruk,2,2,44%,56%,12,11,4,4,4,4,4,3,23,29,5,8,8,2,23,18,2,2,13,16,100,98,55,60,0,0,3,3,,,408,529,295,417,10,16,D
8fqDgql5,15.01.2023 11:30,Umraniyespor,Istanbulspor AS,0,2,70%,30%,27,8,6,3,13,4,8,1,19,16,12,2,2,2,27,14,1,6,10,12,115,75,126,52,0,0,2,4,,,599,276,509,169,15,19,A
4MxMiNIH,14.01.2023 17:00,Trabzonspor,Basaksehir,1,0,39%,61%,9,17,4,3,4,9,1,5,18,17,2,10,0,4,16,21,3,3,17,14,85,124,62,96,0,1,1,4,,,354,546,265,464,14,13,H
xzyUk1mU,14.01.2023 14:00,Adana Demirspor,Ankaragucu,3,1,49%,51%,12,25,5,11,4,7,3,7,17,11,5,13,4,5,15,12,10,2,8,10,93,107,63,102,0,0,2,1,,,448,465,376,376,11,16,H
2B7yfDao,14.01.2023 14:00,Konyaspor,Besiktas,1,2,41%,59%,15,20,6,4,6,9,3,7,19,12,4,5,2,1,18,22,2,5,10,18,98,104,46,65,0,0,1,1,,,343,501,253,390,16,18,A
EXq9fPYb,14.01.2023 11:30,Antalyaspor,Giresunspor,2,2,47%,53%,12,21,5,9,7,5,0,7,13,15,5,4,2,0,21,29,7,3,12,13,94,99,69,89,1,0,3,4,,,374,416,253,311,17,16,D
norHh33B,13.01.2023 18:00,Galatasaray,Hatayspor,4,0,66%,34%,28,10,10,4,13,5,5,1,11,14,8,3,3,2,13,14,4,6,11,10,111,95,82,49,0,0,,,,,616,310,548,238,15,13,H
t26ugXEi,13.01.2023 17:00,Kayserispor,Sivasspor,4,1,57%,43%,15,17,11,6,4,8,0,3,15,17,5,4,1,0,19,20,5,7,15,15,122,91,66,64,0,0,2,5,,,485,360,416,284,34,16,H
63lUghrl,09.01.2023 18:00,Alanyaspor,Trabzonspor,5,0,32%,68%,11,15,6,5,4,7,1,3,13,14,2,4,2,1,20,16,5,1,12,12,62,112,40,81,0,0,2,3,,,348,749,257,659,22,21,H
EZvkkUdJ,09.01.2023 18:00,Istanbulspor AS,Gaziantep,1,1,55%,45%,12,8,2,4,5,3,5,1,10,9,7,3,3,3,30,19,3,1,6,8,109,87,79,38,0,0,1,1,,,545,446,436,352,14,20,D
zqtojAsD,09.01.2023 15:00,Basaksehir,Adana Demirspor,2,1,55%,45%,16,18,5,5,4,6,7,7,13,24,6,4,4,2,11,11,4,3,19,12,100,100,84,89,0,0,2,2,,,497,405,422,319,11,16,H
vFidcRlt,08.01.2023 17:00,Fenerbahce,Galatasaray,0,3,63%,37%,13,13,4,8,7,2,2,3,25,11,8,4,2,5,25,28,5,4,10,20,126,83,81,60,1,0,3,7,,,484,285,377,190,19,26,A
hKjtijS6,08.01.2023 14:00,Ankaragucu,Kayserispor,2,1,51%,49%,20,10,5,1,10,6,5,3,11,16,8,2,1,0,20,16,0,3,16,10,133,118,95,68,0,0,3,1,,,470,466,394,386,16,12,H
I5j0do4n,08.01.2023 14:00,Giresunspor,Umraniyespor,0,1,56%,44%,25,11,6,2,9,6,10,3,12,11,14,7,1,1,31,23,1,6,10,11,96,94,91,66,0,0,2,2,,,393,323,306,235,16,18,A
pfmYhCcf,08.01.2023 11:30,Karagumruk,Konyaspor,3,3,44%,56%,6,17,5,9,0,5,1,3,14,19,1,6,3,3,24,18,6,2,16,11,104,132,46,114,0,0,5,1,,,433,510,332,423,13,17,D
vHnxhWC0,07.01.2023 17:00,Besiktas,Kasimpasa,2,1,55%,45%,14,12,8,4,3,5,3,3,14,18,6,7,0,1,23,19,3,6,18,13,109,90,72,62,0,0,2,4,,,493,399,399,315,15,11,H
0Uu5e5Jh,07.01.2023 14:00,Hatayspor,Antalyaspor,0,0,53%,47%,9,11,4,4,5,3,0,4,9,18,3,2,2,1,22,21,4,4,17,8,88,80,56,47,0,0,2,2,,,491,440,407,360,10,9,D
tM4k1zjE,05.01.2023 18:00,Adana Demirspor,Istanbulspor AS,6,0,52%,48%,17,8,11,3,5,4,1,1,11,17,4,5,5,2,12,19,3,5,12,11,109,106,66,59,0,0,1,3,,,525,472,435,391,20,18,H
0QR2wXc7,05.01.2023 18:00,Trabzonspor,Giresunspor,3,0,67%,33%,17,5,8,1,4,2,5,2,15,13,10,1,2,5,19,13,1,5,11,9,115,88,88,44,0,0,2,2,,,746,364,663,287,16,27,H
vHQ6xiDD,05.01.2023 15:00,Gaziantep,Basaksehir,1,1,44%,56%,14,16,3,6,7,4,4,6,6,10,5,5,2,0,19,22,5,2,8,6,93,103,61,66,0,0,2,0,,,441,567,343,487,18,13,D
WjNbvDr1,04.01.2023 18:00,Galatasaray,Ankaragucu,2,1,44%,56%,12,9,5,2,6,3,1,4,19,19,6,4,2,3,22,32,1,3,17,15,103,124,71,66,0,0,2,3,,,367,475,275,370,26,18,H
nJ7caEKQ,04.01.2023 18:00,Konyaspor,Sivasspor,2,2,54%,46%,10,10,5,3,4,7,1,0,12,15,4,3,3,0,25,25,1,3,13,13,135,109,87,57,0,0,4,1,,,476,401,399,316,13,24,D
hd8g0f5K,04.01.2023 15:00,Kasimpasa,Alanyaspor,4,1,29%,71%,11,14,6,2,5,9,0,3,14,17,1,7,3,1,8,26,1,2,14,13,84,129,43,104,0,0,2,0,,,276,646,184,562,17,6,H
lSgPfYSs,04.01.2023 15:00,Kayserispor,Karagumruk,2,4,65%,35%,19,11,5,7,6,2,8,2,17,13,6,2,1,2,34,19,3,3,12,16,125,71,83,35,0,0,1,3,,,577,318,486,225,22,22,A
AyZktZDl,03.01.2023 18:00,Antalyaspor,Fenerbahce,1,2,36%,64%,8,18,2,4,3,8,3,6,21,28,3,8,7,3,18,32,2,1,21,17,81,116,61,96,0,0,4,2,,,251,443,145,349,48,9,A
h0OfugTf,03.01.2023 15:00,Umraniyespor,Hatayspor,2,2,48%,52%,11,17,3,5,5,10,3,2,20,19,5,2,2,1,22,22,3,1,10,14,84,99,67,78,1,0,3,2,,,386,425,302,336,8,13,D
SrMTQgE1,29.12.2022 18:00,Besiktas,Adana Demirspor,1,0,57%,43%,16,13,5,3,8,5,3,5,18,20,7,4,2,3,17,21,3,4,18,15,105,76,76,63,0,0,5,2,,,501,394,403,306,25,15,H
dYUosFbr,29.12.2022 15:00,Giresunspor,Gaziantep,2,1,48%,52%,13,11,6,6,2,3,5,2,13,14,6,3,1,1,18,20,5,4,13,13,114,124,87,70,0,0,5,3,,,411,466,316,363,14,18,H
tnQXPDT7,29.12.2022 15:00,Sivasspor,Galatasaray,1,2,47%,53%,15,12,6,8,7,3,2,1,16,21,2,3,7,2,25,22,6,5,14,14,117,129,71,70,1,0,4,5,,,383,426,254,295,30,20,A
pKWORZbe,28.12.2022 18:00,Karagumruk,Trabzonspor,4,1,31%,69%,10,13,6,7,3,4,1,2,11,17,4,4,0,0,19,20,6,2,16,10,98,147,57,96,1,1,5,1,,,337,740,242,635,11,13,H
6TXKSFqk,28.12.2022 15:00,Alanyaspor,Kayserispor,3,1,43%,57%,5,14,3,4,2,4,0,6,20,24,0,7,1,3,15,18,3,0,23,18,126,145,59,106,0,0,3,4,,,435,580,343,493,26,16,H
02qGnyyL,28.12.2022 15:00,Istanbulspor AS,Kasimpasa,2,1,51%,49%,10,11,4,3,6,6,0,2,23,17,3,5,2,8,18,20,2,2,15,15,74,98,48,62,0,0,2,4,,,518,475,409,370,12,25,H
vgrKoejR,27.12.2022 18:00,Fenerbahce,Hatayspor,4,0,66%,34%,25,4,15,0,4,3,6,1,21,11,11,0,3,6,18,21,0,11,9,15,124,61,87,26,0,0,3,3,,,562,290,505,204,15,18,H
fkEFlc68,27.12.2022 15:00,Ankaragucu,Umraniyespor,1,2,63%,37%,17,8,5,3,5,2,7,3,15,14,8,5,1,1,20,18,1,4,13,14,95,89,86,62,0,0,1,4,,,617,372,542,301,8,4,A
YuDJmHLE,27.12.2022 15:00,Basaksehir,Antalyaspor,2,0,47%,53%,6,6,2,1,3,1,1,4,16,16,1,3,2,1,12,21,1,0,14,15,93,82,33,38,0,0,2,2,,,516,587,443,498,19,18,H
WG6kDzp2,25.12.2022 17:00,Galatasaray,Istanbulspor AS,2,1,48%,52%,17,12,5,2,8,7,4,3,10,14,12,5,1,3,26,26,1,3,13,7,125,114,58,28,0,0,4,2,,,463,510,337,387,12,25,H
nPlxyvx9,25.12.2022 14:00,Gaziantep,Besiktas,1,1,36%,64%,10,20,3,1,4,13,3,6,9,16,2,4,1,0,33,23,0,2,15,9,94,145,31,54,0,0,4,2,,,317,560,215,464,26,16,D
zoskYyMR,25.12.2022 14:00,Konyaspor,Alanyaspor,2,2,48%,52%,10,15,3,6,4,5,3,4,20,8,4,5,1,3,29,24,4,1,9,21,105,111,65,69,0,0,3,4,,,446,491,352,402,12,18,D
tnltzbiF,25.12.2022 11:30,Adana Demirspor,Karagumruk,2,1,51%,49%,16,14,6,3,6,9,4,2,9,17,4,4,2,0,29,18,2,4,15,10,106,82,50,49,0,0,3,2,,,459,425,380,344,24,27,H
8YkYyKM2,24.12.2022 17:00,Trabzonspor,Fenerbahce,2,0,53%,47%,18,8,7,0,6,5,5,3,22,26,5,2,6,3,29,22,0,5,20,19,124,101,43,31,0,1,4,5,,,393,357,290,257,34,15,H
hMipZH6L,24.12.2022 14:00,Kasimpasa,Sivasspor,1,2,60%,40%,10,9,1,3,7,3,2,3,12,20,4,6,1,2,26,28,1,0,18,9,160,96,89,45,0,0,4,2,,,571,398,471,290,17,24,A
xfTGTeUr,24.12.2022 11:30,Hatayspor,Giresunspor,1,1,70%,30%,11,12,4,4,5,7,2,1,12,14,4,4,3,0,24,20,3,3,10,12,107,84,90,63,0,0,2,3,,,649,264,564,192,13,13,D
b38sFdFk,23.12.2022 18:00,Antalyaspor,Ankaragucu,0,2,54%,46%,11,8,2,2,7,5,2,1,11,10,1,6,1,0,25,21,0,2,9,12,153,124,85,65,0,0,2,2,,,519,433,410,316,24,25,A
hQ7oEGUe,23.12.2022 18:00,Umraniyespor,Basaksehir,1,3,45%,55%,11,12,5,4,6,1,0,7,21,15,1,2,0,2,17,30,1,4,16,18,82,124,42,63,0,0,3,1,,,448,570,371,478,12,17,A
