id,date,home_team,away_team,home_goals,away_goals,Ball Possession_home,Ball Possession_away,Goal Attempts_home,Goal Attempts_away,Shots on Goal_home,Shots on Goal_away,Shots off Goal_home,Shots off Goal_away,Free Kicks_home,Free Kicks_away,Corner Kicks_home,Corner Kicks_away,Offsides_home,Offsides_away,Throw-ins_home,Throw-ins_away,Goalkeeper Saves_home,Goalkeeper Saves_away,Fouls_home,Fouls_away,Yellow Cards_home,Yellow Cards_away,Red Cards_home,Red Cards_away,result
tjWDWC2J,26.01.2014 15:00,Kayseri Erciyesspor,Antalyaspor,1,3,51%,49%,11,10,3,5,8,5,18,20,3,1,0,1,18,21,2,2,19,18,1,0,0,0,A
GlbLQME0,26.01.2014 14:30,Elazigspor,Akhisarspor,2,1,41%,59%,10,16,3,4,7,12,13,23,4,9,5,1,25,38,3,1,18,10,3,2,0,0,H
Ui2PPtU6,26.01.2014 12:30,Sivasspor,Kayserispor,3,0,57%,43%,11,5,4,2,7,3,13,19,4,4,5,0,22,26,2,1,11,15,1,1,0,1,H
250XNKbJ,25.01.2014 18:00,Trabzonspor,Besiktas,1,1,46%,54%,14,14,7,6,7,8,14,23,9,9,3,0,24,33,5,6,19,14,3,2,0,0,D
xMHqRjQt,25.01.2014 15:00,Bursaspor,Eskisehirspor,3,1,52%,48%,15,8,7,1,8,7,21,18,10,6,1,3,19,25,0,4,15,16,1,5,0,1,H
OE1TO0qD,25.01.2014 12:30,Genclerbirligi,Rizespor,3,1,52%,48%,12,7,5,3,7,4,26,11,3,2,0,3,32,34,2,2,12,19,1,1,0,0,H
YP8GR2af,24.01.2014 19:00,Kasimpasa,Kardemir Karabuk,0,0,56%,44%,10,9,2,2,8,7,19,17,6,8,5,1,21,35,2,2,12,17,1,1,0,0,D
IyctQkOk,29.12.2013 18:00,Fenerbahce,Kayserispor,5,1,54%,46%,24,11,11,2,13,9,12,15,7,6,1,2,17,12,1,6,14,12,1,2,0,0,H
E3jkOTh2,29.12.2013 15:00,Trabzonspor,Antalyaspor,2,1,57%,43%,15,6,7,1,8,5,13,17,8,1,1,1,29,18,0,5,16,12,3,2,0,0,H
M5BAVB0S,29.12.2013 12:30,Konyaspor,Eskisehirspor,4,1,48%,52%,13,13,7,4,6,9,18,29,3,5,1,2,25,31,3,3,29,13,4,6,0,0,H
OYXuoi0F,29.12.2013 12:30,Sivasspor,Kardemir Karabuk,3,1,59%,41%,14,12,5,3,9,9,23,16,5,4,2,2,22,25,2,2,15,18,1,2,0,0,H
zDioP9wd,28.12.2013 18:00,Kayseri Erciyesspor,Galatasaray,1,3,44%,56%,16,27,6,13,10,14,10,19,4,10,2,2,13,13,10,5,18,12,3,1,0,0,A
0be9TOUs,28.12.2013 15:00,Gaziantepspor,Bursaspor,0,0,44%,56%,11,15,2,2,9,13,19,28,2,5,5,1,12,24,2,2,19,17,3,1,0,0,D
vobxRV8q,28.12.2013 12:30,Elazigspor,Rizespor,1,0,46%,54%,14,10,4,4,10,6,18,11,2,6,0,2,24,21,4,3,12,17,0,2,0,0,H
S6vXnDV2,27.12.2013 19:00,Genclerbirligi,Besiktas,1,0,46%,54%,11,12,3,4,8,8,10,19,4,4,3,2,26,43,4,2,14,6,2,1,0,0,H
tArynXp9,27.12.2013 19:00,Kasimpasa,Akhisarspor,2,4,52%,48%,24,8,11,5,13,3,23,24,5,4,3,6,24,15,1,9,18,19,3,2,0,0,A
UBnXHhWS,23.12.2013 19:00,Akhisarspor,Sivasspor,2,1,53%,47%,20,10,10,7,10,3,20,15,11,6,0,2,25,15,6,8,12,17,2,1,0,1,H
vox7Bj9d,23.12.2013 19:00,Bursaspor,Kayseri Erciyesspor,3,1,49%,51%,13,6,7,2,6,4,25,20,6,4,2,2,18,25,1,4,16,22,1,4,0,0,H
AV76WioM,22.12.2013 19:00,Galatasaray,Trabzonspor,2,1,48%,52%,21,6,14,4,7,2,11,26,12,2,1,1,12,19,3,12,25,11,2,2,0,1,H
WKYbDCvp,22.12.2013 15:00,Antalyaspor,Genclerbirligi,2,3,51%,49%,21,9,9,5,12,4,20,19,8,0,1,1,23,8,2,7,16,18,1,3,0,0,A
KtFgZg13,22.12.2013 15:00,Kardemir Karabuk,Fenerbahce,2,1,57%,43%,19,7,7,2,12,5,21,14,13,4,3,2,24,16,1,5,11,15,2,5,0,0,H
QsY2CWgj,22.12.2013 12:30,Eskisehirspor,Gaziantepspor,2,0,50%,50%,12,7,3,1,9,6,14,18,3,1,1,0,26,28,1,1,17,14,1,0,0,1,H
tjGkzznc,22.12.2013 12:30,Kayserispor,Konyaspor,0,0,56%,44%,9,9,1,1,8,8,26,24,6,0,2,0,25,23,1,1,18,27,,,0,0,D
S6I1XXVF,21.12.2013 18:00,Besiktas,Elazigspor,4,1,51%,49%,22,4,5,2,17,2,19,27,8,0,2,4,34,26,1,1,23,14,1,1,0,0,H
lGJcYDG9,20.12.2013 18:00,Rizespor,Kasimpasa,0,0,51%,49%,2,9,0,3,2,6,37,31,6,6,10,1,31,40,3,0,22,30,1,3,0,0,D
KKwJMGHc,16.12.2013 19:00,Trabzonspor,Bursaspor,2,2,63%,37%,18,7,9,3,9,4,9,9,9,3,3,1,14,11,1,7,16,14,4,1,0,0,D
l0VZIYGM,15.12.2013 18:00,Gaziantepspor,Kayseri Erciyesspor,2,1,45%,55%,13,13,5,7,8,6,25,20,2,2,1,2,14,25,6,3,18,21,4,5,0,0,H
ENnTagAp,15.12.2013 14:30,Genclerbirligi,Galatasaray,1,1,42%,58%,7,18,2,8,5,10,12,22,1,6,3,1,21,28,7,1,19,11,4,1,0,0,D
tUvFNd2i,14.12.2013 18:00,Kayserispor,Eskisehirspor,1,1,47%,53%,17,13,10,6,7,7,22,15,5,4,4,3,23,14,5,9,12,16,0,2,0,0,D
2qTNLzX3,14.12.2013 15:00,Elazigspor,Antalyaspor,4,1,43%,57%,10,17,7,5,3,12,8,21,6,5,1,1,20,22,4,3,18,7,2,2,0,1,H
hEoXbDPj,14.12.2013 12:30,Sivasspor,Rizespor,3,1,55%,45%,25,14,7,3,18,11,15,17,10,5,1,3,23,18,2,4,16,13,2,2,0,0,H
A9WVJE1G,13.12.2013 19:00,Fenerbahce,Akhisarspor,4,0,63%,37%,23,6,11,3,12,3,13,25,7,4,7,2,32,14,3,7,16,10,2,4,0,1,H
8tA04Z1T,13.12.2013 19:00,Konyaspor,Kardemir Karabuk,2,3,54%,46%,17,3,8,2,9,1,22,23,11,5,2,1,33,23,0,6,21,12,3,2,0,0,A
xrgk7yIA,09.12.2013 19:00,Besiktas,Sivasspor,1,1,48%,52%,15,15,7,6,8,9,23,18,5,2,7,6,13,20,5,6,12,15,1,0,0,0,D
tGat9cmb,09.12.2013 19:00,Kayseri Erciyesspor,Eskisehirspor,0,2,40%,60%,7,21,2,7,5,14,10,18,1,9,2,4,9,17,5,2,15,7,,,1,0,A
YkdYAJIo,08.12.2013 18:00,Gaziantepspor,Trabzonspor,3,2,55%,45%,17,9,7,4,10,5,19,23,6,2,3,0,12,28,2,4,19,19,3,2,0,0,H
ng0xAwYi,08.12.2013 15:00,Bursaspor,Genclerbirligi,0,0,56%,44%,18,10,2,1,16,9,24,20,7,2,3,4,26,19,1,2,13,17,3,6,0,0,D
UyWNjGXT,08.12.2013 15:00,Kardemir Karabuk,Kayserispor,1,0,46%,54%,13,10,7,1,6,9,14,22,3,4,3,2,33,21,1,6,20,10,2,2,0,2,H
WpIknzto,08.12.2013 12:30,Akhisarspor,Konyaspor,2,1,50%,50%,13,8,5,5,8,3,27,18,5,1,3,2,20,30,4,3,9,22,1,2,0,0,H
GYig6eXG,07.12.2013 18:00,Antalyaspor,Kasimpasa,1,1,56%,44%,10,10,3,3,7,7,19,22,7,1,4,0,21,24,2,2,17,18,1,5,1,2,D
K6bp8H24,07.12.2013 18:00,Rizespor,Fenerbahce,1,2,43%,57%,9,12,2,5,7,7,15,20,4,9,3,1,25,30,3,1,17,12,2,1,0,0,A
Aeic5FnN,06.12.2013 19:00,Galatasaray,Elazigspor,2,0,47%,53%,13,8,3,0,10,8,18,29,4,3,6,3,17,27,0,1,21,14,2,3,0,0,H
6yzqjqsJ,02.12.2013 19:00,Konyaspor,Rizespor,2,1,49%,51%,12,7,2,1,10,6,16,16,2,8,0,2,20,35,0,0,13,12,2,2,0,0,H
MBWJidIN,01.12.2013 18:00,Eskisehirspor,Kardemir Karabuk,0,0,61%,39%,17,10,5,4,12,6,14,14,10,4,4,2,15,22,4,5,9,11,0,1,0,0,D
IDnjbtZu,01.12.2013 18:00,Kasimpasa,Galatasaray,1,1,44%,56%,15,13,5,6,10,7,23,24,3,5,2,3,16,26,5,4,23,19,2,1,0,0,D
hWv3evJb,01.12.2013 14:30,Trabzonspor,Kayseri Erciyesspor,3,1,42%,58%,9,22,5,7,4,15,18,18,3,11,2,1,15,20,6,2,16,17,2,3,0,0,H
rLXFhx3H,30.11.2013 19:00,Fenerbahce,Besiktas,3,3,45%,55%,19,6,10,3,9,3,26,23,6,3,4,3,24,25,0,7,17,20,3,5,1,1,D
ngv7fbY4,30.11.2013 18:00,Genclerbirligi,Gaziantepspor,1,3,55%,45%,19,16,7,4,12,12,15,13,7,0,1,0,30,12,1,6,10,14,3,1,0,0,A
EutadK3h,30.11.2013 14:30,Kayserispor,Akhisarspor,0,0,54%,46%,15,7,3,3,12,4,21,16,9,2,0,0,21,22,3,3,15,19,3,5,1,0,D
0drBgImB,29.11.2013 19:00,Elazigspor,Bursaspor,1,2,52%,48%,24,8,9,3,15,5,21,10,6,4,4,1,28,27,1,8,5,17,2,2,1,1,A
d4ofc0ln,29.11.2013 19:00,Sivasspor,Antalyaspor,0,3,53%,47%,13,9,5,6,8,3,16,21,7,6,0,3,27,25,3,5,20,11,2,1,0,0,A
YorWhoc0,25.11.2013 19:00,Akhisarspor,Kardemir Karabuk,0,1,49%,51%,10,11,4,5,6,6,21,18,3,5,5,1,16,34,4,4,14,16,1,3,0,0,A
Cxszh5C6,25.11.2013 19:00,Besiktas,Konyaspor,3,1,49%,51%,16,16,10,6,6,10,25,19,5,5,1,4,15,24,5,7,19,20,1,2,0,0,H
CEbm19kK,24.11.2013 18:00,Antalyaspor,Fenerbahce,1,2,45%,55%,13,20,6,10,7,10,25,18,5,7,3,0,9,26,8,5,14,25,1,2,0,0,A
4CwSgRsf,24.11.2013 18:00,Trabzonspor,Eskisehirspor,1,0,42%,58%,9,21,6,7,3,14,11,17,2,8,2,3,21,24,7,5,14,7,1,0,0,0,H
6ybi0T4Q,24.11.2013 15:00,Gaziantepspor,Elazigspor,3,1,54%,46%,15,6,4,0,11,6,15,16,9,6,0,3,17,14,0,1,17,13,2,2,0,1,H
QLvOf7Sm,24.11.2013 12:30,Kayseri Erciyesspor,Genclerbirligi,1,0,51%,49%,18,9,5,5,13,4,15,18,8,4,1,1,22,29,5,4,16,13,2,5,0,1,H
rckJemDs,23.11.2013 18:00,Bursaspor,Kasimpasa,1,1,48%,52%,6,13,2,6,4,7,24,21,1,5,1,2,35,23,5,1,20,21,4,3,0,0,D
f1WviPRC,23.11.2013 18:00,Galatasaray,Sivasspor,2,1,52%,48%,15,11,5,4,10,7,21,18,2,5,4,3,13,13,3,3,15,17,4,8,1,3,H
YNaq2kzE,23.11.2013 14:30,Rizespor,Kayserispor,0,2,49%,51%,11,10,3,7,8,3,24,19,5,1,5,1,23,31,5,3,15,22,2,7,0,0,A
nLv9w6cD,10.11.2013 18:00,Fenerbahce,Galatasaray,2,0,50%,50%,5,3,1,2,4,1,20,26,1,0,9,4,20,23,2,0,19,18,3,3,0,0,H
E7t1uSS0,10.11.2013 15:30,Genclerbirligi,Trabzonspor,3,2,49%,51%,17,9,4,2,13,7,17,16,6,6,2,3,19,17,0,1,14,13,5,2,0,1,H
vkllrUrr,10.11.2013 13:00,Konyaspor,Antalyaspor,2,0,54%,46%,14,7,5,1,9,6,16,22,3,2,3,0,24,28,1,3,18,13,1,3,0,1,H
04xct8Df,09.11.2013 18:30,Kardemir Karabuk,Rizespor,2,1,54%,46%,12,10,6,3,6,7,24,21,1,1,1,3,20,26,2,4,21,16,3,2,0,0,H
Iumhslbl,09.11.2013 18:00,Kayserispor,Besiktas,0,3,50%,50%,11,18,5,8,6,10,24,27,9,4,6,0,17,17,5,5,21,20,6,3,0,1,A
8Uu5vnr7,09.11.2013 18:00,Sivasspor,Bursaspor,2,1,49%,51%,9,8,4,3,5,5,14,20,2,15,3,1,21,22,2,2,16,14,3,3,0,0,H
86cImjLK,09.11.2013 14:30,Kasimpasa,Gaziantepspor,3,0,49%,51%,20,10,10,5,10,5,24,26,4,6,0,3,16,18,5,7,23,16,2,0,0,0,H
Qs8DlW5E,08.11.2013 19:00,Elazigspor,Kayseri Erciyesspor,0,1,49%,51%,10,13,2,5,8,8,29,19,5,8,2,1,35,30,4,2,12,24,4,4,1,0,A
ncdMnAzR,08.11.2013 19:00,Eskisehirspor,Akhisarspor,2,0,58%,42%,20,8,4,1,16,7,15,15,6,3,3,2,23,30,1,2,12,11,2,2,0,0,H
YmqzyDyF,04.11.2013 19:00,Antalyaspor,Kayserispor,2,2,55%,45%,17,13,8,6,9,7,24,17,7,4,3,3,20,19,4,6,14,23,4,4,0,0,D
CvrvzXjL,04.11.2013 19:00,Gaziantepspor,Sivasspor,0,4,44%,56%,18,12,5,6,13,6,18,15,3,3,2,0,20,21,2,5,14,17,2,0,0,0,A
4xNISlqe,04.11.2013 19:00,Genclerbirligi,Eskisehirspor,2,0,43%,57%,7,14,4,4,3,10,12,22,3,3,2,2,19,21,4,2,21,10,2,1,0,0,H
04GRQSD7,03.11.2013 18:00,Besiktas,Kardemir Karabuk,0,0,54%,46%,17,11,4,5,13,6,18,21,5,6,4,1,18,14,5,4,15,18,2,2,0,0,D
MDHNR8b1,03.11.2013 18:00,Rizespor,Akhisarspor,0,0,55%,45%,14,9,3,5,11,4,20,21,7,5,3,0,32,31,5,3,17,18,1,2,0,0,D
QoOETUTl,03.11.2013 14:30,Trabzonspor,Elazigspor,4,0,52%,48%,21,13,11,4,10,9,18,15,6,4,4,3,19,28,4,7,12,15,2,3,0,1,H
f3XrZj6R,02.11.2013 18:00,Bursaspor,Fenerbahce,2,3,45%,55%,8,12,3,6,5,6,23,16,7,6,3,5,19,19,3,1,15,16,3,3,0,0,A
WOOAUAEr,02.11.2013 18:00,Kayseri Erciyesspor,Kasimpasa,0,3,55%,45%,12,7,3,3,9,4,27,28,4,1,5,0,27,21,0,3,24,25,3,2,0,0,A
E749kCj8,01.11.2013 19:00,Galatasaray,Konyaspor,2,1,55%,45%,9,6,4,1,5,5,27,20,1,1,2,4,17,19,0,2,18,25,1,1,0,0,H
pS6qEkU1,28.10.2013 19:00,Kasimpasa,Trabzonspor,3,2,52%,48%,19,12,8,4,11,8,29,25,5,6,3,1,17,24,2,5,21,26,2,5,0,1,H
x23yGBak,27.10.2013 18:00,Kayserispor,Galatasaray,2,4,49%,51%,9,16,2,8,7,8,15,23,6,3,7,2,9,21,4,0,17,16,4,2,0,0,A
bB4XGipq,27.10.2013 18:00,Konyaspor,Bursaspor,0,1,57%,43%,12,12,3,2,9,10,20,25,6,5,3,0,27,26,1,3,22,20,2,2,0,0,A
QNqWygM8,27.10.2013 14:30,Eskisehirspor,Rizespor,4,1,58%,42%,16,10,7,3,9,7,16,22,4,2,3,4,24,30,2,3,18,9,1,1,0,0,H
WO2uFVEe,26.10.2013 18:00,Akhisarspor,Besiktas,3,3,50%,50%,14,15,8,6,6,9,,,13,9,2,4,,,3,5,18,11,1,2,0,0,D
vRN0MDML,26.10.2013 18:00,Elazigspor,Genclerbirligi,1,2,44%,56%,12,10,6,6,6,4,22,23,7,6,0,4,29,38,4,5,22,17,3,2,0,0,A
p4OdNg7F,26.10.2013 14:30,Kardemir Karabuk,Antalyaspor,1,1,47%,53%,14,4,4,1,10,3,16,28,6,3,3,1,20,19,0,3,23,13,2,3,0,0,D
IHM4LXyS,25.10.2013 19:00,Fenerbahce,Gaziantepspor,3,1,62%,38%,20,10,8,4,12,6,19,26,5,3,4,3,18,17,3,5,19,14,1,2,0,0,H
nXpSxZ62,25.10.2013 19:00,Sivasspor,Kayseri Erciyesspor,2,0,51%,49%,16,12,7,4,9,8,24,18,7,3,1,2,24,21,4,5,15,18,1,4,0,1,H
Q3HpQeNd,21.10.2013 19:00,Besiktas,Rizespor,0,0,50%,50%,13,12,6,3,7,9,26,20,5,7,1,5,29,18,3,6,18,21,1,2,0,0,D
Wr9IMMG4,21.10.2013 19:00,Bursaspor,Kayserispor,2,0,51%,49%,13,3,5,1,8,2,29,22,4,2,1,4,22,23,1,3,21,23,4,3,0,2,H
4fGlPFx3,20.10.2013 18:00,Antalyaspor,Akhisarspor,1,0,54%,46%,10,11,5,2,5,9,14,17,7,6,4,0,21,27,2,4,12,12,1,2,0,0,H
GYZg3YFq,20.10.2013 18:00,Kayseri Erciyesspor,Fenerbahce,1,2,37%,63%,6,12,2,6,4,6,16,14,0,9,3,0,15,28,4,1,10,15,2,2,0,0,A
nJ5gOZi9,20.10.2013 15:00,Gaziantepspor,Konyaspor,3,3,55%,45%,14,12,6,5,8,7,20,17,4,2,0,2,33,9,2,3,16,17,1,1,0,0,D
AZ7MLtWA,20.10.2013 15:00,Trabzonspor,Sivasspor,0,0,47%,53%,8,17,2,5,6,12,18,14,6,4,3,0,25,20,5,2,10,18,0,4,1,0,D
4d7QK0oH,19.10.2013 18:00,Galatasaray,Kardemir Karabuk,2,1,51%,49%,15,14,8,4,7,10,27,32,4,1,6,2,17,15,3,6,26,23,4,5,0,1,H
bcPb2hVk,19.10.2013 18:00,Genclerbirligi,Kasimpasa,1,3,45%,55%,11,23,5,9,6,14,18,22,9,5,6,2,25,25,6,4,13,12,6,4,0,0,A
xlO21Cpd,19.10.2013 15:00,Elazigspor,Eskisehirspor,0,2,53%,47%,13,7,5,3,8,4,25,17,5,3,0,3,37,21,1,5,17,21,3,1,0,0,A
CtgHOrnh,06.10.2013 19:00,Fenerbahce,Trabzonspor,0,0,51%,49%,20,5,7,1,13,4,23,27,11,2,2,5,19,17,1,7,28,18,3,3,0,0,D
IJgDPOWo,06.10.2013 18:00,Sivasspor,Genclerbirligi,2,0,54%,46%,19,13,6,4,13,9,15,20,3,7,1,1,31,28,4,4,17,13,0,2,0,0,H
j9ZhOEzC,06.10.2013 15:30,Akhisarspor,Galatasaray,2,1,45%,55%,5,10,2,2,3,8,24,20,3,5,3,8,23,34,1,0,16,14,2,1,0,0,H
4Gk9Q4Hu,06.10.2013 15:30,Rizespor,Antalyaspor,1,2,51%,49%,16,5,6,4,10,1,22,17,14,2,0,1,26,24,2,5,14,18,2,5,0,0,A
UaYdNYkI,06.10.2013 13:00,Kasimpasa,Elazigspor,4,0,54%,46%,11,7,6,4,5,3,26,29,4,4,4,2,17,30,4,2,23,21,1,3,0,0,H
jXiLN21b,05.10.2013 18:00,Eskisehirspor,Besiktas,0,1,48%,52%,6,12,2,4,4,8,29,19,4,3,4,5,32,23,3,2,15,22,4,2,0,0,A
8pplPfL5,05.10.2013 18:00,Konyaspor,Kayseri Erciyesspor,1,0,49%,51%,13,8,3,6,10,2,19,22,7,6,0,1,20,36,6,2,19,16,4,2,0,1,H
bZx1Mh5O,05.10.2013 15:00,Kayserispor,Gaziantepspor,0,1,54%,46%,16,13,5,4,11,9,22,17,10,0,1,1,14,21,3,5,16,23,4,2,0,0,A
xQy5LCKU,04.10.2013 19:00,Kardemir Karabuk,Bursaspor,0,1,42%,58%,7,14,4,7,3,7,19,22,4,6,3,3,16,12,6,4,16,15,4,2,1,0,A
OdrxSdym,30.09.2013 19:00,Antalyaspor,Besiktas,2,0,42%,58%,17,11,4,5,13,6,20,21,6,7,0,0,15,14,5,2,22,19,3,5,0,0,H
j9DN8ZzP,30.09.2013 19:00,Kayseri Erciyesspor,Kayserispor,1,1,54%,46%,19,12,7,6,12,6,18,26,6,2,2,3,19,16,5,6,22,18,3,4,0,1,D
6LmXSxMt,29.09.2013 18:00,Genclerbirligi,Fenerbahce,0,1,48%,52%,11,23,3,4,8,19,15,17,3,10,0,1,16,25,3,3,17,13,5,0,1,0,A
fsKEAe6C,29.09.2013 18:00,Kasimpasa,Eskisehirspor,0,2,42%,58%,9,13,2,5,7,8,20,35,5,5,1,5,16,17,3,2,34,14,1,3,0,0,A
GjLAByi6,29.09.2013 15:00,Elazigspor,Sivasspor,2,4,54%,46%,11,7,4,4,7,3,21,22,11,1,2,3,36,18,0,2,20,16,5,6,1,1,A
4C15XIDP,29.09.2013 15:00,Trabzonspor,Konyaspor,2,0,49%,51%,12,12,5,2,7,10,34,32,4,2,5,2,24,20,2,3,26,34,3,3,0,0,H
2mstRGjg,28.09.2013 18:00,Galatasaray,Rizespor,1,1,51%,49%,16,12,7,3,9,9,21,12,4,3,1,4,24,15,2,6,9,13,4,3,1,0,D
dAtpQz6a,28.09.2013 18:00,Gaziantepspor,Kardemir Karabuk,3,0,52%,48%,15,14,9,6,6,8,17,13,4,7,4,0,19,21,6,6,7,15,2,0,0,0,H
x69J9FLI,27.09.2013 19:00,Bursaspor,Akhisarspor,0,0,54%,46%,11,7,0,4,11,3,22,23,9,5,4,0,24,24,4,0,17,21,1,2,0,0,D
UHRSJaqQ,23.09.2013 19:00,Kayserispor,Trabzonspor,0,1,61%,39%,13,17,6,8,7,9,16,16,10,4,0,0,13,22,7,6,15,17,2,4,0,0,A
MF67CHy0,22.09.2013 18:00,Besiktas,Galatasaray,0,3,58%,42%,11,13,5,6,6,7,19,20,3,10,7,2,20,16,6,5,15,17,2,0,0,1,A
rP73DcMg,22.09.2013 16:00,Rizespor,Bursaspor,2,1,53%,47%,10,11,3,5,7,6,29,25,6,1,9,1,26,34,4,1,15,24,2,4,0,0,H
jRSOKuUJ,21.09.2013 19:30,Eskisehirspor,Antalyaspor,2,1,52%,48%,13,5,7,1,6,4,20,23,6,1,3,2,22,19,0,5,19,16,4,3,1,0,H
E9qtddiJ,21.09.2013 19:30,Fenerbahce,Elazigspor,4,0,57%,43%,15,14,9,3,6,11,8,20,5,9,7,2,15,21,3,5,14,6,2,2,0,0,H
tdoYcIM6,21.09.2013 17:00,Konyaspor,Genclerbirligi,1,0,66%,34%,13,9,5,2,8,7,13,15,6,4,2,2,27,32,2,4,20,18,3,1,1,0,H
zJpxcxxD,21.09.2013 17:00,Sivasspor,Kasimpasa,1,2,70%,30%,17,13,4,4,13,9,15,9,3,1,2,3,26,18,2,3,12,18,1,2,0,0,A
00IbEw7m,20.09.2013 19:00,Akhisarspor,Gaziantepspor,2,0,49%,51%,23,12,12,3,11,9,22,10,5,3,2,2,19,19,3,10,8,18,0,2,0,0,H
ncEfFJis,20.09.2013 19:00,Kardemir Karabuk,Kayseri Erciyesspor,0,0,53%,47%,8,10,4,5,4,5,21,15,6,3,1,0,17,22,5,4,14,17,3,2,1,0,D
vXlH10Ns,16.09.2013 19:00,Kasimpasa,Fenerbahce,2,3,41%,59%,10,19,4,6,6,13,18,23,5,6,4,2,11,25,3,2,19,13,5,4,0,0,A
ULsUbb70,15.09.2013 19:30,Bursaspor,Besiktas,0,3,46%,54%,8,14,2,7,6,7,18,22,5,4,7,7,27,9,4,2,15,12,4,2,0,0,A
ShLbqJ7D,15.09.2013 19:30,Elazigspor,Konyaspor,2,0,46%,54%,9,21,6,9,3,12,22,27,2,5,3,4,20,27,9,4,23,17,1,3,0,0,H
xO2k6tFQ,15.09.2013 17:00,Genclerbirligi,Kayserispor,1,1,56%,44%,19,7,4,2,15,5,20,16,7,0,1,1,28,25,1,3,15,14,2,2,0,0,D
86gL0Kxl,15.09.2013 17:00,Sivasspor,Eskisehirspor,3,2,,,,,,,,,,,,,,,,,,,,,,,0,0,H
nchPavhf,14.09.2013 19:30,Gaziantepspor,Rizespor,2,5,43%,57%,11,18,5,9,6,9,15,12,3,7,1,1,26,23,4,3,10,14,6,2,1,0,A
l2Mfpah7,14.09.2013 19:30,Trabzonspor,Kardemir Karabuk,1,0,,,,,,,,,,,,,,,,,,,,,,,0,0,H
faDp7MaK,14.09.2013 17:00,Kayseri Erciyesspor,Akhisarspor,1,0,,,,,,,,,,,,,,,,,,,,,,,0,0,H
td9t82pE,13.09.2013 19:00,Galatasaray,Antalyaspor,1,1,57%,43%,26,10,6,2,20,8,17,17,13,3,1,5,24,12,1,5,15,10,2,7,0,0,D
MZ2olsgr,01.09.2013 20:45,Akhisarspor,Trabzonspor,3,0,,,,,,,,,,,,,,,,,,,,,,,0,0,H
YBo97Vg3,01.09.2013 19:30,Rizespor,Kayseri Erciyesspor,2,1,50%,50%,9,9,4,5,5,4,22,26,4,7,3,0,20,26,4,2,24,19,3,2,0,1,H
txkH59OF,01.09.2013 19:00,Kardemir Karabuk,Genclerbirligi,1,0,50%,50%,14,9,9,5,5,4,29,9,8,4,1,3,22,15,5,8,4,23,1,5,0,0,H
8j5couw1,01.09.2013 18:30,Besiktas,Gaziantepspor,2,0,58%,42%,15,8,3,1,12,7,23,22,5,2,6,1,24,13,1,1,19,19,2,3,0,0,H
zw7km18l,31.08.2013 20:45,Antalyaspor,Bursaspor,1,2,49%,51%,9,16,2,6,7,10,20,19,9,6,5,2,23,22,4,1,13,17,1,1,0,0,A
Ua6gnLNf,31.08.2013 20:45,Fenerbahce,Sivasspor,5,2,51%,49%,21,11,14,2,7,9,14,21,6,2,1,2,22,20,0,9,20,10,1,3,0,0,H
fLn58Bvc,31.08.2013 19:00,Kayserispor,Elazigspor,1,3,64%,36%,13,13,8,8,5,5,28,16,5,8,2,3,27,16,5,7,11,16,0,2,0,0,A
hG8MqS1d,30.08.2013 20:45,Eskisehirspor,Galatasaray,0,0,53%,47%,7,14,2,4,5,10,25,23,5,4,3,2,19,18,4,2,18,23,2,1,0,0,D
2ojD6k99,30.08.2013 19:00,Konyaspor,Kasimpasa,1,2,50%,50%,11,14,3,8,8,6,20,19,7,6,1,2,18,34,6,2,17,18,1,1,0,0,A
f77WgCP3,26.08.2013 20:45,Kayseri Erciyesspor,Besiktas,2,4,47%,53%,8,15,3,7,5,8,11,27,3,2,5,1,22,21,3,1,22,10,4,1,1,0,A
8ABzgWvA,26.08.2013 19:00,Trabzonspor,Rizespor,2,1,50%,50%,14,14,8,6,6,8,17,24,9,6,4,3,24,28,5,6,18,11,2,3,0,0,H
fVkJp8nj,25.08.2013 20:45,Bursaspor,Galatasaray,1,1,50%,50%,13,10,5,4,8,6,21,16,9,1,0,0,18,18,3,4,12,18,2,0,0,0,D
2XAvhjfG,25.08.2013 19:15,Elazigspor,Kardemir Karabuk,2,2,50%,50%,12,13,3,8,9,5,30,17,8,4,1,4,17,13,6,1,15,25,2,2,0,0,D
tO9riA9M,25.08.2013 19:15,Sivasspor,Konyaspor,2,0,51%,49%,11,11,2,5,9,6,17,13,2,5,1,2,29,33,5,0,11,16,2,1,0,0,H
ba4mjUOS,24.08.2013 20:45,Fenerbahce,Eskisehirspor,1,0,54%,46%,8,11,4,7,4,4,15,22,1,5,3,2,16,35,7,3,19,11,1,1,0,0,H
CrIRfhAc,24.08.2013 20:45,Gaziantepspor,Antalyaspor,0,0,48%,52%,10,15,0,5,10,10,16,19,6,3,2,2,19,23,5,0,16,13,2,1,1,0,D
YiJNeYfi,24.08.2013 19:00,Kasimpasa,Kayserispor,3,1,37%,63%,14,15,7,5,7,10,9,32,5,3,3,3,21,19,4,4,30,7,2,3,0,0,H
08jFolXq,23.08.2013 20:45,Genclerbirligi,Akhisarspor,3,0,51%,49%,15,18,8,6,7,12,13,16,4,9,2,1,25,28,6,5,14,12,1,3,0,0,H
