id,date,home_team,away_team,home_goals,away_goals,Ball Possession_home,Ball Possession_away,Goal Attempts_home,Goal Attempts_away,Shots on Goal_home,Shots on Goal_away,Shots off Goal_home,Shots off Goal_away,Free Kicks_home,Free Kicks_away,Corner Kicks_home,Corner Kicks_away,Offsides_home,Offsides_away,Throw-ins_home,Throw-ins_away,Goalkeeper Saves_home,Goalkeeper Saves_away,Fouls_home,Fouls_away,Yellow Cards_home,Yellow Cards_away,Red Cards_home,Red Cards_away,result
8tAr16pP,18.01.2016 18:00,Eskisehirspor,Fenerbahce,0,3,47%,53%,6,13,3,4,3,9,18,12,3,6,1,0,25,15,1,3,12,13,5,1,1,0,A
bBlNgOxa,17.01.2016 15:00,Bursaspor,Trabzonspor,4,2,52%,48%,18,12,11,7,7,5,19,12,10,6,2,0,10,21,5,7,10,20,2,4,0,0,H
AkdAdQht,17.01.2016 12:30,Antalyaspor,Basaksehir,1,2,42%,58%,8,20,4,8,4,12,11,20,6,9,2,1,9,12,6,3,18,10,5,0,0,0,A
4lkJf4Nh,17.01.2016 12:30,Rizespor,Genclerbirligi,2,3,53%,47%,13,13,5,5,8,8,21,18,5,7,1,1,19,16,2,3,16,21,2,2,0,0,A
SjtvjtxO,16.01.2016 18:00,Galatasaray,Sivasspor,3,1,51%,49%,15,14,10,6,5,8,14,23,5,11,2,1,15,20,5,7,16,12,5,1,0,0,H
fwrWi27B,16.01.2016 15:00,Akhisarspor,Konyaspor,0,2,55%,45%,10,3,4,2,6,1,14,11,6,4,1,0,40,34,0,4,12,10,2,2,0,0,A
hEoFep8n,16.01.2016 12:30,Kasimpasa,Gaziantepspor,1,2,56%,44%,18,4,8,2,10,2,16,26,8,2,1,2,24,31,0,7,24,16,6,1,0,0,A
YTtziMMH,16.01.2016 12:30,Kayserispor,Ankaraspor,1,0,54%,46%,12,9,6,3,6,6,20,16,4,6,0,6,18,20,3,5,20,15,1,2,0,0,H
zDNCmmGP,28.12.2015 19:00,Fenerbahce,Sivasspor,2,1,57%,43%,24,7,8,3,16,4,28,18,10,1,5,9,21,24,2,6,13,20,3,7,0,0,H
Wr9rrRwm,28.12.2015 18:00,Eskisehirspor,Genclerbirligi,2,0,41%,59%,7,17,2,6,5,11,13,12,3,7,2,2,27,37,6,0,14,13,4,1,1,0,H
joPqt58a,27.12.2015 18:00,Besiktas,Konyaspor,4,0,55%,45%,19,4,9,2,10,2,,,2,3,3,1,,,2,5,16,12,4,2,0,0,H
CfQusogg,27.12.2015 15:30,Akhisarspor,Ankaraspor,0,0,53%,47%,5,7,1,3,4,4,24,20,1,4,1,2,31,35,3,1,15,22,2,5,0,0,D
KQG0xN7O,27.12.2015 15:00,Kayserispor,Galatasaray,1,1,44%,56%,15,13,6,4,9,9,16,23,5,3,3,4,11,22,3,5,23,9,3,2,0,0,D
p8OmuPN5,27.12.2015 13:00,Bursaspor,Mersin,2,1,49%,51%,15,6,5,2,10,4,20,19,7,6,1,1,28,24,1,3,16,17,3,2,0,0,H
hhAvq7Ot,26.12.2015 18:00,Kasimpasa,Trabzonspor,1,1,59%,41%,22,10,7,5,15,5,22,17,10,2,0,2,19,18,4,6,17,21,4,3,0,0,D
bBSivqwC,26.12.2015 15:30,Antalyaspor,Gaziantepspor,0,0,57%,43%,12,15,3,4,9,11,19,21,6,5,1,0,20,25,4,3,20,17,3,4,1,1,D
tzIdw3hI,26.12.2015 13:00,Rizespor,Basaksehir,2,1,48%,52%,14,6,4,1,10,5,19,24,4,3,3,1,21,23,0,2,19,17,3,4,0,1,H
M9J8lT0J,21.12.2015 19:00,Ankaraspor,Besiktas,2,3,47%,53%,17,7,8,3,9,4,11,31,7,3,3,1,22,22,0,6,26,9,2,3,0,0,A
j5J6ykW6,20.12.2015 18:00,Basaksehir,Eskisehirspor,2,1,69%,31%,14,9,4,4,10,5,14,8,9,2,1,1,26,15,3,2,8,15,3,4,0,0,H
CEK2xVG0,20.12.2015 18:00,Genclerbirligi,Fenerbahce,0,1,41%,59%,7,18,1,5,6,13,23,22,3,4,5,0,15,22,4,1,17,20,1,3,0,0,A
UkVcwB1f,20.12.2015 15:00,Galatasaray,Akhisarspor,3,2,50%,50%,9,11,4,6,5,5,12,10,3,5,1,1,23,11,4,1,9,15,0,1,0,0,H
W4Cfvinl,20.12.2015 12:00,Sivasspor,Kayserispor,0,0,40%,60%,5,12,3,7,2,5,19,22,0,7,4,2,17,26,7,3,19,15,1,3,0,0,D
bVMEZS0J,19.12.2015 18:00,Mersin,Kasimpasa,1,2,49%,51%,9,16,4,6,5,10,21,23,4,4,1,1,30,28,4,3,20,18,4,3,1,1,A
KvOAz9oD,19.12.2015 18:00,Trabzonspor,Antalyaspor,3,0,57%,43%,22,10,9,4,13,6,21,13,6,8,3,4,17,12,4,6,12,16,2,6,0,1,H
xrDjuXWs,19.12.2015 15:00,Konyaspor,Bursaspor,1,0,48%,52%,4,14,3,3,1,11,25,15,1,6,2,2,26,33,3,2,13,21,3,3,0,1,H
zZQOqDOQ,19.12.2015 12:30,Gaziantepspor,Rizespor,2,0,47%,53%,11,6,3,5,8,1,17,12,7,5,4,3,29,15,5,1,8,14,2,4,0,0,H
UyjPOBn1,14.12.2015 19:00,Besiktas,Galatasaray,2,1,,,,,,,,,,,,,,,,,,,,,,,0,0,H
OWvqqtYF,13.12.2015 18:00,Fenerbahce,Basaksehir,1,0,58%,42%,12,6,6,2,6,4,31,22,3,5,2,4,25,16,2,5,19,26,2,6,0,1,H
joiLPiXf,13.12.2015 13:00,Genclerbirligi,Sivasspor,0,1,,,,,,,,,,,,,,,,,,,,,,,0,0,A
IcWJpg9K,13.12.2015 12:00,Kayserispor,Akhisarspor,3,2,55%,45%,14,11,7,4,7,7,24,12,5,4,0,2,12,31,2,4,11,24,5,4,1,0,H
Q3qYMkHD,12.12.2015 18:00,Antalyaspor,Mersin,3,2,,,,,,,,,,,,,,,,,,,,,,,0,0,H
rLiHQXHl,12.12.2015 18:00,Rizespor,Trabzonspor,3,0,,,,,,,,,,,,,,,,,,,,,,,0,0,H
v7XFoZgE,12.12.2015 15:00,Eskisehirspor,Gaziantepspor,1,2,,,,,,,,,,,,,,,,,,,,,,,0,0,A
C0uUNV17,12.12.2015 12:30,Kasimpasa,Konyaspor,2,1,,,,,,,,,,,,,,,,,,,,,,,0,0,H
4UhDRD2r,11.12.2015 18:00,Bursaspor,Ankaraspor,0,4,51%,49%,12,12,1,9,11,3,24,18,3,3,0,5,27,26,5,1,15,18,0,1,0,0,A
0bglNbBd,07.12.2015 19:00,Trabzonspor,Eskisehirspor,3,1,48%,52%,9,8,7,3,2,5,15,13,3,2,1,4,19,17,2,4,15,9,4,6,0,1,H
M7fpOvdj,07.12.2015 17:00,Akhisarspor,Sivasspor,1,0,47%,53%,12,11,4,3,8,8,17,22,6,6,0,2,21,23,3,3,18,17,4,3,0,0,H
ATE9UtJM,06.12.2015 18:00,Gaziantepspor,Fenerbahce,2,2,39%,61%,10,13,7,4,3,9,17,22,6,7,1,1,20,23,2,5,21,15,2,4,0,1,D
xGxXorlc,06.12.2015 18:00,Mersin,Rizespor,3,0,52%,48%,6,13,5,3,1,10,13,19,6,5,3,0,24,17,3,2,18,14,2,3,0,0,H
WxG5VM3G,06.12.2015 15:00,Basaksehir,Genclerbirligi,2,0,56%,44%,17,7,5,2,12,5,23,21,2,5,1,0,32,18,2,3,20,24,3,2,0,0,H
hh4ET0YS,05.12.2015 18:00,Kayserispor,Besiktas,1,2,51%,49%,20,5,7,3,13,2,16,16,10,3,1,2,16,24,1,6,15,14,0,2,0,0,A
G6yyo233,05.12.2015 15:00,Konyaspor,Antalyaspor,3,2,52%,48%,19,7,10,3,9,4,11,23,5,4,2,1,35,25,1,7,21,9,4,1,0,0,H
ATzupMI9,05.12.2015 12:30,Ankaraspor,Kasimpasa,0,1,46%,54%,7,8,2,3,5,5,15,16,6,9,2,1,31,11,2,2,10,15,1,3,1,0,A
SpetPKtp,04.12.2015 19:00,Galatasaray,Bursaspor,3,0,52%,48%,10,13,4,5,6,8,16,20,2,1,4,1,17,21,5,1,14,15,2,1,0,0,H
CbEzI3ZG,30.11.2015 19:00,Fenerbahce,Trabzonspor,2,0,53%,47%,13,4,5,2,8,2,20,23,6,1,1,1,21,21,2,3,19,14,4,4,0,1,H
tlNhYOJc,29.11.2015 19:15,Kasimpasa,Galatasaray,2,2,54%,46%,19,12,7,6,12,6,23,13,7,3,1,3,26,18,4,5,17,14,1,2,0,0,D
EsV6ALRj,29.11.2015 16:00,Besiktas,Akhisarspor,0,2,64%,36%,26,8,4,5,22,3,23,11,14,1,1,2,30,12,3,4,9,21,4,3,0,0,A
ziW2B1Cp,29.11.2015 13:00,Genclerbirligi,Gaziantepspor,2,2,49%,51%,19,19,7,5,12,14,16,23,5,1,3,0,19,19,3,5,18,16,2,4,0,2,D
OCCcXrZ3,28.11.2015 18:00,Eskisehirspor,Mersin,3,2,47%,53%,13,6,6,4,7,2,18,19,5,5,3,3,25,25,2,3,12,14,3,1,0,0,H
23B1W2lA,28.11.2015 15:00,Sivasspor,Basaksehir,2,2,51%,49%,12,11,6,4,6,7,15,16,8,6,4,2,28,22,2,4,13,16,0,2,0,0,D
6LDvHNlN,27.11.2015 18:00,Antalyaspor,Ankaraspor,1,1,50%,50%,13,10,4,1,9,9,24,21,4,4,0,1,18,18,0,3,20,24,4,2,0,0,D
SpJlZ44i,27.11.2015 18:00,Bursaspor,Kayserispor,1,2,45%,55%,11,12,5,4,6,8,23,17,6,5,1,2,22,18,2,4,17,25,3,3,0,0,A
pCCrGs4T,27.11.2015 18:00,Rizespor,Konyaspor,0,0,44%,56%,13,4,4,2,9,2,18,13,4,3,1,0,11,17,2,4,11,18,2,3,0,0,D
xtMNK5kb,23.11.2015 19:00,Gaziantepspor,Basaksehir,0,1,52%,48%,3,6,1,1,2,5,22,19,2,3,3,1,27,26,0,1,14,21,2,0,0,0,A
86HJLozh,22.11.2015 18:00,Besiktas,Sivasspor,2,0,55%,45%,19,12,8,4,11,8,23,15,5,1,1,2,19,24,4,6,14,21,3,2,0,0,H
K4kc4p5H,22.11.2015 15:30,Trabzonspor,Genclerbirligi,1,0,50%,50%,10,10,3,1,7,9,6,20,3,2,5,1,17,17,1,2,19,6,1,0,0,0,H
beAWIqKA,22.11.2015 13:00,Ankaraspor,Rizespor,0,1,62%,38%,14,7,5,5,9,2,25,20,8,2,2,4,29,23,4,5,14,17,2,5,0,0,A
bel134KN,22.11.2015 13:00,Konyaspor,Eskisehirspor,3,2,55%,45%,6,11,5,6,1,5,17,15,2,4,3,0,26,16,4,2,15,15,2,3,0,0,H
SAvXcrro,21.11.2015 19:15,Galatasaray,Antalyaspor,3,3,50%,50%,12,17,6,11,6,6,19,22,7,6,5,8,10,10,8,3,19,14,4,3,0,0,D
hIm52OZT,21.11.2015 18:00,Kayserispor,Kasimpasa,0,0,51%,49%,14,8,4,2,10,6,20,29,6,1,3,1,30,23,2,4,26,19,3,1,0,0,D
GWKRJP44,21.11.2015 16:00,Mersin,Fenerbahce,1,3,42%,58%,7,21,2,10,5,11,22,19,1,5,3,1,24,16,7,1,16,21,2,0,1,0,A
UFIFMRKo,21.11.2015 12:30,Akhisarspor,Bursaspor,3,1,49%,51%,11,10,6,4,5,6,15,23,3,5,3,0,17,32,3,3,15,15,2,4,0,0,H
UFdp7nLb,08.11.2015 19:15,Bursaspor,Besiktas,0,1,51%,49%,13,7,6,2,7,5,24,23,4,10,3,4,23,35,1,6,18,20,3,3,0,0,A
fc4X9lyt,08.11.2015 16:00,Fenerbahce,Konyaspor,1,0,60%,40%,17,7,7,2,10,5,20,20,8,3,2,5,33,19,2,6,18,14,2,1,0,0,H
4YSRl55U,08.11.2015 13:00,Sivasspor,Gaziantepspor,3,0,50%,50%,18,6,8,1,10,5,19,19,9,1,2,6,19,19,1,5,15,14,3,3,1,0,H
rJvJjRzI,07.11.2015 17:00,Kasimpasa,Akhisarspor,2,1,55%,45%,12,6,4,2,8,4,23,23,6,5,2,1,20,14,1,2,18,18,0,2,0,0,H
Oxdl66z5,07.11.2015 17:00,Rizespor,Galatasaray,4,3,42%,58%,12,14,7,6,5,8,13,12,2,5,3,0,14,26,3,3,9,12,2,5,0,1,H
GCht8S5h,07.11.2015 14:00,Basaksehir,Trabzonspor,1,0,50%,50%,17,8,5,1,12,7,15,15,4,2,4,5,25,31,1,4,12,9,3,2,0,0,H
QsUNkojO,07.11.2015 12:00,Antalyaspor,Kayserispor,1,1,47%,53%,9,16,4,5,5,11,19,26,2,9,3,3,16,33,4,3,19,17,4,3,0,0,D
Ym3y98jn,06.11.2015 18:00,Genclerbirligi,Mersin,1,1,52%,48%,15,6,7,5,8,1,23,29,3,8,1,2,20,27,4,6,23,17,1,2,0,0,D
2Tfh5QkB,06.11.2015 17:00,Eskisehirspor,Ankaraspor,0,2,,,,,,,,,,,,,,,,,,,,,,,0,0,A
0zqbekMn,30.10.2015 19:45,Besiktas,Kasimpasa,3,3,55%,45%,13,5,6,3,7,2,19,17,9,1,3,1,25,25,0,3,14,18,2,6,0,0,D
6DqfdV6t,30.10.2015 17:00,Akhisarspor,Antalyaspor,2,1,51%,49%,11,9,6,2,5,7,19,22,2,1,3,0,20,30,1,4,20,17,2,2,0,0,H
UcPvjfp7,30.10.2015 17:00,Konyaspor,Genclerbirligi,0,0,40%,60%,9,5,2,0,7,5,12,26,3,2,1,1,26,23,0,2,23,9,3,4,0,0,D
Ag2RDcxE,29.10.2015 19:45,Galatasaray,Eskisehirspor,4,0,,,,,,,,,,,,,,,,,,,,,,,0,0,H
UFzFi7LB,29.10.2015 17:00,Ankaraspor,Fenerbahce,0,1,45%,55%,14,11,4,5,10,6,19,22,5,4,1,2,32,24,4,4,20,14,4,1,0,0,A
zgyBhm65,29.10.2015 17:00,Mersin,Basaksehir,1,1,,,,,,,,,,,,,,,,,,,,,,,0,0,D
d2x7gTja,28.10.2015 19:45,Trabzonspor,Gaziantepspor,2,2,50%,50%,12,7,6,3,6,4,17,20,2,2,0,1,20,17,1,4,25,17,5,4,0,0,D
vRs2f9yg,28.10.2015 17:00,Bursaspor,Sivasspor,1,0,43%,57%,8,17,2,4,6,13,17,16,2,7,3,3,21,27,4,1,10,12,2,3,0,0,H
8lOrkEaD,28.10.2015 17:00,Kayserispor,Rizespor,0,0,53%,47%,14,6,4,3,10,3,25,21,7,5,0,3,30,24,3,4,20,22,3,2,0,0,D
v9WRhd0l,26.10.2015 18:00,Antalyaspor,Besiktas,1,5,44%,56%,12,14,7,10,5,4,17,14,2,5,0,2,19,12,5,6,17,18,3,2,0,0,A
UZthabNK,25.10.2015 17:00,Fenerbahce,Galatasaray,1,1,47%,53%,16,8,6,3,10,5,19,28,6,5,3,2,11,19,2,5,24,16,3,4,0,0,D
dUx9xyG7,25.10.2015 12:00,Basaksehir,Konyaspor,4,0,53%,47%,8,2,5,0,3,2,21,21,1,2,2,3,31,22,0,1,17,17,1,3,0,0,H
Q5SNgxor,24.10.2015 18:00,Gaziantepspor,Mersin,1,0,52%,48%,9,13,4,6,5,7,15,13,4,10,2,2,20,22,6,3,9,12,0,2,0,0,H
0OKzizV0,24.10.2015 18:00,Sivasspor,Trabzonspor,0,2,65%,35%,26,10,9,6,17,4,23,20,15,3,4,2,32,14,4,9,16,21,4,6,1,1,A
8QudbIxR,24.10.2015 15:00,Genclerbirligi,Ankaraspor,1,0,47%,53%,8,12,3,3,5,9,,,3,8,0,0,22,33,3,2,22,14,2,2,0,0,H
AXQj1Kh8,24.10.2015 15:00,Kasimpasa,Bursaspor,0,1,45%,55%,16,11,5,3,11,8,,,2,3,4,3,19,16,2,5,13,19,1,5,0,1,A
lOPf0v8E,23.10.2015 19:00,Eskisehirspor,Kayserispor,1,3,54%,46%,13,15,4,10,9,5,18,21,7,1,4,1,26,28,7,3,16,16,3,4,0,1,A
MXLWiGFf,23.10.2015 18:00,Rizespor,Akhisarspor,0,2,51%,49%,7,6,2,3,5,3,18,16,5,4,0,4,16,20,1,2,16,15,2,2,0,0,A
dU0HnLwF,19.10.2015 19:00,Ankaraspor,Basaksehir,0,3,46%,54%,12,11,8,5,4,6,16,17,9,4,3,0,23,25,2,8,15,14,4,3,0,0,A
MBpduwWl,19.10.2015 19:00,Mersin,Trabzonspor,3,2,43%,57%,7,20,3,7,4,13,17,15,2,7,1,3,18,20,5,0,12,14,5,2,1,0,H
271Dm1O8,18.10.2015 19:00,Besiktas,Rizespor,1,0,62%,38%,17,7,5,4,12,3,21,12,11,3,3,3,16,16,4,4,10,15,0,2,0,0,H
844LougL,18.10.2015 18:00,Akhisarspor,Eskisehirspor,1,0,45%,55%,6,9,2,0,4,9,15,22,0,3,1,2,21,22,0,1,19,12,3,1,0,0,H
rRY4wH01,18.10.2015 16:00,Kayserispor,Fenerbahce,0,1,56%,44%,11,5,3,2,8,3,28,24,8,3,2,4,21,10,1,3,23,24,4,7,1,0,A
hxthtJGr,18.10.2015 12:30,Kasimpasa,Sivasspor,2,1,47%,53%,18,9,7,3,11,6,25,30,8,3,1,1,13,23,2,5,27,23,2,2,0,0,H
OG29ls92,17.10.2015 18:00,Galatasaray,Genclerbirligi,4,1,63%,37%,22,12,15,3,7,9,20,13,15,3,1,0,25,11,2,11,11,21,2,2,0,0,H
02q0vcoe,17.10.2015 18:00,Konyaspor,Gaziantepspor,2,1,48%,52%,14,4,7,2,7,2,18,30,2,1,1,1,26,25,1,5,27,16,1,4,0,0,H
jTgQpa8R,17.10.2015 15:00,Bursaspor,Antalyaspor,0,2,54%,46%,19,10,4,4,15,6,24,15,5,3,0,4,19,18,2,4,12,23,1,2,1,0,A
0KxWzOv3,04.10.2015 19:00,Fenerbahce,Akhisarspor,2,2,56%,44%,20,3,7,2,13,1,19,13,6,0,1,3,18,14,0,5,15,14,4,2,0,0,D
MZQvZ19F,04.10.2015 18:00,Antalyaspor,Kasimpasa,0,0,49%,51%,15,11,4,3,11,8,16,14,8,4,0,0,24,19,3,4,11,13,3,1,0,0,D
88KMQwHe,04.10.2015 16:00,Eskisehirspor,Besiktas,1,2,45%,55%,9,18,4,5,5,13,14,20,2,9,1,2,18,21,3,3,17,14,3,1,0,0,A
EoLIRJ1k,04.10.2015 13:00,Rizespor,Bursaspor,2,3,51%,49%,16,10,5,4,11,6,9,10,7,4,1,0,20,22,1,3,11,10,2,2,0,0,A
f1vnXuvS,03.10.2015 18:00,Basaksehir,Galatasaray,0,2,48%,52%,10,10,5,4,5,6,21,17,4,4,4,6,27,17,2,5,16,15,2,2,0,0,A
GAurYLOL,03.10.2015 18:00,Genclerbirligi,Kayserispor,2,0,48%,52%,8,12,4,4,4,8,20,26,3,5,4,1,22,27,4,2,19,16,1,5,0,0,H
rqSzzrf9,03.10.2015 15:00,Gaziantepspor,Ankaraspor,2,1,45%,55%,10,12,3,2,7,10,18,14,0,11,1,2,22,27,1,1,10,17,2,0,1,1,H
naJQPcW1,02.10.2015 19:00,Sivasspor,Mersin,2,2,45%,55%,11,20,7,4,4,16,19,20,3,4,0,5,24,23,2,5,19,14,1,2,1,0,D
0rHESanq,02.10.2015 19:00,Trabzonspor,Konyaspor,1,2,54%,46%,12,7,5,2,7,5,22,18,9,4,5,5,20,16,0,4,14,18,5,2,1,0,A
xniyFtIq,28.09.2015 19:00,Bursaspor,Eskisehirspor,2,0,56%,44%,17,8,4,3,13,5,21,13,7,5,2,3,37,27,3,2,13,18,2,2,0,0,H
8QDhN4A3,28.09.2015 18:00,Kasimpasa,Rizespor,1,1,54%,46%,20,7,6,3,14,4,14,19,12,5,3,2,17,19,2,5,17,11,3,4,0,2,D
nHYRy4Pd,28.09.2015 18:00,Kayserispor,Basaksehir,0,1,51%,49%,14,11,4,3,10,8,21,21,5,4,3,0,22,26,2,4,13,22,0,3,0,0,A
zw59JM9S,27.09.2015 18:00,Besiktas,Fenerbahce,3,2,45%,55%,8,11,2,4,6,7,23,15,3,9,2,3,18,17,2,0,17,21,3,1,0,0,H
nHCdMOP9,27.09.2015 16:00,Antalyaspor,Sivasspor,1,1,46%,54%,15,15,5,5,10,10,16,23,8,4,2,2,18,18,4,4,21,12,3,3,0,0,D
fNotE0Xk,27.09.2015 13:00,Konyaspor,Mersin,2,0,54%,46%,17,6,4,1,13,5,27,15,4,1,1,2,20,20,1,2,15,24,0,3,0,0,H
tG55K2fM,26.09.2015 18:00,Akhisarspor,Genclerbirligi,1,0,50%,50%,16,11,7,1,9,10,21,19,7,4,3,1,19,15,1,6,15,19,2,2,0,0,H
Uu21LruG,26.09.2015 18:00,Galatasaray,Gaziantepspor,2,1,61%,39%,15,13,10,4,5,9,13,15,4,2,3,0,21,21,3,8,10,13,4,2,0,0,H
YDppDKnd,26.09.2015 15:00,Ankaraspor,Trabzonspor,3,1,43%,57%,9,14,4,3,5,11,17,13,7,5,3,1,10,21,2,1,10,17,2,4,1,0,H
jTHWYthI,21.09.2015 19:00,Genclerbirligi,Besiktas,1,1,37%,63%,5,16,2,7,3,9,12,29,5,9,1,3,26,36,6,1,25,11,4,4,0,0,D
bD3NxPhg,20.09.2015 19:00,Fenerbahce,Bursaspor,2,1,56%,44%,11,13,4,4,7,9,18,24,8,1,1,0,24,25,3,2,23,17,2,5,0,0,H
dSq4GYyi,20.09.2015 16:00,Gaziantepspor,Kayserispor,1,0,50%,50%,8,12,2,4,6,8,23,22,6,3,0,3,16,27,4,1,20,18,3,2,1,0,H
WQ1Vz3N5,19.09.2015 19:00,Eskisehirspor,Kasimpasa,0,3,50%,50%,14,15,3,9,11,6,20,12,9,4,2,3,24,24,6,3,10,18,3,1,0,0,A
00ApPQui,19.09.2015 19:00,Trabzonspor,Galatasaray,0,1,45%,55%,12,13,3,5,9,8,15,17,5,3,3,4,17,29,4,3,16,12,2,1,0,0,A
hz3Ryq8a,19.09.2015 16:00,Rizespor,Antalyaspor,5,1,44%,56%,10,14,5,5,5,9,16,16,4,8,0,2,15,21,4,0,16,14,1,2,0,0,H
CxJSZMxC,19.09.2015 16:00,Sivasspor,Konyaspor,0,0,59%,41%,10,7,1,3,9,4,18,9,8,1,0,1,29,18,3,1,10,16,3,2,1,0,D
rPu0HEMp,18.09.2015 19:00,Basaksehir,Akhisarspor,2,0,45%,55%,8,7,3,2,5,5,14,22,2,7,1,2,28,37,2,1,20,12,1,1,0,0,H
vi9lOpec,18.09.2015 19:00,Mersin,Ankaraspor,0,4,55%,45%,16,16,2,8,14,8,19,23,5,0,2,0,22,17,4,2,17,19,3,3,0,0,A
2oAEvoOt,14.09.2015 20:00,Kayserispor,Trabzonspor,0,1,50%,50%,7,6,2,2,5,4,20,14,3,2,3,1,22,17,1,2,13,18,2,4,0,0,A
baOlOPw0,13.09.2015 20:00,Kasimpasa,Fenerbahce,0,1,51%,49%,11,8,2,4,9,4,25,21,5,2,3,2,20,16,3,2,17,25,1,3,1,0,A
hMNhNqg6,13.09.2015 19:15,Ankaraspor,Konyaspor,1,2,56%,44%,17,10,5,7,12,3,22,17,8,6,2,0,18,20,5,4,17,21,2,5,0,1,A
K8PpP5Og,13.09.2015 16:00,Besiktas,Basaksehir,2,0,46%,54%,15,16,8,5,7,11,20,15,5,9,3,1,16,14,5,6,13,18,1,3,0,0,H
0xOnqRFP,13.09.2015 16:00,Rizespor,Sivasspor,1,1,55%,45%,11,14,4,6,7,8,14,11,4,3,1,0,19,19,5,3,10,11,4,4,1,0,D
CMU4KswP,12.09.2015 19:15,Antalyaspor,Eskisehirspor,2,0,48%,52%,10,9,7,4,3,5,18,18,7,4,4,0,23,24,4,5,17,20,2,2,0,0,H
pAaJw5wm,12.09.2015 19:15,Galatasaray,Mersin,1,1,58%,42%,22,11,9,2,13,9,27,24,11,0,3,7,26,26,1,8,19,21,3,5,1,1,D
j7tdM38C,12.09.2015 16:00,Akhisarspor,Gaziantepspor,0,0,37%,63%,6,10,2,4,4,6,15,22,4,2,4,1,27,15,4,2,21,13,1,1,1,0,D
YVV0LNNI,12.09.2015 16:00,Bursaspor,Genclerbirligi,3,2,55%,45%,9,10,3,7,6,3,22,19,3,6,2,5,20,24,5,0,19,18,2,4,0,0,H
C22J8pvD,30.08.2015 20:15,Fenerbahce,Antalyaspor,2,1,54%,46%,21,11,7,3,14,8,16,16,6,2,2,2,20,19,2,5,15,14,2,0,0,0,H
rNE6Bnff,30.08.2015 20:15,Sivasspor,Ankaraspor,1,1,53%,47%,6,11,2,3,4,8,23,17,5,7,1,3,21,26,2,1,14,20,5,2,0,1,D
OtWyRRgs,30.08.2015 18:00,Eskisehirspor,Rizespor,1,1,57%,43%,21,13,6,5,15,8,14,15,5,3,4,1,18,25,4,5,11,14,3,3,0,0,D
4x3F9QO6,30.08.2015 18:00,Trabzonspor,Akhisarspor,2,2,58%,42%,17,11,8,5,9,6,18,13,11,4,0,3,22,17,3,6,14,16,2,1,0,0,D
61qAV7oQ,29.08.2015 20:15,Konyaspor,Galatasaray,1,4,45%,55%,15,13,5,7,10,6,14,25,5,4,0,2,20,25,3,4,23,11,4,4,0,1,A
2XUuQo9m,29.08.2015 20:15,Mersin,Kayserispor,1,2,54%,46%,12,11,4,5,8,6,23,22,6,3,4,0,13,16,3,3,18,24,2,3,0,0,A
jg1N74gJ,29.08.2015 18:00,Basaksehir,Bursaspor,2,1,,,,,,,,,,,,,,,,,,,,,,,0,0,H
Qo4BA690,29.08.2015 18:00,Genclerbirligi,Kasimpasa,1,0,,,,,,,,,,,,,,,,,,,,,,,0,0,H
hbu6WmWJ,28.08.2015 20:15,Gaziantepspor,Besiktas,0,4,32%,68%,12,8,3,5,9,3,17,22,2,2,1,2,22,30,1,3,16,15,3,1,0,0,A
UJA2CSvl,24.08.2015 20:45,Galatasaray,Ankaraspor,1,2,60%,40%,26,8,7,5,19,3,14,20,9,3,1,1,25,14,3,6,18,12,1,1,0,0,A
jTkTcTPf,23.08.2015 20:45,Antalyaspor,Genclerbirligi,3,1,57%,43%,13,10,8,4,5,6,21,14,6,2,1,2,23,18,3,5,13,17,3,5,0,0,H
GCURIU1K,23.08.2015 20:45,Rizespor,Fenerbahce,1,1,50%,50%,13,12,5,4,8,8,21,14,5,6,1,0,35,18,3,4,14,21,4,2,0,0,D
zcBbD8Ps,23.08.2015 18:30,Bursaspor,Gaziantepspor,0,1,56%,44%,13,13,4,3,9,10,22,18,5,4,1,2,28,15,2,4,17,25,4,3,0,0,A
YmPWHlHQ,23.08.2015 18:30,Eskisehirspor,Sivasspor,4,2,43%,57%,11,16,6,10,5,6,13,23,2,8,3,0,15,20,8,2,20,13,2,3,0,0,H
Crvxd7f7,22.08.2015 20:45,Akhisarspor,Mersin,2,0,45%,55%,11,10,4,3,7,7,17,15,1,5,1,5,22,24,3,2,15,16,2,2,0,1,H
OIsteR9D,22.08.2015 20:45,Besiktas,Trabzonspor,1,2,51%,49%,9,16,3,7,6,9,20,16,7,4,4,5,23,12,5,2,13,16,5,3,1,0,A
UJlXdmu1,22.08.2015 18:30,Kayserispor,Konyaspor,1,1,49%,51%,8,6,2,2,6,4,9,19,3,7,0,1,20,24,1,1,17,10,3,1,0,0,D
xMVNJAnE,21.08.2015 20:45,Kasimpasa,Basaksehir,1,0,43%,57%,5,9,2,4,3,5,21,27,2,8,,,29,35,4,1,26,18,3,2,0,0,H
j57t7X28,17.08.2015 21:00,Genclerbirligi,Rizespor,2,3,51%,49%,16,10,4,5,12,5,19,20,3,4,1,1,28,23,2,2,19,17,3,2,0,0,A
42n6rlQ7,16.08.2015 21:00,Gaziantepspor,Kasimpasa,0,3,40%,60%,7,16,1,6,6,10,14,15,2,9,1,0,24,25,3,1,15,14,2,0,1,0,A
