id,date,home_team,away_team,home_goals,away_goals,Ball Possession_home,Ball Possession_away,Goal Attempts_home,Goal Attempts_away,Shots on Goal_home,Shots on Goal_away,Shots off Goal_home,Shots off Goal_away,Free Kicks_home,Free Kicks_away,Corner Kicks_home,Corner Kicks_away,Offsides_home,Offsides_away,Throw-ins_home,Throw-ins_away,Goalkeeper Saves_home,Goalkeeper Saves_away,Fouls_home,Fouls_away,Yellow Cards_home,Yellow Cards_away,Red Cards_home,Red Cards_away,result,Goal Kicks_home,Goal Kicks_away,Attacks_home,Attacks_away,Dangerous Attacks_home,Dangerous Attacks_away,Blocked Shots_home,Blocked Shots_away,Total Passes_home,Total Passes_away,Completed Passes_home,Completed Passes_away,Tackles_home,Tackles_away
YRoPwBv8,22.01.2022 14:00,Adana Demirspor,Karagumruk,5,0,55%,45%,17.0,8.0,9.0,5.0,7.0,2.0,,,7.0,4.0,3.0,1.0,,,5.0,4.0,15.0,9.0,1.0,4.0,0,1,H,,,80.0,74.0,74.0,39.0,1.0,1.0,462.0,392.0,,,14.0,19.0
25GaWAnl,22.01.2022 14:00,Sivasspor,Fenerbahce,1,1,48%,52%,18.0,9.0,5.0,3.0,7.0,2.0,,,9.0,6.0,5.0,1.0,,,2.0,4.0,14.0,19.0,2.0,3.0,0,0,D,,,95.0,90.0,76.0,55.0,6.0,4.0,316.0,366.0,,,17.0,19.0
W2NHvZv8,22.01.2022 11:30,Yeni Malatyaspor,Besiktas,1,1,37%,63%,11.0,18.0,4.0,3.0,6.0,10.0,,,3.0,6.0,2.0,4.0,,,2.0,3.0,13.0,12.0,2.0,2.0,0,0,D,,,101.0,139.0,66.0,121.0,1.0,5.0,358.0,621.0,,,15.0,16.0
CbIsRXf2,20.01.2022 18:00,Galatasaray,Kasimpasa,1,3,56%,44%,14.0,17.0,6.0,4.0,5.0,10.0,,,5.0,6.0,2.0,4.0,,,1.0,5.0,8.0,11.0,0.0,1.0,0,0,A,,,67.0,68.0,60.0,63.0,3.0,3.0,479.0,364.0,,,11.0,13.0
Q1rHuX9e,20.01.2022 15:00,Alanyaspor,Hatayspor,6,0,64%,36%,20.0,2.0,10.0,1.0,8.0,0.0,,,3.0,1.0,0.0,2.0,,,1.0,4.0,8.0,13.0,1.0,1.0,0,0,H,,,94.0,69.0,57.0,40.0,2.0,1.0,617.0,343.0,,,10.0,18.0
MTaYme2F,20.01.2022 15:00,Rizespor,Antalyaspor,2,1,48%,52%,11.0,18.0,4.0,10.0,3.0,5.0,,,6.0,7.0,1.0,3.0,,,9.0,2.0,15.0,15.0,2.0,3.0,0,1,H,,,100.0,90.0,65.0,64.0,4.0,3.0,321.0,354.0,,,16.0,12.0
nBqDtDfk,19.01.2022 18:00,Fenerbahce,Altay,2,1,61%,39%,18.0,3.0,5.0,1.0,9.0,1.0,,,4.0,2.0,0.0,1.0,,,0.0,3.0,16.0,23.0,2.0,4.0,0,0,H,,,112.0,70.0,60.0,27.0,4.0,1.0,570.0,368.0,,,24.0,17.0
Y7JwSDud,19.01.2022 18:00,Trabzonspor,Giresunspor,1,1,62%,38%,23.0,6.0,9.0,3.0,6.0,3.0,,,9.0,2.0,2.0,1.0,,,2.0,8.0,13.0,11.0,2.0,2.0,0,0,D,,,99.0,72.0,69.0,32.0,8.0,0.0,595.0,363.0,,,10.0,15.0
UZl8sguq,19.01.2022 16:00,Kayserispor,Basaksehir,1,0,32%,68%,3.0,14.0,1.0,3.0,1.0,7.0,,,2.0,1.0,1.0,0.0,,,3.0,0.0,14.0,13.0,2.0,3.0,0,0,H,,,61.0,90.0,26.0,68.0,1.0,4.0,320.0,684.0,,,18.0,15.0
Y33xmFHL,19.01.2022 15:00,Goztepe,Sivasspor,2,1,39%,61%,10.0,20.0,3.0,5.0,5.0,10.0,,,5.0,1.0,0.0,2.0,,,4.0,1.0,19.0,14.0,4.0,4.0,0,0,H,,,115.0,129.0,53.0,50.0,2.0,5.0,286.0,432.0,,,22.0,16.0
0EBPkHX2,18.01.2022 18:00,Karagumruk,Besiktas,0,1,46%,54%,12.0,11.0,5.0,3.0,6.0,6.0,,,3.0,4.0,5.0,4.0,,,2.0,5.0,10.0,13.0,1.0,1.0,0,0,A,,,110.0,94.0,66.0,59.0,1.0,2.0,413.0,496.0,,,10.0,19.0
SQ2tnZWR,18.01.2022 18:00,Konyaspor,Adana Demirspor,1,0,56%,44%,20.0,15.0,8.0,5.0,9.0,7.0,,,8.0,7.0,3.0,0.0,,,5.0,7.0,10.0,15.0,3.0,2.0,0,0,H,,,84.0,57.0,68.0,58.0,3.0,3.0,441.0,359.0,,,22.0,11.0
EsLkwvlc,16.01.2022 17:00,Hatayspor,Galatasaray,4,2,41%,59%,16.0,13.0,7.0,5.0,4.0,5.0,,,9.0,5.0,3.0,0.0,,,3.0,3.0,8.0,7.0,5.0,5.0,0,1,H,,,102.0,79.0,46.0,45.0,5.0,3.0,306.0,448.0,,,15.0,11.0
Cxs7EfBd,16.01.2022 14:00,Giresunspor,Kasimpasa,0,2,52%,48%,11.0,14.0,2.0,4.0,2.0,6.0,,,7.0,7.0,0.0,3.0,,,2.0,2.0,12.0,13.0,,,1,0,A,,,129.0,108.0,84.0,75.0,7.0,4.0,477.0,444.0,,,14.0,15.0
M7OcyII9,16.01.2022 11:30,Altay,Alanyaspor,0,2,33%,67%,16.0,12.0,5.0,7.0,5.0,3.0,,,9.0,0.0,2.0,1.0,,,5.0,5.0,20.0,7.0,4.0,1.0,0,0,A,,,56.0,60.0,62.0,33.0,6.0,2.0,296.0,655.0,,,10.0,17.0
K0w3YF2S,15.01.2022 17:00,Antalyaspor,Fenerbahce,1,1,39%,61%,14.0,4.0,3.0,2.0,6.0,0.0,,,1.0,1.0,0.0,4.0,,,1.0,2.0,18.0,10.0,3.0,1.0,0,0,D,,,73.0,95.0,49.0,49.0,5.0,2.0,380.0,595.0,,,10.0,15.0
jqUYSgQk,15.01.2022 14:00,Karagumruk,Rizespor,2,0,49%,51%,9.0,14.0,3.0,4.0,1.0,8.0,,,4.0,3.0,2.0,0.0,,,4.0,2.0,15.0,11.0,4.0,2.0,1,0,H,,,94.0,99.0,48.0,49.0,5.0,2.0,413.0,457.0,,,15.0,21.0
SpPgxb33,15.01.2022 14:00,Sivasspor,Trabzonspor,1,1,48%,52%,10.0,10.0,4.0,3.0,4.0,5.0,,,3.0,2.0,1.0,2.0,,,2.0,3.0,13.0,10.0,2.0,1.0,0,0,D,,,114.0,107.0,66.0,48.0,2.0,2.0,399.0,536.0,,,16.0,12.0
0bN1zxYF,15.01.2022 11:30,Adana Demirspor,Kayserispor,1,1,51%,49%,12.0,16.0,7.0,11.0,3.0,4.0,,,5.0,10.0,1.0,5.0,,,10.0,6.0,11.0,7.0,,,0,0,D,,,86.0,98.0,47.0,88.0,2.0,1.0,451.0,417.0,,,10.0,14.0
Yor3Fzdj,14.01.2022 18:00,Besiktas,Gaziantep,1,0,58%,42%,16.0,7.0,4.0,3.0,5.0,3.0,,,10.0,4.0,3.0,3.0,,,3.0,3.0,9.0,15.0,1.0,3.0,0,0,H,,,120.0,97.0,116.0,76.0,7.0,1.0,530.0,389.0,,,16.0,17.0
xtQUTZAq,14.01.2022 18:00,Yeni Malatyaspor,Goztepe,1,2,62%,38%,14.0,11.0,2.0,3.0,7.0,3.0,,,3.0,6.0,2.0,4.0,,,1.0,1.0,7.0,14.0,1.0,1.0,0,0,A,,,93.0,75.0,60.0,55.0,5.0,5.0,477.0,282.0,,,13.0,28.0
nw8NZ4s5,10.01.2022 18:00,Fenerbahce,Adana Demirspor,1,2,65%,35%,15.0,15.0,3.0,8.0,7.0,3.0,,,9.0,1.0,3.0,0.0,,,6.0,2.0,17.0,11.0,2.0,3.0,0,0,A,,,81.0,62.0,71.0,46.0,5.0,4.0,,,,,,
IcG6wmrt,09.01.2022 17:00,Rizespor,Besiktas,2,2,51%,49%,10.0,22.0,5.0,10.0,4.0,6.0,,,3.0,4.0,3.0,2.0,,,8.0,3.0,16.0,17.0,5.0,3.0,1,1,D,,,80.0,75.0,28.0,45.0,1.0,6.0,373.0,347.0,,,20.0,17.0
EP9FyRCh,09.01.2022 14:00,Goztepe,Antalyaspor,4,0,41%,59%,6.0,15.0,4.0,3.0,0.0,9.0,,,1.0,12.0,3.0,1.0,,,3.0,0.0,17.0,14.0,4.0,1.0,1,0,H,,,75.0,82.0,41.0,76.0,2.0,3.0,307.0,434.0,,,17.0,15.0
SnGVXrCH,09.01.2022 14:00,Kayserispor,Altay,1,0,51%,49%,10.0,8.0,3.0,1.0,2.0,5.0,,,8.0,2.0,7.0,1.0,,,1.0,2.0,14.0,12.0,0.0,1.0,0,0,H,,,96.0,96.0,53.0,54.0,5.0,2.0,423.0,414.0,,,26.0,23.0
hG8JzoSb,09.01.2022 11:30,Konyaspor,Sivasspor,0,1,62%,38%,15.0,11.0,4.0,2.0,7.0,4.0,,,8.0,5.0,1.0,4.0,,,1.0,4.0,9.0,14.0,3.0,3.0,0,0,A,,,92.0,84.0,65.0,49.0,4.0,5.0,462.0,276.0,,,13.0,15.0
SYzcJqcO,08.01.2022 17:00,Galatasaray,Giresunspor,0,1,63%,37%,22.0,6.0,7.0,3.0,10.0,2.0,,,12.0,1.0,1.0,1.0,,,2.0,7.0,18.0,12.0,2.0,0.0,0,0,A,,,122.0,93.0,99.0,43.0,5.0,1.0,571.0,349.0,,,10.0,19.0
pOQQYOdB,08.01.2022 14:00,Alanyaspor,Basaksehir,1,1,53%,47%,13.0,12.0,2.0,3.0,8.0,6.0,,,5.0,3.0,1.0,5.0,,,2.0,1.0,11.0,12.0,2.0,4.0,1,1,D,,,60.0,76.0,37.0,44.0,3.0,3.0,547.0,500.0,,,5.0,5.0
4CwaGGtp,08.01.2022 14:00,Kasimpasa,Hatayspor,3,1,45%,55%,15.0,13.0,8.0,5.0,7.0,5.0,,,6.0,4.0,1.0,1.0,,,4.0,5.0,9.0,15.0,2.0,0.0,0,0,H,,,80.0,101.0,61.0,70.0,0.0,3.0,348.0,415.0,,,8.0,7.0
txu1I3CU,08.01.2022 11:30,Gaziantep,Karagumruk,3,1,34%,66%,13.0,15.0,5.0,4.0,5.0,7.0,,,5.0,4.0,2.0,4.0,,,3.0,2.0,22.0,7.0,1.0,3.0,0,0,H,,,75.0,93.0,48.0,67.0,3.0,4.0,280.0,555.0,,,17.0,14.0
dlFAx7cn,07.01.2022 18:00,Trabzonspor,Yeni Malatyaspor,1,0,71%,29%,24.0,3.0,7.0,0.0,7.0,3.0,,,7.0,2.0,6.0,0.0,,,0.0,6.0,9.0,12.0,0.0,2.0,0,0,H,,,109.0,57.0,90.0,23.0,10.0,0.0,669.0,280.0,,,17.0,16.0
xvayO7rg,27.12.2021 18:00,Kayserispor,Sivasspor,3,0,38%,62%,10.0,10.0,6.0,5.0,4.0,4.0,,,2.0,7.0,3.0,2.0,,,5.0,3.0,14.0,10.0,3.0,0.0,0,0,H,,,82.0,110.0,36.0,79.0,0.0,1.0,355.0,568.0,,,17.0,13.0
K2ltNRca,27.12.2021 18:00,Konyaspor,Besiktas,1,0,46%,54%,12.0,12.0,4.0,6.0,4.0,5.0,,,6.0,3.0,2.0,0.0,,,6.0,3.0,16.0,14.0,3.0,4.0,0,0,H,,,91.0,91.0,55.0,45.0,4.0,1.0,362.0,440.0,,,19.0,14.0
bgmpMoD5,26.12.2021 17:00,Fenerbahce,Yeni Malatyaspor,2,0,66%,34%,17.0,8.0,8.0,1.0,5.0,7.0,,,3.0,1.0,7.0,3.0,,,1.0,6.0,15.0,10.0,1.0,1.0,0,0,H,,,133.0,88.0,66.0,46.0,4.0,0.0,693.0,335.0,,,23.0,15.0
OzeXOmTn,26.12.2021 14:00,Alanyaspor,Karagumruk,1,1,51%,49%,17.0,13.0,5.0,4.0,8.0,7.0,,,7.0,4.0,6.0,0.0,,,3.0,4.0,13.0,8.0,1.0,2.0,0,0,D,,,83.0,85.0,80.0,68.0,4.0,2.0,490.0,467.0,,,12.0,18.0
6JnlL5SB,26.12.2021 14:00,Goztepe,Adana Demirspor,1,1,66%,34%,15.0,9.0,4.0,4.0,8.0,2.0,,,7.0,3.0,5.0,1.0,,,3.0,3.0,15.0,14.0,2.0,1.0,0,0,D,,,149.0,124.0,106.0,45.0,3.0,3.0,514.0,278.0,,,14.0,21.0
pAohKPsI,26.12.2021 11:30,Rizespor,Gaziantep,0,1,54%,46%,9.0,12.0,1.0,3.0,5.0,5.0,,,5.0,3.0,0.0,3.0,,,2.0,1.0,14.0,11.0,,,0,0,A,,,96.0,97.0,62.0,66.0,3.0,4.0,464.0,396.0,,,15.0,21.0
UDeTPTDt,25.12.2021 17:00,Trabzonspor,Basaksehir,0,0,56%,44%,10.0,7.0,4.0,5.0,2.0,1.0,,,4.0,4.0,0.0,1.0,,,5.0,4.0,7.0,14.0,1.0,2.0,0,0,D,,,139.0,88.0,39.0,36.0,4.0,1.0,584.0,426.0,,,17.0,26.0
S491U95P,25.12.2021 14:00,Galatasaray,Antalyaspor,2,0,50%,50%,17.0,13.0,6.0,5.0,9.0,4.0,,,4.0,6.0,1.0,4.0,,,5.0,4.0,18.0,13.0,4.0,3.0,0,0,H,,,98.0,105.0,39.0,49.0,2.0,4.0,407.0,407.0,,,19.0,22.0
CdRE66DI,25.12.2021 14:00,Giresunspor,Hatayspor,0,1,54%,46%,19.0,7.0,5.0,3.0,7.0,3.0,,,7.0,6.0,1.0,1.0,,,2.0,5.0,14.0,11.0,3.0,3.0,0,0,A,,,112.0,96.0,81.0,60.0,7.0,1.0,443.0,411.0,,,15.0,9.0
jmQI5QSO,25.12.2021 11:30,Kasimpasa,Altay,2,0,55%,45%,21.0,8.0,10.0,2.0,4.0,4.0,,,7.0,4.0,4.0,1.0,,,2.0,8.0,18.0,23.0,1.0,6.0,0,1,H,,,87.0,89.0,80.0,53.0,7.0,2.0,388.0,323.0,,,16.0,15.0
IZkJHWLJ,23.12.2021 18:00,Besiktas,Goztepe,2,1,46%,54%,8.0,13.0,1.0,3.0,4.0,3.0,,,3.0,2.0,1.0,3.0,,,2.0,0.0,9.0,15.0,3.0,4.0,1,0,H,,,81.0,87.0,54.0,76.0,3.0,7.0,426.0,348.0,,,19.0,13.0
WxfNGjyQ,23.12.2021 15:00,Yeni Malatyaspor,Kayserispor,2,2,46%,54%,12.0,8.0,4.0,4.0,7.0,2.0,,,2.0,2.0,3.0,2.0,,,2.0,2.0,12.0,14.0,2.0,2.0,0,0,D,,,106.0,108.0,72.0,82.0,1.0,2.0,370.0,469.0,,,16.0,22.0
Qu3XgTTC,22.12.2021 18:00,Gaziantep,Alanyaspor,2,1,47%,53%,14.0,13.0,5.0,5.0,3.0,6.0,,,7.0,3.0,3.0,2.0,,,4.0,3.0,16.0,13.0,1.0,1.0,0,0,H,,,88.0,95.0,70.0,62.0,6.0,2.0,428.0,491.0,,,10.0,15.0
4W1ygmqJ,22.12.2021 18:00,Karagumruk,Fenerbahce,1,1,28%,72%,2.0,29.0,2.0,14.0,0.0,8.0,,,0.0,5.0,0.0,3.0,,,13.0,1.0,6.0,12.0,1.0,1.0,2,0,D,,,65.0,107.0,21.0,97.0,0.0,7.0,291.0,713.0,,,16.0,21.0
IZRA7nbC,22.12.2021 15:00,Hatayspor,Konyaspor,1,3,48%,52%,7.0,12.0,2.0,5.0,5.0,5.0,,,2.0,5.0,2.0,4.0,,,2.0,1.0,7.0,12.0,4.0,3.0,1,1,A,,,103.0,109.0,70.0,65.0,0.0,2.0,379.0,410.0,,,12.0,14.0
GAVgBUbm,22.12.2021 15:00,Sivasspor,Rizespor,1,1,57%,43%,22.0,6.0,7.0,2.0,13.0,4.0,,,3.0,2.0,1.0,1.0,,,1.0,6.0,12.0,13.0,0.0,5.0,0,2,D,,,118.0,97.0,71.0,45.0,2.0,0.0,485.0,376.0,,,7.0,9.0
ppzbAlEg,21.12.2021 18:00,Adana Demirspor,Galatasaray,2,0,37%,63%,10.0,15.0,3.0,7.0,5.0,6.0,,,2.0,7.0,2.0,0.0,,,7.0,1.0,20.0,14.0,3.0,2.0,0,0,H,,,77.0,118.0,43.0,94.0,2.0,2.0,301.0,490.0,,,26.0,18.0
6aO68Sr6,21.12.2021 18:00,Altay,Trabzonspor,1,2,30%,70%,14.0,15.0,8.0,5.0,4.0,8.0,,,4.0,5.0,0.0,1.0,,,3.0,7.0,16.0,8.0,3.0,3.0,0,0,A,,,86.0,133.0,65.0,83.0,2.0,2.0,303.0,735.0,,,17.0,22.0
xKWkCAqs,21.12.2021 15:00,Antalyaspor,Kasimpasa,1,1,44%,56%,9.0,11.0,4.0,5.0,3.0,4.0,,,6.0,3.0,3.0,1.0,,,4.0,3.0,18.0,18.0,2.0,4.0,0,0,D,,,76.0,98.0,57.0,54.0,2.0,2.0,341.0,439.0,,,16.0,20.0
OzZ198Ta,21.12.2021 15:00,Basaksehir,Giresunspor,3,1,64%,36%,20.0,6.0,8.0,2.0,6.0,3.0,,,6.0,3.0,3.0,0.0,,,1.0,5.0,12.0,9.0,1.0,1.0,0,0,H,,,113.0,72.0,100.0,41.0,6.0,1.0,683.0,377.0,,,12.0,12.0
Q5YSdVqf,19.12.2021 17:00,Fenerbahce,Besiktas,2,2,41%,59%,11.0,14.0,5.0,3.0,3.0,9.0,,,0.0,7.0,2.0,5.0,,,1.0,3.0,20.0,12.0,2.0,5.0,0,0,D,,,88.0,106.0,58.0,67.0,3.0,2.0,342.0,483.0,,,13.0,17.0
KSXWeka0,19.12.2021 14:00,Goztepe,Karagumruk,0,1,46%,54%,12.0,17.0,4.0,3.0,6.0,8.0,,,3.0,3.0,1.0,3.0,,,2.0,4.0,16.0,12.0,3.0,1.0,0,0,A,,,93.0,124.0,62.0,89.0,2.0,6.0,391.0,488.0,,,12.0,15.0
UwuKbiFs,19.12.2021 14:00,Kayserispor,Gaziantep,0,0,50%,50%,9.0,10.0,3.0,3.0,4.0,6.0,,,5.0,4.0,5.0,1.0,,,3.0,3.0,9.0,10.0,1.0,2.0,0,1,D,,,96.0,114.0,64.0,67.0,2.0,1.0,447.0,461.0,,,11.0,11.0
bJWze9E6,19.12.2021 11:30,Rizespor,Yeni Malatyaspor,1,0,62%,38%,14.0,8.0,4.0,2.0,7.0,4.0,,,7.0,1.0,5.0,5.0,,,2.0,3.0,17.0,9.0,2.0,2.0,0,0,H,,,63.0,45.0,61.0,40.0,3.0,2.0,494.0,299.0,,,17.0,20.0
SUhh3X6Q,18.12.2021 17:00,Alanyaspor,Adana Demirspor,1,3,61%,39%,10.0,11.0,4.0,6.0,4.0,4.0,,,4.0,3.0,0.0,2.0,,,3.0,3.0,17.0,16.0,2.0,1.0,0,0,A,,,74.0,84.0,73.0,61.0,2.0,1.0,542.0,340.0,,,10.0,16.0
K4kp5gxE,18.12.2021 17:00,Galatasaray,Basaksehir,1,1,58%,42%,18.0,8.0,4.0,3.0,8.0,4.0,,,5.0,1.0,3.0,1.0,,,2.0,3.0,16.0,13.0,4.0,7.0,0,1,D,,,118.0,85.0,82.0,38.0,6.0,1.0,544.0,409.0,,,10.0,12.0
C2UOcBUm,18.12.2021 14:00,Konyaspor,Antalyaspor,1,0,60%,40%,14.0,6.0,3.0,2.0,7.0,1.0,,,8.0,3.0,0.0,0.0,,,2.0,2.0,14.0,14.0,5.0,2.0,0,0,H,,,102.0,78.0,85.0,42.0,4.0,3.0,544.0,377.0,,,21.0,12.0
bell4DiK,18.12.2021 14:00,Trabzonspor,Hatayspor,2,0,59%,41%,17.0,6.0,9.0,3.0,6.0,3.0,,,6.0,1.0,4.0,1.0,,,3.0,7.0,7.0,8.0,0.0,1.0,0,0,H,,,115.0,103.0,59.0,45.0,2.0,0.0,587.0,409.0,,,18.0,11.0
IaB1tAaD,18.12.2021 11:30,Kasimpasa,Sivasspor,1,3,58%,42%,12.0,7.0,3.0,4.0,4.0,1.0,,,10.0,5.0,1.0,2.0,,,1.0,2.0,11.0,13.0,4.0,2.0,0,0,A,,,77.0,64.0,61.0,37.0,5.0,2.0,482.0,344.0,,,12.0,11.0
6P7csjp7,17.12.2021 18:00,Giresunspor,Altay,3,1,46%,54%,11.0,15.0,5.0,5.0,5.0,5.0,,,4.0,6.0,2.0,2.0,,,4.0,2.0,13.0,12.0,1.0,2.0,0,0,H,,,86.0,97.0,49.0,75.0,1.0,5.0,356.0,411.0,,,17.0,11.0
4YCEsavj,13.12.2021 18:30,Gaziantep,Fenerbahce,3,2,31%,69%,15.0,14.0,7.0,4.0,2.0,7.0,,,4.0,5.0,2.0,2.0,,,2.0,4.0,12.0,13.0,3.0,2.0,0,0,H,,,81.0,149.0,56.0,108.0,6.0,3.0,273.0,601.0,,,13.0,18.0
plhD20GF,13.12.2021 16:00,Sivasspor,Galatasaray,1,0,35%,65%,12.0,6.0,5.0,3.0,4.0,3.0,,,6.0,5.0,4.0,2.0,,,3.0,4.0,13.0,6.0,5.0,3.0,0,0,H,,,62.0,74.0,58.0,59.0,3.0,0.0,290.0,562.0,,,14.0,10.0
AVa052Wd,12.12.2021 17:00,Besiktas,Kayserispor,4,2,73%,27%,21.0,6.0,8.0,3.0,7.0,2.0,,,7.0,2.0,1.0,2.0,,,1.0,4.0,14.0,18.0,3.0,3.0,0,0,H,,,80.0,61.0,40.0,30.0,6.0,1.0,681.0,250.0,,,18.0,17.0
lMb44Mo3,12.12.2021 14:00,Yeni Malatyaspor,Alanyaspor,2,6,43%,57%,20.0,20.0,7.0,13.0,9.0,2.0,,,8.0,5.0,0.0,1.0,,,7.0,5.0,6.0,10.0,4.0,3.0,1,0,A,,,92.0,75.0,95.0,56.0,4.0,5.0,353.0,495.0,,,10.0,16.0
xpGtoYpr,12.12.2021 11:30,Adana Demirspor,Giresunspor,1,0,53%,47%,11.0,13.0,5.0,3.0,4.0,6.0,,,1.0,3.0,0.0,3.0,,,3.0,4.0,14.0,11.0,2.0,2.0,0,0,H,,,107.0,88.0,64.0,66.0,2.0,4.0,458.0,404.0,,,9.0,20.0
Wpl93t19,11.12.2021 17:00,Antalyaspor,Trabzonspor,2,1,39%,61%,13.0,12.0,5.0,5.0,3.0,6.0,,,5.0,3.0,0.0,0.0,,,4.0,3.0,13.0,9.0,1.0,4.0,0,0,H,,,90.0,93.0,64.0,53.0,5.0,1.0,362.0,567.0,,,12.0,15.0
GzFpph0l,11.12.2021 14:00,Basaksehir,Kasimpasa,2,1,64%,36%,13.0,10.0,3.0,3.0,5.0,3.0,,,8.0,3.0,1.0,0.0,,,2.0,1.0,14.0,13.0,2.0,3.0,0,0,H,,,103.0,100.0,71.0,60.0,5.0,4.0,578.0,328.0,,,7.0,9.0
C28grWU0,11.12.2021 14:00,Rizespor,Goztepe,3,1,53%,47%,15.0,14.0,5.0,6.0,8.0,6.0,,,5.0,8.0,0.0,2.0,,,5.0,2.0,15.0,11.0,2.0,0.0,0,1,H,,,69.0,93.0,58.0,75.0,2.0,2.0,368.0,319.0,,,21.0,15.0
rPBItJgd,11.12.2021 11:30,Karagumruk,Konyaspor,1,4,68%,32%,9.0,11.0,3.0,6.0,3.0,3.0,,,3.0,3.0,1.0,2.0,,,2.0,2.0,8.0,12.0,,,1,0,A,,,85.0,61.0,58.0,39.0,3.0,2.0,692.0,324.0,,,9.0,11.0
YB9kqCFf,10.12.2021 18:00,Altay,Hatayspor,1,2,47%,53%,5.0,12.0,2.0,6.0,2.0,5.0,,,3.0,6.0,1.0,3.0,,,4.0,1.0,16.0,11.0,3.0,3.0,0,0,A,,,114.0,91.0,59.0,60.0,1.0,1.0,375.0,424.0,,,25.0,18.0
plWsmLGS,06.12.2021 18:00,Goztepe,Gaziantep,2,1,37%,63%,11.0,15.0,4.0,2.0,3.0,11.0,,,7.0,3.0,3.0,1.0,,,1.0,2.0,13.0,11.0,5.0,3.0,1,0,H,,,82.0,107.0,77.0,71.0,4.0,2.0,278.0,479.0,,,15.0,17.0
CzYZlsnG,06.12.2021 18:00,Konyaspor,Yeni Malatyaspor,0,0,55%,45%,17.0,8.0,5.0,4.0,4.0,4.0,,,4.0,2.0,4.0,2.0,,,4.0,5.0,12.0,9.0,2.0,2.0,0,0,D,,,99.0,84.0,70.0,48.0,8.0,0.0,531.0,440.0,,,15.0,11.0
jRWwl11M,05.12.2021 17:00,Fenerbahce,Rizespor,4,0,48%,52%,16.0,4.0,8.0,1.0,6.0,2.0,,,5.0,3.0,1.0,1.0,,,1.0,4.0,22.0,9.0,1.0,1.0,0,0,H,,,190.0,175.0,88.0,71.0,2.0,1.0,420.0,444.0,,,15.0,17.0
r5qXULfp,05.12.2021 14:00,Giresunspor,Karagumruk,3,1,49%,51%,15.0,6.0,9.0,2.0,4.0,2.0,,,7.0,1.0,4.0,1.0,,,1.0,6.0,7.0,9.0,1.0,1.0,0,0,H,,,112.0,85.0,98.0,38.0,2.0,2.0,480.0,509.0,,,12.0,12.0
M9N9ruPq,05.12.2021 14:00,Hatayspor,Basaksehir,0,3,48%,52%,5.0,16.0,2.0,9.0,3.0,2.0,,,5.0,7.0,1.0,1.0,,,6.0,2.0,10.0,5.0,2.0,0.0,0,0,A,,,103.0,94.0,86.0,64.0,0.0,5.0,498.0,550.0,,,15.0,11.0
fawVkNW9,05.12.2021 11:30,Kayserispor,Antalyaspor,2,0,24%,76%,2.0,24.0,2.0,5.0,0.0,7.0,,,1.0,11.0,1.0,5.0,,,5.0,0.0,10.0,12.0,6.0,4.0,2,0,H,,,57.0,108.0,15.0,108.0,0.0,12.0,199.0,606.0,,,15.0,15.0
O0MJhPni,04.12.2021 17:00,Galatasaray,Altay,2,2,65%,35%,24.0,13.0,7.0,6.0,9.0,5.0,,,12.0,7.0,2.0,0.0,,,4.0,5.0,9.0,12.0,2.0,4.0,0,0,D,,,98.0,78.0,94.0,64.0,8.0,2.0,464.0,250.0,,,22.0,26.0
MouNiq2c,04.12.2021 14:00,Trabzonspor,Adana Demirspor,2,0,54%,46%,5.0,18.0,3.0,4.0,2.0,8.0,,,2.0,7.0,2.0,3.0,,,4.0,1.0,6.0,10.0,0.0,1.0,0,0,H,,,115.0,99.0,59.0,86.0,0.0,6.0,568.0,466.0,,,23.0,16.0
G8vRj3H3,04.12.2021 11:30,Alanyaspor,Sivasspor,0,1,57%,43%,9.0,10.0,1.0,2.0,4.0,7.0,,,5.0,5.0,0.0,5.0,,,1.0,1.0,15.0,14.0,2.0,3.0,0,1,A,,,101.0,83.0,73.0,61.0,4.0,1.0,582.0,428.0,,,16.0,22.0
MeryUuAj,03.12.2021 18:00,Kasimpasa,Besiktas,1,1,44%,56%,8.0,14.0,4.0,6.0,2.0,5.0,,,8.0,6.0,1.0,2.0,,,5.0,3.0,13.0,16.0,3.0,3.0,0,0,D,,,81.0,100.0,75.0,64.0,2.0,3.0,405.0,511.0,,,13.0,15.0
CMh1zrXM,29.11.2021 18:00,Goztepe,Fenerbahce,1,1,41%,59%,12.0,4.0,2.0,2.0,9.0,1.0,,,6.0,3.0,2.0,2.0,,,1.0,1.0,9.0,14.0,2.0,6.0,0,1,D,,,88.0,113.0,74.0,55.0,1.0,1.0,326.0,487.0,,,18.0,28.0
2Vqmu6Ii,28.11.2021 17:00,Yeni Malatyaspor,Galatasaray,0,0,36%,64%,7.0,13.0,2.0,2.0,4.0,6.0,,,4.0,7.0,0.0,4.0,,,2.0,2.0,8.0,13.0,5.0,2.0,0,0,D,,,91.0,122.0,55.0,105.0,1.0,5.0,312.0,548.0,,,8.0,17.0
Ayc1H2Qp,28.11.2021 14:00,Karagumruk,Trabzonspor,0,2,64%,36%,17.0,9.0,2.0,2.0,9.0,6.0,,,4.0,0.0,1.0,1.0,,,0.0,2.0,8.0,13.0,1.0,2.0,0,0,A,,,97.0,86.0,82.0,44.0,6.0,1.0,608.0,352.0,,,10.0,21.0
