id,date,home_team,away_team,home_goals,away_goals,Ball Possession_home,Ball Possession_away,Goal Attempts_home,Goal Attempts_away,Shots on Goal_home,Shots on Goal_away,Shots off Goal_home,Shots off Goal_away,Free Kicks_home,Free Kicks_away,Corner Kicks_home,Corner Kicks_away,Offsides_home,Offsides_away,Throw-ins_home,Throw-ins_away,Goalkeeper Saves_home,Goalkeeper Saves_away,Fouls_home,Fouls_away,Yellow Cards_home,Yellow Cards_away,Red Cards_home,Red Cards_away,result,Goal Kicks_home,Goal Kicks_away,Attacks_home,Attacks_away,Dangerous Attacks_home,Dangerous Attacks_away,Blocked Shots_home,Blocked Shots_away,Total Passes_home,Total Passes_away,Completed Passes_home,Completed Passes_away,Tackles_home,Tackles_away
bivja2yd,19.08.2019 19:00,Fenerbahce,Gaziantep,5,0,76%,24%,19.0,4.0,9.0,0.0,8.0,2.0,21.0,16.0,4.0,2.0,1.0,5.0,,,0.0,4.0,14.0,18.0,1.0,4.0,0,0,H,,,16.0,12.0,17.0,6.0,2.0,2.0,723.0,226.0,650.0,174.0,17.0,8.0
rLaLEsyq,18.08.2019 20:45,Goztepe,Antalyaspor,0,1,57%,43%,7.0,10.0,1.0,3.0,3.0,6.0,15.0,14.0,5.0,5.0,1.0,2.0,,,2.0,1.0,15.0,13.0,3.0,3.0,0,0,A,,,136.0,94.0,93.0,44.0,3.0,1.0,484.0,373.0,391.0,301.0,23.0,15.0
jNKtMPr9,18.08.2019 20:45,Kasimpasa,Trabzonspor,1,1,48%,52%,15.0,17.0,7.0,2.0,3.0,8.0,20.0,16.0,5.0,9.0,2.0,3.0,,,1.0,6.0,14.0,17.0,2.0,0.0,0,0,D,,,90.0,89.0,64.0,72.0,5.0,7.0,406.0,435.0,331.0,357.0,19.0,23.0
xrwfbMj2,18.08.2019 20:45,Yeni Malatyaspor,Basaksehir,3,0,57%,43%,9.0,15.0,5.0,4.0,4.0,5.0,18.0,13.0,2.0,11.0,3.0,3.0,,,4.0,2.0,11.0,15.0,3.0,2.0,0,1,H,,,73.0,60.0,51.0,68.0,0.0,6.0,407.0,292.0,325.0,208.0,13.0,14.0
OzJlK3DL,18.08.2019 18:15,Konyaspor,Ankaragucu,0,0,59%,41%,23.0,9.0,4.0,1.0,10.0,6.0,14.0,8.0,4.0,1.0,0.0,1.0,,,1.0,4.0,7.0,14.0,0.0,2.0,0,0,D,,,112.0,86.0,81.0,32.0,9.0,2.0,512.0,351.0,422.0,254.0,12.0,21.0
ppKpLqbF,17.08.2019 20:45,Kayserispor,Alanyaspor,0,1,49%,51%,6.0,14.0,3.0,7.0,1.0,5.0,10.0,16.0,6.0,9.0,3.0,0.0,,,6.0,3.0,13.0,10.0,4.0,1.0,0,0,A,,,90.0,96.0,56.0,87.0,2.0,2.0,391.0,412.0,303.0,322.0,15.0,22.0
UHZo0rMk,17.08.2019 20:45,Sivasspor,Besiktas,3,0,38%,62%,13.0,13.0,8.0,3.0,3.0,6.0,12.0,20.0,7.0,0.0,4.0,3.0,,,3.0,5.0,15.0,9.0,4.0,3.0,0,0,H,,,129.0,141.0,82.0,70.0,2.0,4.0,356.0,603.0,260.0,516.0,18.0,5.0
vmHxN5T2,17.08.2019 18:15,Genclerbirligi,Rizespor,0,1,50%,50%,8.0,11.0,1.0,5.0,7.0,5.0,16.0,22.0,4.0,2.0,4.0,2.0,,,4.0,1.0,16.0,14.0,4.0,2.0,1,0,A,,,92.0,117.0,57.0,80.0,0.0,1.0,396.0,407.0,302.0,319.0,9.0,12.0
tCDgJNSR,16.08.2019 19:30,Denizlispor,Galatasaray,2,0,48%,52%,15.0,7.0,5.0,4.0,9.0,2.0,13.0,13.0,6.0,2.0,2.0,4.0,,,4.0,3.0,12.0,9.0,4.0,5.0,0,1,H,,,100.0,102.0,85.0,60.0,1.0,1.0,416.0,464.0,343.0,395.0,34.0,13.0
nNXGDbVd,15.05.2021 19:30,Galatasaray,Yeni Malatyaspor,3,1,68%,32%,33.0,5.0,10.0,1.0,15.0,4.0,,,15.0,0.0,5.0,1.0,,,0.0,7.0,8.0,12.0,,,0,0,H,,,162.0,104.0,144.0,43.0,8.0,0.0,554.0,280.0,,,14.0,23.0
KCPTAdFF,15.05.2021 19:30,Goztepe,Besiktas,1,2,40%,60%,9.0,14.0,3.0,3.0,6.0,6.0,,,3.0,6.0,1.0,0.0,,,1.0,2.0,17.0,13.0,1.0,1.0,0,0,A,,,96.0,126.0,42.0,84.0,0.0,5.0,338.0,511.0,,,29.0,19.0
EZOX9GUL,15.05.2021 19:30,Kayserispor,Fenerbahce,1,2,23%,77%,9.0,9.0,3.0,4.0,5.0,1.0,,,2.0,11.0,1.0,2.0,,,2.0,2.0,14.0,10.0,5.0,2.0,1,0,A,,,67.0,126.0,32.0,131.0,1.0,4.0,191.0,592.0,,,19.0,9.0
QDWKCIp3,15.05.2021 19:30,Trabzonspor,Genclerbirligi,2,1,64%,36%,20.0,9.0,11.0,4.0,3.0,5.0,,,9.0,2.0,2.0,1.0,,,3.0,9.0,7.0,8.0,1.0,2.0,0,0,H,,,150.0,111.0,99.0,73.0,6.0,0.0,637.0,346.0,,,14.0,15.0
CA483E7k,15.05.2021 17:00,Ankaragucu,Alanyaspor,0,1,44%,56%,10.0,21.0,3.0,9.0,2.0,9.0,,,6.0,3.0,1.0,3.0,,,8.0,3.0,11.0,18.0,2.0,1.0,0,0,A,,,85.0,83.0,44.0,65.0,5.0,3.0,400.0,516.0,,,11.0,12.0
hQNy9zpS,15.05.2021 17:00,Antalyaspor,Konyaspor,0,0,58%,42%,10.0,8.0,3.0,3.0,5.0,4.0,,,1.0,4.0,1.0,0.0,,,3.0,3.0,13.0,16.0,3.0,2.0,0,0,D,,,73.0,88.0,56.0,81.0,2.0,1.0,616.0,430.0,,,17.0,10.0
b7vZlFhd,15.05.2021 17:00,Hatayspor,Gaziantep,0,1,67%,33%,12.0,9.0,4.0,4.0,4.0,4.0,,,3.0,1.0,3.0,0.0,,,3.0,4.0,12.0,14.0,1.0,1.0,0,0,A,,,116.0,85.0,84.0,41.0,4.0,1.0,552.0,267.0,,,17.0,21.0
YJ544fhq,15.05.2021 17:00,Karagumruk,Denizlispor,5,1,71%,29%,24.0,8.0,11.0,3.0,8.0,3.0,,,6.0,0.0,3.0,1.0,,,2.0,6.0,13.0,16.0,0.0,2.0,0,1,H,,,85.0,52.0,80.0,21.0,5.0,2.0,590.0,236.0,,,14.0,13.0
8xMPBx09,15.05.2021 17:00,Rizespor,Basaksehir,0,2,38%,62%,14.0,9.0,5.0,3.0,7.0,5.0,,,6.0,1.0,2.0,0.0,,,1.0,5.0,12.0,8.0,1.0,0.0,0,0,A,,,105.0,89.0,70.0,35.0,2.0,1.0,412.0,712.0,,,11.0,11.0
6X3C2YMe,15.05.2021 17:00,Sivasspor,Kasimpasa,2,1,57%,43%,19.0,6.0,9.0,3.0,8.0,1.0,,,7.0,1.0,1.0,1.0,,,2.0,7.0,14.0,11.0,2.0,3.0,0,0,H,,,92.0,80.0,88.0,40.0,2.0,2.0,489.0,382.0,,,13.0,18.0
KGuVkewj,11.05.2021 19:30,Alanyaspor,Erzurumspor,2,3,63%,37%,13.0,10.0,6.0,6.0,5.0,1.0,,,7.0,2.0,6.0,3.0,,,3.0,4.0,18.0,11.0,4.0,1.0,0,0,A,,,72.0,58.0,69.0,48.0,2.0,3.0,567.0,325.0,,,13.0,12.0
hSfpDRvn,11.05.2021 19:30,Basaksehir,Kayserispor,0,0,74%,26%,3.0,7.0,0.0,2.0,1.0,3.0,,,1.0,6.0,4.0,0.0,,,2.0,0.0,7.0,7.0,1.0,1.0,0,0,D,,,115.0,81.0,47.0,42.0,2.0,2.0,899.0,294.0,,,11.0,11.0
QFNd83gH,11.05.2021 19:30,Besiktas,Karagumruk,1,2,53%,47%,17.0,5.0,5.0,5.0,8.0,0.0,,,8.0,2.0,4.0,0.0,,,3.0,4.0,21.0,19.0,2.0,7.0,0,1,A,,,95.0,64.0,88.0,31.0,4.0,0.0,428.0,405.0,,,23.0,17.0
QughB59b,11.05.2021 19:30,Denizlispor,Galatasaray,1,4,43%,57%,7.0,19.0,3.0,10.0,2.0,8.0,,,1.0,6.0,0.0,3.0,,,6.0,2.0,12.0,6.0,5.0,0.0,1,0,A,,,74.0,93.0,35.0,92.0,2.0,1.0,393.0,493.0,,,18.0,19.0
vPjtE7Pu,11.05.2021 19:30,Fenerbahce,Sivasspor,1,2,61%,39%,19.0,14.0,7.0,3.0,9.0,7.0,,,8.0,1.0,1.0,3.0,,,1.0,6.0,14.0,9.0,2.0,3.0,0,0,A,,,118.0,78.0,98.0,38.0,3.0,4.0,531.0,332.0,,,12.0,16.0
WhOh9qvB,11.05.2021 19:30,Gaziantep,Rizespor,4,5,60%,40%,19.0,10.0,7.0,6.0,7.0,2.0,,,9.0,3.0,2.0,3.0,,,1.0,3.0,14.0,12.0,4.0,2.0,0,0,A,,,144.0,83.0,104.0,40.0,5.0,2.0,408.0,281.0,,,11.0,16.0
xhjQjyOq,11.05.2021 19:30,Genclerbirligi,Goztepe,5,3,43%,57%,16.0,6.0,9.0,3.0,5.0,3.0,27.0,14.0,4.0,5.0,0.0,0.0,,,1.0,4.0,8.0,17.0,2.0,2.0,0,0,H,,,75.0,75.0,43.0,35.0,2.0,0.0,378.0,503.0,,,11.0,14.0
h2PlAPO4,11.05.2021 19:30,Kasimpasa,Ankaragucu,3,1,41%,59%,10.0,16.0,5.0,7.0,3.0,7.0,,,2.0,3.0,1.0,1.0,,,6.0,2.0,27.0,12.0,4.0,3.0,0,0,H,,,74.0,95.0,71.0,90.0,2.0,2.0,315.0,442.0,,,15.0,10.0
E1PZhOgU,11.05.2021 19:30,Yeni Malatyaspor,Hatayspor,1,1,59%,41%,12.0,11.0,4.0,2.0,3.0,9.0,,,5.0,4.0,0.0,2.0,,,1.0,3.0,12.0,14.0,2.0,1.0,0,0,D,,,61.0,64.0,44.0,41.0,5.0,0.0,481.0,330.0,,,7.0,15.0
nkflCofh,11.05.2021 16:00,Konyaspor,Trabzonspor,1,1,42%,58%,26.0,10.0,6.0,5.0,13.0,4.0,,,10.0,1.0,4.0,0.0,,,4.0,5.0,10.0,7.0,2.0,2.0,0,1,D,,,88.0,100.0,79.0,44.0,7.0,1.0,380.0,577.0,,,17.0,11.0
0YV6a8An,08.05.2021 19:30,Ankaragucu,Fenerbahce,1,2,31%,69%,15.0,19.0,5.0,7.0,5.0,8.0,,,5.0,12.0,2.0,1.0,,,5.0,4.0,17.0,10.0,2.0,0.0,0,0,A,,,82.0,111.0,50.0,93.0,5.0,4.0,241.0,498.0,,,11.0,10.0
6yMRfpPH,08.05.2021 19:30,Erzurumspor,Kasimpasa,0,1,58%,42%,12.0,13.0,2.0,3.0,9.0,8.0,,,3.0,4.0,3.0,1.0,,,2.0,2.0,8.0,16.0,0.0,5.0,1,1,A,,,86.0,85.0,70.0,54.0,1.0,2.0,427.0,311.0,,,6.0,15.0
vPUAbSPh,08.05.2021 19:30,Galatasaray,Besiktas,3,1,40%,60%,9.0,7.0,5.0,2.0,2.0,4.0,,,4.0,5.0,3.0,2.0,,,1.0,2.0,18.0,18.0,4.0,3.0,0,0,H,,,86.0,85.0,55.0,61.0,2.0,1.0,316.0,470.0,,,16.0,16.0
pMXId6f5,08.05.2021 19:30,Goztepe,Konyaspor,0,1,59%,41%,8.0,10.0,3.0,6.0,2.0,2.0,,,5.0,3.0,1.0,1.0,,,5.0,3.0,12.0,9.0,3.0,0.0,0,0,A,,,71.0,67.0,53.0,34.0,3.0,2.0,533.0,380.0,,,19.0,12.0
SpNNeQ9B,08.05.2021 19:30,Hatayspor,Denizlispor,1,0,51%,49%,14.0,11.0,3.0,2.0,10.0,4.0,,,1.0,3.0,4.0,0.0,,,2.0,2.0,11.0,8.0,1.0,1.0,0,0,H,,,82.0,87.0,66.0,43.0,1.0,5.0,422.0,413.0,,,14.0,17.0
YoUEcnua,08.05.2021 19:30,Karagumruk,Genclerbirligi,5,1,56%,44%,14.0,8.0,7.0,2.0,3.0,3.0,,,8.0,6.0,0.0,3.0,,,1.0,2.0,20.0,10.0,2.0,2.0,0,0,H,,,69.0,72.0,62.0,55.0,4.0,3.0,505.0,383.0,,,14.0,14.0
rcy20let,08.05.2021 19:30,Kayserispor,Gaziantep,0,0,55%,45%,10.0,11.0,2.0,1.0,7.0,4.0,,,5.0,3.0,3.0,2.0,,,1.0,2.0,9.0,12.0,2.0,2.0,0,0,D,,,69.0,69.0,58.0,45.0,1.0,6.0,487.0,397.0,,,17.0,11.0
Sp1htoAO,08.05.2021 19:30,Rizespor,Yeni Malatyaspor,0,4,53%,47%,8.0,12.0,1.0,9.0,4.0,2.0,,,4.0,3.0,3.0,0.0,,,5.0,1.0,10.0,10.0,3.0,0.0,1,0,A,,,79.0,69.0,73.0,51.0,3.0,1.0,490.0,440.0,,,11.0,15.0
tlkz5UnP,08.05.2021 19:30,Sivasspor,Basaksehir,0,0,42%,58%,11.0,7.0,2.0,2.0,7.0,3.0,,,5.0,7.0,0.0,1.0,,,2.0,2.0,6.0,8.0,0.0,2.0,0,0,D,,,68.0,74.0,47.0,46.0,2.0,2.0,461.0,661.0,,,19.0,14.0
zBQVg4vO,08.05.2021 19:30,Trabzonspor,Antalyaspor,2,1,61%,39%,14.0,7.0,8.0,2.0,4.0,4.0,,,5.0,3.0,5.0,4.0,,,1.0,6.0,11.0,14.0,1.0,3.0,0,0,H,,,74.0,62.0,52.0,42.0,2.0,1.0,587.0,368.0,,,10.0,19.0
EsclsRfI,03.05.2021 19:30,Fenerbahce,Erzurumspor,3,1,60%,40%,28.0,11.0,10.0,2.0,10.0,6.0,,,10.0,5.0,2.0,1.0,,,1.0,7.0,17.0,12.0,0.0,3.0,0,0,H,,,129.0,107.0,110.0,77.0,8.0,3.0,654.0,412.0,,,14.0,5.0
h4UdiBIP,03.05.2021 19:30,Gaziantep,Sivasspor,0,1,,,,,,,,,,,,,,,,,,,,,,,0,0,A,,,,,,,,,,,,,,
6BAXp9eg,03.05.2021 15:00,Basaksehir,Ankaragucu,2,1,70%,30%,8.0,8.0,3.0,3.0,3.0,2.0,,,7.0,5.0,2.0,1.0,,,2.0,1.0,10.0,10.0,3.0,5.0,0,0,H,,,83.0,63.0,62.0,42.0,2.0,3.0,693.0,280.0,,,8.0,15.0
EDVhhi3J,03.05.2021 15:00,Kasimpasa,Alanyaspor,3,0,40%,60%,9.0,18.0,8.0,5.0,1.0,5.0,,,1.0,5.0,2.0,1.0,,,5.0,5.0,17.0,9.0,0.0,1.0,0,0,H,,,104.0,97.0,54.0,73.0,0.0,8.0,383.0,590.0,,,15.0,15.0
zTaCqaaJ,03.05.2021 15:00,Yeni Malatyaspor,Kayserispor,1,1,55%,45%,17.0,7.0,2.0,1.0,14.0,4.0,,,9.0,4.0,2.0,3.0,,,0.0,1.0,10.0,13.0,2.0,1.0,0,0,D,,,113.0,83.0,99.0,51.0,1.0,2.0,457.0,385.0,,,9.0,11.0
AqHOnVQt,02.05.2021 19:30,Genclerbirligi,Galatasaray,0,2,36%,64%,6.0,22.0,1.0,10.0,2.0,7.0,,,2.0,6.0,0.0,1.0,,,8.0,1.0,10.0,17.0,1.0,1.0,0,0,A,,,72.0,81.0,53.0,85.0,3.0,5.0,289.0,530.0,,,12.0,10.0
WI7qr7uC,02.05.2021 15:00,Antalyaspor,Goztepe,2,3,41%,59%,14.0,7.0,5.0,3.0,6.0,3.0,,,7.0,2.0,1.0,1.0,,,0.0,3.0,12.0,10.0,1.0,1.0,0,0,A,,,67.0,74.0,59.0,39.0,3.0,1.0,382.0,557.0,,,18.0,13.0
p29ypTAa,02.05.2021 15:00,Denizlispor,Rizespor,0,1,55%,45%,8.0,13.0,1.0,5.0,6.0,3.0,,,0.0,4.0,0.0,0.0,,,4.0,1.0,12.0,8.0,2.0,2.0,0,0,A,,,116.0,123.0,51.0,69.0,1.0,5.0,478.0,391.0,,,14.0,18.0
hS8uqmQ5,02.05.2021 15:00,Konyaspor,Karagumruk,5,1,35%,65%,20.0,10.0,9.0,3.0,6.0,2.0,,,7.0,5.0,2.0,1.0,,,2.0,4.0,14.0,20.0,2.0,4.0,0,0,H,,,60.0,65.0,66.0,44.0,5.0,5.0,280.0,561.0,,,11.0,10.0
OnLSoktm,01.05.2021 19:30,Besiktas,Hatayspor,7,0,61%,39%,17.0,9.0,13.0,1.0,3.0,7.0,,,3.0,3.0,0.0,1.0,,,1.0,6.0,8.0,14.0,0.0,3.0,0,0,H,,,64.0,78.0,58.0,59.0,1.0,1.0,589.0,361.0,,,12.0,15.0
Eujlk3Vs,29.04.2021 19:30,Alanyaspor,Fenerbahce,0,0,61%,39%,16.0,11.0,2.0,1.0,11.0,6.0,,,4.0,3.0,1.0,1.0,,,1.0,2.0,15.0,11.0,3.0,0.0,0,1,D,,,114.0,125.0,67.0,61.0,3.0,4.0,565.0,353.0,,,11.0,13.0
G4ADe5hE,29.04.2021 19:30,Ankaragucu,Gaziantep,0,1,50%,50%,15.0,10.0,0.0,3.0,10.0,4.0,,,8.0,4.0,3.0,1.0,,,2.0,0.0,8.0,19.0,1.0,4.0,0,0,A,,,108.0,119.0,80.0,76.0,5.0,3.0,404.0,399.0,,,20.0,12.0
U7EHfP7K,29.04.2021 15:00,Erzurumspor,Basaksehir,1,2,44%,56%,21.0,12.0,5.0,5.0,9.0,4.0,,,5.0,6.0,2.0,1.0,,,3.0,4.0,11.0,9.0,2.0,3.0,0,1,A,,,94.0,87.0,76.0,71.0,7.0,3.0,379.0,493.0,,,8.0,8.0
21MVWLFD,29.04.2021 15:00,Sivasspor,Yeni Malatyaspor,1,0,65%,35%,21.0,7.0,5.0,2.0,10.0,4.0,,,8.0,2.0,1.0,0.0,,,2.0,4.0,11.0,10.0,1.0,3.0,0,0,H,,,100.0,74.0,86.0,45.0,6.0,1.0,521.0,279.0,,,10.0,13.0
M5gdms0f,28.04.2021 19:30,Galatasaray,Konyaspor,1,0,69%,31%,16.0,8.0,6.0,2.0,6.0,4.0,,,11.0,1.0,2.0,0.0,,,2.0,5.0,7.0,9.0,0.0,2.0,0,0,H,,,133.0,72.0,96.0,26.0,4.0,2.0,677.0,301.0,,,16.0,20.0
CW3MgqNQ,28.04.2021 19:30,Rizespor,Besiktas,2,3,45%,55%,8.0,16.0,3.0,9.0,3.0,5.0,,,5.0,6.0,5.0,2.0,,,6.0,1.0,18.0,16.0,2.0,1.0,0,0,A,,,78.0,82.0,59.0,73.0,2.0,2.0,374.0,446.0,,,20.0,16.0
4Ur1n1F0,28.04.2021 15:00,Goztepe,Trabzonspor,1,1,40%,60%,14.0,14.0,3.0,7.0,8.0,3.0,,,7.0,2.0,5.0,1.0,,,6.0,2.0,10.0,14.0,5.0,2.0,1,1,D,,,97.0,125.0,83.0,98.0,3.0,4.0,329.0,524.0,,,24.0,8.0
dx18pupD,28.04.2021 15:00,Karagumruk,Antalyaspor,2,2,61%,39%,5.0,10.0,3.0,5.0,1.0,3.0,,,0.0,4.0,2.0,6.0,,,3.0,1.0,19.0,22.0,5.0,2.0,0,0,D,,,76.0,79.0,42.0,52.0,1.0,2.0,545.0,340.0,,,13.0,21.0
2F14oLU6,28.04.2021 15:00,Kayserispor,Denizlispor,6,3,49%,51%,18.0,16.0,15.0,7.0,3.0,4.0,,,7.0,6.0,3.0,0.0,,,4.0,9.0,16.0,11.0,1.0,6.0,0,1,H,,,77.0,81.0,58.0,52.0,0.0,5.0,411.0,417.0,,,15.0,9.0
rFfhlNpl,27.04.2021 19:30,Hatayspor,Genclerbirligi,3,1,49%,51%,16.0,19.0,9.0,6.0,6.0,9.0,,,4.0,4.0,2.0,0.0,,,5.0,6.0,14.0,10.0,3.0,2.0,0,0,H,,,98.0,97.0,70.0,73.0,1.0,4.0,423.0,426.0,,,25.0,15.0
UTmxdEnc,25.04.2021 19:30,Fenerbahce,Kasimpasa,3,2,61%,39%,21.0,11.0,11.0,3.0,6.0,5.0,,,7.0,3.0,4.0,1.0,,,1.0,8.0,8.0,12.0,2.0,1.0,0,0,H,,,126.0,75.0,69.0,43.0,4.0,3.0,565.0,350.0,,,16.0,10.0
SO9gXU9d,25.04.2021 15:00,Basaksehir,Alanyaspor,0,0,50%,50%,3.0,13.0,0.0,5.0,2.0,5.0,,,4.0,3.0,2.0,2.0,,,5.0,0.0,17.0,7.0,1.0,0.0,0,0,D,,,68.0,77.0,44.0,56.0,1.0,3.0,474.0,474.0,,,12.0,16.0
OANRX107,25.04.2021 15:00,Gaziantep,Erzurumspor,2,3,64%,36%,14.0,12.0,6.0,6.0,5.0,2.0,,,7.0,5.0,1.0,0.0,,,3.0,4.0,10.0,14.0,0.0,3.0,0,0,A,,,85.0,81.0,72.0,47.0,3.0,4.0,557.0,309.0,,,11.0,7.0
Ao8Mz4Gl,25.04.2021 12:30,Yeni Malatyaspor,Ankaragucu,2,1,48%,52%,12.0,9.0,6.0,4.0,5.0,4.0,,,4.0,4.0,1.0,1.0,,,3.0,4.0,12.0,9.0,2.0,5.0,0,1,H,,,91.0,121.0,58.0,79.0,1.0,1.0,360.0,392.0,,,18.0,9.0
dr4Iyp1r,24.04.2021 19:30,Antalyaspor,Galatasaray,0,1,26%,74%,3.0,22.0,1.0,8.0,1.0,9.0,,,1.0,8.0,1.0,4.0,,,7.0,1.0,17.0,13.0,7.0,1.0,2,0,A,,,51.0,96.0,25.0,112.0,1.0,5.0,235.0,645.0,,,9.0,13.0
GpjlgCWF,24.04.2021 19:30,Besiktas,Kayserispor,3,1,64%,36%,19.0,6.0,7.0,1.0,4.0,2.0,,,3.0,0.0,6.0,1.0,,,0.0,4.0,19.0,18.0,4.0,1.0,0,0,H,,,150.0,101.0,102.0,45.0,8.0,3.0,607.0,342.0,,,22.0,22.0
xfipfhH9,24.04.2021 19:30,Denizlispor,Sivasspor,1,1,62%,38%,7.0,10.0,3.0,2.0,2.0,6.0,,,5.0,5.0,2.0,1.0,,,1.0,2.0,12.0,9.0,0.0,1.0,0,0,D,,,95.0,90.0,66.0,84.0,2.0,2.0,541.0,317.0,,,13.0,17.0
ra6UYso1,24.04.2021 15:00,Trabzonspor,Karagumruk,2,0,36%,64%,15.0,15.0,6.0,6.0,6.0,3.0,,,2.0,10.0,2.0,0.0,,,6.0,4.0,9.0,15.0,1.0,3.0,0,0,H,,,95.0,127.0,54.0,97.0,3.0,6.0,397.0,698.0,,,17.0,16.0
8KnteY13,24.04.2021 12:30,Konyaspor,Hatayspor,0,0,56%,44%,12.0,5.0,4.0,4.0,8.0,1.0,,,4.0,0.0,1.0,1.0,,,4.0,4.0,10.0,14.0,4.0,1.0,1,0,D,,,98.0,76.0,72.0,51.0,0.0,0.0,457.0,362.0,,,13.0,16.0
487QZNVf,23.04.2021 19:30,Genclerbirligi,Rizespor,2,1,50%,50%,12.0,14.0,6.0,3.0,4.0,7.0,,,4.0,7.0,0.0,2.0,,,2.0,4.0,11.0,10.0,1.0,0.0,0,0,H,,,83.0,74.0,59.0,56.0,2.0,4.0,452.0,432.0,,,10.0,11.0
GQN2sFX3,22.04.2021 18:00,Kasimpasa,Basaksehir,0,1,50%,50%,9.0,7.0,3.0,4.0,5.0,2.0,,,4.0,3.0,0.0,2.0,,,3.0,3.0,11.0,10.0,3.0,1.0,0,0,A,,,98.0,90.0,78.0,52.0,1.0,1.0,483.0,493.0,,,11.0,12.0
Y1YcreIc,22.04.2021 15:00,Alanyaspor,Gaziantep,3,2,53%,47%,17.0,8.0,7.0,4.0,7.0,2.0,,,4.0,4.0,2.0,2.0,,,2.0,4.0,10.0,13.0,3.0,2.0,0,0,H,,,88.0,101.0,54.0,62.0,3.0,2.0,461.0,412.0,,,14.0,19.0
2sQEvDHM,21.04.2021 18:00,Galatasaray,Trabzonspor,1,1,53%,47%,15.0,9.0,4.0,5.0,7.0,1.0,,,7.0,5.0,1.0,2.0,,,4.0,3.0,15.0,11.0,1.0,3.0,0,0,D,,,88.0,94.0,67.0,58.0,4.0,3.0,440.0,397.0,,,23.0,18.0
MR6oZjup,21.04.2021 15:00,Ankaragucu,Denizlispor,1,1,50%,50%,15.0,5.0,6.0,2.0,8.0,2.0,,,6.0,3.0,1.0,0.0,,,1.0,5.0,13.0,22.0,1.0,3.0,0,0,D,,,60.0,66.0,57.0,37.0,1.0,1.0,376.0,387.0,,,17.0,15.0
tfWCKiQj,21.04.2021 15:00,Erzurumspor,Yeni Malatyaspor,1,0,52%,48%,15.0,8.0,4.0,2.0,8.0,5.0,,,2.0,6.0,1.0,0.0,,,2.0,3.0,16.0,12.0,1.0,1.0,0,0,H,,,87.0,84.0,67.0,46.0,3.0,1.0,433.0,395.0,,,17.0,6.0
Gl6kYAfj,20.04.2021 18:00,Hatayspor,Antalyaspor,3,2,54%,46%,21.0,13.0,9.0,9.0,4.0,2.0,,,7.0,7.0,1.0,4.0,,,7.0,6.0,13.0,11.0,2.0,0.0,0,0,H,,,100.0,75.0,87.0,68.0,8.0,2.0,464.0,396.0,,,17.0,7.0
UTR6tZnA,20.04.2021 18:00,Sivasspor,Besiktas,0,0,32%,68%,7.0,7.0,0.0,3.0,6.0,3.0,,,1.0,1.0,5.0,2.0,,,3.0,0.0,22.0,11.0,1.0,3.0,0,0,D,,,104.0,126.0,49.0,63.0,1.0,1.0,264.0,571.0,,,24.0,10.0
fBZgqy3i,20.04.2021 15:00,Karagumruk,Goztepe,1,1,51%,49%,8.0,13.0,6.0,3.0,1.0,7.0,,,4.0,7.0,2.0,2.0,,,2.0,5.0,11.0,11.0,1.0,1.0,0,0,D,,,81.0,93.0,51.0,72.0,1.0,3.0,489.0,436.0,,,17.0,11.0
OjRAug2G,20.04.2021 15:00,Kayserispor,Genclerbirligi,2,2,57%,43%,9.0,9.0,4.0,3.0,3.0,5.0,,,6.0,3.0,2.0,1.0,,,1.0,2.0,19.0,11.0,5.0,2.0,0,0,D,,,119.0,89.0,88.0,59.0,2.0,1.0,509.0,382.0,,,12.0,12.0
KIKJwXWS,20.04.2021 15:00,Rizespor,Konyaspor,5,3,48%,52%,19.0,24.0,9.0,8.0,5.0,8.0,,,9.0,6.0,2.0,0.0,,,5.0,4.0,11.0,7.0,2.0,1.0,0,0,H,,,74.0,92.0,73.0,87.0,5.0,8.0,398.0,427.0,,,14.0,21.0
rJjxRgmN,18.04.2021 18:00,Basaksehir,Fenerbahce,1,2,50%,50%,8.0,17.0,5.0,7.0,2.0,7.0,,,1.0,6.0,2.0,1.0,,,5.0,4.0,18.0,12.0,3.0,3.0,1,0,A,,,121.0,122.0,61.0,81.0,1.0,3.0,505.0,509.0,,,9.0,10.0
6yIU7Eto,18.04.2021 15:00,Gaziantep,Kasimpasa,2,2,61%,39%,18.0,14.0,3.0,7.0,10.0,3.0,,,9.0,6.0,1.0,5.0,,,5.0,1.0,14.0,12.0,2.0,2.0,0,0,D,,,103.0,81.0,96.0,62.0,5.0,4.0,418.0,269.0,,,15.0,19.0
A5hUSFIA,17.04.2021 18:00,Goztepe,Galatasaray,1,3,42%,58%,6.0,14.0,1.0,6.0,4.0,5.0,,,3.0,8.0,1.0,4.0,,,3.0,0.0,13.0,11.0,1.0,1.0,0,0,A,,,95.0,125.0,47.0,86.0,1.0,3.0,401.0,557.0,,,16.0,24.0
hUcPTe34,17.04.2021 15:00,Trabzonspor,Hatayspor,1,1,49%,51%,10.0,10.0,3.0,2.0,4.0,6.0,,,6.0,1.0,1.0,0.0,,,1.0,2.0,17.0,22.0,3.0,4.0,0,0,D,,,76.0,86.0,73.0,61.0,3.0,2.0,392.0,423.0,,,12.0,17.0
